gene	tj_source	classical_tj	logFC	de_p	de_fdr	rho	p	I2	ci_lo	ci_hi	k	n	n_neg	n_cohorts	member_rhos	predicts_low_tnk	mwu_p	r_rb	delta_median	n_q1	n_q4	fdr_screen	predicts_low_tnk_fdr	on_741_up	on_nominal_up	fdr_tj
PRKAA2	KEGG_TJ	True	-0.7321583923275753	0.14306823085666912	0.7782520865671833	-0.4182917429684443	0.0013116922176930744	0.0	-0.6153103799104344	-0.17208703283162413	4	64	4	4	GSE123902:-0.280,GSE131907:-0.503,GSE205335:-0.490,GSE189357:-0.117	True	0.016701063385904713	-0.487719298245614	-0.286012544173031	19	15	0.08963230154236008	False	False	False	0.08963230154236008
DLG3	KEGG_TJ	True	0.02900338079084036	0.9201362735361261	0.9864382643055537	-0.33921382511450454	0.010865677527860024	0.0	-0.5546045399031607	-0.08122145108805995	4	64	4	4	GSE123902:-0.346,GSE131907:-0.340,GSE205335:-0.295,GSE189357:-0.450	True	0.03436621810360167	-0.43157894736842106	-0.14168309843463547	19	15	0.29293139099074866	False	False	False	0.29293139099074866
PPP2R2C	KEGG_TJ	True	-1.0119750937148075	0.026884964957975488	0.7364787625876359	-0.33885618218784497	0.010956745429120025	0.0	-0.5543246789606346	-0.0808200126183966	4	64	3	4	GSE123902:-0.466,GSE131907:-0.392,GSE205335:-0.324,GSE189357:0.034	True	0.32900432900432897	-0.4	-0.15749381270336288	6	5	0.29293139099074866	False	False	False	0.29293139099074866
CLDN19	KEGG_TJ|GOBP_TJ_ORG	True	-0.017822793254557035	0.7028589042322944	0.9400632570586925	-0.3279829847501139	0.014054811876012185	0.0	-0.5457929171701627	-0.06865515673414223	4	64	4	4	GSE123902:-0.154,GSE131907:-0.251,GSE205335:-0.456,GSE189357:-0.420	True				0	0	0.29293139099074866	False	False	False	0.29293139099074866
SLC39A9	GOBP_TJ_ORG	True	0.11963322859553517	0.5913368379021562	0.9123688299825503	-0.32296569663697566	0.015718269760479197	0.0	-0.5418407653987778	-0.06306773261323666	4	64	4	4	GSE123902:-0.390,GSE131907:-0.139,GSE205335:-0.381,GSE189357:-0.533	True	0.004453417410586477	-0.5789473684210527	-0.29013482759891307	19	15	0.29293139099074866	False	False	False	0.29293139099074866
RAMP2	GOBP_TJ_ORG	True	-0.25581834409179643	0.7165899470073637	0.9428798615048903	-0.3060421458360175	0.034363315973391144	11.766274086897393	-0.5434692623683727	-0.023275196854258412	4	64	3	4	GSE123902:0.077,GSE131907:-0.388,GSE205335:-0.516,GSE189357:-0.017	True	0.5980910784890172	-0.1384615384615384	-0.06868013647623278	13	10	0.440279985909074	False	False	False	0.440279985909074
CDC42	KEGG_TJ	True	0.1151050280709263	0.4608074851513601	0.8778589477560217	-0.2968267928435393	0.027323955322050095	0.0	-0.5210932071059389	-0.03421973077658226	4	64	4	4	GSE123902:-0.330,GSE131907:-0.262,GSE205335:-0.200,GSE189357:-0.583	True	0.04071904464313298	-0.4175438596491228	-0.1621269264541792	19	15	0.440279985909074	False	False	False	0.440279985909074
CLDN5	KEGG_TJ|GOBP_TJ_ORG	True	0.3566220439524635	0.5920871776797668	0.9125064371230336	-0.2877822855281654	0.032716635994168755	0.0	-0.5138519402562911	-0.02433870426980901	4	64	3	4	GSE123902:0.096,GSE131907:-0.405,GSE205335:-0.427,GSE189357:-0.067	True	0.09073426573426574	-0.5238095238095238	-0.24599543936034374	9	7	0.440279985909074	False	False	False	0.440279985909074
TGFBR1	GOBP_TJ_ORG	True	-0.2633110499574532	0.41405578204008475	0.8629028555617309	-0.2701228736960471	0.045776409940713206	0.0	-0.49961988979822824	-0.005193220098085283	4	64	3	4	GSE123902:-0.363,GSE131907:-0.152,GSE205335:-0.465,GSE189357:0.200	True	0.16532715423132338	-0.28421052631578947	-0.09876330379590736	19	15	0.552009649285071	False	False	False	0.552009649285071
