subset	endpoint	n_Q4	n_Q1	median_Q4	median_Q1	U	p	rank_biserial_Q4_minus_Q1
tumor_LUAD	CD8A	15	15	8.308172896	8.055964056	132.0	0.43064798984807773	0.17333333333333334
tumor_LUAD	CD274	15	15	6.903886463	6.831700334	140.0	0.26275304114766074	0.24444444444444446
tumor_LUAD	ImmuneScore	15	15	3901.9627583487736	3537.4155331509246	122.0	0.7089232340537643	0.08444444444444454
