analysis,gene,n_patients_or_samples,n_responder,n_nonresponder,median_responder,median_nonresponder,mean_responder,mean_nonresponder,mann_whitney_u,mann_whitney_p,auc_responder_higher,auc_bootstrap_95ci_low,auc_bootstrap_95ci_high,cliffs_delta,detected_responder,detected_nonresponder,detection_threshold_fpkm,detection_fisher_odds_ratio,detection_fisher_p,median_split_cut_fpkm,high_responder,high_nonresponder,low_responder,low_nonresponder,response_or_high_vs_low,response_or_95ci_low,response_or_95ci_high,median_split_fisher_p,kruskal_cr_pr_pd_h,kruskal_cr_pr_pd_p
primary_patient_pretreatment,TACSTD2,26,14,12,0.5069444592204101,0.7289958707061106,1.3265288617886208,1.1155092975447303,59.0,0.2076174111548459,0.35119047619047616,0.1488095238095238,0.5773809523809523,-0.29761904761904767,3,4,1.0,0.5454545454545454,0.6652173913043478,0.4915095,6,7,8,5,0.5607843137254902,0.124975626400766,2.51632302695657,0.6950975905236236,3.6227920227920265,0.16342583315704573
sensitivity_drop_Pt28,TACSTD2,25,13,12,0.49394752266190267,0.7289958707061106,0.7105836854195223,1.1155092975447303,47.0,0.09711956168340277,0.30128205128205127,0.10897435897435898,0.5256410256410257,-0.39743589743589747,2,4,1.0,0.36363636363636365,0.37826086956521743,0.475758,5,7,8,5,0.4745098039215686,0.10207331559841142,2.205861078359932,0.4337526681153009,6.229743589743592,0.04438419706441749
sensitivity_sample_level_pretreatment,TACSTD2,27,15,12,0.5199413957789175,0.7289958707061106,1.269844808512012,1.1155092975447303,65.0,0.23190048706459077,0.3611111111111111,0.15555555555555556,0.5777777777777777,-0.2777777777777778,3,4,1.0,0.5,0.6618357487922704,0.507261,7,6,8,6,0.8823529411764706,0.20389429085225194,3.818384073180974,1.0,3.267989417989412,0.1951484537079376
sensitivity_include_on_treatment_Pt16,TACSTD2,27,14,13,0.5069444592204101,0.7403533894126112,1.3265288617886208,1.0866511507653365,63.0,0.1820500814244328,0.34615384615384615,0.14285714285714285,0.5659340659340659,-0.3076923076923077,3,4,1.0,0.6136363636363636,0.6776167471819646,0.507261,6,7,8,6,0.6627450980392157,0.153147267351247,2.868030703855932,0.7063902723560821,3.8517094017093854,0.14575112998909515
primary_patient_pretreatment,CLDN4,26,14,12,0.47743825950801594,0.3694957200689041,1.170377311284336,0.8605363549047093,91.0,0.7381351386116883,0.5416666666666666,0.30952380952380953,0.7619047619047619,0.08333333333333326,4,3,1.0,1.2,1.0,0.3388875,8,5,6,7,1.7832167832167831,0.3974052573089056,8.001560214575335,0.6950975905236236,0.6142450142450286,0.7355604839890552
sensitivity_drop_Pt28,CLDN4,25,13,12,0.44364430956791123,0.3694957200689041,0.705166521023432,0.8605363549047093,79.0,0.9783030753359442,0.5064102564102564,0.27564102564102566,0.7371794871794872,0.012820512820512775,3,3,1.0,0.9,1.0,0.3177395,7,5,6,7,1.5734265734265733,0.3437296039150972,7.202379875829345,0.6950975905236235,1.0769230769230802,0.583645478143573
sensitivity_sample_level_pretreatment,CLDN4,27,15,12,0.44364430956791123,0.3694957200689041,1.1050953138340778,0.8605363549047093,94.0,0.8643947798456604,0.5222222222222223,0.3,0.7444444444444445,0.04444444444444451,4,3,1.0,1.0909090909090908,1.0,0.3177395,8,5,7,7,1.5454545454545454,0.3536597503769528,6.753467844504151,0.7035671018979676,0.10211640211639406,0.9502233649176581
sensitivity_include_on_treatment_Pt16,CLDN4,27,14,13,0.47743825950801594,0.3409262436941773,1.170377311284336,0.812591754295148,101.0,0.6447996764288364,0.554945054945055,0.32967032967032966,0.7692307692307693,0.10989010989010994,4,3,1.0,1.3333333333333333,1.0,0.3177395,8,5,6,8,2.020979020979021,0.45958605214462506,8.887032546305461,0.4494817606676539,0.6998778998779045,0.7047311122828621
