file	md5	sha256	url
GSE78220_PatientFPKM.xlsx	548c3d627df111c107d83b3f7d33acf0	ae3b044f23a0a4cd2859da36726a220856c35216a169c17f93dfc3bd20b04de6	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78220/suppl/GSE78220_PatientFPKM.xlsx
GSE78220_series_matrix.txt.gz	ebf0666319b5f5a05348f1c974ab8eab	b2d7829dac364e7773390255252adb5c42f07104136a1f93d2a767e9522c086f	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78220/matrix/GSE78220_series_matrix.txt.gz
