cohort,gene,signature,stratum,n1,n2,U,p,rbc,hl_shift,median1,median2,z
TCGA-LUAD,TACSTD2,Plasma_cell,purity_P3,43.0,43.0,661.0,0.02311497222863015,-0.28501892915089233,-0.3389902020988851,-0.43806727845199134,-0.033766927177648585,
TCGA-LUAD,TACSTD2,Plasma_cell,purity_stratified_stouffer,,,,4.931096709597561e-06,,,,,-4.567698055401955
TCGA-LUAD,TACSTD2,T_cell_CD8,all,132.0,132.0,7752.0,0.12190755370740661,-0.11019283746556474,-0.1738702174240358,-0.1920303819094889,0.047356292075889636,
TCGA-LUAD,TACSTD2,T_cell_CD8,purity_P1,43.0,43.0,769.0,0.1806573377997347,-0.1681990265008112,-0.2755547981546389,0.25249744670273944,0.5023591650504673,
TCGA-LUAD,TACSTD2,T_cell_CD8,purity_P2,43.0,43.0,873.0,0.6595847037052653,-0.055705786911844246,-0.0636504477434292,-0.02497407621120773,0.034400443820358964,
TCGA-LUAD,TACSTD2,T_cell_CD8,purity_P3,43.0,43.0,946.0,0.8560717948523305,0.023255813953488413,0.04484950053001868,-0.5992124592117236,-0.5578033754518807,
TCGA-LUAD,TACSTD2,T_cell_CD8,purity_stratified_stouffer,,,,0.3562597820122064,,,,,-0.9225154369534514
TCGA-LUAD,TACSTD2,IFNg_Ayers,all,132.0,132.0,8892.0,0.7722958519695517,0.02066115702479343,0.026892890130562175,-0.040981572327674,-0.0018280512032454732,
TCGA-LUAD,TACSTD2,IFNg_Ayers,purity_P1,43.0,43.0,906.0,0.8764540628783611,-0.020010816657652808,-0.028179676716408364,0.1867960432804763,0.3049834970795674,
TCGA-LUAD,TACSTD2,IFNg_Ayers,purity_P2,43.0,43.0,947.0,0.8492982897328447,0.024337479718766986,0.02312106489661242,0.029731452434303512,0.01658883706014852,
TCGA-LUAD,TACSTD2,IFNg_Ayers,purity_P3,43.0,43.0,1056.0,0.25786741370626465,0.14223904813412647,0.192470822602536,-0.4688607015789006,-0.5945072027309252,
TCGA-LUAD,TACSTD2,IFNg_Ayers,purity_stratified_stouffer,,,,0.5008283684824393,,,,,0.6731869404795456
TCGA-LUAD,TACSTD2,Myeloid,all,132.0,132.0,9928.0,0.050052438611108425,0.1395775941230486,0.21698388213105924,0.11619041798183949,-0.19939823060849776,
TCGA-LUAD,TACSTD2,Myeloid,purity_P1,43.0,43.0,957.0,0.7822533294199071,0.03515413737155226,0.05095166646161697,0.3854301961360594,0.30668637046790176,
TCGA-LUAD,TACSTD2,Myeloid,purity_P2,43.0,43.0,1228.0,0.008870407536208413,0.32828555976203355,0.39851928917321655,0.4242209306197167,-0.05546260471684792,
TCGA-LUAD,TACSTD2,Myeloid,purity_P3,43.0,43.0,1186.0,0.024180128287232563,0.2828555976203353,0.42720404448750593,-0.4130905081352654,-0.7622847700351577,
TCGA-LUAD,TACSTD2,Myeloid,purity_stratified_stouffer,,,,0.0029587084907259937,,,,,2.9719956779689576
TCGA-LUAD,TACSTD2,Epithelial,all,132.0,132.0,14699.0,4.873753094176892e-22,0.6872130394857667,0.8704674818894422,0.3872236094155051,-0.5292889259507821,
TCGA-LUAD,TACSTD2,Epithelial,purity_P1,43.0,43.0,1599.0,5.838014568671383e-09,0.7295835586803678,0.9438648452133409,0.36498440999581216,-0.56616262490481,
TCGA-LUAD,TACSTD2,Epithelial,purity_P2,43.0,43.0,1630.0,1.1356158342749899e-09,0.7631151974040022,0.9307608267303311,0.40011035998694905,-0.5448239767400082,
TCGA-LUAD,TACSTD2,Epithelial,purity_P3,43.0,43.0,1488.0,1.1583814751094536e-06,0.609518658734451,0.7292293003412567,0.45790310737733897,-0.21459540699438953,
TCGA-LUAD,TACSTD2,Epithelial,purity_stratified_stouffer,,,,3.529228373409861e-22,,,,,9.683918803046502
TCGA-LUAD,CLDN4,TLS_Cabrita,all,132.0,132.0,8423.0,0.6418650355936403,-0.03317263544536275,-0.04257052855042859,-0.07556839901006918,-0.049752692068153456,
TCGA-LUAD,CLDN4,TLS_Cabrita,purity_P1,43.0,43.0,943.0,0.8764540628783611,0.020010816657652697,0.017663099337140414,0.404087931364843,0.30794111567018556,
TCGA-LUAD,CLDN4,TLS_Cabrita,purity_P2,43.0,43.0,1010.0,0.4628607598470279,0.09248242293131415,0.08778179850314416,0.01767679788882702,-0.09593034126399619,
TCGA-LUAD,CLDN4,TLS_Cabrita,purity_P3,43.0,43.0,976.0,0.6595847037052653,0.055705786911844246,0.06078598767690213,-0.54648798345406,-0.6780337414567966,
TCGA-LUAD,CLDN4,TLS_Cabrita,purity_stratified_stouffer,,,,0.4425277220837379,,,,,0.7679317691396298
TCGA-LUAD,CLDN4,B_cell,all,132.0,132.0,6526.0,0.0004262746312766789,-0.2509182736455464,-0.3330677880488635,-0.33240313305513874,0.10225656449897708,
TCGA-LUAD,CLDN4,B_cell,purity_P1,43.0,43.0,760.0,0.15663888800382103,-0.17793401838831802,-0.21474113693980768,0.21568471534177147,0.4226279117448325,
TCGA-LUAD,CLDN4,B_cell,purity_P2,43.0,43.0,720.0,0.078078343073502,-0.22120064899945913,-0.2668530276654263,-0.20411147163652874,0.07138097792135054,
TCGA-LUAD,CLDN4,B_cell,purity_P3,43.0,43.0,679.0,0.03433943653330353,-0.2655489453758788,-0.26659784866563285,-0.7865311367616183,-0.4778693756994723,
TCGA-LUAD,CLDN4,B_cell,purity_stratified_stouffer,,,,0.0022373784459936504,,,,,-3.0567673667700848
TCGA-LUAD,CLDN4,Plasma_cell,all,132.0,132.0,5514.0,2.540226042497013e-07,-0.36707988980716255,-0.4876718544261757,-0.21807521179079042,0.2273365949936461,
TCGA-LUAD,CLDN4,Plasma_cell,purity_P1,43.0,43.0,604.0,0.005712596475927965,-0.3466738777717685,-0.35486655590740224,0.09691499109290712,0.39719084315156566,
TCGA-LUAD,CLDN4,Plasma_cell,purity_P2,43.0,43.0,699.0,0.051977107223627445,-0.24391563007030825,-0.3039203720464535,-0.20924114966423132,0.12361599629605662,
TCGA-LUAD,CLDN4,Plasma_cell,purity_P3,43.0,43.0,532.0,0.0007099668138084628,-0.4245538128718226,-0.5317553456344694,-0.66383583256361,-0.05254899735575157,
TCGA-LUAD,CLDN4,Plasma_cell,purity_stratified_stouffer,,,,2.9767723817197198e-06,,,,,-4.672416023920994
TCGA-LUAD,CLDN4,T_cell_CD8,all,132.0,132.0,7006.0,0.005969577046371855,-0.19582185491276405,-0.3114200323312252,-0.28759328938031836,0.03926956306828199,
TCGA-LUAD,CLDN4,T_cell_CD8,purity_P1,43.0,43.0,797.0,0.2726859638518019,-0.1379123850730124,-0.20307182832100165,0.2939107820974534,0.4906739354589752,
TCGA-LUAD,CLDN4,T_cell_CD8,purity_P2,43.0,43.0,809.0,0.32058612302534595,-0.12493239588967009,-0.16662948646932724,-0.06279196543954979,0.03429201912070806,
TCGA-LUAD,CLDN4,T_cell_CD8,purity_P3,43.0,43.0,836.0,0.4472215077746703,-0.09572742022714986,-0.11611405072684744,-0.7554256295322892,-0.6282468027566833,
TCGA-LUAD,CLDN4,T_cell_CD8,purity_stratified_stouffer,,,,0.09985271610055743,,,,,-1.645568076727778
TCGA-LUAD,CLDN4,IFNg_Ayers,all,132.0,132.0,8175.0,0.3870963186292532,-0.0616391184573003,-0.0875185716111766,-0.0961438008439097,0.01940170857587012,
TCGA-LUAD,CLDN4,IFNg_Ayers,purity_P1,43.0,43.0,939.0,0.9037560683081508,0.01568415359653863,0.013786907013417754,0.2624579211278793,0.29706716125507343,
TCGA-LUAD,CLDN4,IFNg_Ayers,purity_P2,43.0,43.0,940.0,0.8969185972157884,0.016765819361817202,0.01597894706014724,0.029731452434303512,0.002834174338360196,
TCGA-LUAD,CLDN4,IFNg_Ayers,purity_P3,43.0,43.0,988.0,0.5863516556730285,0.06868577609518667,0.07952506632286271,-0.6021200891681998,-0.6632762971460141,
TCGA-LUAD,CLDN4,IFNg_Ayers,purity_stratified_stouffer,,,,0.6464033379853857,,,,,0.4587644335119867
TCGA-LUAD,CLDN4,Myeloid,all,132.0,132.0,9516.0,0.19520722482909159,0.09228650137741057,0.13923219401593043,0.11617580679096451,-0.038660759481500204,
TCGA-LUAD,CLDN4,Myeloid,purity_P1,43.0,43.0,1068.0,0.2167970390755125,0.1552190373174689,0.1779431138468849,0.6024654779791732,0.5117923520758724,
TCGA-LUAD,CLDN4,Myeloid,purity_P2,43.0,43.0,1062.0,0.23670296310371441,0.14872904272579768,0.19039326284205238,0.12511288185697908,0.06606914560264797,
TCGA-LUAD,CLDN4,Myeloid,purity_P3,43.0,43.0,1172.0,0.032897079521882824,0.26771227690643595,0.41740174183744316,-0.18848119583886452,-0.7952850260217456,
TCGA-LUAD,CLDN4,Myeloid,purity_stratified_stouffer,,,,0.008590812256165618,,,,,2.6279223528349673
TCGA-LUAD,CLDN4,Epithelial,all,132.0,132.0,15149.0,3.1777611851183485e-25,0.7388659320477502,1.0065323498593135,0.5002703526148826,-0.5435951954158713,
TCGA-LUAD,CLDN4,Epithelial,purity_P1,43.0,43.0,1643.0,5.59770909476835e-10,0.777176852352623,1.0856455933888536,0.4703465687541131,-0.6095443931212653,
TCGA-LUAD,CLDN4,Epithelial,purity_P2,43.0,43.0,1520.0,2.7618893588639027e-07,0.644131963223364,0.9030357627888617,0.5140661809236652,-0.5098477063997507,
TCGA-LUAD,CLDN4,Epithelial,purity_P3,43.0,43.0,1581.0,1.4628290838515793e-08,0.7101135749053542,0.8820759673617431,0.4983718615110715,-0.2598891657872386,
TCGA-LUAD,CLDN4,Epithelial,purity_stratified_stouffer,,,,9.367554040108377e-23,,,,,9.818556191142411
TCGA-LUSC,TACSTD2,TLS_Cabrita,all,125.0,126.0,6159.0,0.002855178023827055,-0.21790476190476193,-0.2696609805679038,-0.17170178725752588,0.12516998376320604,
TCGA-LUSC,TACSTD2,TLS_Cabrita,purity_P1,41.0,41.0,485.0,0.000993804661612682,-0.4229625223081499,-0.4120701753967312,0.19257102606184112,0.6469526733730433,
TCGA-LUSC,TACSTD2,TLS_Cabrita,purity_P2,41.0,41.0,751.0,0.4091518026208455,-0.10648423557406306,-0.10911654135868692,-0.07277923940010136,-0.06972171140118752,
TCGA-LUSC,TACSTD2,TLS_Cabrita,purity_P3,41.0,42.0,731.0,0.23819240359756233,-0.15098722415795585,-0.17372670620606284,-0.4420986158025291,-0.29997045452449045,
TCGA-LUSC,TACSTD2,TLS_Cabrita,purity_stratified_stouffer,,,,0.0022411543172350776,,,,,-3.0562618591049207
TCGA-LUSC,TACSTD2,B_cell,all,125.0,126.0,5877.0,0.0005141836299893876,-0.25371428571428567,-0.3451384842431995,-0.28890510607125774,0.1568238661521184,
TCGA-LUSC,TACSTD2,B_cell,purity_P1,41.0,41.0,384.0,2.347843876078205e-05,-0.5431290898274836,-0.6072423061688061,0.18699970703781385,0.7012918547862146,
TCGA-LUSC,TACSTD2,B_cell,purity_P2,41.0,41.0,786.0,0.616514190879375,-0.06484235574063058,-0.07255567921263248,-0.04539308240001953,0.015266014662756747,
TCGA-LUSC,TACSTD2,B_cell,purity_P3,41.0,42.0,664.0,0.07349106820262678,-0.22880371660859466,-0.24124661787338508,-0.4983548077263963,-0.32191880948369717,
TCGA-LUSC,TACSTD2,B_cell,purity_stratified_stouffer,,,,0.0001680982964982966,,,,,-3.7626858607150973
TCGA-LUSC,TACSTD2,Plasma_cell,all,125.0,126.0,6975.0,0.11780531201245048,-0.11428571428571432,-0.1691648209575164,0.01266699420687981,0.13063781902725166,
TCGA-LUSC,TACSTD2,Plasma_cell,purity_P1,41.0,41.0,419.0,9.44751988315602e-05,-0.5014872099940512,-0.5430736192837786,0.2530953729339445,0.8192749612316303,
TCGA-LUSC,TACSTD2,Plasma_cell,purity_P2,41.0,41.0,884.0,0.6900534158818954,0.05175490779298042,0.05522226334738711,0.2350807432763382,0.09917711570159235,
TCGA-LUSC,TACSTD2,Plasma_cell,purity_P3,41.0,42.0,910.0,0.6586704278594084,0.05691056910569103,0.0725274619283512,-0.3545333351290389,-0.524192350653861,
TCGA-LUSC,TACSTD2,Plasma_cell,purity_stratified_stouffer,,,,0.07777072195925723,,,,,-1.763769930719907
TCGA-LUSC,TACSTD2,T_cell_CD8,all,125.0,126.0,4980.0,4.829595859431966e-07,-0.3676190476190476,-0.6504480924025798,-0.277513372347097,0.41088276757426084,
TCGA-LUSC,TACSTD2,T_cell_CD8,purity_P1,41.0,41.0,287.0,2.9201426471875366e-07,-0.6585365853658536,-0.9703699229124276,-0.16572806445473143,0.8953920931187571,
TCGA-LUSC,TACSTD2,T_cell_CD8,purity_P2,41.0,41.0,644.0,0.06910898375272156,-0.2337894110648423,-0.42101891276261094,-0.09246441836210922,0.4031478812267824,
TCGA-LUSC,TACSTD2,T_cell_CD8,purity_P3,41.0,42.0,558.0,0.005864869846199997,-0.3519163763066202,-0.5637990251683814,-0.5147721197837016,-0.059801806039948134,
TCGA-LUSC,TACSTD2,T_cell_CD8,purity_stratified_stouffer,,,,2.1503061239514352e-08,,,,,-5.599451878048933
TCGA-LUSC,TACSTD2,IFNg_Ayers,all,125.0,126.0,5077.0,1.1486377455988687e-06,-0.35530158730158734,-0.546674505727969,-0.2957109283432762,0.2451893731720492,
TCGA-LUSC,TACSTD2,IFNg_Ayers,purity_P1,41.0,41.0,279.0,1.9639103724117556e-07,-0.6680547293277811,-0.9045941819262813,-0.2957109283432762,0.6563406698179878,
TCGA-LUSC,TACSTD2,IFNg_Ayers,purity_P2,41.0,41.0,749.0,0.3987056050141612,-0.10886377156454496,-0.16866384242244464,0.07348851261040786,0.20451021826836246,
TCGA-LUSC,TACSTD2,IFNg_Ayers,purity_P3,41.0,42.0,521.0,0.0019864744540256103,-0.3948896631823461,-0.5455534103722492,-0.5280149813046235,0.053685539274795246,
TCGA-LUSC,TACSTD2,IFNg_Ayers,purity_stratified_stouffer,,,,1.3168318298574296e-07,,,,,-5.276487928821119
TCGA-LUSC,TACSTD2,Myeloid,all,125.0,126.0,6001.0,0.0011234080226230924,-0.23796825396825394,-0.35257583825697836,-0.13312602300645532,0.16767484611748604,
TCGA-LUSC,TACSTD2,Myeloid,purity_P1,41.0,41.0,546.0,0.006399832645285387,-0.3503866745984533,-0.4506929565008445,0.2565502863940518,0.7317430725125814,
TCGA-LUSC,TACSTD2,Myeloid,purity_P2,41.0,41.0,681.0,0.14032868728862438,-0.18976799524092802,-0.23424274598875494,0.006214638931501477,0.2584880227361975,
TCGA-LUSC,TACSTD2,Myeloid,purity_P3,41.0,42.0,585.0,0.012096392371037209,-0.32055749128919864,-0.45511792305953747,-0.7951419902639997,-0.15394565862442755,
TCGA-LUSC,TACSTD2,Myeloid,purity_stratified_stouffer,,,,0.00010652949630193439,,,,,-3.8752175184231934
TCGA-LUSC,TACSTD2,Epithelial,all,125.0,126.0,9813.0,0.0007546102056998603,0.24609523809523814,0.30125379746542646,0.18358962596187456,-0.21795976427510072,
TCGA-LUSC,TACSTD2,Epithelial,purity_P1,41.0,41.0,1147.0,0.004541879060498719,0.3646638905413444,0.42382791122755403,0.0987824453422158,-0.42419281093362465,
TCGA-LUSC,TACSTD2,Epithelial,purity_P2,41.0,41.0,1070.0,0.033691131479418684,0.2730517549077929,0.3478669238948069,0.12959914703493058,-0.29426571111312594,
TCGA-LUSC,TACSTD2,Epithelial,purity_P3,41.0,42.0,1038.0,0.10792190476159212,0.20557491289198615,0.21353040169303958,0.4301577199465069,0.14812344244047282,
TCGA-LUSC,TACSTD2,Epithelial,purity_stratified_stouffer,,,,0.00015023804450610916,,,,,3.7906756455605253
TCGA-LUSC,CLDN4,TLS_Cabrita,all,125.0,126.0,7189.0,0.23328139493906908,-0.08711111111111114,-0.09494581710637826,-0.14847369733481391,-0.041706171418271806,
TCGA-LUSC,CLDN4,TLS_Cabrita,purity_P1,41.0,41.0,863.0,0.8383313875138189,0.026769779892920953,0.030998659877965018,0.291971306897709,0.29768397728273316,
TCGA-LUSC,CLDN4,TLS_Cabrita,purity_P2,41.0,41.0,1011.0,0.11489167229766667,0.2028554431885783,0.1845106400661899,0.11590840854394888,-0.16845677899347045,
TCGA-LUSC,CLDN4,TLS_Cabrita,purity_P3,41.0,42.0,728.0,0.22749313821185713,-0.1544715447154471,-0.14731207061548515,-0.47630659183842117,-0.30218646968631213,
TCGA-LUSC,CLDN4,TLS_Cabrita,purity_stratified_stouffer,,,,0.7441465108824303,,,,,0.32636725261242794
TCGA-LUSC,CLDN4,B_cell,all,125.0,126.0,6679.0,0.03764148277520391,-0.15187301587301583,-0.187341198648732,-0.3068151384337777,-0.04776762389851695,
TCGA-LUSC,CLDN4,B_cell,purity_P1,41.0,41.0,781.0,0.5842641484237483,-0.07079119571683523,-0.0850611931581638,0.2180293811010721,0.2617601709993034,
TCGA-LUSC,CLDN4,B_cell,purity_P2,41.0,41.0,991.0,0.16419449445510292,0.17906008328375966,0.19631136345288885,0.03136802493938952,-0.20891608533178782,
TCGA-LUSC,CLDN4,B_cell,purity_P3,41.0,42.0,590.0,0.01374810103732862,-0.3147502903600464,-0.2842151033873087,-0.5787154919293545,-0.27943177010532244,
TCGA-LUSC,CLDN4,B_cell,purity_stratified_stouffer,,,,0.34621737937513364,,,,,-0.9419516797697158
TCGA-LUSC,CLDN4,Plasma_cell,all,125.0,126.0,6736.0,0.04774559004127603,-0.14463492063492067,-0.18144168265576693,-0.054510455210611285,0.18618306496150022,
TCGA-LUSC,CLDN4,Plasma_cell,purity_P1,41.0,41.0,662.0,0.0987846515277416,-0.2123735871505057,-0.21237236380283664,0.4094462382275544,0.6903279229968768,
TCGA-LUSC,CLDN4,Plasma_cell,purity_P2,41.0,41.0,814.0,0.8094587416880316,-0.031528851873884545,-0.02936829346021899,0.011625503026181058,0.11186472574961008,
TCGA-LUSC,CLDN4,Plasma_cell,purity_P3,41.0,42.0,815.0,0.6785629831301132,-0.05342624854819977,-0.06214034798263737,-0.2534511312080355,-0.214512335679155,
TCGA-LUSC,CLDN4,Plasma_cell,purity_stratified_stouffer,,,,0.18341617201021043,,,,,-1.330309944500029
TCGA-LUSC,CLDN4,T_cell_CD8,all,125.0,126.0,6462.0,0.01404706793940458,-0.17942857142857138,-0.2838919445323427,-0.277513372347097,0.18191768341529566,
TCGA-LUSC,CLDN4,T_cell_CD8,purity_P1,41.0,41.0,848.0,0.9482392140881178,0.008923259964306984,0.01725331528990426,0.2402788730690382,0.4271484096801548,
TCGA-LUSC,CLDN4,T_cell_CD8,purity_P2,41.0,41.0,815.0,0.8166542599305147,-0.030339083878643702,-0.062179033951781815,0.17091800887450115,0.06057236340851785,
TCGA-LUSC,CLDN4,T_cell_CD8,purity_P3,41.0,42.0,516.0,0.0017022780330513587,-0.4006968641114983,-0.6111552790148372,-0.6599875509635675,-0.12281729281150122,
TCGA-LUSC,CLDN4,T_cell_CD8,purity_stratified_stouffer,,,,0.055479036745226314,,,,,-1.9151056083273459
TCGA-LUSC,CLDN4,IFNg_Ayers,all,125.0,126.0,6806.0,0.06318183995236167,-0.13574603174603173,-0.194563822654299,-0.14625111719799508,0.1560396337449766,
TCGA-LUSC,CLDN4,IFNg_Ayers,purity_P1,41.0,41.0,828.0,0.9113878431871412,-0.01487209994051164,-0.02173464067582087,0.023962509254370084,0.17815454780445053,
TCGA-LUSC,CLDN4,IFNg_Ayers,purity_P2,41.0,41.0,802.0,0.7245289213657882,-0.045806067816775764,-0.06605587862592566,0.07348851261040786,0.2209394257189732,
TCGA-LUSC,CLDN4,IFNg_Ayers,purity_P3,41.0,42.0,605.0,0.01995701695651335,-0.29732868757259,-0.36389568245975235,-0.5027689344556332,-0.10833792981106119,
TCGA-LUSC,CLDN4,IFNg_Ayers,purity_stratified_stouffer,,,,0.10605379592629371,,,,,-1.6161874288076505
TCGA-LUSC,CLDN4,Myeloid,all,125.0,126.0,7279.0,0.30045579282988844,-0.07568253968253968,-0.12360800427041523,0.00625052137833542,0.155063843676078,
TCGA-LUSC,CLDN4,Myeloid,purity_P1,41.0,41.0,864.0,0.8310911728989128,0.027959547888161795,0.03383295344817461,0.38894613138950695,0.36861833821496137,
TCGA-LUSC,CLDN4,Myeloid,purity_P2,41.0,41.0,884.0,0.6900534158818954,0.05175490779298042,0.06292795747975082,0.09567096947322067,0.22987085181077,
TCGA-LUSC,CLDN4,Myeloid,purity_P3,41.0,42.0,735.0,0.25300373155160716,-0.14634146341463417,-0.21414538472593542,-0.5589349178579502,-0.1857282741178159,
TCGA-LUSC,CLDN4,Myeloid,purity_stratified_stouffer,,,,0.7565951308905297,,,,,-0.30995506058942685
TCGA-LUSC,CLDN4,Epithelial,all,125.0,126.0,12932.0,1.4659262165580515e-18,0.6421587301587302,0.7679200858695774,0.4469514823177599,-0.34123411363796524,
TCGA-LUSC,CLDN4,Epithelial,purity_P1,41.0,41.0,1419.0,8.304718797524241e-08,0.6882807852468769,0.8758984353645328,0.2747494027131096,-0.6015009124477239,
TCGA-LUSC,CLDN4,Epithelial,purity_P2,41.0,41.0,1369.0,9.746981940042434e-07,0.6287923854848305,0.7291559654711803,0.4632066289802956,-0.20983585542893854,
TCGA-LUSC,CLDN4,Epithelial,purity_P3,41.0,42.0,1290.0,9.505471530041164e-05,0.49825783972125426,0.5755498864584266,0.4419714628254609,-0.25080850991774106,
TCGA-LUSC,CLDN4,Epithelial,purity_stratified_stouffer,,,,3.0244152561333976e-16,,,,,8.172349236817524
GSE81089,TACSTD2,TLS_Cabrita,all,49.0,50.0,1159.0,0.6466618528218495,-0.05387755102040814,-0.07481144628814723,-0.054870048846794986,0.10131959863778953,
GSE81089,TACSTD2,TLS_Cabrita,purity_P1,17.0,17.0,189.0,0.129641931500049,0.3079584775086506,0.34627372460175154,-0.032358847202400925,-0.2395402089070529,
GSE81089,TACSTD2,TLS_Cabrita,purity_P2,16.0,17.0,124.0,0.6786896055218025,-0.08823529411764708,-0.10880659326499009,0.004591681998864252,0.17099619159216523,
GSE81089,TACSTD2,TLS_Cabrita,purity_P3,17.0,17.0,132.0,0.6793704322713003,-0.08650519031141868,-0.06377936297615466,-0.1268663390453373,0.11228445327130812,
GSE81089,TACSTD2,TLS_Cabrita,purity_stratified_stouffer,,,,0.687165027817791,,,,,0.40270530907383273
GSE81089,TACSTD2,B_cell,all,49.0,50.0,1017.0,0.14644670031518922,-0.16979591836734698,-0.20283981635829812,-0.15547094711170215,0.06054727676294446,
GSE81089,TACSTD2,B_cell,purity_P1,17.0,17.0,162.0,0.5581846494226572,0.12110726643598624,0.2296190781520084,0.011953952391471762,0.02198191724175058,
GSE81089,TACSTD2,B_cell,purity_P2,16.0,17.0,124.0,0.6786896055218025,-0.08823529411764708,-0.08299210633384163,-0.025240447424979516,0.17589009488668939,
GSE81089,TACSTD2,B_cell,purity_P3,17.0,17.0,128.0,0.5815675165100369,-0.11418685121107264,-0.13750280784805058,-0.21444533140676197,-0.23927221706510704,
GSE81089,TACSTD2,B_cell,purity_stratified_stouffer,,,,0.8283607518800544,,,,,-0.2168044396894237
GSE81089,TACSTD2,Plasma_cell,all,49.0,50.0,1091.0,0.35014639337369946,-0.1093877551020408,-0.14527569698634513,-0.11734115048395248,0.013577660658244999,
GSE81089,TACSTD2,Plasma_cell,purity_P1,17.0,17.0,172.0,0.3523838403888018,0.19031141868512114,0.3000717954465476,0.1875166117012981,-0.14708907076807493,
GSE81089,TACSTD2,Plasma_cell,purity_P2,16.0,17.0,116.0,0.48241278389343334,-0.1470588235294118,-0.21671438882912486,0.17592724539512317,0.07364187105327062,
GSE81089,TACSTD2,Plasma_cell,purity_P3,17.0,17.0,138.0,0.8362744674315843,-0.04498269896193774,-0.059736254353264684,-0.061887536812624044,-0.10216365550626491,
GSE81089,TACSTD2,Plasma_cell,purity_stratified_stouffer,,,,0.9855138075506407,,,,,0.01815674735816639
GSE81089,TACSTD2,T_cell_CD8,all,49.0,50.0,1089.0,0.34297550013973577,-0.1110204081632653,-0.20032305990241236,-0.05882996656716743,0.04989053272685783,
GSE81089,TACSTD2,T_cell_CD8,purity_P1,17.0,17.0,125.0,0.5128366746384507,-0.1349480968858131,-0.3002342685153813,0.11099722385728458,0.04644331170669208,
GSE81089,TACSTD2,T_cell_CD8,purity_P2,16.0,17.0,113.0,0.417656927035828,-0.16911764705882348,-0.2370542256293779,-0.15851096180421587,0.053337753747023584,
GSE81089,TACSTD2,T_cell_CD8,purity_P3,17.0,17.0,145.0,1.0,0.0034602076124568004,0.0038033259439969047,-0.05882996656716743,-0.1484967387314422,
GSE81089,TACSTD2,T_cell_CD8,purity_stratified_stouffer,,,,0.3992387255170775,,,,,-0.842981616087848
GSE81089,TACSTD2,IFNg_Ayers,all,49.0,50.0,1323.0,0.4950126969585519,0.08000000000000007,0.13068509946897916,0.08659893161887151,-0.05151456254129382,
GSE81089,TACSTD2,IFNg_Ayers,purity_P1,17.0,17.0,145.0,1.0,0.0034602076124568004,0.0021129700571255183,0.009410773043246523,0.3106177598061198,
GSE81089,TACSTD2,IFNg_Ayers,purity_P2,16.0,17.0,115.0,0.4602415787643992,-0.15441176470588236,-0.1913183228007072,-0.43016894777469383,-0.2840532137722616,
GSE81089,TACSTD2,IFNg_Ayers,purity_P3,17.0,17.0,168.0,0.4282433481958351,0.16262975778546718,0.18408310877409823,0.16190079258818826,-0.022182316185909972,
GSE81089,TACSTD2,IFNg_Ayers,purity_stratified_stouffer,,,,0.9700585908943267,,,,,0.03753480301712732
