gene,signature,statistic,cohorts,k,n_total,rho_fe,p_fe,rho_re,p_re,Q,p_Q,I2,tau2,ci_fe_low,ci_fe_high,ci_re_low,ci_re_high
TACSTD2,GC_reaction,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.054910171289297226,0.02246889719838087,-0.013978742532556996,0.7961774812509923,22.026363941555154,0.002513963323633955,68.21990221094218,0.011636248896237673,-0.10181388181321917,-0.007762871440619558,-0.11948588728284959,0.09184060006398645
TACSTD2,Tfh,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.20202736633840673,3.3516306021985746e-17,-0.18869291928128482,6.627726979934174e-05,17.288468134843715,0.015627846495091524,59.5105827456628,0.008098362192383694,-0.24722222971692467,-0.1559553730402632,-0.2773548007330388,-0.0968443463958249
TACSTD2,Tfh,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.10913456614060708,5.751738156471534e-06,-0.07982152874632495,0.19938804887194161,29.19971633816385,0.00013304222239198982,76.02716437744623,0.01729223594306367,-0.15564806937112916,-0.06213818263818397,-0.19945443278673314,0.042155907115245285
TACSTD2,HEV_stroma,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.04115350745941661,0.08703967425193182,-0.04277977057499879,0.3694343960149823,17.41635743671777,0.0148999675199416,59.80789883628389,0.008051562739575434,-0.08811066575009995,0.00598615014311659,-0.13544630135074623,0.05062870771222934
TACSTD2,HEV_stroma,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,0.021609987591155545,0.36914551861686673,0.020945766562754164,0.6881229245839016,20.58925791050811,0.004428099018424938,66.00168869404749,0.010503891239301332,-0.025551050263776718,0.06867504796529972,-0.08116255298379027,0.12261899064432388
TACSTD2,T_cell_CD8,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.1835714411481967,1.9467363670406192e-14,-0.17147718898730963,0.0013676498031565047,21.72357679620263,0.0028345707520302165,67.7769454557611,0.011566654977549128,-0.22908413212516765,-0.13725787808665185,-0.2721828688108661,-0.06705580210595097
TACSTD2,T_cell_CD8,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.11263260742163717,2.781213462657165e-06,-0.09720153760803328,0.06066968128095494,20.351258649230648,0.004858906110223167,65.60409299173922,0.01037921712599437,-0.15905819643812902,-0.06570999309162735,-0.1967895967665689,0.004371760257708452
TACSTD2,IFNg_Ayers,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.09191920747961954,0.00013242181793793158,-0.05821321109898307,0.2873783354839433,22.607083732617674,0.001994883662972796,69.03625393353879,0.01210757905809553,-0.13855501548842172,-0.04487664555492821,-0.16414780279444977,0.04904880417633385
TACSTD2,IFNg_Ayers,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.050817290773431625,0.034755086736933574,-0.02244692566898464,0.6929529657437554,24.38515309035694,0.0009746422836859586,71.2940083908346,0.013457346090409175,-0.09776633153805699,-0.00364256611185581,-0.13309927271741873,0.08875812318103601
TACSTD2,Myeloid,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.07319757220781681,0.0023632651469734276,-0.12299242902591531,0.044774099053495296,28.431716742317093,0.00018360010382352927,75.37960840197397,0.016651992491029843,-0.12002014423127494,-0.02605008225934823,-0.23960545301772257,-0.002881087070226552
TACSTD2,Myeloid,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.022522356864038962,0.3500255465706308,-0.07855461939246196,0.22659771869093814,32.0223009281305,4.0231081026623584e-05,78.14023415834326,0.019410531124130437,-0.0696570585990532,0.02471268374938467,-0.2034343561696029,0.04884009053504611
TACSTD2,Epithelial,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,0.3568449106227365,4.470955154243605e-51,0.35875313696792377,1.9200408599758183e-06,45.7782660920462,9.654827578664681e-08,84.70890097513714,0.03186794246981531,0.31365946133212413,0.3985571503341582,0.2173846197949779,0.4853802364671248
TACSTD2,Epithelial,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,0.017505095164931594,0.46590915117979737,0.017505095164931594,0.46590915117979737,4.143237916530006,0.7631393503672954,0.0,0.0,-0.029544014372734823,0.06447680925978502,-0.029544014372734823,0.06447680925978502
CLDN4,TLS_Cabrita,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.019744403462159582,0.41119365570379696,-0.01428708104950127,0.6617717421949825,9.702945108640284,0.2060414990661774,27.85695557767676,0.0020838150788264156,-0.06674457725644015,0.027343198098957893,-0.07814352237224208,0.04968611242794756
CLDN4,TLS_Cabrita,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,0.06306057301467297,0.00858723846864876,0.06306057301467297,0.00858723846864876,2.782862900778368,0.9043364703819132,0.0,0.0,0.01605016008753492,0.10979280398173917,0.01605016008753492,0.10979280398173917
CLDN4,TLS_12chemokine,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.07961129372282895,0.0009225350977814051,-0.06677029446046012,0.12721745551631566,14.973791508570903,0.03633683051543645,53.251653090045735,0.006176861142063308,-0.12629865793366615,-0.03257202413505603,-0.15162621381080374,0.019062614155105746
CLDN4,TLS_12chemokine,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.0026580603287982333,0.911916561040703,0.003211986470972698,0.9280219516161222,10.859368919621947,0.14487200316566512,35.53953225263761,0.002977536928188517,-0.04971290913489695,0.04440856224099917,-0.06638191848073303,0.07277479170284988
CLDN4,TLS_imprint,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.11571121508056621,1.5025814115617415e-06,-0.10452345456331866,0.07971770854236662,26.71571297740409,0.00037490764736930937,73.79819132687742,0.015372557457951628,-0.16214195303931045,-0.06876923512308619,-0.21865776117448707,0.01243216918685307
CLDN4,TLS_imprint,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,0.01121915055597858,0.6407230736762275,0.029058352329548166,0.4932743249083885,14.221059432980947,0.047386416121317686,50.777225613966124,0.005576644556488201,-0.03588521245667802,0.05827377330638333,-0.05403587123034009,0.11175289303135477
CLDN4,B_cell,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.11138908105265609,3.4903068367864117e-06,-0.10471097957403665,0.006670628087158426,12.271626330451415,0.09197274258172894,42.957845916234774,0.004090666972000487,-0.15777622569784394,-0.06451141442793715,-0.17907489071117993,-0.02915739549650352
CLDN4,B_cell,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,0.013624831127644031,0.5706296017295851,0.020481166457756383,0.5147724493046004,9.251342715356657,0.2351109041172161,24.335307691277798,0.0017355052994321902,-0.033452595372810305,0.060641930826342075,-0.04112491643224599,0.08193211103745938
CLDN4,Plasma_cell,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.13746475040330602,1.0453731050869539e-08,-0.083002268906078,0.1096727951541645,20.308329367163935,0.0049408187153893,65.53138432293629,0.010374197443312074,-0.1836113561313095,-0.0907135856039152,-0.18304092379265313,0.018737689225781548
CLDN4,Plasma_cell,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.03524503638762321,0.14258529553637872,-0.0112656135986466,0.7864333517294784,13.77478555663805,0.055335098943172345,49.18251198018317,0.005230685228057636,-0.0822073941859889,0.011873495659368776,-0.0924991500447846,0.0701168954497002
CLDN4,GC_reaction,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.11722135823527,1.047316514071591e-06,-0.11507204431524216,0.004730161870706663,13.344519731221839,0.06414607447791461,47.54400951858705,0.004931804901488667,-0.1635541264741787,-0.07037261111358088,-0.19331721249741057,-0.0353724126430462
CLDN4,GC_reaction,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.06922639003857535,0.003923644175653415,-0.06922639003857535,0.003923644175653415,5.296151965766027,0.6238716493786759,0.0,0.0,-0.11593225133041164,-0.022215063475715995,-0.11593225133041164,-0.022215063475715995
CLDN4,Tfh,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.16896877496897603,1.795066058703448e-12,-0.16792870173549282,1.1637148680438784e-05,12.147532877961666,0.09581036765709378,42.37513023982375,0.004028294490754008,-0.21464782960870232,-0.122552144086151,-0.2405193049068361,-0.09347011413340556
CLDN4,Tfh,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.041777060228399325,0.08196602919259355,-0.0401993352124389,0.17949620319178528,8.72983743078321,0.27263896738203247,19.815230747407114,0.0013343781566525614,-0.08867100749803952,0.00530167261977293,-0.09862890408436555,0.018506459882233355
CLDN4,HEV_stroma,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.030071006799778286,0.21124528313806357,-0.02367521719460832,0.630197293126856,18.42724914448187,0.010184081274627315,62.0127782225369,0.008835715852613115,-0.07708679011507635,0.017078217453951758,-0.1195066188184407,0.07259326290519054
CLDN4,HEV_stroma,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,0.04649855282641611,0.05288313005153692,0.05318307315537326,0.07954235419131958,8.865026097066904,0.26249248410301596,21.03802150885906,0.0014390655800841986,-0.0005799094741617177,0.0933713538068068,-0.006274079940203652,0.11226551555347807
CLDN4,T_cell_CD8,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.12894664256150717,7.909244252530125e-08,-0.11778810269056265,0.017827302557611276,18.74040438556709,0.009040640155349921,62.647550949375216,0.009150698125053843,-0.1751778635918797,-0.0821480202777127,-0.2129281772359847,-0.020435389069671933
CLDN4,T_cell_CD8,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.029421659586164182,0.22049206204445237,-0.029421659586164182,0.22049206204445237,6.332844349849459,0.5014662008826638,0.0,0.0,-0.0763609737349895,0.017647776043046723,-0.0763609737349895,0.017647776043046723
CLDN4,IFNg_Ayers,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.06770886290434791,0.004838224122194186,-0.049856535162612264,0.24504613541840226,14.462391028894231,0.04354253994628412,51.598598143178485,0.005775002973505305,-0.11448064875670404,-0.02063756712658261,-0.13323245697240488,0.034220113870398076
CLDN4,IFNg_Ayers,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.011171710564716148,0.6418840707018005,-0.00911685362392966,0.7552668186403719,8.497467989759116,0.2907751280464189,17.622519926686607,0.0011541083856175906,-0.058190979225955626,0.03589701332031201,-0.06634833041589336,0.0481744139812572
CLDN4,Myeloid,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.0035696843617209974,0.8821164396949436,0.002478097777685957,0.965830428049758,24.98286712827577,0.0007641250994871713,71.98079802426938,0.013936891704495085,-0.050709136733465686,0.043585638144208134,-0.11045116974910897,0.11534419381521412
CLDN4,Myeloid,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,0.0711271425122737,0.0030726537933484224,0.07854788870178692,0.06712460686501301,14.50058597590191,0.042961447848826356,51.7260887826665,0.005805090249962384,0.024071401403763154,0.1178684121996379,-0.005552742972391775,0.1615451650197968
CLDN4,Epithelial,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,0.5094919818987516,1.2613646731733453e-107,0.5581654651073513,2.0907004458168054e-29,20.668990804495166,0.004292231165112633,66.13284090059388,0.011937541843916016,0.47154516702109717,0.545555437831742,0.4780578837282322,0.6290637008493911
CLDN4,Epithelial,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,0.03095120903047196,0.1973277732219072,0.03095120903047196,0.1973277732219072,4.7035573210950075,0.6960870027522994,0.0,0.0,-0.016108284991417858,0.0778738817083479,-0.016108284991417858,0.0778738817083479
