gene,signature,statistic,cohorts,k,n_total,rho_fe,p_fe,rho_re,p_re,Q,p_Q,I2,tau2,ci_fe_low,ci_fe_high,ci_re_low,ci_re_high
TACSTD2,TLS_Cabrita,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.06827602945049012,0.004537428904545156,-0.046904577867117436,0.37906843104552623,21.441060884255165,0.003169359896821631,67.35236172413317,0.011190418316271945,-0.11509421613211637,-0.021155182665741082,-0.15038165075881454,0.0575890613866629
TACSTD2,TLS_Cabrita,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.0036675240245097195,0.8789531781247213,0.020554257864926408,0.7274893103116364,26.175563271292297,0.00046854938176526216,73.25750002989561,0.0148424974048119,-0.05082364744310847,0.0435049162035926,-0.09478388244852082,0.13534788794135613
TACSTD2,TLS_12chemokine,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.12775213655379417,1.078703086527727e-07,-0.09490824631795187,0.11137242012148178,26.798639321860954,0.00036226362718184523,73.87927082443414,0.01543737522249027,-0.17405183640679983,-0.08088885686052379,-0.2092532903392396,0.021997245158166676
TACSTD2,TLS_12chemokine,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.08070555319474783,0.0007990741563795372,-0.05310846581736455,0.37439893217037834,26.911119959256936,0.0003457809142941418,73.98844785873683,0.015458801079578626,-0.12746210737668434,-0.03359109373314794,-0.16882353449769918,0.06405066699047501
TACSTD2,TLS_imprint,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.18938928720464637,2.6366589213644942e-15,-0.19682790571182635,1.2253132942631722e-05,15.843642051192663,0.02658389682483852,55.81823940870299,0.00694561254962244,-0.23476215574326018,-0.143192938909175,-0.28104419925593005,-0.10960338187269572
TACSTD2,TLS_imprint,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.09217415642443821,0.0001277892138706547,-0.10387614443204897,0.07866225127708121,26.288091249908778,0.0004473160344540995,73.3719731362227,0.015004264002754683,-0.13883007853084553,-0.04510996939509593,-0.21694709996890946,0.011945219388033628
TACSTD2,B_cell,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.170747035779602,1.065346039110581e-12,-0.1632893567297154,0.00016362741190483845,14.779124814285495,0.03893726124469021,52.635896320235396,0.006090490637041933,-0.21641555072415392,-0.12433293107260528,-0.24532982996589922,-0.07892666317744979
TACSTD2,B_cell,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.0788703386134413,0.0010390450428005378,-0.07170188971628493,0.16347351465075555,20.021418363910794,0.005523605231237137,65.03744203948253,0.010097643619952358,-0.12559945240159961,-0.03179203463548321,-0.17114945247809812,0.02919197183533257
TACSTD2,Plasma_cell,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.1787462477186075,9.756456775817637e-14,-0.1022019060617281,0.09594366360298723,28.202619750306198,0.0002020556035049134,75.17961075256493,0.01666680507176986,-0.2243776183478375,-0.13233275050726304,-0.21966348969278,0.01818051978339174
TACSTD2,Plasma_cell,rho_adj_epithelial,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.11345876799336486,2.359166217009127e-06,-0.06897270333985067,0.21463231697616336,23.064604268290726,0.001661003290536058,69.65046562873998,0.01251220366549661,-0.15988434866321558,-0.06653238142084174,-0.17633300353016435,0.04000932031044332
TACSTD2,GC_reaction,rho,"TCGA-LUAD,TCGA-LUSC,GSE135222,GSE126044,GSE207422,GSE81089,GSE72094,GSE190265",8,1761,-0.10389446980528214,1.5405218545222815e-05,-0.07262272858270265,0.1513439463107973,19.39462929478656,0.0070369868712858085,63.90753391774465,0.009630277393519071,-0.1503983215640473,-0.05693186729020672,-0.17045144033194165,0.02662366966753025
