cohort,kind,gene,signature,rho,p,ci_low,ci_high,n,rho_adj_epithelial,p_adj_epithelial,n_adj_epithelial,rho_adj_purity,p_adj_purity,n_adj_purity,rho_adj_purity_leuk,p_adj_purity_leuk,n_adj_purity_leuk,q,q_adj_epithelial,q_adj_purity,q_adj_purity_leuk
TCGA-LUAD,atlas,TACSTD2,TLS_Cabrita,0.0521925166299106,0.23120268666781524,-0.032031071848966905,0.13841604315375788,528,0.13321902831064802,0.002179257640551599,528,0.09216167312583157,0.036724844437463135,515.0,0.11787574376372238,0.00764412816244353,513.0,0.3082702488904203,0.008717030562206397,0.07344968887492627,0.01834590758986447
TCGA-LUAD,atlas,TACSTD2,TLS_12chemokine,-0.014798329622942316,0.7344195924908331,-0.09858405187625557,0.07207867159698968,528,0.026552982401787044,0.5430396757131755,528,0.02390391607468311,0.5887163764785787,515.0,0.052898165180908015,0.2326004867824515,513.0,0.8011850099899998,0.6516476108558106,0.6422360470675403,0.2791205841389418
TCGA-LUAD,atlas,TACSTD2,TLS_imprint,-0.1007963835019287,0.020528925919073984,-0.18812097906681013,-0.010928136996959461,528,0.06128412506381363,0.16006650451625834,528,-0.08188756495355456,0.06357965228197587,515.0,-0.07134745227390897,0.10719389683130953,513.0,0.04859184550931039,0.3201330090325167,0.09536947842296381,0.1682107031468736
TCGA-LUAD,atlas,TACSTD2,B_cell,-0.11294496566733399,0.009392074544708225,-0.19716560249682602,-0.02944901569460394,528,0.03625304587754255,0.406233985788954,528,-0.10426371396713843,0.018053720065783558,515.0,-0.09380007249753668,0.034017633111600824,513.0,0.0375682981788329,0.541645314385272,0.043328928157880545,0.06803526622320165
TCGA-LUAD,atlas,TACSTD2,Plasma_cell,-0.23168264140274636,7.26557333256279e-08,-0.3148219193012233,-0.1442066879060829,528,-0.11802600590756952,0.0066774825672135715,528,-0.24168488512148678,2.881343288480611e-08,515.0,-0.24009722139064468,3.912503051719672e-08,513.0,4.3593439995376745e-07,0.020032447701640713,1.7288059730883667e-07,2.3475018310318032e-07
TCGA-LUAD,atlas,TACSTD2,GC_reaction,-0.018135072798556588,0.6775864887738822,-0.10548873569175256,0.06479452913880211,528,0.039896771421466304,0.36067552372499906,528,0.010167140165138427,0.8181308098674897,515.0,0.018482651509469074,0.6768111884619892,513.0,0.8011850099899998,0.5410132855874986,0.8181308098674897,0.6768111884619893
TCGA-LUAD,atlas,TACSTD2,Tfh,-0.10148533577598479,0.019676848317196644,-0.1854290549009006,-0.013984109585324386,528,0.022506040917231303,0.6062050837078925,528,-0.08396952342695253,0.05711275987655561,515.0,-0.07036272511380838,0.1121404687645824,513.0,0.04859184550931039,0.6613146367722463,0.09536947842296381,0.1682107031468736
TCGA-LUAD,atlas,TACSTD2,HEV_stroma,0.07862403896416015,0.07105021869390374,-0.006965157449957803,0.16821085871681907,528,0.158492697276681,0.00025928585516397094,528,0.1296081527113341,0.0032432314670078908,515.0,0.14384296391021925,0.0011116751233481083,513.0,0.10657532804085561,0.0016353934410747169,0.009729694401023673,0.003335025370044325
TCGA-LUAD,atlas,TACSTD2,T_cell_CD8,-0.07958527861194094,0.06765533165098563,-0.15963691430518975,-0.0018017769677112073,528,0.006675784551200656,0.8784847677319142,528,-0.0629348856307924,0.15422329090727985,515.0,-0.0403723261534606,0.36241905256331836,513.0,0.10657532804085561,0.8784847677319142,0.20563105454303982,0.39536623915998365
TCGA-LUAD,atlas,TACSTD2,IFNg_Ayers,0.0054889547523603414,0.8998675984141034,-0.08055167214936351,0.08586311387832672,528,0.05662036683824987,0.1943700925876476,528,0.03266156623193747,0.4599778917545979,515.0,0.061480857874346,0.1652274170336156,513.0,0.8998675984141032,0.33320587300739585,0.5519734701055174,0.22030322271148747
TCGA-LUAD,atlas,TACSTD2,Myeloid,0.09802003056792626,0.024295922754655194,0.01762588173994062,0.18323601009491752,528,0.15794257952292154,0.0002725655735124528,528,0.1521256145457067,0.0005387898791144107,515.0,0.1618298428707774,0.00023925407077224134,513.0,0.04859184550931039,0.0016353934410747169,0.002155159516457643,0.0009570162830889653
TCGA-LUAD,atlas,TACSTD2,Epithelial,0.47750800312918534,1.999000275426648e-31,0.4092620404260134,0.5494785837530024,528,0.08653423305873532,0.04708551728352959,528,0.47091047868103797,9.926157737274122e-30,515.0,0.46991749625710616,1.9718254451400745e-29,513.0,2.3988003305119776e-30,0.11300524148047102,1.1911389284728946e-28,2.3661905341680894e-28
TCGA-LUAD,atlas,CLDN4,TLS_Cabrita,0.009239101901674585,0.8322632475046661,-0.07395848171657668,0.09366875267816763,528,0.09126985393495535,0.03620363069389355,528,0.07394272151644077,0.09401096033189274,515.0,0.1459523781305602,0.0009364508572546348,513.0,0.8322632475046662,0.1448145227755742,0.14101644049783912,0.002743250401748503
TCGA-LUAD,atlas,CLDN4,TLS_12chemokine,-0.025240387358952697,0.56279324287342,-0.10789447561430064,0.05996522480874152,528,0.01819822664831143,0.6768175613483081,528,0.045379872271036,0.30448775817500096,515.0,0.14349834700218556,0.001143021000728543,513.0,0.675351891448104,0.7753237272676258,0.36538530981000117,0.002743250401748503
TCGA-LUAD,atlas,CLDN4,TLS_imprint,-0.1748879790178937,5.33886643785174e-05,-0.2642172360491265,-0.08270617830483683,528,-0.014741383860038754,0.7356457398626577,528,-0.14061512754480854,0.0013930008323402752,515.0,-0.09235959028747592,0.03687303793724392,513.0,0.0002135546575140696,0.7753237272676258,0.004690501330062259,0.06321092217813243
TCGA-LUAD,atlas,CLDN4,B_cell,-0.11919241195416574,0.006104338694943797,-0.20574212601099232,-0.03888320485804363,528,0.042178390144534374,0.33384489704050013,528,-0.0776744641912045,0.07851411602668205,515.0,-0.0011652387375477526,0.9790371303583515,513.0,0.013448083019638441,0.5723055377837145,0.13459562747431209,0.9790371303583515
TCGA-LUAD,atlas,CLDN4,Plasma_cell,-0.20781942488341373,1.4595532070455278e-06,-0.2907510272399248,-0.1233288348731224,528,-0.0802043845768662,0.06579713385866102,528,-0.19149971600636356,1.2336697362854476e-05,515.0,-0.14510870570989917,0.0010032223642212025,513.0,8.757319242273167e-06,0.19739140157598306,7.402018417712686e-05,0.002743250401748503
TCGA-LUAD,atlas,CLDN4,GC_reaction,-0.11781499654504826,0.006724041509819221,-0.20386646661352956,-0.03528684912302429,528,-0.0714558066625559,0.10130204803867486,528,-0.08778123340403174,0.046686406781715026,515.0,-0.054694517992604205,0.2170975833742029,513.0,0.013448083019638441,0.24312491529281965,0.09337281356343004,0.2894634444989372
TCGA-LUAD,atlas,CLDN4,Tfh,-0.15328197591283937,0.00040821690973439994,-0.23561982634836395,-0.06742466913899153,528,-0.028755736085343646,0.5100889254332499,528,-0.11236565281095652,0.010791414434539051,515.0,-0.04094455527523946,0.35565031418472814,513.0,0.0012246507292031999,0.7651333881498749,0.025899394642893724,0.3879821609287943
TCGA-LUAD,atlas,CLDN4,HEV_stroma,-0.018758643493652447,0.6671541175051187,-0.10345301742088743,0.06696292952028675,528,0.05294181737918368,0.22500637536573712,528,0.040217455737576915,0.3628535813266117,515.0,0.08345448899597989,0.0594049732133118,513.0,0.7278044918237658,0.45001275073147423,0.39584027053812193,0.0891074598199677
TCGA-LUAD,atlas,CLDN4,T_cell_CD8,-0.10209137899043672,0.018952941159462163,-0.18090381975463626,-0.01912613677980271,528,-0.012462122856627688,0.7753237272676258,528,-0.057869624347260055,0.19023006204177068,515.0,0.04178191585635925,0.34588975174428693,513.0,0.03249075627336371,0.7753237272676258,0.2536400827223609,0.3879821609287943
TCGA-LUAD,atlas,CLDN4,IFNg_Ayers,-0.02946263516133272,0.4993314894353014,-0.1113348399198603,0.0527572596743963,528,0.02079777617516765,0.6338168033926811,528,0.021113142751373878,0.6329663196973339,515.0,0.10616360507997731,0.016360523375851588,513.0,0.6657753192470686,0.7753237272676258,0.6329663196973339,0.032721046751703176
TCGA-LUAD,atlas,CLDN4,Myeloid,0.0632053995727534,0.14695874941221448,-0.018703607243785312,0.15167143969384,528,0.12431689275721906,0.00426055974470914,528,0.1391571983036311,0.0015635004433540865,515.0,0.17136365968411335,9.898115462597678e-05,513.0,0.22043812411832173,0.051126716936509685,0.004690501330062259,0.0005938869277558607
TCGA-LUAD,atlas,CLDN4,Epithelial,0.5122164094393392,1.179566744285281e-36,0.44492424161214766,0.5804721657703329,528,0.10853849085950265,0.012662802613178715,528,0.4956561392414028,3.193970183535488e-33,515.0,0.4787980820234282,1.2168619810148444e-30,513.0,1.4154800931423373e-35,0.07597681567907229,3.8327642202425854e-32,1.4602343772178134e-29
TCGA-LUAD,atlas,EPCAM,TLS_Cabrita,-0.27919466851539476,6.554853004901706e-11,-0.36146523181548107,-0.19874663316074784,528,-0.24917335953362876,6.700596021667093e-09,528,-0.11080220084693772,0.01194760838240822,515.0,-0.037041197205070056,0.40340027547828144,513.0,8.739804006535608e-11,1.2969641575480163e-08,0.014337130058889863,0.5378670339710419
