cohort,gene,readout,rho,p,ci_low,ci_high,n,rho_adj_purity,p_adj_purity,n_adj,q,q_adj_purity
TCGA-LUAD,TACSTD2,cib_B_naive,-0.011026802014219864,0.8004352862791327,-0.09213978674597145,0.07585091884945755,528,-0.018138246336814,0.681618852378914,515,0.9778092181735923,0.8345711114947592
TCGA-LUAD,TACSTD2,cib_B_memory,0.019367883996623196,0.6570230669671976,-0.06716907434850954,0.10728332810449351,528,0.03161817403208681,0.474443948804075,515,0.9604401766416707,0.7146856644605221
TCGA-LUAD,TACSTD2,cib_B_total,-0.0003525877782559671,0.9935510492679798,-0.08585698807786539,0.08519394319348354,528,-0.010973831583629322,0.8039829762869503,515,0.9935510492679798,0.918837687185086
TCGA-LUAD,TACSTD2,cib_plasma,-0.234783423974499,4.7987916121007966e-08,-0.3143460390449779,-0.15006960106498843,528,-0.24804034651558265,1.204617077357444e-08,515,1.535613315872255e-06,3.854774647543821e-07
TCGA-LUAD,TACSTD2,cib_Tfh,-0.036894962602046874,0.39751897813229076,-0.11415175795951432,0.054583970588379625,528,-0.039361002996509825,0.3731716023843965,515,0.7084855178298521,0.6543215652655898
TCGA-LUAD,TACSTD2,cib_CD8,-0.133562125436632,0.0021012129298564807,-0.21628285501413705,-0.04926776285549337,528,-0.13416380183045468,0.002303012152694056,515,0.013447762751081477,0.014739277777241957
TCGA-LUAD,TACSTD2,leukocyte_fraction,-0.07871847852307516,0.07124873490490621,-0.16253337377574475,0.0008886038142280761,526,-0.048323560098427004,0.27509580988213256,513,0.2533288352174443,0.5716853320330524
TCGA-LUAD,TACSTD2,tmb_nonsilent,-0.059549651695153215,0.17555590030000018,-0.1439509614051215,0.040772911379635984,519,-0.0780647484786173,0.07966808957760566,506,0.3745192539733337,0.25622846956845097
TCGA-LUAD,CLDN4,cib_B_naive,-0.007524631304604274,0.8630479793897787,-0.1000264312928814,0.07552489498311113,528,-0.02802717210814096,0.5260824663441097,515,0.9778092181735923,0.7146856644605221
TCGA-LUAD,CLDN4,cib_B_memory,0.02678317871813138,0.5391610207702011,-0.05488250625170223,0.110820194589305,528,0.0461389428922717,0.29646154559907023,515,0.8946873090792067,0.5716853320330524
TCGA-LUAD,CLDN4,cib_B_total,-0.011913635315322663,0.7847645163804199,-0.10477011430130294,0.07121028949741338,528,-0.027357862591624666,0.5360142483453916,515,0.9778092181735923,0.7146856644605221
TCGA-LUAD,CLDN4,cib_plasma,-0.18949173119654555,1.1670905354990508e-05,-0.27081738047323256,-0.1064473449124839,528,-0.2078751603613892,2.0002011307735884e-06,515,0.00012448965711989876,3.2003218092377415e-05
TCGA-LUAD,CLDN4,cib_Tfh,0.00961318910849256,0.8255784601293215,-0.07310751329490699,0.0972780207013572,528,0.007138054206803636,0.8717476991559202,515,0.9778092181735923,0.9298642124329816
TCGA-LUAD,CLDN4,cib_CD8,-0.07418357179001252,0.08858382996565675,-0.16511435027930438,0.012476577274411245,528,-0.060549005293719725,0.17048203090156847,515,0.26691123547707657,0.4371474726304685
TCGA-LUAD,CLDN4,leukocyte_fraction,-0.1902634032358274,1.1156773244427387e-05,-0.2792914541925441,-0.10620369214496989,526,-0.16890358087557278,0.00012296679124926485,513,0.00012448965711989876,0.0013116457733254917
TCGA-LUAD,CLDN4,tmb_nonsilent,0.07226139725594759,0.10009171330390372,-0.01501624520231228,0.15638682321536834,519,0.06008919793837131,0.17759116075612782,506,0.26691123547707657,0.4371474726304685
TCGA-LUSC,TACSTD2,cib_B_naive,0.06350809685660218,0.15578652087059552,-0.02332561483894809,0.14911710540623016,501,0.06679755031613925,0.1389999447756519,493,0.3560834762756469,0.4043634757109873
TCGA-LUSC,TACSTD2,cib_B_memory,-0.03779977542131223,0.39852310377929184,-0.12711711026864378,0.05667818536719336,501,-0.030048383717695686,0.5060759388871178,493,0.7084855178298521,0.7146856644605221
TCGA-LUSC,TACSTD2,cib_B_total,0.07077964733374742,0.11358325023221548,-0.017499515782469298,0.15934308849652148,501,0.07898594604253137,0.08007139674014092,493,0.2795895390331458,0.25622846956845097
TCGA-LUSC,TACSTD2,cib_plasma,0.11533601550423085,0.009773303458485576,0.027022094075953327,0.20685756152571352,501,0.12234320706907516,0.00658737382207721,493,0.052124285111923074,0.03513266038441178
TCGA-LUSC,TACSTD2,cib_Tfh,0.006413240727061424,0.8861396039698181,-0.08223643032626556,0.09235298572150588,501,0.002836312261721003,0.9499635510816415,493,0.9778092181735923,0.9620312723898738
TCGA-LUSC,TACSTD2,cib_CD8,-0.1642011156380733,0.00022317986397631264,-0.24200089501770747,-0.07599448529646939,501,-0.16572037455997463,0.0002224404334710207,493,0.001785438911810501,0.0017795234677681657
TCGA-LUSC,TACSTD2,leukocyte_fraction,-0.02618103272413089,0.5591795681745042,-0.10999807293862932,0.061983538377024396,500,-0.03491309909092453,0.44018187862246166,492,0.8946873090792067,0.7042910057959386
