subset,gene,signature,n,rho,p,ci_low,ci_high,rho_adj_epithelial,p_adj_epithelial
pre_only,TACSTD2,TLS_Cabrita,24,-0.29739130434782607,0.15815426059539586,-0.649655889884763,0.15713347921225382,-0.13242753971400614,0.5469441938511622
pre_only,TACSTD2,TLS_12chemokine,24,-0.308695652173913,0.1421899144300473,-0.6941698638784528,0.16359453437999488,-0.3685068544006535,0.08358859112838031
pre_only,TACSTD2,TLS_imprint,24,-0.7052173913043478,0.0001187897466534449,-0.8926783873808607,-0.41066573396182915,-0.4751123407984733,0.021960211687263954
pre_only,TACSTD2,B_cell,24,-0.5199999999999999,0.009197719807264295,-0.8170159475553589,-0.113669632716629,-0.33697770141718103,0.11586776874069156
pre_only,TACSTD2,Plasma_cell,24,-0.1652173913043478,0.4404029231283095,-0.5460054310760524,0.24317800376578577,-0.363500043591524,0.08820257900437269
pre_only,TACSTD2,Tfh,24,-0.4026086956521739,0.051112502538145206,-0.680151234935299,0.007456862290140861,-0.18151080548629095,0.40717858382390465
pre_only,TACSTD2,T_cell_CD8,24,-0.5826086956521739,0.0028134524476631584,-0.8065953003471245,-0.2389216827017703,-0.3248101025612398,0.13047990420467273
pre_only,TACSTD2,IFNg_Ayers,24,0.020869565217391303,0.92289170312162,-0.4556632740891494,0.44226572425936933,-0.0994586500542855,0.6516224253969148
pre_only,CLDN4,TLS_Cabrita,24,-0.1643478260869565,0.4428461512393397,-0.5958045926487829,0.34241804220619526,0.14732860763617386,0.5023249290672134
pre_only,CLDN4,TLS_12chemokine,24,-0.28782608695652173,0.17261549938271945,-0.6709806216735306,0.15827363361451777,-0.3938922977479801,0.06292895880063959
pre_only,CLDN4,TLS_imprint,24,-0.4860869565217391,0.016026057350818943,-0.764010435283371,-0.08581016498637427,0.06004834949203035,0.7854932729205044
pre_only,CLDN4,B_cell,24,-0.2904347826086956,0.16858358873548313,-0.6527493559072508,0.20241671701374223,0.1423468601336507,0.5170408034416555
pre_only,CLDN4,Plasma_cell,24,0.06608695652173913,0.7589874525518235,-0.39205764991137443,0.4951532255822934,-0.017442498763287812,0.9370389594260748
pre_only,CLDN4,Tfh,24,-0.4660869565217391,0.02169835444699765,-0.7626011505994656,-0.048378146545491885,-0.28511462618063316,0.18727687610486424
pre_only,CLDN4,T_cell_CD8,24,-0.46347826086956523,0.022544972852183126,-0.741376686420629,-0.08469510243277857,-0.03129179955250595,0.8872889044141727
pre_only,CLDN4,IFNg_Ayers,24,-0.046956521739130425,0.8275237958648594,-0.520895811149848,0.3831175039209815,-0.2676361804117362,0.21696631741189695
