cohort,signature,model,term,n,n_events,hr,hr_low,hr_high,p
TCGA-LUAD,TLS_Cabrita,TACSTD2,tac,515,185,1.0631865493708896,0.9214492135518424,1.2267259249221583,0.4012908004510799
TCGA-LUAD,TLS_Cabrita,TACSTD2+purity,tac,503,176,1.0872590515487446,0.9385541638664088,1.2595247996182104,0.26490229644930086
TCGA-LUAD,TLS_Cabrita,TACSTD2+sig+purity,tac,503,176,1.090939427364534,0.9445499158208408,1.2600168760209822,0.23642425193145106
TCGA-LUAD,TLS_Cabrita,TACSTD2+sig+purity,sig,503,176,0.8767074008523679,0.7409461652257042,1.0373437407226227,0.1253112262669473
TCGA-LUAD,TLS_Cabrita,interaction+purity,tac,503,176,1.1252629659445041,0.9599977367206362,1.3189788830665725,0.14533008513585835
TCGA-LUAD,TLS_Cabrita,interaction+purity,sig,503,176,0.8689087789293457,0.7327318248296549,1.0303939866075957,0.10616055444009416
TCGA-LUAD,TLS_Cabrita,interaction+purity,tac_x_sig,503,176,1.0695198149780012,0.923357529526354,1.238818765269981,0.37002437941881194
TCGA-LUAD,TLS_Cabrita,full_clinical,tac,485,171,1.099108340619124,0.9308856787914939,1.2977309372584183,0.26486719340642734
TCGA-LUAD,TLS_Cabrita,full_clinical,sig,485,171,0.8694179604248591,0.7228980914381846,1.045635060960675,0.13726404807857362
TCGA-LUAD,TLS_Cabrita,full_clinical,tac_x_sig,485,171,1.1264250193906922,0.9578780819387798,1.3246292489970715,0.1499877408959217
TCGA-LUAD,B_cell,TACSTD2,tac,515,185,1.0631865493708896,0.9214492135518424,1.2267259249221583,0.4012908004510799
TCGA-LUAD,B_cell,TACSTD2+purity,tac,503,176,1.0872590515487446,0.9385541638664088,1.2595247996182104,0.26490229644930086
TCGA-LUAD,B_cell,TACSTD2+sig+purity,tac,503,176,1.0626883399475118,0.9190072564341311,1.22883306954752,0.41200537801111625
TCGA-LUAD,B_cell,TACSTD2+sig+purity,sig,503,176,0.7840229155460371,0.6569800567592744,0.9356325595839801,0.0069843064684833546
TCGA-LUAD,B_cell,interaction+purity,tac,503,176,1.0804747880846266,0.9237856395233803,1.2637409781438502,0.33291639600438655
TCGA-LUAD,B_cell,interaction+purity,sig,503,176,0.7798553129998322,0.6526315524081778,0.9318800278195767,0.006211768481661567
TCGA-LUAD,B_cell,interaction+purity,tac_x_sig,503,176,1.0430531157967684,0.8975978178099313,1.2120793754020969,0.5822522531084116
TCGA-LUAD,B_cell,full_clinical,tac,485,171,1.0461168024467171,0.8888077383703528,1.2312678176811063,0.5876449717484769
TCGA-LUAD,B_cell,full_clinical,sig,485,171,0.8131230785953664,0.676820676464236,0.9768749152262981,0.02711235766476023
TCGA-LUAD,B_cell,full_clinical,tac_x_sig,485,171,1.0718516079235534,0.9106472475956141,1.2615926446180588,0.4040533742578375
TCGA-LUAD,T_cell_CD8,TACSTD2,tac,515,185,1.0631865493708896,0.9214492135518424,1.2267259249221583,0.4012908004510799
TCGA-LUAD,T_cell_CD8,TACSTD2+purity,tac,503,176,1.0872590515487446,0.9385541638664088,1.2595247996182104,0.26490229644930086
TCGA-LUAD,T_cell_CD8,TACSTD2+sig+purity,tac,503,176,1.0800982081743538,0.9325659314474238,1.2509701458756548,0.30382364145088336
TCGA-LUAD,T_cell_CD8,TACSTD2+sig+purity,sig,503,176,0.8960285864022719,0.7504478578071098,1.0698507821664238,0.22490746991191662
TCGA-LUAD,T_cell_CD8,interaction+purity,tac,503,176,1.1053433791864768,0.9496754140656772,1.2865279734691373,0.19592816524747134
TCGA-LUAD,T_cell_CD8,interaction+purity,sig,503,176,0.8879195264349784,0.7432465144199124,1.060753155418221,0.1901935542009201
TCGA-LUAD,T_cell_CD8,interaction+purity,tac_x_sig,503,176,1.1032233638742934,0.931545406149115,1.3065404891313337,0.2549954243404705
TCGA-LUAD,T_cell_CD8,full_clinical,tac,485,171,1.0698067151877062,0.9122507173455462,1.2545744126032805,0.4064672631526143
TCGA-LUAD,T_cell_CD8,full_clinical,sig,485,171,0.9075796048787134,0.7642231711020222,1.077827485921438,0.26892685591735194
TCGA-LUAD,T_cell_CD8,full_clinical,tac_x_sig,485,171,1.149976037877566,0.9722032358675373,1.360255591530214,0.10290132848652521
TCGA-LUSC,TLS_Cabrita,TACSTD2,tac,493,211,0.9667320159698821,0.8453194698173186,1.1055829471231293,0.6212261132044288
TCGA-LUSC,TLS_Cabrita,TACSTD2+purity,tac,485,208,0.9752109023867892,0.8518853030156297,1.116390082992906,0.7159430662766839
TCGA-LUSC,TLS_Cabrita,TACSTD2+sig+purity,tac,485,208,0.9834079545569472,0.8578932504798246,1.1272861798889071,0.8102055243384535
TCGA-LUSC,TLS_Cabrita,TACSTD2+sig+purity,sig,485,208,1.061880995439609,0.9078279215715929,1.2420759724197257,0.45278159406146856
TCGA-LUSC,TLS_Cabrita,interaction+purity,tac,485,208,0.9821437963068145,0.8570863196034637,1.1254484111591496,0.7954189447075664
TCGA-LUSC,TLS_Cabrita,interaction+purity,sig,485,208,1.0696600848655462,0.9115644483241518,1.2551747704268743,0.4092285152063918
TCGA-LUSC,TLS_Cabrita,interaction+purity,tac_x_sig,485,208,1.0313849245202196,0.9027966343935719,1.1782884671940832,0.6492186159439949
TCGA-LUSC,TLS_Cabrita,full_clinical,tac,476,206,0.9522741911067011,0.8285646661791404,1.0944542677998543,0.49097368455813095
TCGA-LUSC,TLS_Cabrita,full_clinical,sig,476,206,1.0785718248425533,0.9195251236804629,1.2651282182350148,0.35276348852898975
TCGA-LUSC,TLS_Cabrita,full_clinical,tac_x_sig,476,206,1.0117737599769594,0.8823035377841298,1.1602425894708082,0.8669389234244544
TCGA-LUSC,B_cell,TACSTD2,tac,493,211,0.9667320159698821,0.8453194698173186,1.1055829471231293,0.6212261132044288
TCGA-LUSC,B_cell,TACSTD2+purity,tac,485,208,0.9752109023867892,0.8518853030156297,1.116390082992906,0.7159430662766839
TCGA-LUSC,B_cell,TACSTD2+sig+purity,tac,485,208,0.9751604678316567,0.8505713497420679,1.1179990230214354,0.7183564824069316
TCGA-LUSC,B_cell,TACSTD2+sig+purity,sig,485,208,0.9995840398592045,0.8502626792718037,1.1751289067479387,0.9959787021895486
TCGA-LUSC,B_cell,interaction+purity,tac,485,208,0.9773964028076235,0.8520244740799747,1.121216299863721,0.7441031297165404
TCGA-LUSC,B_cell,interaction+purity,sig,485,208,0.9917604059365247,0.8430690173132108,1.1666763723781401,0.9204766111810035
TCGA-LUSC,B_cell,interaction+purity,tac_x_sig,485,208,0.9439748031027908,0.8217366132937832,1.0843966478762401,0.4151570709399188
TCGA-LUSC,B_cell,full_clinical,tac,476,206,0.9459121310135841,0.8218851192488226,1.0886555050618671,0.43808973348605196
TCGA-LUSC,B_cell,full_clinical,sig,476,206,0.981356997599428,0.835364202567613,1.1528642881479172,0.8188697699421561
TCGA-LUSC,B_cell,full_clinical,tac_x_sig,476,206,0.9233636817600902,0.8024233371063502,1.062532019405299,0.26564274378571245
TCGA-LUSC,T_cell_CD8,TACSTD2,tac,493,211,0.9667320159698821,0.8453194698173186,1.1055829471231293,0.6212261132044288
TCGA-LUSC,T_cell_CD8,TACSTD2+purity,tac,485,208,0.9752109023867892,0.8518853030156297,1.116390082992906,0.7159430662766839
TCGA-LUSC,T_cell_CD8,TACSTD2+sig+purity,tac,485,208,0.9648063285573851,0.838762774811308,1.109790848590997,0.6159607359837493
TCGA-LUSC,T_cell_CD8,TACSTD2+sig+purity,sig,485,208,0.9544357937208287,0.820983280564346,1.1095812861247556,0.5439485863620488
TCGA-LUSC,T_cell_CD8,interaction+purity,tac,485,208,0.9618798170892154,0.8362041974257312,1.1064435999865414,0.5864098634581876
