signature,n,r2,beta_tac_luad,p_tac_luad,beta_interaction,p_interaction,beta_lusc,p_lusc,beta_purity,p_purity
TLS_Cabrita,1008,0.26827275708407783,0.06793948992922058,0.07966553481529469,-0.214782174952531,0.00032214307105423687,0.1605916998975208,0.003440027674614048,-2.7799749152152153,3.4770729142192044e-59
TLS_12chemokine,1008,0.26164042133943644,0.010146630878922508,0.78702869963661,-0.285492194241145,6.61995161157459e-07,0.14202119063398844,0.009845845898457195,-2.5947613638024523,8.97980820277828e-56
TLS_imprint,1008,0.2258954020176278,-0.07796111682622071,0.05467564163084847,-0.12498983514539684,0.024784178274353988,0.14656895633048905,0.009710699534529325,-2.4616821060523586,1.501342047309553e-44
B_cell,1008,0.265489950856043,-0.09968575169852502,0.009015716920386226,-0.07412931959166454,0.19215349162133855,0.157781798293971,0.004625884444850874,-2.718315419862237,6.054398503651255e-61
Plasma_cell,1008,0.2305788834780217,-0.22752865572825087,1.5254904781547518e-07,0.12515517384636476,0.04197957547040532,0.1353277025171325,0.01728716032309528,-2.438610964790028,2.8452025664884325e-53
Tfh,1008,0.2843417312143346,-0.09195963593149231,0.014464666502724507,-0.2122084643209703,0.00011955370610623884,0.15125936900259002,0.005924036064343249,-2.648861088025475,1.5144699146513244e-55
T_cell_CD8,1008,0.2126045601284663,-0.0629566974234339,0.09681298792320937,-0.1913838554185592,0.0008025681833260019,0.12836378969733597,0.024012389200726066,-2.3153778473328934,3.9552629548304316e-46
IFNg_Ayers,1008,0.15622130393547584,0.020323028169074095,0.611782851089204,-0.24432687595107927,3.263174247727733e-05,0.10784171771673182,0.06869689091510348,-1.986101001028254,2.872372409095294e-35
