term,beta,se,t,p,ci_low,ci_high,n,r2,model
leukocyte_fraction,3.876723072093474,0.5314403922232765,7.294746746432342,2.992213767829193e-13,2.835119043406012,4.918327100780936,487,0.44171764989784323,TCGA-LUAD|TLS_Cabrita|+purity+clinical
const,6.938893903907228e-18,0.04326228327406834,1.603913011236381e-16,0.9999999999999999,-0.08479251710614352,0.08479251710614352,528,0.01200417072451454,TCGA-LUAD|B_cell|unadjusted
TACSTD2,-0.10956354651303726,0.043910983798063755,-2.4951284857769105,0.012591152873582694,-0.19562749328296405,-0.023499599743110472,528,0.01200417072451454,TCGA-LUAD|B_cell|unadjusted
const,1.3523210022848393,0.12632897879098579,10.704756859645684,9.668413902583674e-27,1.1047207536507828,1.5999212509188958,515,0.2790400757085134,TCGA-LUAD|B_cell|+purity
TACSTD2,-0.0990220208784291,0.0381564781780866,-2.5951561990670773,0.009454794007279351,-0.17380734388436733,-0.02423669787249086,515,0.2790400757085134,TCGA-LUAD|B_cell|+purity
purity,-2.959648887790868,0.277780303968554,-10.654639099703461,1.6588683224223158e-26,-3.5040882791838226,-2.4152094963979134,515,0.2790400757085134,TCGA-LUAD|B_cell|+purity
const,-1.4675594602747164,0.36011661992976174,-4.075233907729539,4.5968118321432057e-05,-2.1733750655713484,-0.7617438549780844,487,0.47157064262382187,TCGA-LUAD|B_cell|+purity+clinical
TACSTD2,-0.07165115814253553,0.03767582203102768,-1.9017808843965684,0.057199806345432556,-0.1454944124112905,0.0021920961262194283,487,0.47157064262382187,TCGA-LUAD|B_cell|+purity+clinical
purity,-0.2920333038331711,0.31541423883689884,-0.9258722907058802,0.3545123529822254,-0.9102338521646076,0.32616724449826545,487,0.47157064262382187,TCGA-LUAD|B_cell|+purity+clinical
age,0.007779795966948581,0.0032812432157455305,2.3709903397639285,0.01774049475688737,0.0013486774395709512,0.01421091449432621,487,0.47157064262382187,TCGA-LUAD|B_cell|+purity+clinical
male,-0.1936009076074972,0.06723626241785274,-2.879412100635918,0.003984173431508578,-0.32538156040157257,-0.06182025481342185,487,0.47157064262382187,TCGA-LUAD|B_cell|+purity+clinical
stage,-0.13261041033265733,0.039511296035749266,-3.356265767963503,0.0007900261016408753,-0.2100511275452261,-0.055169693120088556,487,0.47157064262382187,TCGA-LUAD|B_cell|+purity+clinical
leukocyte_fraction,4.665503949502846,0.4632837696734978,10.070510246432526,7.459010375375064e-24,3.757484446320841,5.573523452684852,487,0.47157064262382187,TCGA-LUAD|B_cell|+purity+clinical
const,-4.5102810375396984e-17,0.0423790207047026,-1.0642721239283412e-15,0.9999999999999991,-0.0830613542812944,0.08306135428129431,528,0.05266632893696588,TCGA-LUAD|Plasma_cell|unadjusted
TACSTD2,-0.22949145722001474,0.047097941074650304,-4.872643091898018,1.101150465417001e-06,-0.321801725472319,-0.13718118896771045,528,0.05266632893696588,TCGA-LUAD|Plasma_cell|unadjusted
const,0.9574099781167559,0.11972526691620909,7.99672452421266,1.277726686378501e-15,0.7227527669215412,1.1920671893119705,515,0.19060489632944067,TCGA-LUAD|Plasma_cell|+purity
TACSTD2,-0.22847035565022566,0.04356861534953123,-5.24392051060865,1.571999461746206e-07,-0.31386327259158586,-0.14307743870886547,515,0.19060489632944067,TCGA-LUAD|Plasma_cell|+purity
purity,-2.0962075370188944,0.25129718008689544,-8.341548187265976,7.332413661906917e-17,-2.5887409594056856,-1.6036741146321032,515,0.19060489632944067,TCGA-LUAD|Plasma_cell|+purity
const,-1.5798402235460791,0.37559778386858156,-4.206202196599891,2.5969790471403067e-05,-2.315998352601558,-0.8436820944905999,487,0.31049322726622086,TCGA-LUAD|Plasma_cell|+purity+clinical
TACSTD2,-0.19824903112774211,0.04224103586358006,-4.693280528630955,2.688584054710499e-06,-0.2810399400900238,-0.11545812216546042,487,0.31049322726622086,TCGA-LUAD|Plasma_cell|+purity+clinical
purity,0.029039833740560697,0.3057905926888941,0.09496640653725182,0.9243415099902782,-0.5702987147408288,0.6283783822219503,487,0.31049322726622086,TCGA-LUAD|Plasma_cell|+purity+clinical
age,0.007625984176643073,0.003913790573241524,1.948490608767294,0.05135628744454993,-4.490438994268677e-05,0.015296872743228832,487,0.31049322726622086,TCGA-LUAD|Plasma_cell|+purity+clinical
male,0.04744398830230796,0.07777427717638959,0.6100215910037519,0.5418475051453924,-0.10499079388705117,0.19987877049166708,487,0.31049322726622086,TCGA-LUAD|Plasma_cell|+purity+clinical
stage,-0.07133198963946592,0.04182095889392793,-1.7056517001532157,0.08807294740027466,-0.15329956287049473,0.010635583591562872,487,0.31049322726622086,TCGA-LUAD|Plasma_cell|+purity+clinical
leukocyte_fraction,3.8647655928384075,0.456863620009293,8.459341964588459,2.6889046956349654e-17,2.9693293517736006,4.760201833903214,487,0.31049322726622086,TCGA-LUAD|Plasma_cell|+purity+clinical
const,-6.938893903907228e-18,0.043522430179501324,-1.5943259315458412e-16,0.9999999999999999,-0.08530239567148173,0.0853023956714817,528,8.627708978581339e-06,TCGA-LUAD|TLS_Cabrita|unadjusted
CLDN4,-0.002937296202070533,0.04373296540955067,-0.06716435015470203,0.9464508654685249,-0.08865233334192582,0.08277774093778476,528,8.627708978581339e-06,TCGA-LUAD|TLS_Cabrita|unadjusted
const,1.3947379220698013,0.12919621069005732,10.795501776873225,3.614825153478922e-27,1.1415180021782403,1.6479578419613623,515,0.2851972600846835,TCGA-LUAD|TLS_Cabrita|+purity
CLDN4,0.04444085333248433,0.036992030042211306,1.2013629228180565,0.22961045201501096,-0.02806219326527353,0.11694389993024218,515,0.2851972600846835,TCGA-LUAD|TLS_Cabrita|+purity
purity,-3.06152709628737,0.2802227034270613,-10.925335666402383,8.721732390252056e-28,-3.610753502654859,-2.512300689919881,515,0.2851972600846835,TCGA-LUAD|TLS_Cabrita|+purity
const,-1.7669231107206755,0.4231010001867924,-4.176126054867766,2.9651554731749744e-05,-2.596185832909663,-0.9376603885316878,487,0.4431784965189427,TCGA-LUAD|TLS_Cabrita|+purity+clinical
CLDN4,0.0990866774959835,0.037009542477523874,2.6773278150131,0.007421198594678773,0.026549307155731422,0.17162404783623558,487,0.4431784965189427,TCGA-LUAD|TLS_Cabrita|+purity+clinical
purity,-0.7318018216647668,0.3860162568466257,-1.8957797986097014,0.057989168216167626,-1.4883797825311162,0.024776139201582614,487,0.4431784965189427,TCGA-LUAD|TLS_Cabrita|+purity+clinical
age,0.016327921232070896,0.003481772361863958,4.689543007151044,2.7381588195831645e-06,0.009503772800450578,0.023152069663691214,487,0.4431784965189427,TCGA-LUAD|TLS_Cabrita|+purity+clinical
male,-0.23444836578629133,0.07047158611618187,-3.326849567423837,0.0008783377620449781,-0.3725701365074207,-0.09632659506516195,487,0.4431784965189427,TCGA-LUAD|TLS_Cabrita|+purity+clinical
stage,-0.04924687882922956,0.036834408355665024,-1.3369803134534544,0.1812290629683564,-0.12144099259817423,0.022947234939715115,487,0.4431784965189427,TCGA-LUAD|TLS_Cabrita|+purity+clinical
leukocyte_fraction,4.031153396407924,0.5428477534381748,7.425937329345573,1.119840147205018e-13,2.967191350580622,5.095115442235226,487,0.4431784965189427,TCGA-LUAD|TLS_Cabrita|+purity+clinical
const,6.938893903907228e-18,0.04322801933250821,1.6051843251326256e-16,0.9999999999999999,-0.08472536101471725,0.08472536101471728,528,0.013664486424893374,TCGA-LUAD|B_cell|unadjusted
CLDN4,-0.11689519419075123,0.044426638799550146,-2.631195997477416,0.008508495081189405,-0.2039698061920393,-0.029820582189463166,528,0.013664486424893374,TCGA-LUAD|B_cell|unadjusted
const,1.34320744713796,0.12725362980151406,10.555356646667368,4.7981394358993564e-26,1.0937949158249995,1.5926199784509205,515,0.27457365710376735,TCGA-LUAD|B_cell|+purity
CLDN4,-0.07288881037623586,0.039353435770157534,-1.852158749287879,0.06400303031133787,-0.15002012715365493,0.004242506401183191,515,0.27457365710376735,TCGA-LUAD|B_cell|+purity
purity,-2.9389643970111288,0.2797278344664636,-10.506513957099537,8.06186849539828e-26,-3.4872208780387792,-2.3907079159834783,515,0.27457365710376735,TCGA-LUAD|B_cell|+purity
const,-1.4677103170386234,0.36100649263634227,-4.0656064280736155,4.7907725277084295e-05,-2.1752700407909784,-0.7601505932862683,487,0.46658908164051915,TCGA-LUAD|B_cell|+purity+clinical
CLDN4,-0.007488400650819003,0.039045769620106016,-0.1917851978249384,0.8479104661564819,-0.08401670285487499,0.06903990155323698,487,0.46658908164051915,TCGA-LUAD|B_cell|+purity+clinical
purity,-0.27180861631461695,0.32157689531154693,-0.8452367700462001,0.39797865628397,-0.9020877493854563,0.35847051675622243,487,0.46658908164051915,TCGA-LUAD|B_cell|+purity+clinical
age,0.007572564824620842,0.0032633815372179087,2.3204656698145656,0.020315699974029926,0.0011764545438607823,0.013968675105380902,487,0.46658908164051915,TCGA-LUAD|B_cell|+purity+clinical
male,-0.19456669312911998,0.06831622724147672,-2.8480304165712624,0.004399071993927864,-0.3284640380820685,-0.06066934817617148,487,0.46658908164051915,TCGA-LUAD|B_cell|+purity+clinical
stage,-0.13700749462102055,0.03965505944718126,-3.4549814457725962,0.000550330693262607,-0.21472998294229062,-0.05928500629975046,487,0.46658908164051915,TCGA-LUAD|B_cell|+purity+clinical
leukocyte_fraction,4.703623195291789,0.47477331669195344,9.907092563804792,3.877661367118006e-23,3.7730845937549313,5.634161796828647,487,0.46658908164051915,TCGA-LUAD|B_cell|+purity+clinical
const,-4.5102810375396984e-17,0.04270694033073223,-1.0561002503600256e-15,0.9999999999999991,-0.08370406493813633,0.08370406493813624,528,0.038075513573136766,TCGA-LUAD|Plasma_cell|unadjusted
CLDN4,-0.19512947899570876,0.04813024072929387,-4.054197029539178,5.030680286914909e-05,-0.28946301739236757,-0.10079594059904995,528,0.038075513573136766,TCGA-LUAD|Plasma_cell|unadjusted
const,0.9363475971054345,0.11919009051481422,7.855918164514316,3.9685413242303054e-15,0.7027393123823296,1.1699558818285394,515,0.16663336399895134,TCGA-LUAD|Plasma_cell|+purity
CLDN4,-0.16837529828682848,0.04626251454952626,-3.639562179582231,0.0002731019875821532,-0.2590481606381602,-0.07770243593549676,515,0.16663336399895134,TCGA-LUAD|Plasma_cell|+purity
purity,-2.0484014301828113,0.25032856471498266,-8.18285133586359,2.772050681746543e-16,-2.5390364013257813,-1.5577664590398412,515,0.16663336399895134,TCGA-LUAD|Plasma_cell|+purity
const,-1.470435411126969,0.3846616009107433,-3.822672727523349,0.00013201294278193676,-2.2243582951475456,-0.7165125271063926,487,0.2812556443523727,TCGA-LUAD|Plasma_cell|+purity+clinical
CLDN4,-0.101893150959872,0.047192478987938526,-2.1590972363607746,0.030842624025352643,-0.19438871011739478,-0.00939759180234924,487,0.2812556443523727,TCGA-LUAD|Plasma_cell|+purity+clinical
purity,0.019123831588115724,0.3140406838762026,0.06089603217032381,0.9514420094526325,-0.5963845984895698,0.6346322616658012,487,0.2812556443523727,TCGA-LUAD|Plasma_cell|+purity+clinical
age,0.006764386007975491,0.003848450011360634,1.7576910153456604,0.07880009741980391,-0.0007784374105941141,0.014307209426545096,487,0.2812556443523727,TCGA-LUAD|Plasma_cell|+purity+clinical
male,0.021989731511568265,0.08001603243193371,0.2748165691703598,0.7834571677007378,-0.1348388102408107,0.17881827326394725,487,0.2812556443523727,TCGA-LUAD|Plasma_cell|+purity+clinical
stage,-0.07961172027380055,0.04231680273918252,-1.8813264500270346,0.059927525123360574,-0.1625511295834842,0.003327689035883097,487,0.2812556443523727,TCGA-LUAD|Plasma_cell|+purity+clinical
leukocyte_fraction,3.7879628323560555,0.4706573911268193,8.048238280688942,8.399429721854011e-16,2.8654912966899078,4.710434368022203,487,0.2812556443523727,TCGA-LUAD|Plasma_cell|+purity+clinical
const,1.4670075029223326e-17,0.04419695694670041,3.3192500214245053e-16,0.9999999999999998,-0.08662444384180014,0.08662444384180017,501,0.022656009533823296,TCGA-LUSC|TLS_Cabrita|unadjusted
TACSTD2,-0.15051913344762302,0.05025587310457992,-2.995055585531274,0.002743948325932811,-0.24901883474421482,-0.05201943215103122,501,0.022656009533823296,TCGA-LUSC|TLS_Cabrita|unadjusted
const,1.3025432336769054,0.11166423254766422,11.66482054243207,1.9280921214189185e-31,1.0836853595221783,1.5214011078316325,493,0.25209300428213843,TCGA-LUSC|TLS_Cabrita|+purity
TACSTD2,-0.14719259900460432,0.045501574889116506,-3.2348902068400984,0.0012168951481381157,-0.23637404702712478,-0.05801115098208387,493,0.25209300428213843,TCGA-LUSC|TLS_Cabrita|+purity
purity,-2.539071301572319,0.21366149593586573,-11.8836166079005,1.439994275355714e-32,-2.957840138489567,-2.120302464655071,493,0.25209300428213843,TCGA-LUSC|TLS_Cabrita|+purity
const,0.0799424300072489,0.46443328994140654,0.17212898329776175,0.863336127438584,-0.8303300914993564,0.9902149515138542,479,0.3294534495255039,TCGA-LUSC|TLS_Cabrita|+purity+clinical
TACSTD2,-0.13166388334761794,0.04316375744019154,-3.050334149663725,0.0022858688976216163,-0.21626329336781616,-0.047064473327419726,479,0.3294534495255039,TCGA-LUSC|TLS_Cabrita|+purity+clinical
purity,-1.3139276099502868,0.315465160747144,-4.165048231755279,3.112867493282568e-05,-1.9322279633918278,-0.6956272565087458,479,0.3294534495255039,TCGA-LUSC|TLS_Cabrita|+purity+clinical
age,0.002109877100223449,0.004668377005007293,0.4519508809936298,0.6513043683536338,-0.007039973695845808,0.011259727896292706,479,0.3294534495255039,TCGA-LUSC|TLS_Cabrita|+purity+clinical
male,-0.05688353996567209,0.0944599544639122,-0.6021974104106103,0.5470427392379561,-0.2420216486962335,0.12825456876488933,479,0.3294534495255039,TCGA-LUSC|TLS_Cabrita|+purity+clinical
stage,-0.06174603299092665,0.04629700087664995,-1.3336940152006362,0.1823041569781615,-0.15248648730137987,0.028994421319526564,479,0.3294534495255039,TCGA-LUSC|TLS_Cabrita|+purity+clinical
leukocyte_fraction,2.034028179287215,0.3990638805836914,5.096998947416991,3.450802466421556e-07,1.2518773458123869,2.816179012762043,479,0.3294534495255039,TCGA-LUSC|TLS_Cabrita|+purity+clinical
const,5.355376436988832e-18,0.04395825928404075,1.218286739332539e-16,0.9999999999999999,-0.08615660501979333,0.08615660501979333,501,0.03246607661144463,TCGA-LUSC|B_cell|unadjusted
TACSTD2,-0.18018345265713112,0.04621984519711953,-3.8984001761295457,9.683030236314072e-05,-0.270772684614502,-0.08959422069976024,501,0.03246607661144463,TCGA-LUSC|B_cell|unadjusted
const,1.2885930458008172,0.10603452694013993,12.152579758556111,5.558358050415464e-34,1.080769191880401,1.4964168997212335,493,0.25473385486204847,TCGA-LUSC|B_cell|+purity
TACSTD2,-0.174128205609501,0.04210667789487385,-4.135405933572825,3.543277355296886e-05,-0.2566557777920826,-0.09160063342691944,493,0.25473385486204847,TCGA-LUSC|B_cell|+purity
purity,-2.5027333250891526,0.19270336852407988,-12.987491315059266,1.4407257848435618e-38,-2.8804249870958984,-2.1250416630824067,493,0.25473385486204847,TCGA-LUSC|B_cell|+purity
const,-0.2373736136319654,0.4353580560754974,-0.5452376734951274,0.5855900639989939,-1.0906597239193094,0.6159124966553787,479,0.318973868798304,TCGA-LUSC|B_cell|+purity+clinical
TACSTD2,-0.16475082655114323,0.04005117800069791,-4.113507636361467,3.896921438347476e-05,-0.24324969297091406,-0.0862519601313724,479,0.318973868798304,TCGA-LUSC|B_cell|+purity+clinical
purity,-1.3125942172635798,0.29729563068757703,-4.41511439043974,1.009565907848994e-05,-1.8952829461723517,-0.729905488354808,479,0.318973868798304,TCGA-LUSC|B_cell|+purity+clinical
age,0.005377964348871093,0.004614401848139231,1.1654737766368939,0.24382726897435203,-0.0036660970836768633,0.014422025781419049,479,0.318973868798304,TCGA-LUSC|B_cell|+purity+clinical
male,0.014890910554750678,0.09465027576239171,0.157325590811088,0.8749882528407613,-0.1706202210663215,0.20040204217582283,479,0.318973868798304,TCGA-LUSC|B_cell|+purity+clinical
stage,-0.020676756284581134,0.04741197871142869,-0.4361082757256235,0.6627581730770192,-0.11360252699476112,0.07224901442559886,479,0.318973868798304,TCGA-LUSC|B_cell|+purity+clinical
leukocyte_fraction,1.9646140371753076,0.39430899221627785,4.982422607541549,6.279310815641606e-07,1.1917826136511185,2.7374454606994965,479,0.318973868798304,TCGA-LUSC|B_cell|+purity+clinical
const,5.867252368622806e-19,0.04445291929897164,1.3198801026232122e-17,1.0,-0.08712612083364991,0.08712612083364991,501,0.010943011973650552,TCGA-LUSC|Plasma_cell|unadjusted
TACSTD2,-0.10460885227193023,0.048714454676164955,-2.147388346381579,0.03176237763660205,-0.20008742896372236,-0.009130275580138097,501,0.010943011973650552,TCGA-LUSC|Plasma_cell|unadjusted
const,1.407015264972741,0.11328580039914107,12.42004964448668,2.0343521832774067e-35,1.1849791762306312,1.6290513537148508,493,0.27860844955366815,TCGA-LUSC|Plasma_cell|+purity
TACSTD2,-0.10192920755389986,0.043643754765616126,-2.3354820890480026,0.019518250501726227,-0.1874693950446058,-0.016389020063193913,493,0.27860844955366815,TCGA-LUSC|Plasma_cell|+purity
purity,-2.7444783973096354,0.19785188143552448,-13.871378818320713,9.444369064013433e-44,-3.1322609591967523,-2.3566958354225185,493,0.27860844955366815,TCGA-LUSC|Plasma_cell|+purity
const,-0.2985910278859698,0.41183365884267686,-0.7250282279623811,0.4684347132470741,-1.1057701668389721,0.5085881110670324,479,0.31739745180056067,TCGA-LUSC|Plasma_cell|+purity+clinical
TACSTD2,-0.09716256325165894,0.04222203653674716,-2.301228723704394,0.0213787061270303,-0.17991623421761765,-0.014408892285700234,479,0.31739745180056067,TCGA-LUSC|Plasma_cell|+purity+clinical
purity,-1.7972385670366025,0.24947795947919413,-7.203997382327828,5.847248901163381e-13,-2.2862063825523657,-1.308270751520839,479,0.31739745180056067,TCGA-LUSC|Plasma_cell|+purity+clinical
age,0.01108217283442034,0.004436684535797056,2.4978500826472247,0.012494902297266953,0.0023864309334923027,0.019777914735348377,479,0.31739745180056067,TCGA-LUSC|Plasma_cell|+purity+clinical
male,0.01242703588919818,0.09422958063167242,0.13188041171246823,0.8950788824754476,-0.1722595484271928,0.19711362020558917,479,0.31739745180056067,TCGA-LUSC|Plasma_cell|+purity+clinical
stage,0.013370816954185197,0.04904419112861196,0.2726279432180252,0.7851392297547259,-0.08275403130879308,0.10949566521716347,479,0.31739745180056067,TCGA-LUSC|Plasma_cell|+purity+clinical
leukocyte_fraction,1.481541894558621,0.3158081971078036,4.691271183353373,2.7151280969072052e-06,0.8625692022047994,2.1005145869124426,479,0.31739745180056067,TCGA-LUSC|Plasma_cell|+purity+clinical
const,1.4670075029223326e-17,0.04463746349352478,3.286493873324904e-16,0.9999999999999998,-0.08748782080853001,0.08748782080853004,501,0.001818166969732915,TCGA-LUSC|TLS_Cabrita|unadjusted
CLDN4,-0.04263996915726954,0.044062754568928164,-0.9677100211827897,0.3331892118986931,-0.12900138117199644,0.043721442857457375,501,0.001818166969732915,TCGA-LUSC|TLS_Cabrita|unadjusted
const,1.308845088362756,0.11342874365715369,11.538919026722466,8.397384888191105e-31,1.0865288359831087,1.5311613407424034,493,0.23057551948038335,TCGA-LUSC|TLS_Cabrita|+purity
CLDN4,0.005437379466955885,0.040724031206780066,0.13351771192166817,0.8937839575918112,-0.07438025500361828,0.08525501393753004,493,0.23057551948038335,TCGA-LUSC|TLS_Cabrita|+purity
purity,-2.5480905404198655,0.21725302076314282,-11.728677150122975,9.086765780711612e-32,-2.973898636648158,-2.122282444191573,493,0.23057551948038335,TCGA-LUSC|TLS_Cabrita|+purity
const,0.11605866891663395,0.4545376348748385,0.25533346418848657,0.7984655556144893,-0.7748187250560667,1.0069360628893347,479,0.31265577217101137,TCGA-LUSC|TLS_Cabrita|+purity+clinical
CLDN4,0.014427424168533775,0.03948902953419611,0.36535271539251507,0.7148481327936571,-0.0629696515029291,0.09182449983999666,479,0.31265577217101137,TCGA-LUSC|TLS_Cabrita|+purity+clinical
purity,-1.2997459794947002,0.3176527033830554,-4.091720188911299,4.2818511513127044e-05,-1.9223338377172734,-0.677158121272127,479,0.31265577217101137,TCGA-LUSC|TLS_Cabrita|+purity+clinical
age,0.0012600597981754617,0.004723008470408254,0.2667917718272783,0.7896294898414136,-0.007996866702502325,0.01051698629885325,479,0.31265577217101137,TCGA-LUSC|TLS_Cabrita|+purity+clinical
male,-0.05779560968661747,0.09520305124261169,-0.6070772830519205,0.5437996252397783,-0.2443901613404576,0.1287989419672227,479,0.31265577217101137,TCGA-LUSC|TLS_Cabrita|+purity+clinical
stage,-0.062193859158583775,0.04574330381574924,-1.3596276169534278,0.173947794195063,-0.1518490871713259,0.027461368854158355,479,0.31265577217101137,TCGA-LUSC|TLS_Cabrita|+purity+clinical
leukocyte_fraction,2.086191819255805,0.4013463405886175,5.197983906359232,2.014615655523369e-07,1.2995674463751685,2.8728161921364412,479,0.31265577217101137,TCGA-LUSC|TLS_Cabrita|+purity+clinical
const,5.355376436988832e-18,0.04455782549033482,1.2018935794230993e-16,0.9999999999999999,-0.08733173319047702,0.08733173319047702,501,0.005480581181584343,TCGA-LUSC|B_cell|unadjusted
CLDN4,-0.07403094745837228,0.044580563227575205,-1.660610411772021,0.09679171652797196,-0.16140724579493038,0.013345350878185822,501,0.005480581181584343,TCGA-LUSC|B_cell|unadjusted
const,1.2882971904875062,0.1114596462738699,11.558418078252316,6.693040437334474e-31,1.0698402980611472,1.5067540829138653,493,0.224909472016252,TCGA-LUSC|B_cell|+purity
CLDN4,-0.019562015858072018,0.040123371690423716,-0.4875466600614949,0.6258709850295388,-0.09820237930961649,0.059078347593472455,493,0.224909472016252,TCGA-LUSC|B_cell|+purity
purity,-2.498844540282257,0.20382673796043052,-12.259650354446457,1.4914201524951324e-34,-2.898337605770984,-2.0993514747935302,493,0.224909472016252,TCGA-LUSC|B_cell|+purity
const,-0.19483872775162958,0.43329674973873417,-0.4496657957141656,0.6529514380049608,-1.0440847518578136,0.6544072963545544,479,0.29237434485621105,TCGA-LUSC|B_cell|+purity+clinical
CLDN4,-0.007787801957452918,0.039187195597402295,-0.19873333211854458,0.8424713487904042,-0.08459329398348799,0.06901769006858215,479,0.29237434485621105,TCGA-LUSC|B_cell|+purity+clinical
purity,-1.2856152972462105,0.30676673551500827,-4.190856270931348,2.7790366996029805e-05,-1.886867050510551,-0.6843635439818699,479,0.29237434485621105,TCGA-LUSC|B_cell|+purity+clinical
age,0.0043547953719184325,0.004677469482760771,0.931015239750557,0.35184568101233116,-0.004812876353077874,0.01352246709691474,479,0.29237434485621105,TCGA-LUSC|B_cell|+purity+clinical
male,0.00993453829091493,0.09607938580447105,0.103399269341006,0.9176460920208909,-0.17837759754257726,0.1982466741244071,479,0.29237434485621105,TCGA-LUSC|B_cell|+purity+clinical
stage,-0.02106327999002079,0.04752284241739214,-0.4432243299974029,0.6576034823915151,-0.11420633957108178,0.0720797795910402,479,0.29237434485621105,TCGA-LUSC|B_cell|+purity+clinical
leukocyte_fraction,2.0205502948950884,0.40153172970103557,5.032106171035373,4.851204590717637e-07,1.2335625660309868,2.8075380237591903,479,0.29237434485621105,TCGA-LUSC|B_cell|+purity+clinical
const,5.867252368622806e-19,0.044555014089485416,1.3168556869578961e-17,1.0,-0.08732622294606608,0.08732622294606608,501,0.005247903962743661,TCGA-LUSC|Plasma_cell|unadjusted
CLDN4,-0.07244241825576721,0.04250575904384505,-1.7042965444057179,0.08832570023767743,-0.1557521751172412,0.01086733860570678,501,0.005247903962743661,TCGA-LUSC|Plasma_cell|unadjusted
const,1.4061043391628198,0.1147274637505447,12.25603960199237,1.5593664274807926e-34,1.1812426421741276,1.6309660361515121,493,0.2684879518978299,TCGA-LUSC|Plasma_cell|+purity
CLDN4,-0.01392516947625546,0.037181441368651875,-0.3745193559923672,0.7080179587024251,-0.0867994554521008,0.05894911649958987,493,0.2684879518978299,TCGA-LUSC|Plasma_cell|+purity
purity,-2.740816329587548,0.20030328996151148,-13.68333156242316,1.2770482906078657e-42,-3.133403563896994,-2.348229095278102,493,0.2684879518978299,TCGA-LUSC|Plasma_cell|+purity
const,-0.27319201070796134,0.4070059464658355,-0.6712236346426289,0.50207807443906,-1.0709090072746361,0.5245249858587135,479,0.3080252855326808,TCGA-LUSC|Plasma_cell|+purity+clinical
CLDN4,-0.0015406768669448542,0.03674363174210343,-0.04193044600921793,0.9665541453288601,-0.07355687174267031,0.0704755180087806,479,0.3080252855326808,TCGA-LUSC|Plasma_cell|+purity+clinical
purity,-1.7824182446071597,0.24852964282281428,-7.1718537248207035,7.398897531657374e-13,-2.2695273936304794,-1.2953090955838402,479,0.3080252855326808,TCGA-LUSC|Plasma_cell|+purity+clinical
age,0.010474005194156828,0.004452031767286184,2.3526348736144453,0.018640928165935624,0.0017481832722477005,0.019199827116065955,479,0.3080252855326808,TCGA-LUSC|Plasma_cell|+purity+clinical
male,0.009954617042474112,0.09451973180442229,0.10531787228376759,0.9161235818100528,-0.17530065312257867,0.19520988720752688,479,0.3080252855326808,TCGA-LUSC|Plasma_cell|+purity+clinical
stage,0.013122329450138505,0.04931291409880449,0.2661033055934659,0.7901596492633445,-0.08352920615623577,0.10977386505651276,479,0.3080252855326808,TCGA-LUSC|Plasma_cell|+purity+clinical
leukocyte_fraction,1.515633296691297,0.30947982568770416,4.8973573425129215,9.713410360163506e-07,0.909063984401663,2.122202608980931,479,0.3080252855326808,TCGA-LUSC|Plasma_cell|+purity+clinical
const,1.0198340500824252e-17,0.0713219224059734,1.4299026381782038e-16,0.9999999999999999,-0.13978839922386818,0.13978839922386818,197,5.2364555131689805e-05,GSE81089|TLS_Cabrita|unadjusted
