unit	interaction_name	pathway_name	lr_class	n	mean	sd	se	median	wilcoxon_p
GSE205335	COL2A1_CD44	COLLAGEN	other	3	0.07937049469233548	0.13334614255498667	0.07698743129951977	0.04228344441011923	0.5
GSE205335	COL4A1_CD44	COLLAGEN	other	1	0.0047067694186225875			0.0047067694186225875	
GSE205335	COL4A2_CD44	COLLAGEN	other	5	0.04085547721099264	0.042060946990332006	0.01881022733367951	0.030938464881488593	0.125
GSE205335	COL4A3_CD44	COLLAGEN	other	2	0.048602124257016655	0.038827496247810185	0.02745518589332181	0.048602124257016655	0.5
GSE205335	COL4A4_CD44	COLLAGEN	other	9	0.0606258118269856	0.06654896776088512	0.022182989253628372	0.03567988847521665	0.0078125
GSE205335	COL4A5_CD44	COLLAGEN	other	5	0.14122238486316063	0.08458200953526553	0.03782622459887782	0.10532105349256321	0.0625
GSE205335	COL4A6_CD44	COLLAGEN	other	3	0.06686552439167787	0.043232316166939774	0.02496018937667369	0.07610874598189268	0.25
GSE205335	COL6A1_CD44	COLLAGEN	other	12	0.16422957543686753	0.1339437344681884	0.03866622557573617	0.15492771702380098	0.00048828125
GSE205335	COL6A2_CD44	COLLAGEN	other	10	0.13722967575856163	0.13721990476174578	0.04339274393585013	0.10196665473154713	0.001953125
GSE205335	COL6A3_CD44	COLLAGEN	other	2	0.00950291222077954	0.048281572887592286	0.03414022759516906	0.00950291222077954	1.0
GSE205335	COL9A1_CD44	COLLAGEN	other	1	0.025814791500067467			0.025814791500067467	
GSE205335	COL9A2_CD44	COLLAGEN	other	14	0.05035102918262797	0.08045230117889232	0.021501781927783167	0.02568754866444632	0.0052490234375
GSE205335	COL9A3_CD44	COLLAGEN	other	7	0.013749824021415401	0.02568252998651713	0.009707083911897623	0.010533810253277482	0.21875
GSE205335	CX3CL1_CX3CR1	CX3C	other	3	0.034423775071045416	0.014917256376383227	0.008612481984475518	0.03405860956662991	0.25
GSE205335	CXCL10_CXCR3	CXCL	recruit	3	-0.06232820214365792	0.11599375644452456	0.06696902650756215	0.004303611611316216	1.0
GSE205335	CXCL13_CXCR3	CXCL	other	2	0.08088364211344835	0.11375658974049734	0.0804380560101617	0.08088364211344835	0.5
GSE205335	CXCL16_CXCR6	CXCL	recruit	11	0.0701307209382326	0.07133009657735323	0.02150683332789951	0.05061380645988563	0.0009765625
GSE205335	DLK1_NOTCH1	NOTCH	other	1	0.0018676284294524628			0.0018676284294524628	
GSE205335	DLL1_NOTCH1	NOTCH	other	3	0.009591451826371675	0.010434530016751799	0.006024378714038881	0.003943840225679983	0.25
GSE205335	DLL1_NOTCH2	NOTCH	other	3	0.01526200365210449	0.01865245122747643	0.010768997737229884	0.006532123829180924	0.25
GSE205335	DLL3_NOTCH1	NOTCH	other	3	0.001667915680120306	0.002326677700830719	0.0013433079968921153	0.0005802799224094149	0.25
GSE205335	DLL3_NOTCH2	NOTCH	other	2	0.0006117668615485349	0.0005353584807518841	0.000378555612105385	0.0006117668615485349	0.5
GSE205335	DLL4_NOTCH1	NOTCH	other	2	0.0010597159846102541	0.0003085983026330576	0.00021821195245449342	0.0010597159846102541	0.5
GSE205335	DLL4_NOTCH2	NOTCH	other	1	9.851061519495873e-05			9.851061519495873e-05	
GSE205335	EFNA1_EPHA1	EPHA	other	1	0.021963154236574217			0.021963154236574217	
GSE205335	EFNA1_EPHA4	EPHA	other	2	0.015738701770848382	0.0011290019236660782	0.0007983249161969408	0.015738701770848382	0.5
GSE205335	EFNA1_EPHA7	EPHA	other	1	0.0001752502988209981			0.0001752502988209981	
GSE205335	EFNA4_EPHA1	EPHA	other	1	0.0028485967991962223			0.0028485967991962223	
GSE205335	EFNA4_EPHA4	EPHA	other	1	0.001700610380167001			0.001700610380167001	
GSE205335	EFNA5_EPHA1	EPHA	other	1	0.0040528811532528864			0.0040528811532528864	
GSE205335	EFNA5_EPHA4	EPHA	other	1	0.002712293514387472			0.002712293514387472	
GSE205335	EFNB1_EPHA4	EPHB	other	1	0.009104665523705945			0.009104665523705945	
GSE205335	EFNB2_EPHA4	EPHB	other	2	0.014099636900409676	0.019449087994791857	0.013752582009011192	0.014099636900409676	0.5
GSE205335	EFNB3_EPHA4	EPHB	other	1	0.0003470548913984838			0.0003470548913984838	
GSE205335	EFNB3_EPHB6	EPHB	other	2	0.001218553912729195	0.0013037649007230788	0.0009219010023742949	0.001218553912729195	0.5
GSE205335	ENTPD1_ADORA2A	CD39	other	2	-0.006597472361282606	0.009108127996120003	0.006440419069971494	-0.006597472361282606	0.5
GSE205335	F11R_F11R	JAM	barrier	6	0.023215610030087763	0.027136281814216213	0.011078340660199386	0.009185300312768058	0.03125
GSE205335	F2_F2R	PARs	other	2	0.0012425059854736802	0.0006025381628522315	0.00042605882087649714	0.0012425059854736802	0.5
GSE205335	FASL_FAS	FASLG	attack	2	-0.0015640671167180874	0.000948848648303614	0.000670937313535175	-0.0015640671167180874	0.5
GSE205335	FN1_CD44	FN1	other	11	0.10069350899940513	0.08137505191233857	0.024535501317174517	0.09399048678786244	0.0029296875
GSE205335	GDF15_TGFBR2	GDF	other	10	0.26798115447608806	0.20060868884562555	0.06343803751721912	0.3018258366578178	0.001953125
GSE205335	GRN_SORT1	GRN	other	1	-0.0008484466986732114			-0.0008484466986732114	
GSE205335	GZMA_F2R	PARs	other	2	-0.005982869475129607	0.008573723117919057	0.006062537756696434	-0.005982869475129607	1.0
GSE205335	HLA-A_CD8A	MHC-I	other	18	0.05095791235904351	0.09436684409735796	0.022242478460138514	0.036723671614581566	0.0182342529296875
GSE205335	HLA-A_CD8B	MHC-I	other	17	0.04962169698484226	0.0761294152013376	0.018464095299506926	0.034646355291007166	0.0128631591796875
GSE205335	HLA-B_CD8A	MHC-I	other	18	0.05308309156842111	0.09941707444651349	0.023432829168952507	0.02575610776887144	0.030364990234375
GSE205335	HLA-B_CD8B	MHC-I	other	17	0.05318815591281162	0.08547137780307737	0.020729854038185926	0.021933719587691525	0.023223876953125
GSE205335	HLA-B_KIR3DL2	MHC-I	other	2	0.023953994616999513	0.029009689887381587	0.020512948439486332	0.023953994616999513	0.5
GSE205335	HLA-C_CD8A	MHC-I	other	18	0.05903931678356475	0.09878472833233487	0.023283783760488286	0.03619518109016148	0.02367401123046875
GSE205335	HLA-C_CD8B	MHC-I	other	17	0.059127557894663535	0.08135788610008021	0.01973218575691774	0.02867372181053285	0.00933837890625
GSE205335	HLA-C_KIR2DL3	MHC-I	other	1	0.10085695761345771			0.10085695761345771	
GSE205335	HLA-DMA_CD4	MHC-II	other	10	0.012093567801732359	0.02827668895482636	0.008941874178537736	0.00666642697477362	0.064453125
GSE205335	HLA-DMB_CD4	MHC-II	other	7	0.0011094131332794915	0.023732841028232258	0.008970170752247571	0.002474140139834163	0.296875
GSE205335	HLA-DOA_CD4	MHC-II	other	2	-0.01113697868081067	0.02085416446003729	0.014746121105671865	-0.01113697868081067	1.0
GSE205335	HLA-DPA1_CD4	MHC-II	other	8	-0.022014335648232707	0.027695534602222828	0.009791850162909215	-0.026474127512972838	0.109375
GSE205335	HLA-DPB1_CD4	MHC-II	other	8	-0.0523348988818806	0.06643001170487513	0.023486555875409463	-0.038371263927430906	0.109375
GSE205335	HLA-DQA1_CD4	MHC-II	other	6	-0.038835392497200874	0.06150756465122043	0.025110358119456274	-0.01167306550656164	0.15625
GSE205335	HLA-DQA2_CD4	MHC-II	other	1	0.001252311195851099			0.001252311195851099	
GSE205335	HLA-DQB1_CD4	MHC-II	other	7	-0.008352147924499112	0.0768533319365489	0.02904782910440092	0.001592128816581828	0.9375
GSE205335	HLA-DRA_CD4	MHC-II	other	8	0.006126637988179119	0.05975634102900292	0.02112705698025194	0.013193369373783598	0.7421875
GSE205335	HLA-DRB1_CD4	MHC-II	other	8	0.01658205351229119	0.045928606700305664	0.01623821462411802	0.013575146622158724	0.25
GSE205335	HLA-DRB5_CD4	MHC-II	other	8	-0.015166824980355023	0.026713270710366006	0.009444567433485892	-0.01040019577653201	0.3125
GSE205335	HLA-E_CD8A	MHC-I	inhibitory	18	0.12977983126121906	0.1336145588355466	0.03149325353928798	0.12582843967687452	0.00128936767578125
GSE205335	HLA-E_CD8B	MHC-I	inhibitory	17	0.10985950209883881	0.10132693704432381	0.02457539200906224	0.0966907951643704	0.001068115234375
GSE205335	HLA-E_CD94:NKG2A	MHC-I	inhibitory	5	0.13782659679404335	0.10418584898308912	0.04659332812394292	0.11964551957986813	0.0625
GSE205335	HLA-E_CD94:NKG2C	MHC-I	inhibitory	11	0.13440638234173552	0.1042680688999937	0.031438005650564	0.11971999174780129	0.0009765625
GSE205335	HLA-E_KLRC1	MHC-I	inhibitory	5	0.09842153299015015	0.09840181405328885	0.0440066290664896	0.08088517471532863	0.0625
GSE205335	HLA-E_KLRC2	MHC-I	inhibitory	11	0.09745762864588131	0.08599864555060772	0.025929567251830245	0.08921086416340333	0.0009765625
GSE205335	HLA-E_KLRK1	MHC-I	inhibitory	19	0.13613072896207518	0.14211456636287434	0.032603317535835466	0.12922190970918435	0.00141143798828125
GSE205335	HLA-F_CD8A	MHC-I	inhibitory	16	0.11353635055955184	0.1390326282756261	0.034758157068906524	0.07950019258762729	0.005157470703125
GSE205335	HLA-F_CD8B	MHC-I	inhibitory	16	0.09325805253434305	0.12661394892036817	0.031653487230092044	0.061154954560978664	0.00335693359375
GSE205335	HLA-F_KIR3DL2	MHC-I	inhibitory	2	0.0006389710446048303	0.0007517845331139737	0.0005315919413560533	0.0006389710446048303	0.5
GSE205335	HLA-F_LILRB1	MHC-I	inhibitory	1	9.985856814497179e-05			9.985856814497179e-05	
GSE205335	HLA-G_CD8A	MHC-I	inhibitory	5	0.13188034200420068	0.17184187338631673	0.07685002205454323	0.03395904609023089	0.0625
GSE205335	HLA-G_CD8B	MHC-I	inhibitory	5	0.09314561801074212	0.13188777343147098	0.05898200535877196	0.030719782027704416	0.0625
GSE205335	HSPG2_DAG1	HSPG	other	2	1.93166242317019e-05	1.3128513211838397e-05	9.28326071898811e-06	1.93166242317019e-05	0.5
GSE205335	ICAM1_ITGAL	ICAM	other	13	0.14574490573932222	0.15505163663101773	0.04300358663213423	0.11421036490864182	0.00244140625
GSE205335	ICAM1_SPN	ICAM	other	16	0.17351389791662813	0.1574853747315681	0.039371343682892024	0.16019622658686813	0.00030517578125
GSE205335	ICOSL_CTLA4	ICOS	other	2	0.01700787180486322	0.005520398313593079	0.0039035110823924467	0.01700787180486322	0.5
GSE205335	ICOSL_ICOS	ICOS	other	3	0.006825068822170421	0.007045265941480503	0.004067586187826271	0.006191368710248563	0.25
GSE205335	IGF2_IGF1R	IGF	other	1	-0.004684574459583542			-0.004684574459583542	
GSE205335	IGF2_IGF2R	IGF	other	5	0.01343927340184568	0.027017373678289335	0.012082536823633697	0.0022665569176824963	0.4375
GSE205335	IGFBP3_TMEM219	IGFBP	other	13	0.15766766523707296	0.13767755822762992	0.03818488428233836	0.11061465948513835	0.000244140625
GSE205335	IL16_CD4	IL16	other	2	-0.2514589960108038	0.0009247512014904942	0.0006538978454843358	-0.2514589960108038	0.5
GSE205335	JAG1_NOTCH1	NOTCH	other	10	0.009366475405266904	0.012871260121422054	0.00407024983401891	0.005282039031850385	0.001953125
GSE205335	JAG1_NOTCH2	NOTCH	other	8	0.012707610307941564	0.02475169828404417	0.008751046851265532	0.005479922728793065	0.0078125
GSE205335	JAG2_NOTCH1	NOTCH	other	8	0.002671294497050985	0.0026460377627677786	0.0009355156226643886	0.001053975677318378	0.0078125
GSE205335	JAG2_NOTCH2	NOTCH	other	7	0.003911681469462523	0.004816798474210229	0.001820578696896519	0.0022567692160248534	0.015625
GSE205335	JAM3_F11R	JAM	barrier	2	0.006467118289812465	0.008818456323202132	0.006235590265733616	0.006467118289812465	0.5
GSE205335	JAM3_JAM3	JAM	barrier	1	0.0030278028656354067			0.0030278028656354067	
GSE205335	KLK1_F2R	KLK	other	1	0.006013490441891062			0.006013490441891062	
GSE205335	KLK6_F2R	KLK	other	2	0.06312840281917297	0.08182082958653401	0.057856063442947095	0.06312840281917297	0.5
GSE205335	KLK8_F2R	KLK	other	4	0.027465380820753775	0.04716724518942588	0.02358362259471294	0.005984078171622274	0.125
GSE205335	LAMA3_CD44	LAMININ	other	11	0.1637917341262803	0.09658074884368208	0.029120191444185872	0.1866268493764122	0.001953125
GSE205335	LAMA4_CD44	LAMININ	other	4	0.028950568645216317	0.041501771409524504	0.020750885704762252	0.018969983428054407	0.25
GSE205335	LAMA4_DAG1	LAMININ	other	1	-8.984463875433312e-05			-8.984463875433312e-05	
GSE205335	LAMA5_CD44	LAMININ	other	19	0.25765767897039615	0.17323985836256647	0.039743949241880364	0.21675509011613128	3.814697265625e-06
GSE205335	LAMA5_DAG1	LAMININ	other	1	0.0005768694890694426			0.0005768694890694426	
GSE205335	LAMB1_CD44	LAMININ	other	10	0.04389457454830403	0.08417139982684858	0.026617333729754385	0.031767652943220946	0.048828125
GSE205335	LAMB1_DAG1	LAMININ	other	1	7.151046977921593e-06			7.151046977921593e-06	
GSE205335	LAMB2_CD44	LAMININ	other	15	0.12788514236277745	0.12384600655172509	0.03197690139127506	0.10744076054589831	6.103515625e-05
GSE205335	LAMB2_DAG1	LAMININ	other	1	4.983375644292644e-05			4.983375644292644e-05	
GSE205335	LAMB3_CD44	LAMININ	other	16	0.35597147959215936	0.21356791759145433	0.05339197939786358	0.38823361867373013	3.0517578125e-05
GSE205335	LAMC1_CD44	LAMININ	other	18	0.15347105205202244	0.13167638519460198	0.031036421631078327	0.14872144707771687	2.288818359375e-05
GSE205335	LAMC1_DAG1	LAMININ	other	1	0.0014792146796544752			0.0014792146796544752	
GSE205335	LAMC2_CD44	LAMININ	other	15	0.2995331815447779	0.18012729595353297	0.04650866782836052	0.2719637699612655	6.103515625e-05
GSE205335	LAMC2_DAG1	LAMININ	other	1	0.0011537825883043181			0.0011537825883043181	
GSE205335	LCK_CD8A_CD8B1	LCK	other	6	-0.09040248083200246	0.17278265136138699	0.0705382220400999	-0.03487673639593905	0.3125
GSE205335	LGALS9_CD44	GALECTIN	inhibitory	17	0.09076679475048612	0.16632184643547168	0.040338972982424115	0.07454988788421107	0.0395355224609375
GSE205335	LGALS9_CD45	GALECTIN	inhibitory	16	0.12996800087225446	0.1981640056494182	0.04954100141235455	0.14227891068751702	0.02899169921875
GSE205335	LGALS9_HAVCR2	GALECTIN	inhibitory	9	0.055560195650110424	0.08336115557665147	0.027787051858883822	0.013911176026091883	0.0546875
GSE205335	LGALS9_P4HB	GALECTIN	inhibitory	17	0.0655394316497874	0.12269326000105571	0.029757486502101357	0.03437623228405888	0.0395355224609375
GSE205335	LPAR1_ADGRE5	ADGRE	other	7	0.027913180283617722	0.04182043182624597	0.015806637476225373	0.009437877758723004	0.015625
GSE205335	LPAR2_ADGRE5	ADGRE	other	19	0.048543900419151624	0.07185837022104577	0.016485440739003734	0.011515890756399524	0.000209808349609375
GSE205335	LPAR3_ADGRE5	ADGRE	other	4	0.0944596779404032	0.06836267228897926	0.03418133614448963	0.08562379300818335	0.125
GSE205335	LRFN4_PTPRF	PTPR	other	1	-0.0013246054082263043			-0.0013246054082263043	
GSE205335	LTA_TNFRSF14	LT	attack	2	-0.09616188352069673	0.013122350893642056	0.00927890330200365	-0.09616188352069673	0.5
GSE205335	LTA_TNFRSF1A	LT	attack	2	-0.016699013730140568	0.008061862665940866	0.005700597760081445	-0.016699013730140568	0.5
GSE205335	LTA_TNFRSF1B	LT	attack	2	-0.05042842178893643	0.001255035236916328	0.0008874439266516007	-0.05042842178893643	0.5
GSE205335	MDK_NCL	MK	other	21	0.19726084428174656	0.23505429737494268	0.051293052864063556	0.14714043548067401	8.392333984375e-05
GSE205335	MDK_SDC1	MK	other	1	0.002975806780912346			0.002975806780912346	
GSE205335	MDK_SDC2	MK	other	1	-0.0007971766673124242			-0.0007971766673124242	
GSE205335	MDK_SDC4	MK	other	1	0.008293246881001595			0.008293246881001595	
GSE205335	MIF_CD74_CD44	MIF	other	21	0.00043818037903283917	0.012747293994923673	0.002781687601790179	-0.0005998848584853889	0.945744514465332
GSE205335	MIF_CD74_CXCR2	MIF	other	1	-0.05241912293060835			-0.05241912293060835	
GSE205335	MIF_CD74_CXCR4	MIF	other	21	1.437751715977989e-05	0.009643271918104792	0.002104334452940819	-0.0005178736365473169	0.9728584289550781
GSE205335	MPZL1_MPZL1	MPZ	other	2	0.0011992674463539841	0.0012389149723499497	0.0008760451782621934	0.0011992674463539841	0.5
GSE205335	NCAM1_NCAM1	NCAM	other	2	0.05240401066462257	0.08344367279957639	0.05900358688369192	0.05240401066462257	1.0
GSE205335	NECTIN2_CD226	NECTIN	barrier|inhibitory	12	0.05236026033598448	0.029066145998693827	0.008390673608325423	0.05693908497931588	0.00048828125
GSE205335	NECTIN2_TIGIT	NECTIN	barrier|inhibitory	18	0.19878914301927567	0.13674622183779603	0.03223139358771518	0.16590585331062985	7.62939453125e-06
GSE205335	NECTIN3_TIGIT	NECTIN	barrier	9	0.028136231430403082	0.03487081311355054	0.011623604371183512	0.012630078520646574	0.0390625
GSE205335	NMU_NMUR1	NMU	other	1	-0.03128273271606362			-0.03128273271606362	
GSE205335	NRXN1_CLSTN1	NRXN	other	2	0.01228011632460238	0.03811377542904182	0.026950509062496682	0.01228011632460238	1.0
GSE205335	NRXN1_CLSTN2	NRXN	other	1	-0.008358830254880281			-0.008358830254880281	
GSE205335	NRXN1_CLSTN3	NRXN	other	1	0.01946276314250288			0.01946276314250288	
GSE205335	NRXN2_CLSTN1	NRXN	other	1	0.0021744539699067172			0.0021744539699067172	
GSE205335	NRXN2_CLSTN3	NRXN	other	1	0.0008297051218635627			0.0008297051218635627	
GSE205335	PECAM1_CD38	PECAM2	other	4	-0.0008486486286504857	0.001043956778005349	0.0005219783890026745	-0.0005319229134170369	0.25
GSE205335	PECAM1_PECAM1	PECAM1	other	4	-0.0013065726298975204	0.0017168721619118274	0.0008584360809559137	-0.0007834911475796626	0.25
GSE205335	PF4V1_CXCR3	CXCL	other	1	0.0020121941779448244			0.0020121941779448244	
GSE205335	PF4_CXCR3	CXCL	other	1	3.9900326032682996e-05			3.9900326032682996e-05	
GSE205335	PPIA_BSG	CypA	other	21	-0.0114940303061184	0.03503055760641804	0.00764429437466294	-0.010512817356981285	0.2428417205810547
GSE205335	PRSS3_F2R	PARs	other	2	0.050534957165324426	0.06704289817968305	0.047406487933253125	0.050534957165324426	0.5
GSE205335	PTN_NCL	PTN	other	4	0.12107969386357487	0.19834378598646726	0.09917189299323363	0.038942401726395084	0.375
GSE205335	PTN_SDC1	PTN	other	1	0.005166448922701242			0.005166448922701242	
GSE205335	PTN_SDC2	PTN	other	1	-0.0005794334307150407			-0.0005794334307150407	
GSE205335	PTN_SDC4	PTN	other	1	0.016078315515182663			0.016078315515182663	
GSE205335	PVR_CD226	PVR	barrier|inhibitory	10	0.017134943373591147	0.013320827335218896	0.0042124154697123	0.014065921333469112	0.001953125
GSE205335	PVR_TIGIT	PVR	barrier|inhibitory	15	0.06669487036586257	0.07050541692331204	0.018204420370759873	0.044942469100559705	6.103515625e-05
GSE205335	Q9HDB5_CLSTN1	NRXN	other	3	0.004708212890707143	0.0030873035423111452	0.001782455531223425	0.004423564894404186	0.25
GSE205335	Q9HDB5_CLSTN3	NRXN	other	2	0.0022081311844254245	0.00254196947773849	0.0017974438552781128	0.0022081311844254245	0.5
GSE205335	RAET1E_KLRK1	MHC-I	other	2	0.018559727492819183	0.02347512662181696	0.01659942122349962	0.018559727492819183	0.5
GSE205335	RAET1G_KLRK1	MHC-I	other	1	0.019803928096974788			0.019803928096974788	
GSE205335	RAET1L_KLRK1	MHC-I	other	2	0.002613111808206613	0.00045309966765727755	0.00032038984755383194	0.002613111808206613	0.5
GSE205335	SELPLG_SELL	SELPLG	other	4	-0.24801562165860366	0.33597362663642005	0.16798681331821003	-0.22743895942314749	0.625
GSE205335	SEMA4D_PLXNB2	SEMA4	other	1	-0.00013484807394341467			-0.00013484807394341467	
GSE205335	SFTPD_ADGRE5	ADGRE	other	5	-0.0036984573552497338	0.017382717637951395	0.007773787654428779	0.003560654840078746	0.625
GSE205335	SIRPG_CD47	SIRP	other	2	-0.2781522967232656	0.0781520055175391	0.055261813064780375	-0.2781522967232656	0.5
GSE205335	SPP1_CD44	SPP1	other	6	0.12179476741007877	0.11075472113073925	0.04521542556242619	0.1104476397663738	0.03125
GSE205335	TGM2_ADGRG1	ADGRG	other	7	0.09926370831537781	0.10201759958318153	0.038559028264123565	0.08228655891820455	0.03125
GSE205335	THBS1_CD47	THBS	other	13	0.04324821989797866	0.03990321086697894	0.011067159448964957	0.03414237308979525	0.000244140625
GSE205335	THBS3_CD47	THBS	other	14	0.039940473198952074	0.038604805032455676	0.010317568136761116	0.021627927386993	0.0001220703125
GSE205335	THY1_ADGRE5	ADGRE	other	1	0.11634443468475611			0.11634443468475611	
GSE205335	TNFSF10_TNFRSF10B	TRAIL	attack	7	0.02791377202416794	0.028331954844439757	0.010708472382099895	0.016171536641357846	0.03125
GSE205335	TNFSF14_TNFRSF14	LIGHT	other	4	-0.00972296794543625	0.08662048973847977	0.043310244869239886	-0.03148892597016396	1.0
GSE205335	TNFSF15_TNFRSF25	VEGI	other	7	0.01354493343748589	0.009613343141736296	0.003633502174423228	0.019194323307965628	0.015625
GSE205335	TNFSF9_TNFRSF9	CD137	other	4	0.04182793705575051	0.04927734070465768	0.02463867035232884	0.026846884805964703	0.125
GSE205335	TNF_TNFRSF1A	TNF	attack	4	-0.009125948822211467	0.01096476996236369	0.005482384981181845	-0.007609601622279002	0.375
GSE205335	TNF_TNFRSF1B	TNF	attack	5	-0.023381325086884272	0.03321670119184808	0.014854960370654117	-0.008362840065971058	0.3125
GSE205335	ULBP2_KLRK1	MHC-I	recruit	8	0.012891886450657331	0.013302109403088158	0.004703005881504487	0.010983759510332201	0.0390625
GSE205335	ULBP3_KLRK1	MHC-I	recruit	1	0.010363355310582155			0.010363355310582155	
