interaction_name	pathway_name	ligand	receptor	lr_class	split	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
COL4A4_CD44	COLLAGEN	COL4A4	CD44	other	tertile	2	14	0.07978437171890015	0.05316857278644768	0.019286453740824307	3.521693038878979e-05	0.000244140625	0.0	GSE123902+GSE205335
HLA-E_CD94:NKG2C	MHC-I	HLA-E	CD94:NKG2C	inhibitory	tertile	1	11	0.127866183417657	0.10721757539927729	0.03126057246681251	4.307523619522237e-05	0.0009765625	0.0	GSE205335
HLA-E_KLRK1	MHC-I	HLA-E	KLRK1	inhibitory	tertile	1	19	0.1294877743666877	0.12620926897460688	0.032345730857764904	6.248044600376755e-05	0.00141143798828125	0.0	GSE205335
COL4A5_CD44	COLLAGEN	COL4A5	CD44	other	tertile	2	7	0.1502572044225453	0.14435078366240492	0.03755240343397559	6.300413223875174e-05	0.015625	0.0	GSE123902+GSE205335
COL9A3_CD44	COLLAGEN	COL9A3	CD44	other	tertile	1	8	0.019727893152451857	0.014421423440537793	0.0050106521541342505	8.244108406582481e-05	0.0078125	0.0	GSE205335
THBS1_CD47	THBS	THBS1	CD47	other	tertile	2	21	0.033411995080134246	0.017248941746979943	0.008600413179316774	0.0001023597727950932	6.67572021484375e-06	0.0	GSE123902+GSE205335
EFNA1_EPHA4	EPHA	EFNA1	EPHA4	other	tertile	1	2	0.013387342010610707	0.013387342010610707	0.0035234595922156602	0.00014499540364721174	0.5	0.0	GSE205335
CXCL16_CXCR6	CXCL	CXCL16	CXCR6	recruit	tertile	2	20	0.06550922882808768	0.02810636339313508	0.01769768397842333	0.00021426891578929654	1.9073486328125e-06	0.0	GSE123902+GSE205335
HLA-E_KLRC2	MHC-I	HLA-E	KLRC2	inhibitory	tertile	1	11	0.09226118476027483	0.0863272151897932	0.024998418217937305	0.00022365456157611924	0.0009765625	0.0	GSE205335
MDK_SDC1	MK	MDK	SDC1	other	tertile	1	3	0.040515547801846755	0.02935711970247809	0.011158428099368668	0.00028239427879657425	0.25	0.0	GSE123902
LGALS9_CD44	GALECTIN	LGALS9	CD44	inhibitory	tertile	2	28	0.07706380978835342	0.07209149149538688	0.02202569283365646	0.0004673318789433827	0.002901986241340637	0.0	GSE123902+GSE205335
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	inhibitory	tertile	2	27	0.10062957813947676	0.1335396298385737	0.02891593231047214	0.000501275699528734	0.0022483021020889282	0.0	GSE123902+GSE205335
BTLA_TNFRSF14	BTLA	BTLA	TNFRSF14	other	tertile	1	2	-0.044452543214111365	-0.044452543214111365	0.012989207166856783	0.0006210115437431833	0.5	0.0	GSE205335
RETN_CAP1	RESISTIN	RETN	CAP1	other	tertile	1	3	0.001376841467579737	0.0009737976798485805	0.00040304378773115646	0.0006352283981644417	0.5	0.0	GSE205335
CD55_ADGRE5	ADGRE	CD55	ADGRE5	other	tertile	2	31	0.1381958323346971	0.11411515433504962	0.04168544355032692	0.0009157561477366508	9.313225746154785e-09	74.67691323303438	GSE123902+GSE205335
ICAM1_SPN	ICAM	ICAM1	SPN	other	tertile	2	23	0.11989041349107937	0.1167454461796141	0.03642394223018489	0.0009964481569613279	1.3113021850585938e-05	56.99349867162393	GSE123902+GSE205335
LAMA3_CD44	LAMININ	LAMA3	CD44	other	tertile	2	17	0.12379657831057422	0.12131042230707298	0.03884437602473597	0.001437625083419657	0.0001068115234375	62.75547926698897	GSE123902+GSE205335
SPP1_CD44	SPP1	SPP1	CD44	other	tertile	2	16	0.10490926408352885	0.02907633637300993	0.03336156831578426	0.001663059430952879	0.00628662109375	0.0	GSE123902+GSE205335
THY1_ADGRE5	ADGRE	THY1	ADGRE5	other	tertile	1	3	-0.05567593335481318	-0.03744396148877789	0.01823197186603529	0.0022599829384631434	1.0	0.0	GSE123902
HLA-E_CD94:NKG2A	MHC-I	HLA-E	CD94:NKG2A	inhibitory	tertile	1	6	0.1341497334031601	0.10297944985257626	0.043945377110143354	0.002268324315261374	0.03125	0.0	GSE205335
LAMA5_CD44	LAMININ	LAMA5	CD44	other	tertile	2	30	0.18392981323402796	0.14737567187337758	0.060689942015961784	0.002440300653536523	1.862645149230957e-09	76.99165648068526	GSE123902+GSE205335
ULBP2_KLRK1	MHC-I	ULBP2	KLRK1	recruit	tertile	1	8	0.011893763847899795	0.012693593765828721	0.003972203177390258	0.0027512166805638495	0.0390625	0.0	GSE205335
LTA_TNFRSF1A	LT	LTA	TNFRSF1A	attack	tertile	1	2	-0.016699013730140568	-0.016699013730140568	0.005700597760081445	0.003396779078018792	0.5	0.0	GSE205335
COL4A6_CD44	COLLAGEN	COL4A6	CD44	other	tertile	1	2	0.11599101657023161	0.11599101657023161	0.04073901044324954	0.00441093640565294	0.5	0.0	GSE205335
CD86_CTLA4	CD86	CD86	CTLA4	inhibitory	tertile	2	4	-0.0015074137722592246	-0.0015306587369723701	0.0005351266371520612	0.004848523436286305	0.25	0.0	GSE123902+GSE205335
COL1A1_CD44	COLLAGEN	COL1A1	CD44	other	tertile	2	24	0.10906222663673586	0.09074726288966067	0.03889494437055053	0.005046967477353781	2.467632293701172e-05	36.267282621064254	GSE123902+GSE205335
LAMB3_CD44	LAMININ	LAMB3	CD44	other	tertile	2	27	0.24243863853941006	0.22345288042682476	0.0865327034925413	0.005083418795681898	8.29809930635731e-06	84.743706204427	GSE123902+GSE205335
LPAR3_ADGRE5	ADGRE	LPAR3	ADGRE5	other	tertile	1	4	0.12050413862732859	0.10705191524060201	0.04314967517562069	0.0052269991162515635	0.125	0.0	GSE205335
LAMC1_CD44	LAMININ	LAMC1	CD44	other	tertile	2	28	0.1100434867057687	0.10879518375502588	0.03985262910406976	0.005757874703733728	3.725290298461914e-08	81.05596755864352	GSE123902+GSE205335
COL6A3_SDC4	COLLAGEN	COL6A3	SDC4	other	tertile	1	2	-0.0009031188716425693	-0.0009031188716425693	0.0003288900917034532	0.006033421130583202	0.5	0.0	GSE123902
ANXA1_FPR3	ANNEXIN	ANXA1	FPR3	other	tertile	1	2	0.03941591787860575	0.03941591787860575	0.014447849309738374	0.006369040116999916	0.5	0.0	GSE123902
PVR_TIGIT	PVR	PVR	TIGIT	barrier|inhibitory	tertile	2	19	0.045115550933291025	0.021108606589457842	0.01698597847056369	0.007906268032470416	1.1444091796875e-05	54.983891431664475	GSE123902+GSE205335
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	barrier|inhibitory	tertile	2	28	0.13174549085607057	0.1076553770850257	0.049794066887091294	0.008149629859888917	7.450580596923828e-09	82.73179619555764	GSE123902+GSE205335
COL9A2_CD44	COLLAGEN	COL9A2	CD44	other	tertile	2	19	0.05311880906232233	0.020867474186720678	0.02015616546988607	0.008404739118441305	0.000164031982421875	0.0	GSE123902+GSE205335
TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	other	tertile	1	8	0.0903166367208208	0.056468630666133855	0.03480850233281935	0.009468130280462693	0.0390625	0.0	GSE205335
HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	other	tertile	2	16	0.02507113351501932	0.008154087541019726	0.009725983748448764	0.00994465406377892	0.01824951171875	0.0	GSE123902+GSE205335
HLA-A_CD8A	MHC-I	HLA-A	CD8A	other	tertile	2	29	0.031270170062457484	0.02232629259834118	0.012630858985914819	0.013297666202998593	0.0029922761023044586	0.0	GSE123902+GSE205335
THBS2_SDC4	THBS	THBS2	SDC4	other	tertile	1	2	-0.0005206245475679961	-0.0005206245475679961	0.00021481589086472843	0.01536816092081513	0.5	0.0	GSE123902
NECTIN2_CD226	NECTIN	NECTIN2	CD226	barrier|inhibitory	tertile	2	16	0.03593545044273699	0.04163625922985978	0.014856169193514904	0.015567914493095724	3.0517578125e-05	67.07747767699847	GSE123902+GSE205335
TNFSF15_TNFRSF25	VEGI	TNFSF15	TNFRSF25	other	tertile	2	12	0.007425124748698486	0.006207159189311004	0.003091064450164116	0.016300115018985928	0.00048828125	44.65089135327993	GSE123902+GSE205335
FASL_FAS	FASLG	FASLG	FAS	attack	tertile	1	2	-0.0015640671167180874	-0.0015640671167180874	0.000670937313535175	0.01974454038565969	0.5	0.0	GSE205335
COL1A2_SDC4	COLLAGEN	COL1A2	SDC4	other	tertile	1	4	-0.0015859788567797461	-0.0018505518051421014	0.0006818151056315235	0.02001253291523923	0.25	0.0	GSE123902
HLA-E_KLRC1	MHC-I	HLA-E	KLRC1	inhibitory	tertile	1	6	0.0941261019027039	0.06669011022208846	0.04049852874978175	0.020115542719808036	0.03125	0.0	GSE205335
LGALS9_P4HB	GALECTIN	LGALS9	P4HB	inhibitory	tertile	2	27	0.030867958374209144	0.02827053717990019	0.013423525694669406	0.02147419289379592	0.0046126991510391235	14.656930729044712	GSE123902+GSE205335
TNFSF10_TNFRSF10B	TRAIL	TNFSF10	TNFRSF10A	attack	tertile	1	7	0.024292573878037536	0.01674313945590447	0.01081983292014629	0.02475597810168948	0.078125	0.0	GSE205335
THBS3_SDC4	THBS	THBS3	SDC4	other	tertile	1	2	0.0023582689810477666	0.0023582689810477666	0.0010712131712497179	0.0277010966151979	0.5	0.0	GSE123902
JAG2_NOTCH1	NOTCH	JAG2	NOTCH1	other	tertile	1	8	0.0030151983567174748	0.0007994776520116522	0.0013727850672243783	0.028062636216987846	0.015625	0.0	GSE205335
JAG1_NOTCH1	NOTCH	JAG1	NOTCH1	other	tertile	1	10	0.009075546973156526	0.005040369666734077	0.004179355119166654	0.029892000004800925	0.001953125	0.0	GSE205335
ICOSL_ICOS	ICOS	ICOSLG	ICOS	other	tertile	2	5	0.009969454964877732	0.012472759529907392	0.004637488483888987	0.0315747545481719	0.0625	0.0	GSE123902+GSE205335
MDK_SDC4	MK	MDK	SDC4	other	tertile	1	8	0.030649712430548346	0.010859889446190983	0.014660859470419691	0.036565651565500686	0.0078125	0.0	GSE123902
COL9A2_SDC4	COLLAGEN	COL9A2	SDC4	other	tertile	1	3	0.00781190739444016	0.004884493519892804	0.003741462443423193	0.03680425286658583	0.25	0.0	GSE123902
LAMC2_CD44	LAMININ	LAMC2	CD44	other	tertile	2	23	0.1965847311304746	0.20281257560633142	0.09465354743392361	0.03781198113836314	2.384185791015625e-07	90.0967942763384	GSE123902+GSE205335
LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	other	tertile	2	11	0.012688560558555878	0.0071998078562256936	0.006374886280081687	0.04654711598466412	0.0029296875	9.090566523218092	GSE123902+GSE205335
CNTN1_NOTCH1	CNTN	CNTN1	NOTCH1	other	tertile	1	2	0.011864362348744724	0.011864362348744724	0.005989092952667309	0.04759185013272383	0.5	0.0	GSE205335
F11R_F11R	JAM	F11R	F11R	barrier	tertile	1	7	0.022819059099466788	0.010039044580440543	0.011538262382369536	0.047964149195288686	0.015625	0.0	GSE205335
CEACAM6_CEACAM6	CEACAM	CEACAM6	CEACAM6	barrier	tertile	2	5	0.04960601740972848	0.050817948377538114	0.025234599457341373	0.049322442297485405	0.0625	45.09861116898717	GSE123902+GSE205335
CLEC2C_KLRB1	CLEC	CD69	KLRB1	other	tertile	2	12	-0.10016614676434606	-0.03392784092010815	0.0513103326027379	0.05091882323253575	0.06396484375	0.0	GSE123902+GSE205335
COL4A1_CD44	COLLAGEN	COL4A1	CD44	other	tertile	1	6	-0.049249142844736984	-0.04795351646457107	0.025385422219894743	0.05237287423832703	0.15625	0.0	GSE123902
MPZL1_MPZL1	MPZ	MPZL1	MPZL1	other	tertile	2	4	0.0005748154653566803	0.0005483960799114113	0.000300842110059201	0.056044663999867364	0.125	0.0	GSE123902+GSE205335
JAG2_NOTCH2	NOTCH	JAG2	NOTCH2	other	tertile	1	7	0.0047859302150304985	0.0019989503992133436	0.0025204596398750254	0.05758652680051066	0.015625	0.0	GSE205335
CD99_CD99	CD99	CD99	CD99	other	tertile	2	32	0.08936357372533067	0.04243224224448096	0.047090012469437725	0.05773321368439924	0.0041310470551252365	67.30710041677392	GSE123902+GSE205335
PVR_CD226	PVR	PVR	CD226	barrier|inhibitory	tertile	2	12	0.010567336845535062	0.009883720255078863	0.005619978881000234	0.06006500856695249	0.0009765625	68.64950239784295	GSE123902+GSE205335
COL1A1_SDC4	COLLAGEN	COL1A1	SDC4	other	tertile	1	7	0.009029073371054065	0.0023356205557159442	0.004845973824614916	0.062432538404444946	0.03125	0.0	GSE123902
DLL4_NOTCH1	NOTCH	DLL4	NOTCH1	other	tertile	1	2	0.0007667639311095233	0.0007667639311095233	0.0004183893737498639	0.06685369654251151	0.5	0.0	GSE205335
HLA-A_CD8B	MHC-I	HLA-A	CD8B	other	tertile	2	27	0.029030413683695012	0.015235618176146604	0.01591183350970261	0.06808341344154657	0.003877997398376465	40.02678852199088	GSE123902+GSE205335
COL4A3_SDC4	COLLAGEN	COL4A3	SDC4	other	tertile	1	3	0.008897119193056918	0.008695683929629397	0.004949252413919868	0.07222942694439226	0.25	0.0	GSE123902
HLA-F_KIR3DL2	MHC-I	HLA-F	KIR3DL2	inhibitory	tertile	1	2	0.0005731572083010422	0.0005731572083010422	0.00032034648751728853	0.0735859924945299	0.5	0.0	GSE205335
LCK_CD8A_CD8B1	LCK	LCK	CD8 receptor	other	tertile	2	10	-0.016186877387901432	-0.014759690863891284	0.009057156408741822	0.07390646345458218	0.07421875	0.463033741934696	GSE123902+GSE205335
ANGPTL4_SDC4	ANGPTL	ANGPTL4	SDC4	other	tertile	1	6	0.0016560983161768416	0.0012452013980263068	0.0009443950179753929	0.07949776147154385	0.09375	0.0	GSE123902
COL6A1_CD44	COLLAGEN	COL6A1	CD44	other	tertile	2	22	0.0937430070986084	0.055673250161647855	0.05375387897680047	0.08117128067426532	3.337860107421875e-05	83.50560548451193	GSE123902+GSE205335
HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	other	tertile	2	15	0.021587793806080263	0.006796589642312854	0.012436375279738805	0.08258877096909441	0.041259765625	0.0	GSE123902+GSE205335
HLA-C_CD8A	MHC-I	HLA-C	CD8A	other	tertile	2	29	0.03402743359993741	0.026236182979075595	0.019707858623693324	0.08424094032638112	0.009216241538524628	45.68229890758839	GSE123902+GSE205335
HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	other	tertile	2	18	0.011323986810451957	0.005333568291635383	0.006603310510279768	0.08636440642035506	0.0599365234375	0.0	GSE123902+GSE205335
CD70_CD27	CD70	CD70	CD27	other	tertile	1	4	-0.025919200738734872	-0.016325468512862682	0.015166682082838983	0.08745899759483435	0.25	0.0	GSE205335
APP_SORL1	APP	APP	SORL1	other	tertile	2	24	0.08967687060636462	0.04253334787405603	0.0526163700129599	0.08831514996800467	1.1920928955078125e-07	84.1186934281867	GSE123902+GSE205335
CDH1_KLRG1	CDH1	CDH1	KLRG1	barrier|inhibitory	tertile	2	18	0.052948583896736415	0.06636025759079431	0.03179108974049127	0.09580975842278629	7.62939453125e-06	93.11332021283133	GSE123902+GSE205335
CLEC2L_KLRB1	CLEC	CLEC2L	KLRB1	other	tertile	1	3	0.016589575137623613	0.02663999547887071	0.010050420341247097	0.09881313662966952	0.25	0.0	GSE205335
HLA-DOB_CD4	MHC-II	HLA-DOB	CD4	other	tertile	1	4	0.003576388676758899	0.0026243844682549184	0.0021719938805610435	0.0996418479362981	0.125	0.0	GSE123902
FN1_CD44	FN1	FN1	CD44	other	tertile	2	22	0.07174787745557254	0.07161547971452462	0.044148425527939975	0.10413029383811852	0.01272726058959961	72.6365271375598	GSE123902+GSE205335
HLA-F_CD8A	MHC-I	HLA-F	CD8A	inhibitory	tertile	2	27	0.05918583033138946	0.04922652263623761	0.036673880542990166	0.10656181067406004	0.0008278489112854004	78.08108029573103	GSE123902+GSE205335
Q9HDB5_CLSTN3	NRXN	NRXN3	CLSTN3	other	tertile	1	2	0.001993301044134682	0.001993301044134682	0.0012352553849821282	0.10659788475866168	0.5	0.0	GSE205335
COL6A2_CD44	COLLAGEN	COL6A2	CD44	other	tertile	2	16	0.09126453013827854	0.061752930879807516	0.05660370828084438	0.10688756190747704	0.002685546875	74.55558651790885	GSE123902+GSE205335
FN1_SDC4	FN1	FN1	SDC4	other	tertile	1	6	0.00729929394172553	0.002237256627455298	0.004551804479723109	0.10880126814520166	0.4375	0.0	GSE123902
PECAM1_PECAM1	PECAM1	PECAM1	PECAM1	other	tertile	2	9	-0.0005358063436086242	-4.2375904118211504e-05	0.00033981120048180496	0.11484694160388956	0.203125	0.0	GSE123902+GSE205335
THBS2_CD47	THBS	THBS2	CD47	other	tertile	1	2	-0.03765220740605865	-0.03765220740605865	0.023923720240997603	0.11552348181779068	0.5	0.0	GSE123902
RAET1E_KLRK1	MHC-I	RAET1E	KLRK1	other	tertile	1	2	0.020993988969107483	0.020993988969107483	0.013391856238302875	0.11695855525316864	0.5	0.0	GSE205335
COL6A1_SDC4	COLLAGEN	COL6A1	SDC4	other	tertile	1	5	0.0006568207270621163	0.00045753132959875173	0.000422581589974434	0.12011165386495418	0.3125	0.0	GSE123902
COL4A4_SDC4	COLLAGEN	COL4A4	SDC4	other	tertile	1	4	0.00805613480916852	0.0046379295329939145	0.005184571647861268	0.12021614398549435	0.125	0.0	GSE123902
TNF_TNFRSF1A	TNF	TNF	TNFRSF1A	attack	tertile	1	5	-0.007375023610778407	8.528015537526853e-05	0.004758730865848394	0.12119242737097795	0.8125	0.0	GSE205335
COL4A2_SDC4	COLLAGEN	COL4A2	SDC4	other	tertile	1	4	-0.000955751380014083	-0.000936210734374241	0.0006225698148878902	0.12474172929189631	0.375	0.0	GSE123902
ICAM1_ITGAL	ICAM	ICAM1	ITGAL	other	tertile	2	19	0.06951873454444427	0.05281499118180401	0.04558527408312322	0.1272525780348389	0.000335693359375	79.45288285961588	GSE123902+GSE205335
COL4A3_CD44	COLLAGEN	COL4A3	CD44	other	tertile	2	7	0.06255637175520014	0.039530922681910934	0.04121464960820309	0.12906007370241174	0.015625	56.011687594277745	GSE123902+GSE205335
HLA-G_CD8A	MHC-I	HLA-G	CD8A	inhibitory	tertile	2	15	0.04474159314585868	0.029168496613987037	0.02961997643453908	0.13091056324560074	0.0042724609375	23.817024556402565	GSE123902+GSE205335
COL6A2_SDC4	COLLAGEN	COL6A2	SDC4	other	tertile	1	5	0.002663169131939653	0.0010649477114967228	0.001770453674647809	0.13252221377709053	0.1875	0.0	GSE123902
THBS1_SDC4	THBS	THBS1	SDC4	other	tertile	1	6	0.008412152658004138	0.00015578238660661722	0.005643551197712805	0.13607235175340254	0.0625	0.0	GSE123902
SELPLG_SELL	SELPLG	SELPLG	SELL	other	tertile	1	5	-0.25276126706607444	-0.00029131614674150926	0.17033052428619574	0.13782329860118436	0.625	0.0	GSE205335
BAG6_NCR3-PS	BAG	BAG6	NCR3	other	tertile	2	9	0.0110254933871816	0.015059804874634788	0.007483179291721024	0.1406512404676145	0.00390625	85.93289501805788	GSE123902+GSE205335
GDF15_TGFBR2	GDF	GDF15	TGFBR2	other	tertile	2	19	0.13098466588089805	0.07236423833423414	0.0895847592627145	0.14370527780460288	3.814697265625e-06	88.13638332218429	GSE123902+GSE205335
JAG1_NOTCH2	NOTCH	JAG1	NOTCH2	other	tertile	1	8	0.012722529737179517	0.004181312643036437	0.008981140421934593	0.15660491769962698	0.0078125	0.0	GSE205335
HLA-B_CD8A	MHC-I	HLA-B	CD8A	other	tertile	2	29	0.026267990515759166	0.02191899507305972	0.01881969730599186	0.1627834212851873	0.013825550675392151	53.52505589960127	GSE123902+GSE205335
DLL1_NOTCH1	NOTCH	DLL1	NOTCH1	other	tertile	1	3	0.008889593473302445	0.0031672939930787	0.006384869172976517	0.1638344101350111	0.25	0.0	GSE205335
HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	other	tertile	2	17	0.014676386899933374	0.004815688015985316	0.010634076208169635	0.16754722102235864	0.2841644287109375	0.0	GSE123902+GSE205335
COL9A1_CD44	COLLAGEN	COL9A1	CD44	other	tertile	1	2	0.022514279543322087	0.022514279543322087	0.016382134475027097	0.16934265371906787	0.5	0.0	GSE205335
HLA-G_CD8B	MHC-I	HLA-G	CD8B	inhibitory	tertile	2	14	0.028946892533531225	0.0150023919864199	0.02116389790675562	0.17139076982375023	0.0052490234375	22.29319650950674	GSE123902+GSE205335
HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	other	tertile	2	15	0.009970961592184885	0.0029535150983655695	0.007393155307399205	0.17744147202017457	0.03533935546875	5.478843435386836	GSE123902+GSE205335
PTN_NCL	PTN	PTN	NCL	other	tertile	2	6	0.1058745675196944	0.035300746066074626	0.08026265474936999	0.1871352682105506	0.4375	0.0	GSE123902+GSE205335
CCL5_CCR4	CCL	CCL5	CCR4	recruit	tertile	1	4	-0.011008232690592557	-0.003703616607252807	0.008470864557135062	0.1937584582583225	0.125	0.0	GSE205335
CD274_PDCD1	PD-L1	CD274	PDCD1	inhibitory	tertile	1	4	0.020702442140677034	0.006770904767873451	0.016028565735549935	0.19649685760927282	0.125	0.0	GSE205335
TNF_TNFRSF1B	TNF	TNF	TNFRSF1B	attack	tertile	1	7	-0.017230932884843547	0.001227431426404936	0.013542244998628324	0.20323679413150153	0.578125	0.0	GSE205335
HLA-F_CD8B	MHC-I	HLA-F	CD8B	inhibitory	tertile	2	26	0.04316628400612104	0.02091506950850255	0.034068862570076464	0.2051444260148615	0.0007454454898834229	82.19782034834728	GSE123902+GSE205335
HLA-C_CD8B	MHC-I	HLA-C	CD8B	other	tertile	2	27	0.03127311972963791	0.023344232610168603	0.0247112552402895	0.20567727135557234	0.010378450155258179	71.34432783238928	GSE123902+GSE205335
IGFBP3_TMEM219	IGFBP	IGFBP3	TMEM219	other	tertile	2	20	0.08327374426424683	0.045074036134970435	0.06584511801062223	0.20598202965690038	6.29425048828125e-05	91.09435762295024	GSE123902+GSE205335
NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	barrier	tertile	2	12	0.014112278288035513	0.016760646355502354	0.01120163909631813	0.20772691647179897	0.00927734375	78.7487499625733	GSE123902+GSE205335
DLL1_NOTCH2	NOTCH	DLL1	NOTCH2	other	tertile	1	3	0.014109664540307888	0.0030921017399719074	0.011289378887681499	0.21136618164544463	0.25	0.0	GSE205335
HLA-E_CD8A	MHC-I	HLA-E	CD8A	inhibitory	tertile	2	29	0.06776651549729854	0.07436751633153751	0.054375420506245685	0.2126648815555221	0.0008089840412139893	87.91676112837675	GSE123902+GSE205335
LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	other	tertile	2	22	0.02598650931436942	0.010226883459756763	0.020942240744763113	0.21465534629748728	9.870529174804688e-05	83.24492218146864	GSE123902+GSE205335
TNFSF12_TNFRSF12A	TWEAK	TNFSF12	TNFRSF12A	other	tertile	1	6	0.0006915138928118789	0.00035936996852873655	0.0005579624329490662	0.21521381867472056	0.3125	0.0	GSE123902
COL4A1_SDC4	COLLAGEN	COL4A1	SDC4	other	tertile	1	4	-0.0008648779781733094	-0.0009521652778571312	0.0007028606722081124	0.21850570945859116	0.375	0.0	GSE123902
ICOSL_CTLA4	ICOS	ICOSLG	CTLA4	other	tertile	2	4	0.01344198624205223	0.012159055250602586	0.011113932391341709	0.22648169305159682	0.125	88.30093540286276	GSE123902+GSE205335
TNFSF14_TNFRSF14	LIGHT	TNFSF14	TNFRSF14	other	tertile	2	9	-0.019163142300708688	0.0003961894329809859	0.016065008745795716	0.23292820654801016	0.734375	0.0	GSE123902+GSE205335
CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	barrier	tertile	1	4	0.03336278786579141	0.020845857455816644	0.028444592333048923	0.24083413979365775	0.125	0.0	GSE123902
COL2A1_CD44	COLLAGEN	COL2A1	CD44	other	tertile	1	3	0.0658817015477296	0.05424748834934273	0.05619765348408147	0.24106811623080904	0.5	0.0	GSE205335
DLL3_NOTCH1	NOTCH	DLL3	NOTCH1	other	tertile	1	3	0.0013350562828372155	0.00019482749342016915	0.0011769083789951757	0.25663698175083693	0.25	0.0	GSE205335
HLA-B_KIR3DL2	MHC-I	HLA-B	KIR3DL2	other	tertile	1	2	0.02466865392334619	0.02466865392334619	0.02185241027731801	0.2589502927702939	0.5	0.0	GSE205335
KLK8_F2R	KLK	KLK8	F2R	other	tertile	1	4	0.02602709733528542	0.004224734885159404	0.023266121607055632	0.2632812219162658	0.125	0.0	GSE205335
IGF2_IGF2R	IGF	IGF2	IGF2R	other	tertile	1	5	0.01319490286353659	0.003989315773079878	0.011819281739395145	0.2642561399315714	0.3125	0.0	GSE205335
EFNB3_EPHB6	EPHB	EFNB3	EPHB6	other	tertile	1	2	0.0021482267231673208	0.0021482267231673208	0.0019257205490938786	0.26461721438736396	0.5	0.0	GSE205335
CLEC2D_KLRB1	CLEC	CLEC2D	KLRB1	other	tertile	2	22	-0.015085220635224895	0.0007910479539509995	0.013537777899563959	0.2651481399112259	0.7023849487304688	0.0	GSE123902+GSE205335
TNC_SDC4	TENASCIN	TNC	SDC4	other	tertile	1	4	0.012497997181800476	0.0016471557674953964	0.011296563610611831	0.2685733716519578	0.125	0.0	GSE123902
