predictor,gene,sets,n,rho,p,n_adjusted,rho_adjusted,p_adjusted,q,q_adjusted
tacstd2_expression,STAT3,IFNG,123,-0.38898258399825036,8.732848927628793e-06,123,-0.35704833903529964,5.037485403110275e-05,0.001938692461933592,0.01118321759490481
tacstd2_expression,ITGB7,IFNG,123,-0.3113485906985921,0.0004560750396024624,123,-0.18526471755989135,0.0402181851473546,0.04815307606311997,0.4642141237872124
tacstd2_expression,SLAMF7,IFNG,123,0.3028999484371132,0.0006607032668669979,123,0.2467361219401229,0.005938362053169952,0.04815307606311997,0.2636632751607459
tacstd2_expression,PROCR,IFNA,123,-0.2965247706695774,0.0008676229921282878,123,-0.21201274016166585,0.018564863058934438,0.04815307606311997,0.3202209604745813
tacstd2_expression,AUTS2,IFNG,123,0.27044684320065376,0.002483350776792294,123,0.25366239680925035,0.004640498354656137,0.09654226560276084,0.2636632751607459
tacstd2_expression,NFKBIA,IFNG,123,-0.2691569741530997,0.002609250421696239,123,-0.25120075077289045,0.005069395447469773,0.09654226560276084,0.2636632751607459
tacstd2_expression,LGALS3BP,IFNA+IFNG,123,0.2604632567725855,0.003619171391430752,123,0.21787485551106336,0.015484942285044287,0.1082974890342618,0.3163365059401974
tacstd2_expression,RNF213,IFNG,123,0.2584188143322124,0.0039026122174508756,123,0.12148170884666964,0.18073222009179352,0.1082974890342618,0.7606511250785635
tacstd2_expression,WARS1,IFNA+IFNG,123,0.24942520239814195,0.0054003679581689995,123,0.21748641207807057,0.015674331375415188,0.13320907630150197,0.3163365059401974
tacstd2_expression,PNPT1,IFNA+IFNG,123,0.2446784843031431,0.006381709724714849,123,0.19922099989626735,0.02716755915780958,0.14167395588866966,0.3769498833146079
tacstd2_expression,PTGS2,IFNG,123,0.23895791507724098,0.007772656040258873,123,0.23937529520749665,0.007662776693640947,0.15686633099431543,0.28352273766471503
tacstd2_expression,DDX60,IFNA+IFNG,123,-0.2227829572209134,0.013257914661453063,123,-0.18677976723448192,0.03858570359765432,0.24527142123688167,0.4642141237872124
tacstd2_expression,IL6,IFNG,123,0.21938092760798966,0.014769321703476118,123,0.17138673744897662,0.0580377655369093,0.25221457062859215,0.536849331216411
tacstd2_expression,RIPK1,IFNG,123,0.21683021156645155,0.015998840574791767,123,0.179722865546967,0.046690332878227506,0.25369590054312663,0.4642141237872124
tacstd2_expression,PTPN1,IFNG,123,-0.2092748036204038,0.020176078880816066,123,-0.07538385006977276,0.4072793092977381,0.29860596743607776,0.8921163325649567
tacstd2_expression,IDO1,IFNG,123,0.19874624751974404,0.027543358481859345,123,0.20004167164505227,0.026528244693117774,0.3821640989357984,0.3769498833146079
tacstd2_expression,SELP,IFNG,123,-0.1955538216270478,0.03018715794468432,123,-0.18007987948414275,0.04624878984334437,0.3942087684541129,0.4642141237872124
tacstd2_expression,PTPN2,IFNG,123,0.18832088094288857,0.03698255884272787,123,0.16572868813595001,0.06695991113143679,0.43806628804897996,0.5526663274045067
tacstd2_expression,BTG1,IFNG,123,-0.18602491403824242,0.03939197696061484,123,-0.15951136837958527,0.07801766211663437,0.43806628804897996,0.6185686067818869
tacstd2_expression,CASP7,IFNG,123,-0.17961426487189885,0.04682533948410797,123,-0.22077911348943713,0.014130904197685949,0.43806628804897996,0.3163365059401974
tacstd2_expression,IRF5,IFNG,123,0.17960136618142333,0.04684139598251707,123,0.22272774523952463,0.013281322371742604,0.43806628804897996,0.3163365059401974
tacstd2_expression,NUB1,IFNA,123,0.1792015067766816,0.04734142117153972,123,0.12520958209140942,0.16761752315152134,0.43806628804897996,0.7606511250785635
tacstd2_expression,CD47,IFNA,123,0.17870813186599216,0.04796448861738424,123,0.1260098289122113,0.1648966799681388,0.43806628804897996,0.7606511250785635
tacstd2_expression,NLRC5,IFNG,123,-0.1786823344850411,0.04799725363296819,123,-0.0412567342011259,0.6504908266465687,0.43806628804897996,0.9548662566315116
tacstd2_expression,PARP9,IFNA,123,0.17697003332441308,0.05021393032179159,123,0.12622948281841145,0.16415563114427786,0.43806628804897996,0.7606511250785635
tacstd2_expression,SOCS1,IFNG,123,-0.17572853436614236,0.05187357047693807,123,-0.09315298229385505,0.3054583869000619,0.43806628804897996,0.8663683818560132
tacstd2_expression,IL4R,IFNA+IFNG,123,0.1747030884733369,0.05327833233028135,123,0.11394762174441805,0.20950464361555965,0.43806628804897996,0.7624595226664629
tacstd2_expression,PELI1,IFNG,123,0.17155580799730508,0.05778696016967321,123,0.1401591877822441,0.12205340475936016,0.4414064833116703,0.7346277531541612
tacstd2_expression,MVP,IFNG,123,0.17103986037828345,0.058555132226443506,123,0.12370080257048775,0.1728377216520018,0.4414064833116703,0.7606511250785635
tacstd2_expression,IRF9,IFNA+IFNG,123,0.1703143090390343,0.059649524771847345,123,0.15003452364528386,0.097648287420441,0.4414064833116703,0.7168956008081903
tacstd2_expression,CASP4,IFNG,123,0.16773457094392621,0.06367717411745545,123,0.1228079499786256,0.17598289308946927,0.44413271773216917,0.7606511250785635
tacstd2_expression,CASP3,IFNG,123,-0.16752174255107982,0.06401913048391628,123,-0.138969784466416,0.12528542526900108,0.44413271773216917,0.7346277531541612
tacstd2_expression,IFITM1,IFNA,117,0.1684516575079135,0.06944449798618335,117,0.11788126720326336,0.2055813851563685,0.4609595075880639,0.7606511250785635
tacstd2_expression,HLA-DRB1,IFNG,123,-0.16260734147989897,0.07234059414428691,123,-0.06600545018895457,0.4682355068800402,0.4609595075880639,0.8921163325649567
tacstd2_expression,PARP12,IFNA+IFNG,123,0.16242031046800362,0.07267379624136143,123,0.11755783358832103,0.19533316351865482,0.4609595075880639,0.7606511250785635
