signature,n,rho,p,ci_low,ci_high,q
ifna_z,208,0.5146598941702285,1.8304531172829278e-15,0.39991185065366247,0.6199619228504155,3.6609062345658556e-15
ifng_z,208,0.4903623168486291,5.5538935973273366e-14,0.36821883097481467,0.5931083961635222,5.5538935973273366e-14
