signature,n,rho,p,ci_low,ci_high,q
ifna_z,123,-0.04348583147386208,0.6329470872870318,-0.22538955564166147,0.14627535184848056,0.7517764860711741
ifng_z,123,-0.02880783170602727,0.7517764860711741,-0.21620230195987145,0.16261547136918236,0.7517764860711741
