ModelID,CellLineName,DepmapModelType,OncotreePrimaryDisease,OncotreeSubtype,tacstd2_expression,ifna_z,ifna_rank,ifng_z,ifng_rank,tacstd2_gene_effect
ACH-000379,NCI-H1781,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.715447262875877,0.6652206039953474,0.7193447660586836,0.5141233586237627,0.674048174048174,
ACH-000901,HCC-1359,GCLC,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,0.6507645591169022,-0.09190457243646734,0.4965553132434576,0.06212304457760403,0.5379880536130536,-0.016590617519388
ACH-000816,NCI-H524,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3561438102252753,-0.8466752183484713,0.25964016653449645,-0.5722666186398376,0.32941190753690747,
ACH-000511,Calu-1,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,6.24412594328373,0.4941107209464648,0.6530283505154637,0.3317526357163735,0.6234217171717172,-0.1208062862362591
ACH-002077,Lu-165,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.1505596765753814,0.1720389263104679,0.5541732751784301,0.1469002051294759,0.5336781274281269,-0.1166867779323733
ACH-000975,HCC2450,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,4.129283016944966,-0.0428390649242873,0.49219369547977804,-0.033547926028769985,0.5020032051282051,0.0127171104111588
ACH-000109,NCI-H3255,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.574479999326677,0.45201259044972125,0.6703261300555114,0.4864973011826802,0.6725184537684535,
ACH-000712,HCC-1833,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.5849625007211562,-0.25483002825782686,0.428851110229976,-0.17319920690327248,0.45350135975135974,
ACH-000523,NCI-H1184,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.2387868595871165,-0.5132529020595149,0.34370043616177637,-0.3833057869894375,0.3842147435897435,
ACH-000890,SW 1271,SMARCA4-UT,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,0.4854268271702416,0.18085857245059753,0.5727101506740684,0.05766451336592545,0.5363490675990676,-0.1035067223296229
ACH-000562,HCC-78,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.636479618780534,0.9199075850884656,0.7762440523394131,0.6639218579936074,0.7087946775446777,-0.0467570833264616
ACH-000399,NCI-H2196,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,5.420549772116318,0.46048933714886087,0.6551348136399682,0.3304788094409241,0.6099941724941722,
ACH-000066,HCC4006,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.941282410432874,1.226702949659886,0.8287321570182394,0.943263879760506,0.7570901320901323,
ACH-000314,HCC-2108,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.6780719051126377,0.3435107116437875,0.6046540444091991,0.42629153453193064,0.6069832944832946,
ACH-000893,NCI-H1651,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.1890338243900171,0.7291673013187352,0.7163461538461535,0.528318722598166,0.6820488539238538,
ACH-002650,ETCC-016,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.676944359106912,0.23491618636330064,0.5739740285487706,0.10753933234476715,0.5091540404040402,0.0124834158155247
ACH-000187,COR-L311,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.1634987322828795,-0.7091790853259039,0.29579698651863595,-0.5503375225437575,0.34211101398601407,0.0175355543719001
ACH-000924,NCI-H2172,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,6.455656002220498,-0.31780199862643443,0.38538362410785093,-0.27838612858271317,0.4140321484071481,-0.0305281562348089
ACH-002034,T3M-11,NUTCL,Non-Small Cell Lung Cancer,NUT Carcinoma of the Lung,0.0840642647884745,-0.8855257797144152,0.22244250594766055,-0.7421168889358145,0.25659236596736584,
ACH-000639,NCI-H211,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.963474123974886,-0.5582168203478164,0.32925257731958757,-0.3682241692679701,0.37546134421134425,-0.0388149420528638
ACH-000590,NCI-H2073,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,6.330737650206952,-0.21578829915478803,0.4322957969865185,-0.2599882354917937,0.426913364413365,
ACH-000553,Sq-1,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,9.11097913063484,0.129344940769776,0.5584853291038859,0.15225577926203432,0.5608367327117328,
ACH-000339,HCC-461,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.007195501404204,0.01429179081298666,0.5170747422680412,0.028608990885971963,0.5177617521367524,-0.0186879492081591
ACH-000789,NCI-H810,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.4436066514756145,-0.5605612628507105,0.3501437351308486,-0.4346540895924969,0.38633935508935496,
ACH-002170,NCI-H1688,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.1505596765753812,-0.037730310601595984,0.49182196669310096,-0.1291448296692258,0.42868589743589713,
ACH-000670,SBC-5,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3219280948873623,-0.4466116407472384,0.3677141157811261,-0.4788321754543047,0.35114364801864795,
ACH-000744,NCI-H1623,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,6.357727932310624,-0.19634240010338003,0.45502081681205386,-0.16097369143586535,0.4657634032634034,
ACH-000525,NCI-H2171,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.1505596765753814,-0.8384315410151544,0.25723632038065036,-0.49492358682581017,0.34538898601398593,-0.0188930041622976
ACH-000853,NCI-H661,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.8237493603082727,-0.3913005398643908,0.3900674068199842,-0.205127891880604,0.46084644522144547,0.056697851140445
ACH-000675,NCI-H1734,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.4698859762744636,0.5563611545368208,0.7007335448057098,0.5086849657146905,0.6741574397824396,
ACH-002490,NCI-H1882,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,4.304511041809953,0.06654914723287954,0.5509516256938938,0.11362078427511403,0.5240991647241646,-0.1307191675293949
ACH-000891,HCC-1438,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,6.668884984266247,1.4479749069991652,0.8563392149088022,0.9095274914685649,0.7382842851592848,
ACH-000851,MOR/CPR,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,6.603181229013857,-0.47097125290760294,0.33564631245043625,-0.5127378154395712,0.3233173076923078,-0.1984711736697179
ACH-000506,NCI-H146,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.9560566524124028,-0.6797363981805711,0.29921689135606655,-0.5433958164279126,0.338735916860917,
ACH-000603,BEN,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,0.5753123306874368,-0.4459868302631928,0.37155531324345753,-0.39346307590230684,0.3873955905205906,
ACH-001386,SCLC-22H,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.2016338611696504,-0.5097225462717402,0.3590156621728788,-0.33716279981316266,0.3911956099456099,-0.0437102337923325
ACH-000129,NCI-H1341,SMARCA4-UT,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,0.2986583155645151,-0.3373279524353106,0.41821966693100754,-0.19213569663415167,0.46781517094017083,
ACH-000434,NCI-H1915,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,1.7907720378619998,-0.540084919288494,0.33638977002379067,-0.3685403853036842,0.3879540598290598,-0.2897981579268567
ACH-000514,NCI-H1092,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3334237337251918,-0.6489772421566069,0.3173324742268041,-0.44785054272272895,0.3791156759906758,0.0746890006503415
ACH-000414,NCI-H1944,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.7048719644563528,0.08695231316763598,0.5360576923076923,0.04754262641464218,0.5263816045066048,-0.0512900276813287
ACH-003071,NCI-H748,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.879705766282288,-0.5650467687573699,0.3434526169706582,-0.42798790807418025,0.35591491841491824,
ACH-000665,SK-MES-1,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,7.525207571284386,0.9231450707668762,0.7521312450436158,0.6260136270185778,0.6809197746697748,0.0098696050229696
ACH-002522,SNU-2292,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,3.428946344769483,1.06851872327335,0.7786231165741473,1.0711954551494052,0.7320318570318571,-0.0548180600412779
ACH-000803,COLO 668,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.4750848829487828,0.10575100640701436,0.56331780333069,0.09386632336953472,0.5351107226107225,
ACH-001549,Lu-135,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.1505596765753814,-0.7105600249721817,0.2669012688342586,-0.5339264339065818,0.30011655011654986,-0.0406944029241921
ACH-000706,EKVX,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.613531652917927,-0.32912723281379924,0.39415642347343377,-0.1558326317582546,0.46569055944055904,-0.1533274990506106
ACH-000737,NCI-H1385,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.5160151470036647,-0.7302204912157371,0.29904341792228395,-0.42682185783925697,0.3906735625485628,
ACH-003121,NCI-H2679,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.7398481026993275,-0.7285529890787386,0.2797878667724029,-0.6291532798586125,0.29142385392385417,
ACH-000251,NCI-H2887,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,0.3673710656485294,0.43807699340280976,0.64683287073751,0.14854756416890116,0.546644327894328,0.0072291688217467
ACH-002526,SNU-1327,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.847809043407229,-0.41574385901946265,0.36248513084853284,-0.40805159612851283,0.35488296425796423,-0.166909695637773
ACH-000951,NCI-H2342,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.909533114946893,-0.2656638826825202,0.4255798969072164,-0.09195272135876964,0.4680579836829839,
ACH-000826,CAL-12T,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,9.267582613736998,0.030895999529774593,0.5229480570975416,0.07766818332006972,0.5339573620823623,-0.1142142986205045
ACH-000669,SW 900,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,6.709290635723358,1.2024754877618886,0.8184228786677241,0.8500800173748777,0.7270663364413359,
ACH-002051,Lu-134-A,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,2.0840642647884744,-0.7433825535376227,0.2584010705789057,-0.5051285108342191,0.3269473581973579,0.2391194660893766
ACH-000589,NCI-H1437,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,6.179909090014935,-0.21683513478411234,0.41214809674861247,-0.1643257851366684,0.4391147047397051,0.0058272235510663
ACH-000628,NCI-H596,LUAS,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,9.605553595494404,2.14963393156403,0.9486022997620933,1.5959287687195645,0.846360236985237,
ACH-000264,Calu-6,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.5260688116675876,-0.28445890128280754,0.4126189532117369,-0.2902325457596651,0.4300213675213677,-0.149968193704491
ACH-000297,NCI-H889,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3561438102252753,-0.23926247701767744,0.435343973037272,-0.28869619157786036,0.4288558663558661,
ACH-000843,HARA,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,5.270528942380718,0.07658008514000782,0.5304569785884221,-0.03837968059877165,0.505305458430459,-0.1313882594962764
ACH-002052,Lu-139,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.0,-1.1445684501783946,0.1608098731165741,-0.8454972978664312,0.22613150738150747,0.1395929206826534
ACH-000840,HCC-366,LUAS,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,4.655351828612554,1.5276618622881175,0.853340602696273,1.088802831760895,0.7796352952602951,0.1224568407020842
ACH-000912,NCI-H2286,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.1309308698264486,0.15376733455705363,0.5737262093576526,0.1575818294699158,0.5707434926184926,-0.0208006709000592
ACH-000508,COR-L88,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.922197848396367,-0.4287629035871197,0.37750297383029324,-0.3305378286905528,0.40850815850815836,
ACH-000667,HCC-44,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.516015147003665,-0.07291314042942305,0.4883029341792228,-0.04437039016308981,0.5020760489510493,0.1293892423717557
ACH-000718,NCI-H2291,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.58942643932765,0.4770078423465857,0.6727051942902457,0.3410880203913558,0.6469988344988344,-0.0893248503273508
ACH-000747,NCI-H1703,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.3785116232537298,-0.13302481117477796,0.4713521015067407,-0.099468192250254,0.471821581196581,-0.1195647493807232
ACH-000438,Lu-65,GCLC,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,3.613531652917927,-0.013881768898023528,0.4763828310864393,0.027285609604724058,0.4935897435897436,-0.0149977487015368
ACH-002996,CI34601,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,4.034743949324734,-0.3076760988331404,0.3953955194290246,0.014152999107821758,0.46229118104118094,
ACH-000021,NCI-H1693,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,5.864681405572597,-0.23413725294330995,0.455144726407613,-0.08252388618306371,0.5055846930846931,0.1416325251837676
ACH-000980,NCI-H1155,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.3561438102252753,0.05401141508249438,0.536627676447264,0.034312431432676524,0.5229579448329447,0.0765157841118513
ACH-000845,NCI-H1373,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.475247047287838,0.3894048915249464,0.6366722839016654,0.19381128246500165,0.5827748640248639,0.2844744693625042
ACH-000698,DMS 53,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,6.278356528010724,0.016805652927426196,0.5190572957969863,0.0733076845458334,0.5316020784770786,0.0303913015218467
ACH-000852,NCI-H1435,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.705943353973835,-0.20890367636964563,0.43130452022204613,-0.1700891884414039,0.46124708624708627,
ACH-000448,NCI-H1666,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.693591496830619,0.2596137348638465,0.5777904440919905,0.0975135913002094,0.541290306915307,-0.0844568213738921
ACH-000867,ChaGo-K-1,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,7.084702108011991,-0.01922036173118372,0.5042624900872323,-0.16352601062039585,0.4554195804195805,0.0693752215532056
ACH-000766,NCI-H1648,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.097847785326554,1.088260018950638,0.7827616970658209,0.767639455868005,0.718519327894328,-0.1054743825644571
ACH-000343,NCI-H522,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.2750070474998697,-0.3959474586751123,0.36392248215701833,-0.2214226895705918,0.41999320124320105,0.0653129618999871
ACH-000774,RERF-LC-Ad2,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.40981519582048,0.6306148715215061,0.6785785091197463,0.42839558655520393,0.6298562548562544,0.1596867473082897
ACH-000733,NCI-H1838,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.210330413537888,0.19405191661679239,0.5772948057097543,0.2015613353885459,0.5871333527583529,
ACH-000780,NCI-H1105,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.2509615735332187,-0.4658161100528865,0.35720658207771616,-0.3707247619598454,0.38412975912975905,
ACH-000921,NCI-H157-DM,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,1.2141248053528475,0.12628118361669702,0.5657216494845361,0.2448128227196204,0.5849116161616161,-0.1354330874137947
ACH-000790,SHP-77,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3561438102252753,-0.4654440918093789,0.3567852894528152,-0.2951852078245832,0.4049995143745144,-0.1110399138497683
ACH-003012,A549_CRAF_KD,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.0,-0.3950453853529446,0.3570331086439334,-0.2666274297353196,0.39090423465423463,0.1607552020702058
ACH-000482,RERF-LC-KJ,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.157447996274298,0.40611516890760735,0.6152111419508328,0.2294204432129405,0.5816943473193472,
ACH-000870,NCI-H1930,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.4114262457264649,-0.42764641995124253,0.35685963521015057,-0.315152963064469,0.41102127039627046,
ACH-000779,PC-9,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.915461145743733,-0.5465089788150345,0.31036875495638383,-0.5114868017868689,0.3332240675990676,
ACH-000290,NCI-H209,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.6599245584023783,-0.4030550323596841,0.3849127676447264,-0.3117171158095212,0.40523018648018666,-0.1504886515927834
ACH-000378,NCI-H647,LUAS,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,6.129283016944966,0.1849423679360067,0.5443596352101508,0.18872917131223302,0.5472635003885007,0.0829437153853312
ACH-000575,HCC-364,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.5897634869849773,0.1001382379987408,0.5331086439333861,0.048458347025809555,0.5185994560994561,
ACH-000767,NCI-H526,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3895668117627256,-0.17030855059929317,0.4554173275178428,-0.07164252976593614,0.4763986013986014,0.0681390557364812
