ModelID,CellLineName,DepmapModelType,OncotreePrimaryDisease,OncotreeSubtype,tacstd2_expression,ifna_z,ifna_rank,ifng_z,ifng_rank,tacstd2_gene_effect
ACH-001113,LC-1/sq-SF,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,3.0669502439246266,0.1238446469842306,0.5389819587628867,0.0856439177073079,0.512419871794872,
ACH-000327,NCI-H1395,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.3561438102252753,-0.3750148591782207,0.4195331086439333,-0.39334218695032747,0.4052544677544677,
ACH-000705,LC-1F,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.5945485495503542,-0.15769066054581501,0.4597541633624108,-0.14688308354394142,0.46003302253302225,
ACH-000528,ABC-1,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.385689870739212,-0.4070023894263603,0.3563392149088026,-0.35184470428101944,0.3788364413364414,-0.0545802975736242
ACH-002075,Lu-138,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.2265085298086797,-0.5194174122051025,0.366103291038858,-0.4211654163705038,0.4044774669774672,
ACH-000769,LK-2,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,5.211790976252541,-0.6189030711464356,0.30013382236320385,-0.5136267498953561,0.35596348096348107,-0.1715867840474899
ACH-000800,NCI-H446,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3895668117627256,-0.9565897761923648,0.2539403251387788,-0.7174861086387068,0.3153166278166279,-0.0736171599314566
ACH-000700,NCI-H2882,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.2016338611696504,0.011153001021867127,0.5075832672482157,-0.019790814529947492,0.5045041763791761,-0.126345676874255
ACH-000176,LOU-NH91,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.4114262457264649,0.4768039866333241,0.6444290245836638,0.35480613183118287,0.6322236790986788,-0.2285200397638711
ACH-000587,NCI-H1975,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,5.3125199674749455,0.5977652497490152,0.7034347739888978,0.33013764369149706,0.627901612276612,-0.0797461755034245
ACH-000785,NCI-H2126,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.774490584953922,0.3573143244127849,0.6333267248215704,0.19069625363583118,0.5832240675990675,-0.2039657687210569
ACH-000585,EPLC-272H,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,8.924070185585345,0.19808129738988697,0.5902805313243457,0.26038898142036876,0.5958746114996112,-0.0762970778309006
ACH-000627,LCLC-103H,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,4.305240965954483,0.29838448025201614,0.6226457176843775,0.2400503286937398,0.6102855477855478,-0.2481203554493476
ACH-000392,Calu-3,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.265755676027326,0.16243721598733082,0.5498364393338622,0.037603956180572336,0.5202141608391606,
ACH-000729,NCI-H1963,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.5160151470036647,-0.5520142591838937,0.3469468675654244,-0.4286388992697722,0.38297639860139854,
ACH-000035,NCI-H1650,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,9.811824211241978,0.8865108844681477,0.7480422283901669,0.6051661945395043,0.6864801864801864,0.101314695765957
ACH-000638,NCI-H441,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.17587385548062,0.4452592873606439,0.6534744250594764,0.4063472880660356,0.6429924242424245,0.0606834924996007
ACH-000894,NCI-H1869,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,9.039522271711608,0.6922759660886977,0.6877230372720065,0.45145684601042396,0.6231182012432013,-0.1372781522381564
ACH-000596,LCLC-97TM1,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,7.790315911515695,0.9146400753258022,0.7674960348929418,0.5568749922549349,0.6719357031857032,-0.0817237853236816
ACH-001046,COR-L26,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.070389327891398,0.711877797971526,0.6365731562252183,0.9933463265600397,0.6293949106449106,
ACH-000179,NCI-H1618,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3219280948873623,-0.13731187578988183,0.4686013084853292,-0.1552773414206057,0.4631288850038851,
ACH-000578,HCC-1171,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.982565834895489,0.6047069531628516,0.7183287073750989,0.5211145523112551,0.6943473193473197,
ACH-000033,NCI-H1819,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.580899204225743,-0.45305173509046537,0.35311756542426637,-0.2780728999210285,0.4191312160062161,
ACH-000481,NCI-H2170,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,7.403693786262805,-0.3250260452665319,0.4089760111022998,-0.2644030304852696,0.4299606643356643,-0.0222733037579914
ACH-000871,NCI-H510,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,2.4905701304462013,-0.29362056569974215,0.4103142347343378,-0.18585263130100588,0.43714792152292115,0.0259470864693697
ACH-000690,HCC-2814,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,6.095080491901415,-0.35697049321783914,0.3872670499603489,-0.23865341074997506,0.42719259906759915,
ACH-000858,KNS-62,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,7.16400181665555,-0.3947034781871564,0.40984337827121364,-0.37344586845354466,0.4089087995337996,-0.1254532783618607
ACH-000787,LXF-289,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,3.711494906650088,0.3393942385721698,0.6187549563838223,0.36059944319009385,0.6336077117327111,-0.1279883497565484
ACH-000749,DMS 273,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.5849625007211562,-0.4183747889774571,0.3566118160190326,-0.3622308305088439,0.36855332167832167,0.0710698028437587
ACH-000358,NCI-H69,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3673710656485294,-0.619160595523553,0.337430610626487,-0.4274746702882972,0.39010295260295275,
ACH-000594,DMS 153,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.3950627995175775,0.19093473716225154,0.5795003965107056,0.2007434044500906,0.5763160450660453,
ACH-000868,HCC-1195,LUAS,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,6.915759896038,-0.19239840052324148,0.4563838223632039,-0.13336240897215038,0.4654598873348871,
ACH-000186,NCI-H2444,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,7.261154672615572,0.04444225047881597,0.5425753370340998,0.1714075723512976,0.5760610916860918,
ACH-000677,SW 1573,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.632268215499513,0.08430505779350946,0.539056304520222,0.08567355277671106,0.5531881313131313,-0.0364817058385469
ACH-000672,IA-LM,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.4329594072761062,-0.012160115636111116,0.49519230769230776,-0.10065243933401721,0.47013403263403236,0.0480808294998569
ACH-000530,DMS 114,SMARCA4-UT,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,0.3448284969974411,-0.24510366410613058,0.4057543616177634,-0.13779452696596883,0.45499465811965806,
ACH-000012,HCC-827,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.326968711587892,0.15383569269383454,0.5794756145915941,0.11275234787273168,0.5716054778554777,-0.1084864783003854
ACH-003120,NCI-H1607,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,4.954661620837898,-0.279132379399887,0.3956929024583663,-0.3212386996583291,0.37712461149961174,
ACH-002074,Lu-143,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.0,-0.43499867116088403,0.34342783505154634,-0.3170477206154076,0.38835470085470103,
ACH-000945,NCI-H650,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.558879853475442,0.14761709056510675,0.5584109833465504,0.1846245308684837,0.567404817404817,0.0372734359593511
ACH-000662,COR-L23,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,7.484863164322325,0.08250719314045704,0.5659942505947662,-0.07977029206179104,0.4986159673659672,-0.4084657757889403
ACH-000282,NCI-H1755,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.305970520984387,0.015123140312054237,0.5143487311657414,0.08374766110222304,0.5425650738150735,
ACH-000261,RERF-LC-AI,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,4.621172752683435,-0.04803220622994102,0.5050307295796987,0.006120548891263601,0.5490481740481742,0.3211595485240812
ACH-000681,A549,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.2016338611696504,-0.44054863309935083,0.3477398889770025,-0.22621955720958536,0.4139714452214452,-0.1162710816316035
ACH-000866,NCI-H1048,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.1243281350022017,0.1910475463630041,0.5628221649484536,0.14264166172614778,0.5310800310800313,0.0849836429462332
ACH-000586,NCI-H1876,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.1243281350022014,-0.0024051186031838145,0.5010160586835843,-0.07742392372119637,0.4802471833721836,
ACH-000394,NCI-H2081,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3895668117627256,-0.2836711601479289,0.40015364789849317,-0.2800368036588889,0.421437937062937,
