sample	lineage	n_cells	cldn4_mean	cldn4_median	cldn4_pctpos
W1	B	374	0.04333183360609779	0.0	2.941176470588235
W1	CD4Tconv	1550	0.021801933626974784	0.0	1.3548387096774193
W1	CD8T	1054	0.024410514892617936	0.0	1.6129032258064515
W1	DC	104	0.02023020128791149	0.0	2.8846153846153846
W1	Endothelial	53	0.022378581874775438	0.0	1.8867924528301887
W1	Epithelial	112	1.5417460171239716	1.6512731909751892	85.71428571428571
W1	Fibroblasts	76	0.02245324536373741	0.0	2.631578947368421
W1	Mast	119	0.021273672079839625	0.0	1.680672268907563
W1	Mono/Macro	114	0.005827656963415313	0.0	1.7543859649122806
W1	NK	192	0.030695295582214992	0.0	2.083333333333333
W1	Treg	94	0.0359337069886796	0.0	2.127659574468085
W2	B	109	0.005135804141333343	0.0	0.9174311926605505
W2	CD4Tconv	952	0.017664048977258828	0.0	1.050420168067227
W2	CD8T	1222	0.01410412427446456	0.0	0.9819967266775778
W2	DC	192	0.02956244070082903	0.0	2.083333333333333
W2	Endothelial	41	0.0	0.0	0.0
W2	Epithelial	211	1.4367027536952666	1.513521432876587	89.0995260663507
W2	Fibroblasts	14	0.0	0.0	0.0
W2	Mast	75	0.0	0.0	0.0
W2	Mono/Macro	567	0.014919597057648648	0.0	2.9982363315696645
W2	NK	107	0.01528403580745804	0.0	0.9345794392523363
W2	Treg	33	0.0	0.0	0.0
W3	B	9	0.0	0.0	0.0
W3	CD4Tconv	1037	0.058714699377319275	0.0	3.278688524590164
W3	CD8T	394	0.06876153237928594	0.0	3.807106598984772
W3	DC	298	0.06491607447598605	0.0	6.7114093959731544
W3	Endothelial	40	0.07239265739917755	0.0	7.5
W3	Epithelial	652	1.713561553073807	1.9395819306373596	86.04294478527608
W3	Fibroblasts	42	0.08167702953020732	0.0	11.904761904761903
W3	Mast	33	0.20614771409468216	0.0	12.121212121212121
W3	Mono/Macro	907	0.04582934728859541	0.0	10.143329658213892
W3	NK	213	0.06907543609959418	0.0	3.755868544600939
W3	Treg	6	0.8514384031295776	0.0	33.33333333333333
