ModelID,CLDN4,CLDN7,KRT5,NAPSA,NKX2-1,SFTPB,TACSTD2,CellLineName,ModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-000327,3.016139702655253,8.007307646846437,0.1763227726404628,0.2141248053528473,0.0285691521967709,0.0976107966264223,0.3561438102252753,NCI-H1395,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000528,8.603477988254005,7.47856740557945,0.8155754288625725,0.3561438102252753,0.4329594072761062,0.01435529297707,7.385689870739212,ABC-1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000587,7.45022149589718,5.890933021705543,0.4750848829487829,1.4276061727818994,3.583759753639499,0.01435529297707,5.3125199674749455,NCI-H1975,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000785,7.608365723163637,7.581727841454475,0.4436066514756145,1.2448870591235344,0.2387868595871165,0.0565835283663675,8.774490584953922,NCI-H2126,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000392,7.484863164322325,6.9445070974173895,0.722466024471091,0.4750848829487829,0.0426443374084937,0.0,7.265755676027326,Calu-3,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000638,8.106484424292539,7.537140729804997,0.5558161550616396,8.837911714119942,6.995710628907104,5.144454313926194,9.17587385548062,NCI-H441,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000578,9.614378575081137,7.19918154876397,2.327687364176047,3.1731274334806563,4.83035674741922,1.2448870591235344,8.982565834895489,HCC-1171,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000033,8.275239901744591,7.68873986801449,0.5753123306874368,0.765534746362977,6.186659017202113,0.01435529297707,7.580899204225743,NCI-H1819,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000787,5.530757457461217,4.699329525673156,0.7311832415722002,1.1375035237499351,0.1505596765753814,0.01435529297707,3.711494906650088,LXF-289,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000677,3.056583528366368,1.0,1.4436066514756145,0.2265085298086797,0.0840642647884745,0.1890338243900171,1.632268215499513,SW 1573,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000012,8.083532513265412,7.658354316774077,1.6915341649192002,4.513490745588118,4.964860664245848,0.1763227726404628,8.326968711587892,HCC-827,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000945,1.15704371014558,0.4114262457264649,0.2141248053528473,0.7824085649273732,0.0976107966264223,0.01435529297707,4.558879853475442,NCI-H650,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000282,7.779325391448742,3.4019034716079584,0.2141248053528473,0.4541758931858022,1.0908534304511135,0.0976107966264223,4.305970520984387,NCI-H1755,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000681,2.204766750654613,0.722466024471091,0.7136958148433591,0.8237493603082727,0.0,0.01435529297707,0.2016338611696504,A549,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000379,9.610046680169242,8.20755126408418,0.4005379295837288,6.2106226443969055,6.4431093133353645,0.1634987322828795,8.715447262875877,NCI-H1781,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000109,10.91513244895065,8.637784110291324,0.2868811477881615,8.585901449690772,6.500642736062805,4.6959938131099,9.574479999326677,NCI-H3255,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000712,8.312746845558241,8.372386258332641,1.1243281350022014,0.963474123974886,7.023698917266407,1.550900664647523,0.5849625007211562,HCC-1833,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000562,8.728600810643192,8.186361891252986,0.5360529002402097,4.325530331567558,6.665762266508347,1.5310694927259538,9.636479618780534,HCC-78,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000066,7.705701496845794,8.063502942306158,0.5459683691052926,6.586014082512518,5.36387192485753,0.8237493603082727,7.941282410432874,HCC4006,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000314,4.928844036712568,3.860962797858116,0.6780719051126377,0.6135316529179271,0.0,0.0,0.6780719051126377,HCC-2108,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000893,6.492333914544719,5.29020320512607,0.3673710656485294,0.765534746362977,5.063934305754099,0.8718436485093178,0.1890338243900171,NCI-H1651,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002650,7.795455272044121,7.228145275667782,0.1763227726404628,1.4222330006830477,0.2509615735332187,0.0,8.676944359106912,ETCC-016,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000590,6.471187460386985,6.109151579170521,0.5849625007211562,0.4646682670034443,0.01435529297707,0.0285691521967709,6.330737650206952,NCI-H2073,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000339,3.4329594072761065,1.978195629681652,2.2016338611696504,0.070389327891398,0.0285691521967709,0.0,4.007195501404204,HCC-461,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000744,8.588864518190148,6.39780296186249,0.9107326619029126,1.599317793698226,4.03121873061072,0.0426443374084937,6.357727932310624,NCI-H1623,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000675,7.9066501263953795,6.261530815243406,0.4750848829487829,4.690975738343275,6.925762113671917,6.843607046490561,1.4698859762744636,NCI-H1734,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000851,7.696202521253611,8.027629591733156,0.1243281350022017,0.3673710656485294,0.4436066514756145,0.01435529297707,6.603181229013857,MOR/CPR,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000414,5.127633279725874,3.593353770980297,0.632268215499513,1.84799690655495,0.0840642647884745,0.0426443374084937,0.7048719644563528,NCI-H1944,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002522,1.5459683691052926,2.1473066987802936,0.0,0.0565835283663675,2.5801454844233804,0.0426443374084937,3.428946344769483,SNU-2292,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000706,1.6780719051126378,1.070389327891398,1.6040713236688608,1.15704371014558,0.0,0.01435529297707,1.613531652917927,EKVX,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002526,6.617798025902778,6.58781501278806,0.0840642647884745,0.5058909297299573,0.0,0.0,7.847809043407229,SNU-1327,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000951,8.997687581487513,7.141187525005,0.5945485495503542,3.936402377725064,4.38543103719352,0.01435529297707,7.909533114946893,NCI-H2342,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
