sample_id,CLDN4,CLDN7,KRT5,NAPSA,NKX2-1,SFTPB,TACSTD2
C3N-01799,22.9868855161172,NA,25.9885093865039,30.2189333912112,23.8832859689724,28.6206440366947,26.0516642217108
C3L-01890,23.2027895420681,NA,27.4701956326239,30.7961404473222,23.7460277462808,29.6362645309232,27.1380466945289
C3N-00572,23.1132171218189,NA,26.4267571723572,30.3458286995961,23.3877775717268,29.1859063665888,26.5738971331982
C3N-02423,22.8022812803958,NA,26.2066822467789,29.5469153445777,23.0691334227215,27.8013540124289,26.4769397014616
C3N-02729,22.2029179081993,NA,25.4091864678964,31.3840563456061,24.1332970266583,28.4856456352528,26.4879369074639
C3L-00263,23.553764737516,NA,27.3942338342434,29.6737502151239,22.6593441711822,28.2756410044152,27.1051821909173
C3N-01410,23.3211210488318,NA,25.8044371886048,30.5234090901511,23.6504341539015,29.4945508866969,26.1161333576505
C3N-00578,23.1164940904834,NA,26.7554376208016,30.4463132407977,23.179156763592,29.2202489470302,26.9185258624351
C3N-02587,22.0696702147104,NA,25.7085709920795,31.3006530873723,23.7950628679765,30.1615321946763,26.3006687454979
C3L-00893,24.6759156789237,NA,26.4583936881345,31.5026684594038,24.6503493243351,29.0055860098278,26.9019848527344
C3N-01488,22.7616095643611,NA,26.7351408960358,30.2487937142488,23.127994225803,27.8831640830741,26.6494486981806
C3N-01413,22.9881347041029,NA,25.8777295280968,30.0465625131835,23.5613481351442,28.1015752681396,26.3264967081033
C3N-01030,NA,NA,26.2618552052614,30.298417602921,24.1130785709916,29.5470981952898,27.4740237747131
C3N-02588,NA,NA,29.037838121435,29.3003777535215,23.3646405956556,28.0813501559034,26.769666119637
C3N-00552,NA,NA,26.0778206351348,30.9880927265214,23.4368823101714,28.671851614104,26.7128927877548
C3L-01889,NA,NA,26.4894849034759,32.0292634298663,24.1948840487544,29.9635333111742,27.0488673195006
C3N-00169,NA,NA,25.6688691624587,29.7652168922143,23.4067062251343,28.2602548429387,26.6399456672066
C3L-00422,NA,NA,25.6456459818015,32.0432503617145,23.5541986242523,29.2609219150447,25.8897604647032
C3L-00083,NA,NA,28.7924417696441,29.8433853372786,22.3308031841229,28.7624242276007,26.0045252567816
C3N-00551,NA,NA,25.5435322145013,29.909919894658,23.0369617390057,27.8902095545608,26.4985114563669
C3N-01842,NA,NA,25.3581908788251,28.9991015965874,23.3322996957624,27.9040290075584,26.0170004351876
C3N-02089,22.5664900184424,17.8610560867529,25.035671980915,28.5391902446704,21.4599037475517,27.3575810603511,26.4688129447587
C3L-01682,22.5812742648168,16.8225419823947,25.6515664436463,30.8720740104308,23.2645196803323,28.2221568856111,26.5119422644344
C3N-01016,22.8077305689692,15.9003529449427,25.8866414316873,30.1763002580813,24.2159173029143,29.9844106204799,27.0279561497274
C3N-00580,22.956394458931,16.6629880439394,24.680696318821,29.7953646933981,24.1200780463124,28.2878900598895,26.5697667633428
11LU013,24.2288100347116,15.6995344942779,24.6693535401426,29.2769289222138,23.2214552227748,27.0991348965774,26.6151803802369
C3N-02000,22.6138202897042,15.859461893162,27.7518801852363,31.3155288777931,24.181577438363,28.5246908710358,26.4917313388006
C3N-01489,23.4378993502263,15.341418356369,25.5265905250399,29.8114547110676,23.1194048802386,28.290356034065,26.3940913767727
C3N-00737,22.8389478624937,16.6855011418075,25.3564184943951,29.0676585858894,23.2443891680727,27.8890539738465,25.5391901396057
C3N-01405,22.74180487393,16.0721656508117,25.2034898884533,29.6820526038367,24.2406385533332,28.0474044026686,26.7489826417822
