pair	predictor	endpoint	subset	n	rho	p	ci_low	ci_high	rho_adj_epithelial	p_adj_epithelial	verdict
CLDN4 vs CD8A	CLDN4	CD8A	LUAD Adenocarcinoma	183	-0.1424463432943955	0.054405341435990066	-0.2758213586140197	-0.0009560556550162705	-0.08292443531953145	0.2657419719341573	NO_EVIDENCE
CLDN4 vs CD274	CLDN4	CD274	LUAD Adenocarcinoma	183	-0.0965928398144906	0.1933358606018835	-0.2389758077233672	0.05590970116023842	-0.07545363583406636	0.3113680070263677	NO_EVIDENCE
CLDN4 vs TACSTD2	CLDN4	TACSTD2	LUAD Adenocarcinoma	183	0.28300812562214683	0.00010364648266689575	0.14160273852268193	0.418677459005212	0.13522271771952146	0.06875080224282519	NO_EVIDENCE
TACSTD2 vs CD8A	TACSTD2	CD8A	LUAD Adenocarcinoma	183	-0.1495246123641272	0.0433581821125173	-0.29701298859466113	0.006833570012783456	-0.07691183567750008	0.3020824747114539	NO_EVIDENCE
TACSTD2 vs CD274	TACSTD2	CD274	LUAD Adenocarcinoma	183	-0.06601879028777406	0.37457558456371964	-0.21668575308741017	0.09216005005401727	-0.037266483622192266	0.6174539700471489	NO_EVIDENCE
CLDN4 vs epithelial_mean_z	CLDN4	epithelial_mean_z	LUAD Adenocarcinoma	183	0.3729825179723342	1.9937932685881046e-07	0.24681502851913545	0.49466636853777196			—
CD8A vs epithelial_mean_z	CD8A	epithelial_mean_z	LUAD Adenocarcinoma	183	-0.1789572672752418	0.015354793777257	-0.3217126649957109	-0.023114495236946843			—
CD274 vs epithelial_mean_z	CD274	epithelial_mean_z	LUAD Adenocarcinoma	183	-0.07175816140699337	0.33438459341769505	-0.22421544582829867	0.07674217767619121			—
