radius_um,cutoff,immune_def,n_labels,sections_high_lt_low,section_p,patients_high_lt_low,patient_p,mean_high,mean_low,ratio,max_section_ratio,min_section_high,min_section_absent,degree_high,degree_low,degree_ratio,n_high_min,n_low_min,eligible,contact_ratio,contact_8of8,contact_5of5,contact_absent_min
9,ge5,broad,14,8/8,0.0078125,5/5,0.0625,0.009942770878872444,0.048950387514480685,0.20311934968709158,0.7083590833011459,0.0,0.005303470815872315,0.48716245238551986,0.9637529683243788,0.5054847750378615,386,5226,True,0.2831038604429326,False,True,0.013912997738151597
9,pos_top10,broad,14,8/8,0.0078125,5/5,0.0625,0.010747400179652547,0.048950387514480685,0.21955699894047234,0.6855274261603376,0.0016835016835016834,0.005303470815872315,0.48110577779421276,0.9637529683243788,0.49920030713958097,1131,5226,True,0.32594925262414703,False,True,0.013912997738151597
9,ge10,broad,14,8/8,0.0078125,5/5,0.0625,0.010835531990273659,0.048950387514480685,0.22135743025667062,0.9289935930704942,0.0,0.005303470815872315,0.3236227695279783,0.9637529683243788,0.3357943167642247,53,5226,True,,False,False,
9,pos_top25,broad,14,8/8,0.0078125,5/5,0.0625,0.0111881123332033,0.048950387514480685,0.22856024030235902,0.6798528343799394,0.0028600612870275793,0.005303470815872315,0.5834862200157424,0.9637529683243788,0.6054313078072443,1990,5226,True,0.3134471108514831,True,True,0.013912997738151597
9,ge3,broad,14,8/8,0.0078125,5/5,0.0625,0.011899161082108279,0.048950387514480685,0.24308614673557435,0.6266023795816543,0.0029926790660862682,0.005303470815872315,0.6106014967534342,0.9637529683243788,0.6335663980522431,1719,5226,True,0.3227686408683351,True,True,0.013912997738151597
10,ge5,broad,14,8/8,0.0078125,5/5,0.0625,0.01667024645612114,0.06429882935876555,0.2592620522390361,0.8295710639667356,0.0025906735751295338,0.008332832060099318,0.8013531042960984,1.4184326519854105,0.5649567522112716,386,5226,True,0.324187961143793,False,True,0.014876264795723558
9,ge2,broad,14,8/8,0.0078125,5/5,0.0625,0.013368484157445796,0.048950387514480685,0.2731027237218721,0.5627732490289317,0.0028600612870275793,0.005303470815872315,0.679935846235056,0.9637529683243788,0.7055084327441511,3723,5226,True,0.3448747935031226,True,True,0.013912997738151597
10,ge5,myeloid,6,8/8,0.0078125,5/5,0.0625,0.012430487469727355,0.04551329909301151,0.2731176978474855,0.9232268733101585,0.0009820426487093155,0.006319384570141492,0.8013531042960984,1.4184326519854105,0.5649567522112716,386,5226,True,0.3387214117209189,False,True,0.011281739213440244
9,pos_top50,broad,14,8/8,0.0078125,5/5,0.0625,0.013409187609720569,0.048950387514480685,0.27393424833978713,0.600680010473815,0.003185688905225755,0.005303470815872315,0.6869969189977099,0.9637529683243788,0.7128350745234553,3723,5226,True,0.34420537748100244,True,True,0.013912997738151597
10,pos_top10,broad,14,8/8,0.0078125,5/5,0.0625,0.01774195879075475,0.06429882935876555,0.2759297325890751,0.866715596108599,0.0028759820426487092,0.008332832060099318,0.7852402793705591,1.4184326519854105,0.5535971540639885,1131,5226,True,0.3625702350693204,False,False,0.014876264795723558
10,pos_top25,broad,14,8/8,0.0078125,5/5,0.0625,0.017743711037124965,0.06429882935876555,0.2759569841951726,0.769765056499111,0.004579502894109636,0.008332832060099318,0.9269070503655981,1.4184326519854105,0.6534727250308194,1990,5226,True,0.3480734656166088,True,True,0.014876264795723558
10,ge3,broad,14,8/8,0.0078125,5/5,0.0625,0.017997641311324346,0.06429882935876555,0.2799062049933078,0.6929932156973078,0.003393445801822765,0.008332832060099318,0.9636923067230287,1.4184326519854105,0.679406459921892,1719,5226,True,0.3433949812556655,True,True,0.014876264795723558
10,ge5,no_neutrophil,13,8/8,0.0078125,5/5,0.0625,0.00994735218752326,0.034669473889634844,0.2869196175052782,0.7201422856529718,0.0023148148148148147,0.007316918305830141,0.8013531042960984,1.4184326519854105,0.5649567522112716,386,5226,True,0.3768746150064167,True,True,0.010335542667771333
10,pos_top25,myeloid,6,8/8,0.0078125,5/5,0.0625,0.01313467321069708,0.04551329909301151,0.28858978523738543,0.8526328014866079,0.002209471046036143,0.006319384570141492,0.9269070503655981,1.4184326519854105,0.6534727250308194,1990,5226,True,0.3632901079124843,False,True,0.011281739213440244
10,ge5,no_granulocyte,12,8/8,0.0078125,5/5,0.0625,0.009383661005245597,0.03230121275681978,0.29050491310932025,0.826854580167586,0.0023148148148148147,0.0065408464270664025,0.8013531042960984,1.4184326519854105,0.5649567522112716,386,5226,True,0.3847334392639494,False,True,0.0075013808340237504
10,pos_top10,no_neutrophil,13,8/8,0.0078125,5/5,0.0625,0.010082635297435642,0.034669473889634844,0.2908216989254646,0.9498787537193117,0.0023148148148148147,0.007316918305830141,0.7852402793705591,1.4184326519854105,0.5535971540639885,1131,5226,True,0.3963382552176184,False,True,0.010335542667771333
10,pos_top10,myeloid,6,8/8,0.0078125,5/5,0.0625,0.013380934726279258,0.04551329909301151,0.29400054474042464,0.976851851851852,0.0009820426487093155,0.006319384570141492,0.7852402793705591,1.4184326519854105,0.5535971540639885,1131,5226,True,0.3828772883130522,False,False,0.011281739213440244
10,ge3,myeloid,6,8/8,0.0078125,5/5,0.0625,0.013383888005483237,0.04551329909301151,0.2940654330096302,0.7686110425747732,0.002209471046036143,0.006319384570141492,0.9636923067230287,1.4184326519854105,0.679406459921892,1719,5226,True,0.3613793737492103,True,True,0.011281739213440244
10,pos_top25,no_neutrophil,13,8/8,0.0078125,5/5,0.0625,0.010582508627564241,0.034669473889634844,0.30523995435442997,0.6296752782794633,0.0035574132700171477,0.007316918305830141,0.9269070503655981,1.4184326519854105,0.6534727250308194,1990,5226,True,0.38967602157171627,True,True,0.010335542667771333
10,ge2,broad,14,8/8,0.0078125,5/5,0.0625,0.019752065685055935,0.06429882935876555,0.30719168423496707,0.5918093735632207,0.004579502894109636,0.008332832060099318,1.0573953969426397,1.4184326519854105,0.7454674675336759,3723,5226,True,0.3649173363964629,True,True,0.014876264795723558
10,pos_top25,no_granulocyte,12,8/8,0.0078125,5/5,0.0625,0.009935852629180283,0.03230121275681978,0.30759998715783565,0.7091947689902668,0.003433748845798707,0.0065408464270664025,0.9269070503655981,1.4184326519854105,0.6534727250308194,1990,5226,True,0.3940307071046168,True,True,0.0075013808340237504
10,pos_top50,broad,14,8/8,0.0078125,5/5,0.0625,0.01981268138779222,0.06429882935876555,0.308134402840279,0.6077679808585456,0.005064428515999917,0.008332832060099318,1.0694095548229736,1.4184326519854105,0.7539374910229951,3723,5226,True,0.36457392478975736,True,True,0.014876264795723558
