radius_um,cutoff,immune_def,n_labels,sections_high_lt_low,section_p,patients_high_lt_low,patient_p,mean_high,mean_low,ratio,max_section_ratio,min_section_high,min_section_absent,degree_high,degree_low,degree_ratio,n_high_min,n_low_min,eligible,contact_ratio,contact_8of8,contact_5of5,contact_absent_min
8,ge5,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.0035657691227685153,0.028106931102147285,0.126864406142729,0.4800469151852585,0.0,0.001450350557081654,0.2778845150026449,0.6006705142790109,0.46262386515874127,386,5226,False,0.21494575040787947,True,True,0.006516516516516516
7,pos_top10,myeloid,6,8/8,0.0078125,5/5,0.0625,0.0013600120503873174,0.012616650935419697,0.10779501290388012,0.29500911292537385,0.0,0.0008822408918653379,0.1296529670837374,0.3111478644776535,0.4166924536068896,1131,5226,False,0.22524229142910834,True,True,0.008777179333732297
8,ge5,myeloid,6,8/8,0.0078125,5/5,0.0625,0.0033920122520363295,0.023313350196814596,0.1454965598423428,0.4547083246035241,0.0,0.0017644817837306759,0.2778845150026449,0.6006705142790109,0.46262386515874127,386,5226,False,0.22737496342957797,True,True,0.007927927927927928
8,pos_top10,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.0037211552223515797,0.028106931102147285,0.1323927969520406,0.4256046104764845,0.0005817335660267597,0.001450350557081654,0.2703794827658108,0.6006705142790109,0.45012944091379153,1131,5226,False,0.2348989220759744,True,True,0.006516516516516516
7,pos_top25,myeloid,6,8/8,0.0078125,5/5,0.0625,0.0017263967105532138,0.012616650935419697,0.13683478439643337,0.3573180175529168,0.00020429009193054137,0.0008822408918653379,0.16218383582862125,0.3111478644776535,0.5212436090502856,1990,5226,False,0.2411754526387462,True,True,0.008777179333732297
8,ge3,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.004720411613487723,0.028106931102147285,0.1679447534251471,0.44542621358808376,0.0005817335660267597,0.001450350557081654,0.35361046726740614,0.6006705142790109,0.5886929004528336,1719,5226,False,0.25037231514070124,True,True,0.006516516516516516
7,ge3,myeloid,6,8/8,0.0078125,5/5,0.0625,0.001992766310092189,0.012616650935419697,0.15794732851788285,0.3573180175529168,0.0,0.0008822408918653379,0.17116672080261613,0.3111478644776535,0.5501137572966027,1719,5226,False,0.2514517731517361,True,True,0.008777179333732297
5,pos_top50,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.00031718510588892224,0.0018854838878905188,0.1682247766348135,0.40030364372469635,0.0,6.0152788081727585e-05,0.02629732980812303,0.04428737647039442,0.5937883863069306,3723,5226,False,0.25517852600151736,True,True,0.006396588486140725
8,ge5,broad,14,8/8,0.0078125,5/5,0.0625,0.005157711938932755,0.03361066299161704,0.15345463254381977,0.4686172267284666,0.0,0.0026433808540359174,0.2778845150026449,0.6006705142790109,0.46262386515874127,386,5226,False,0.2553931780729444,True,True,0.011876876876876878
8,pos_top25,myeloid,6,8/8,0.0078125,5/5,0.0625,0.004103617985418462,0.023313350196814596,0.17602008938119743,0.5788954406165847,0.0008161851998417096,0.0017644817837306759,0.33696434101369516,0.6006705142790109,0.5609803261579368,1990,5226,False,0.26606881284757494,True,True,0.007927927927927928
6,pos_top25,myeloid,6,8/8,0.0078125,5/5,0.0625,0.0007534406522590883,0.0053157829193978936,0.1417365350849257,0.42673003435984713,0.0,0.00033084033444950173,0.06923401503646866,0.1402723777823551,0.49356841404578816,1990,5226,False,0.271999412912285,True,True,0.00897226753670473
9,ge5,no_macrophage_neutrophil,12,8/8,0.0078125,5/5,0.0625,0.0035699954929517288,0.018760137954292523,0.1902968678401896,0.6562290002571821,0.0,0.0022523877315046886,0.48716245238551986,0.9637529683243788,0.5054847750378615,386,5226,False,0.2745663465951057,True,True,0.0053447333489497935
7,pos_top10,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.0017764048038149244,0.015345304895688961,0.11576210547070846,0.25699247466179476,0.0,0.0006616806688990035,0.1296529670837374,0.3111478644776535,0.4166924536068896,1131,5226,False,0.2760516225338424,True,True,0.006582884500299222
8,pos_top10,broad,14,8/8,0.0078125,5/5,0.0625,0.005195701683600359,0.03361066299161704,0.15458492100843826,0.4401435874354376,0.0011634671320535194,0.0026433808540359174,0.2703794827658108,0.6006705142790109,0.45012944091379153,1131,5226,False,0.27697753835132316,True,True,0.011876876876876878
5,pos_top50,broad,14,8/8,0.0078125,5/5,0.0625,0.00042897864200534396,0.002320742898637598,0.18484539681546702,0.40030364372469635,0.0,8.020371744230345e-05,0.02629732980812303,0.04428737647039442,0.5937883863069306,3723,5226,False,0.2809340111254826,True,True,0.007337526205450734
7,ge3,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.0024273011213032537,0.015345304895688961,0.15817874834048873,0.3806512043585491,0.0,0.0006616806688990035,0.17116672080261613,0.3111478644776535,0.5501137572966027,1719,5226,False,0.2843415201786175,True,True,0.006582884500299222
8,ge3,broad,14,8/8,0.0078125,5/5,0.0625,0.0064639033796342,0.03361066299161704,0.1923170447796994,0.4424413308254298,0.0011634671320535194,0.0026433808540359174,0.35361046726740614,0.6006705142790109,0.5886929004528336,1719,5226,False,0.28535444628778994,True,True,0.011876876876876878
9,pos_top25,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.008567124236993094,0.04109018403351609,0.2084956404674444,0.684844228804903,0.001940755873340143,0.002833864682961388,0.5834862200157424,0.9637529683243788,0.6054313078072443,1990,5226,False,0.28673224742179715,True,True,0.007434292427191276
8,pos_top50,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.005795047161023963,0.028106931102147285,0.2061785806484308,0.5702441015772887,0.000827053850395148,0.001450350557081654,0.4041998301340591,0.6006705142790109,0.6729143857164739,3723,5226,False,0.2870616118408577,True,True,0.006516516516516516
7,pos_top10,broad,14,8/8,0.0078125,5/5,0.0625,0.002312795612631919,0.018323691033120697,0.12621887197570958,0.24928270042194092,0.0,0.0012431576203557034,0.1296529670837374,0.3111478644776535,0.4166924536068896,1131,5226,False,0.29486863802086405,True,True,0.012367843606622781
7,ge2,myeloid,6,8/8,0.0078125,5/5,0.0625,0.002494252315220142,0.012616650935419697,0.19769527808824727,0.3637374454998442,0.00020429009193054137,0.0008822408918653379,0.19630577340220706,0.3111478644776535,0.6309083102073022,3723,5226,False,0.2960093512886386,True,True,0.008777179333732297
7,pos_top50,myeloid,6,8/8,0.0078125,5/5,0.0625,0.0025070055838397106,0.012616650935419697,0.19870610645187944,0.3637374454998442,0.00030631624088709185,0.0008822408918653379,0.19825568590965298,0.3111478644776535,0.6371751457863263,3723,5226,False,0.2974019637171467,True,True,0.008777179333732297
7,pos_top50,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.002952257053612117,0.015345304895688961,0.19238829555231,0.5555239957004339,0.0003675794890645102,0.0006616806688990035,0.19825568590965298,0.3111478644776535,0.6371751457863263,3723,5226,False,0.3044872147339859,True,True,0.006582884500299222
7,ge3,broad,14,8/8,0.0078125,5/5,0.0625,0.003227548749994079,0.018323691033120697,0.17614075374662097,0.3556083619665393,0.0,0.0012431576203557034,0.17116672080261613,0.3111478644776535,0.5501137572966027,1719,5226,False,0.30571829520261257,True,True,0.012367843606622781
7,pos_top25,broad,14,8/8,0.0078125,5/5,0.0625,0.0028946775588614875,0.018323691033120697,0.15797458894222016,0.4929948268476721,0.0006128702757916241,0.0012431576203557034,0.16218383582862125,0.3111478644776535,0.5212436090502856,1990,5226,False,0.30773315220215136,True,True,0.012367843606622781
9,pos_top50,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.009950805085923328,0.04109018403351609,0.24216988363465933,0.6233267475341544,0.0017664236557822298,0.002833864682961388,0.6869969189977099,0.9637529683243788,0.7128350745234553,3723,5226,False,0.3092027267018865,True,True,0.007434292427191276
10,ge3,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.013345596930315326,0.05364778985471995,0.24876321963040154,0.6580489503522826,0.0019391118867558657,0.00406198410629666,0.9636923067230287,1.4184326519854105,0.679406459921892,1719,5226,False,0.3096537442082266,True,True,0.0072516943489881625
8,pos_top50,myeloid,6,8/8,0.0078125,5/5,0.0625,0.005263737450224107,0.023313350196814596,0.22578211221411304,0.5728841205660724,0.0010108435949274031,0.0017644817837306759,0.4041998301340591,0.6006705142790109,0.6729143857164739,3723,5226,False,0.310508254603723,True,True,0.007927927927927928
9,ge2,no_macrophage,13,8/8,0.0078125,5/5,0.0625,0.009972596613118067,0.04109018403351609,0.24270021776937542,0.684844228804903,0.001940755873340143,0.002833864682961388,0.679935846235056,0.9637529683243788,0.7055084327441511,3723,5226,False,0.3118852755832891,True,True,0.007434292427191276
