sample,patient,n_high,n_low,count_threshold,mean_high,mean_low,ratio,degree_high,degree_low,contact_high,contact_low,contact_ratio,radius_um,cutoff,immune_def
LUAD-9 R2,Lung9,34539,36954,2.0,0.005030545180810099,0.04954132164312388,0.10154240972915822,0.6589941804916182,0.8841532716350057,0.010321986573991564,0.08375651935218227,0.1232380076658788,9,ge2,broad
LUAD-12,Lung12,3723,11007,2.0,0.017794789148536126,0.12045062233124373,0.14773513664047155,0.30942788074133765,0.5944399018806215,0.070403825717322,0.2798817817183871,0.2515484405060751,9,ge2,broad
LUAD-13,Lung13,13643,6853,2.0,0.04155977424320164,0.09327058709081182,0.44558285242417794,0.6264751154438173,0.9174084342623668,0.08543016423082718,0.15067971082822568,0.566965278611513,9,ge2,broad
LUAD-5 R1,Lung5,5666,5226,3.0,0.01047182021414284,0.0244195688225539,0.4288290383109088,0.8344511118955171,1.2499043245311903,0.018166972851602365,0.03415863668807994,0.5318412739212729,9,ge3,broad
LUAD-5 R2,Lung5,4917,5537,3.0,0.011134838316046369,0.018951297333092528,0.5875501882714302,0.9526133821435835,1.4645114683041358,0.018027658873888706,0.024580307644257046,0.7334187649234202,9,ge3,broad
LUAD-5 R3,Lung5,4053,5908,3.0,0.012727197960358583,0.020311442112389978,0.6266023795816543,0.8033555391068344,1.1467501692620177,0.023393801965230537,0.030007501875468866,0.7795984504913076,9,ge3,broad
LUSC-6,Lung6,1719,49873,3.0,0.0031995346131471784,0.005303470815872315,0.6032906985311502,0.2606166375799884,0.4726204559581337,0.013784461152882205,0.013912997738151597,0.9907614025612234,9,ge3,broad
LUAD-9 R1,Lung9,12997,11030,3.0,0.005725680285194018,0.059354789966757325,0.09646534489298647,0.60798645841348,0.9802357207615594,0.012189462189462187,0.09218295315873463,0.13223119646072215,9,ge3,broad
LUAD-9 R2,Lung9,20216,36954,3.0,0.0029926790660862682,0.04954132164312388,0.060407735741172724,0.5911654135338346,0.8841532716350057,0.006631590485585882,0.08375651935218227,0.07917700660053868,9,ge3,broad
LUAD-12,Lung12,1990,11007,3.0,0.012604690117252931,0.12045062233124373,0.10464611866088629,0.2633165829145729,0.5944399018806215,0.05700757575757576,0.2798817817183871,0.20368448209657294,9,ge3,broad
LUAD-13,Lung13,9389,6853,3.0,0.036336848084638045,0.09327058709081182,0.3895852831853529,0.5713068484396634,0.9174084342623668,0.07969321809546055,0.15067971082822568,0.5288914987785617,9,ge3,broad
LUAD-5 R1,Lung5,2503,5226,5.0,0.013117592222666133,0.0244195688225539,0.5371754234477201,0.6995605273671595,1.2499043245311903,0.025812368972746327,0.03415863668807994,0.7556615683597776,9,ge5,broad
LUAD-5 R2,Lung5,1849,5537,5.0,0.011357490535424553,0.018951297333092528,0.599298841435633,0.7387777176852353,1.4645114683041358,0.021560574948665298,0.024580307644257046,0.8771482953226064,9,ge5,broad
LUAD-5 R3,Lung5,1726,5908,5.0,0.014387794515256857,0.020311442112389978,0.7083590833011459,0.6361529548088065,1.1467501692620177,0.031041666666666665,0.030007501875468866,1.0344635416666665,9,ge5,broad
LUSC-6,Lung6,386,49873,5.0,0.0,0.005303470815872315,0.0,0.19689119170984457,0.4726204559581337,0.0,0.013912997738151597,0.0,9,ge5,broad
LUAD-9 R1,Lung9,5526,11030,5.0,0.004674870310049464,0.059354789966757325,0.07876146664267038,0.49077090119435396,0.9802357207615594,0.011657641395908544,0.09218295315873463,0.12646200839145003,9,ge5,broad
LUAD-9 R2,Lung9,7128,36954,5.0,0.0016835016835016834,0.04954132164312388,0.03398176769745799,0.48162177328843997,0.8841532716350057,0.004381161007667032,0.08375651935218227,0.05230829840534534,9,ge5,broad
LUAD-12,Lung12,666,11007,5.0,0.005255255255255256,0.12045062233124373,0.043629955192785196,0.17717717717717718,0.5944399018806215,0.0330188679245283,0.2798817817183871,0.11797433802873027,9,ge5,broad
LUAD-13,Lung13,4249,6853,5.0,0.029065662508825606,0.09327058709081182,0.3116273137696256,0.4763473758531419,0.9174084342623668,0.07329376854599406,0.15067971082822568,0.4864209530475453,9,ge5,broad
LUAD-5 R1,Lung5,437,5226,10.0,0.018306636155606407,0.0244195688225539,0.7496707369664287,0.4851258581235698,1.2499043245311903,0.04790419161676647,0.03415863668807994,1.4024034991268608,9,ge10,broad
LUAD-5 R2,Lung5,284,5537,10.0,0.017605633802816902,0.018951297333092528,0.9289935930704942,0.44014084507042256,1.4645114683041358,0.052083333333333336,0.024580307644257046,2.118904860228717,9,ge10,broad
LUAD-5 R3,Lung5,320,5908,10.0,0.015625,0.020311442112389978,0.7692708333333333,0.484375,1.1467501692620177,0.043478260869565216,0.030007501875468866,1.4489130434782609,9,ge10,broad
LUSC-6,Lung6,53,49873,10.0,0.0,0.005303470815872315,0.0,0.07547169811320754,0.4726204559581337,,,,9,ge10,broad
LUAD-9 R1,Lung9,734,11030,10.0,0.004541326067211625,0.059354789966757325,0.07651153461675247,0.35013623978201636,0.9802357207615594,0.0154320987654321,0.09218295315873463,0.16740729426251688,9,ge10,broad
LUAD-9 R2,Lung9,730,36954,10.0,0.0013698630136986301,0.04954132164312388,0.02765091782505486,0.3041095890410959,0.8841532716350057,0.005405405405405406,0.08375651935218227,0.06453713032983824,9,ge10,broad
LUAD-12,Lung12,68,11007,10.0,0.014705882352941176,0.12045062233124373,0.12209054688401233,0.14705882352941177,0.5944399018806215,,,,9,ge10,broad
LUAD-13,Lung13,585,6853,10.0,0.01452991452991453,0.09327058709081182,0.15578238524185173,0.30256410256410254,0.9174084342623668,0.05592105263157895,0.15067971082822568,0.3711252983178919,9,ge10,broad
LUAD-5 R1,Lung5,8576,5226,2.0,0.009672341417910447,0.0244195688225539,0.3960897707979626,0.9282882462686567,1.2499043245311903,0.015772960638904734,0.03415863668807994,0.4617561521244463,9,pos_top50,broad
LUAD-5 R2,Lung5,7904,5537,2.0,0.010490468960863699,0.018951297333092528,0.5535488561274045,1.0564271255060729,1.4645114683041358,0.015960859801090792,0.024580307644257046,0.6493352333944402,9,pos_top50,broad
LUAD-5 R3,Lung5,6379,5908,2.0,0.011430736270052776,0.020311442112389978,0.5627732490289317,0.8799184825207713,1.1467501692620177,0.019701882374133117,0.030007501875468866,0.6565652301179862,9,pos_top50,broad
LUSC-6,Lung6,16323,49873,1.0,0.003185688905225755,0.005303470815872315,0.600680010473815,0.3623108497212522,0.4726204559581337,0.010462776659959759,0.013912997738151597,0.7520145447353307,9,pos_top50,broad
LUAD-9 R1,Lung9,19330,11030,2.0,0.008109156751163993,0.059354789966757325,0.13662177485095417,0.6741334712881532,0.9802357207615594,0.01604237027939822,0.09218295315873463,0.17402751517163945,9,pos_top50,broad
LUAD-9 R2,Lung9,34539,36954,2.0,0.005030545180810099,0.04954132164312388,0.10154240972915822,0.6589941804916182,0.8841532716350057,0.010321986573991564,0.08375651935218227,0.1232380076658788,9,pos_top50,broad
LUAD-12,Lung12,3723,11007,2.0,0.017794789148536126,0.12045062233124373,0.14773513664047155,0.30942788074133765,0.5944399018806215,0.070403825717322,0.2798817817183871,0.2515484405060751,9,pos_top50,broad
LUAD-13,Lung13,13643,6853,2.0,0.04155977424320164,0.09327058709081182,0.44558285242417794,0.6264751154438173,0.9174084342623668,0.08543016423082718,0.15067971082822568,0.566965278611513,9,pos_top50,broad
LUAD-5 R1,Lung5,3741,5226,4.0,0.012117972021741067,0.0244195688225539,0.4962402125032165,0.7706495589414595,1.2499043245311903,0.022135416666666664,0.03415863668807994,0.648018153323756,9,pos_top25,broad
LUAD-5 R2,Lung5,4917,5537,3.0,0.011134838316046369,0.018951297333092528,0.5875501882714302,0.9526133821435835,1.4645114683041358,0.018027658873888706,0.024580307644257046,0.7334187649234202,9,pos_top25,broad
LUAD-5 R3,Lung5,2601,5908,4.0,0.01380879149045239,0.020311442112389978,0.6798528343799394,0.7212610534409842,1.1467501692620177,0.02735465854277735,0.030007501875468866,0.9115939959380552,9,pos_top25,broad
LUSC-6,Lung6,4895,49873,2.0,0.0028600612870275793,0.005303470815872315,0.5392810456254309,0.3058222676200204,0.4726204559581337,0.0109375,0.013912997738151597,0.7861353969754252,9,pos_top25,broad
LUAD-9 R1,Lung9,8450,11030,4.0,0.004714003944773176,0.059354789966757325,0.07942078385608534,0.5479289940828402,0.9802357207615594,0.0107454365614603,0.09218295315873463,0.11656641703544877,9,pos_top25,broad
LUAD-9 R2,Lung9,20216,36954,3.0,0.0029926790660862682,0.04954132164312388,0.060407735741172724,0.5911654135338346,0.8841532716350057,0.006631590485585882,0.08375651935218227,0.07917700660053868,9,pos_top25,broad
LUAD-12,Lung12,1990,11007,3.0,0.012604690117252931,0.12045062233124373,0.10464611866088629,0.2633165829145729,0.5944399018806215,0.05700757575757576,0.2798817817183871,0.20368448209657294,9,pos_top25,broad
LUAD-13,Lung13,6377,6853,4.0,0.02927186242224662,0.09327058709081182,0.3138380848160247,0.5151325074486436,0.9174084342623668,0.06944444444444445,0.15067971082822568,0.46087455346666323,9,pos_top25,broad
LUAD-5 R1,Lung5,1725,5226,6.0,0.01613526570048309,0.0244195688225539,0.660751457887355,0.648695652173913,1.2499043245311903,0.033655783958081414,0.03415863668807994,0.985278899313508,9,pos_top10,broad
LUAD-5 R2,Lung5,1849,5537,5.0,0.011357490535424553,0.018951297333092528,0.599298841435633,0.7387777176852353,1.4645114683041358,0.021560574948665298,0.024580307644257046,0.8771482953226064,9,pos_top10,broad
LUAD-5 R3,Lung5,1185,5908,6.0,0.013924050632911392,0.020311442112389978,0.6855274261603376,0.5924050632911393,1.1467501692620177,0.03241650294695481,0.030007501875468866,1.080279960707269,9,pos_top10,broad
LUSC-6,Lung6,1719,49873,3.0,0.0031995346131471784,0.005303470815872315,0.6032906985311502,0.2606166375799884,0.4726204559581337,0.013784461152882205,0.013912997738151597,0.9907614025612234,9,pos_top10,broad
LUAD-9 R1,Lung9,3597,11030,6.0,0.00509683995922528,0.059354789966757325,0.08587074374418396,0.4498192938559911,0.9802357207615594,0.013681592039800993,0.09218295315873463,0.14841781013721644,9,pos_top10,broad
LUAD-9 R2,Lung9,7128,36954,5.0,0.0016835016835016834,0.04954132164312388,0.03398176769745799,0.48162177328843997,0.8841532716350057,0.004381161007667032,0.08375651935218227,0.05230829840534534,9,pos_top10,broad
LUAD-12,Lung12,1131,11007,4.0,0.008031240789861479,0.12045062233124373,0.0666766234530135,0.23784261715296198,0.5944399018806215,0.04001468428781205,0.2798817817183871,0.14296994982000732,9,pos_top10,broad
LUAD-13,Lung13,2831,6853,6.0,0.02655127752266572,0.09327058709081182,0.2846693513016529,0.4390674673260332,0.9174084342623668,0.07165554496345725,0.15067971082822568,0.47554872895359024,9,pos_top10,broad
LUAD-5 R1,Lung5,12611,5226,1.0,0.015324678757396227,0.03242760556193392,0.47258126191671523,1.519705019427484,1.7965939533103712,0.019401618693858428,0.0387884336614023,0.5001908265546862,10,ge1,broad
LUAD-5 R2,Lung5,12377,5537,1.0,0.01629096980959306,0.028917584733008247,0.5633585916668061,1.671164256281813,2.0361206429474445,0.01992227382011,0.03316418116542392,0.6007165900082716,10,ge1,broad
LUAD-5 R3,Lung5,9985,5908,1.0,0.01618928392588883,0.027586887835703,0.5868470565547677,1.426740110165248,1.6679079214624237,0.021219480178524545,0.03424019607843137,0.6197242600456703,10,ge1,broad
LUSC-6,Lung6,16323,49873,1.0,0.005064428515999917,0.008332832060099318,0.6077679808585456,0.645040740060038,0.8039219617829286,0.01065566726819627,0.014876264795723558,0.7162864747647828,10,ge1,broad
LUAD-9 R1,Lung9,27834,11030,1.0,0.01549962875140715,0.07442429737080687,0.20826033028142393,1.1937558381835165,1.485040797824116,0.02144537787277758,0.09311479128856623,0.23031118446388985,10,ge1,broad
LUAD-9 R2,Lung9,57922,36954,1.0,0.01363068724606655,0.06549042954303548,0.20813250640094622,1.1510997548427195,1.3375006765167505,0.019632392556674542,0.08747364489584462,0.22443780158070406,10,ge1,broad
LUAD-12,Lung12,7260,11007,1.0,0.046241965105601475,0.15624451106871384,0.29595897346605027,0.6024793388429752,0.896429544835105,0.10798220220864158,0.2745503405704555,0.39330565747716134,10,ge1,broad
LUAD-13,Lung13,19177,6853,1.0,0.06565069267003876,0.12096648669682378,0.5427180243283246,1.0596026490066226,1.3239457172041442,0.09622312238866808,0.1596040302913618,0.6028865449889327,10,ge1,broad
LUAD-5 R1,Lung5,8576,5226,2.0,0.014504764125799574,0.03242760556193392,0.44729679772676184,1.4071828358208955,1.7965939533103712,0.018976789800588426,0.0387884336614023,0.48923836332870285,10,ge2,broad
LUAD-5 R2,Lung5,7904,5537,2.0,0.017113697705802965,0.028917584733008247,0.5918093735632207,1.541751012145749,2.0361206429474445,0.021670404784791198,0.03316418116542392,0.6534280064596975,10,ge2,broad
LUAD-5 R3,Lung5,6379,5908,2.0,0.01598735433976067,0.027586887835703,0.5795272897390696,1.328264618278727,1.6679079214624237,0.02167091656041932,0.03424019607843137,0.6329086583143223,10,ge2,broad
LUSC-6,Lung6,4895,49873,2.0,0.004579502894109636,0.008332832060099318,0.5495734056657627,0.5489274770173647,0.8039219617829286,0.010908353609083534,0.014876264795723558,0.7332723475196092,10,ge2,broad
LUAD-9 R1,Lung9,19330,11030,2.0,0.011030350060355232,0.07442429737080687,0.14820899155283013,1.1048111743404034,1.485040797824116,0.01585018336802458,0.09311479128856623,0.1702219717048419,10,ge2,broad
LUAD-9 R2,Lung9,34539,36954,2.0,0.0071740158468205015,0.06549042954303548,0.10954296523748203,1.0551839949043111,1.3375006765167505,0.010857689554942084,0.08747364489584462,0.1241252673061743,10,ge2,broad
LUAD-12,Lung12,3723,11007,2.0,0.029349091234667387,0.15624451106871384,0.1878407825908209,0.49422508729519204,0.896429544835105,0.07935124667150811,0.2745503405704555,0.28902257599328995,10,ge2,broad
LUAD-13,Lung13,13643,6853,2.0,0.058277749273131514,0.12096648669682378,0.4817677264546174,0.9788169757384739,1.3239457172041442,0.08922492799162084,0.1596040302913618,0.5590393164178757,10,ge2,broad
LUAD-5 R1,Lung5,5666,5226,3.0,0.016213672196729027,0.03242760556193392,0.49999597305333926,1.2920931874338157,1.7965939533103712,0.022030375699440448,0.0387884336614023,0.567962498608509,10,ge3,broad
LUAD-5 R2,Lung5,4917,5537,3.0,0.01843942783540099,0.028917584733008247,0.6376544931276066,1.4091925971120602,2.0361206429474445,0.024255395041911893,0.03316418116542392,0.7313732523931546,10,ge3,broad
LUAD-5 R3,Lung5,4053,5908,3.0,0.019117526112344765,0.027586887835703,0.6929932156973078,1.2225511966444609,1.6679079214624237,0.027130018674136315,0.03424019607843137,0.7923441388008315,10,ge3,broad
LUSC-6,Lung6,1719,49873,3.0,0.003393445801822765,0.008332832060099318,0.40723799271940675,0.48051192553810357,0.8039219617829286,0.008838383838383838,0.014876264795723558,0.59412654720455,10,ge3,broad
LUAD-9 R1,Lung9,12997,11030,3.0,0.007837706137313738,0.07442429737080687,0.10531112034909314,1.0191582672924522,1.485040797824116,0.011769689967263621,0.09311479128856623,0.12639978895285187,10,ge3,broad
LUAD-9 R2,Lung9,20216,36954,3.0,0.004711614562722596,0.06549042954303548,0.07194355870923813,0.9670557973882073,1.3375006765167505,0.0074882075471698105,0.08747364489584462,0.0856052992428298,10,ge3,broad
LUAD-12,Lung12,1990,11007,3.0,0.02198492462311558,0.15624451106871384,0.14070846055799657,0.41557788944723617,0.896429544835105,0.0673076923076923,0.2745503405704555,0.2451561056811718,10,ge3,broad
LUAD-13,Lung13,9389,6853,3.0,0.05228281322114531,0.12096648669682378,0.43220907417259147,0.9033975929278943,1.3239457172041442,0.08385434460767566,0.1596040302913618,0.5253898943190665,10,ge3,broad
LUAD-5 R1,Lung5,2503,5226,5.0,0.02117459049141031,0.03242760556193392,0.6529803889148914,1.1058729524570516,1.7965939533103712,0.031139835487661575,0.0387884336614023,0.8028123991675459,10,ge5,broad
LUAD-5 R2,Lung5,1849,5537,5.0,0.022534703443302686,0.028917584733008247,0.7792733608758217,1.143320713899405,2.0361206429474445,0.032577534532186606,0.03316418116542392,0.982310836190675,10,ge5,broad
LUAD-5 R3,Lung5,1726,5908,5.0,0.022885283893395135,0.027586887835703,0.8295710639667356,1.0023174971031286,1.6679079214624237,0.036641929499072357,0.03424019607843137,1.0701436818626715,10,ge5,broad
LUSC-6,Lung6,386,49873,5.0,0.0025906735751295338,0.008332832060099318,0.3108995304891163,0.4119170984455959,0.8039219617829286,0.008064516129032258,0.014876264795723558,0.5421062504447046,10,ge5,broad
LUAD-9 R1,Lung9,5526,11030,5.0,0.006921824104234527,0.07442429737080687,0.09300489690547796,0.8577633007600435,1.485040797824116,0.011552401087284808,0.09311479128856623,0.12406622973017771,10,ge5,broad
LUAD-9 R2,Lung9,7128,36954,5.0,0.0028759820426487092,0.06549042954303548,0.04391453931079847,0.8044332210998878,1.3375006765167505,0.005132699048572859,0.08747364489584462,0.05867709130772353,10,ge5,broad
LUAD-12,Lung12,666,11007,5.0,0.008258258258258258,0.15624451106871384,0.052854709594415177,0.3123123123123123,0.896429544835105,0.031609195402298854,0.2745503405704555,0.11513078197835,10,ge5,broad
LUAD-13,Lung13,4249,6853,5.0,0.04612065584058994,0.12096648669682378,0.3812680445632958,0.7728877382913627,1.3239457172041442,0.0818232428670842,0.1596040302913618,0.5126640142965907,10,ge5,broad
LUAD-5 R1,Lung5,8576,5226,2.0,0.014504764125799574,0.03242760556193392,0.44729679772676184,1.4071828358208955,1.7965939533103712,0.018976789800588426,0.0387884336614023,0.48923836332870285,10,pos_top50,broad
LUAD-5 R2,Lung5,7904,5537,2.0,0.017113697705802965,0.028917584733008247,0.5918093735632207,1.541751012145749,2.0361206429474445,0.021670404784791198,0.03316418116542392,0.6534280064596975,10,pos_top50,broad
LUAD-5 R3,Lung5,6379,5908,2.0,0.01598735433976067,0.027586887835703,0.5795272897390696,1.328264618278727,1.6679079214624237,0.02167091656041932,0.03424019607843137,0.6329086583143223,10,pos_top50,broad
LUSC-6,Lung6,16323,49873,1.0,0.005064428515999917,0.008332832060099318,0.6077679808585456,0.645040740060038,0.8039219617829286,0.01065566726819627,0.014876264795723558,0.7162864747647828,10,pos_top50,broad
LUAD-9 R1,Lung9,19330,11030,2.0,0.011030350060355232,0.07442429737080687,0.14820899155283013,1.1048111743404034,1.485040797824116,0.01585018336802458,0.09311479128856623,0.1702219717048419,10,pos_top50,broad
LUAD-9 R2,Lung9,34539,36954,2.0,0.0071740158468205015,0.06549042954303548,0.10954296523748203,1.0551839949043111,1.3375006765167505,0.010857689554942084,0.08747364489584462,0.1241252673061743,10,pos_top50,broad
LUAD-12,Lung12,3723,11007,2.0,0.029349091234667387,0.15624451106871384,0.1878407825908209,0.49422508729519204,0.896429544835105,0.07935124667150811,0.2745503405704555,0.28902257599328995,10,pos_top50,broad
LUAD-13,Lung13,13643,6853,2.0,0.058277749273131514,0.12096648669682378,0.4817677264546174,0.9788169757384739,1.3239457172041442,0.08922492799162084,0.1596040302913618,0.5590393164178757,10,pos_top50,broad
LUAD-5 R1,Lung5,3741,5226,4.0,0.01851109329056402,0.03242760556193392,0.5708436676031917,1.2042234696605185,1.7965939533103712,0.02604362542309139,0.0387884336614023,0.6714276129434675,10,pos_top25,broad
LUAD-5 R2,Lung5,4917,5537,3.0,0.01843942783540099,0.028917584733008247,0.6376544931276066,1.4091925971120602,2.0361206429474445,0.024255395041911893,0.03316418116542392,0.7313732523931546,10,pos_top25,broad
LUAD-5 R3,Lung5,2601,5908,4.0,0.021235422273484558,0.027586887835703,0.769765056499111,1.1103421760861207,1.6679079214624237,0.031926782273603085,0.03424019607843137,0.932435731398,10,pos_top25,broad
LUSC-6,Lung6,4895,49873,2.0,0.004579502894109636,0.008332832060099318,0.5495734056657627,0.5489274770173647,0.8039219617829286,0.010908353609083534,0.014876264795723558,0.7332723475196092,10,pos_top25,broad
LUAD-9 R1,Lung9,8450,11030,4.0,0.007213017751479289,0.07442429737080687,0.09691751224121888,0.9333727810650888,1.485040797824116,0.011379761015683344,0.09311479128856623,0.12221217336370371,10,pos_top25,broad
LUAD-9 R2,Lung9,20216,36954,3.0,0.004711614562722596,0.06549042954303548,0.07194355870923813,0.9670557973882073,1.3375006765167505,0.0074882075471698105,0.08747364489584462,0.0856052992428298,10,pos_top25,broad
LUAD-12,Lung12,1990,11007,3.0,0.02198492462311558,0.15624451106871384,0.14070846055799657,0.41557788944723617,0.896429544835105,0.0673076923076923,0.2745503405704555,0.2451561056811718,10,pos_top25,broad
LUAD-13,Lung13,6377,6853,4.0,0.045274685066123053,0.12096648669682378,0.37427461359272357,0.8265642151481888,1.3239457172041442,0.07680677485146759,0.1596040302913618,0.4812333041418477,10,pos_top25,broad
LUAD-5 R1,Lung5,1725,5226,6.0,0.02541062801932367,0.03242760556193392,0.7836109875825265,1.0330434782608695,1.7965939533103712,0.038962962962962956,0.0387884336614023,1.0044995191887403,10,pos_top10,broad
LUAD-5 R2,Lung5,1849,5537,5.0,0.022534703443302686,0.028917584733008247,0.7792733608758217,1.143320713899405,2.0361206429474445,0.032577534532186606,0.03316418116542392,0.982310836190675,10,pos_top10,broad
LUAD-5 R3,Lung5,1185,5908,6.0,0.023909985935302386,0.027586887835703,0.866715596108599,0.9240506329113924,1.6679079214624237,0.04088504088504088,0.03424019607843137,1.1940656178308289,10,pos_top10,broad
LUSC-6,Lung6,1719,49873,3.0,0.003393445801822765,0.008332832060099318,0.40723799271940675,0.48051192553810357,0.8039219617829286,0.008838383838383838,0.014876264795723558,0.59412654720455,10,pos_top10,broad
LUAD-9 R1,Lung9,3597,11030,6.0,0.006834399036233898,0.07442429737080687,0.09183021241279074,0.8017792604948568,1.485040797824116,0.011962692619626927,0.09311479128856623,0.12847252787748933,10,pos_top10,broad
LUAD-9 R2,Lung9,7128,36954,5.0,0.0028759820426487092,0.06549042954303548,0.04391453931079847,0.8044332210998878,1.3375006765167505,0.005132699048572859,0.08747364489584462,0.05867709130772353,10,pos_top10,broad
LUAD-12,Lung12,1131,11007,4.0,0.014441497200117889,0.15624451106871384,0.09242882902789941,0.3801945181255526,0.896429544835105,0.04803921568627452,0.2745503405704555,0.174974161701856,10,pos_top10,broad
LUAD-13,Lung13,2831,6853,6.0,0.042535028847285994,0.12096648669682378,0.35162655383958374,0.7145884846344048,1.3239457172041442,0.08038495772140632,0.1596040302913618,0.5036524301714764,10,pos_top10,broad
LUAD-5 R1,Lung5,12611,5226,1.0,0.005647941517420544,0.010578517668069906,0.5339067055177528,1.519705019427484,1.7965939533103712,0.007150506021101344,0.012653543907835508,0.5650990800034689,10,ge1,no_neutrophil
LUAD-5 R2,Lung5,12377,5537,1.0,0.004574344887021626,0.009012100415387393,0.5075781090067885,1.671164256281813,2.0361206429474445,0.005593979514540725,0.010335542667771333,0.5412371361964453,10,ge1,no_neutrophil
LUAD-5 R3,Lung5,9985,5908,1.0,0.005935570021699215,0.010858158429248477,0.5466461058175988,1.426740110165248,1.6679079214624237,0.007779819725212215,0.013476890756302522,0.5772711128918182,10,ge1,no_neutrophil
LUSC-6,Lung6,16323,49873,1.0,0.0049725336437337906,0.007316918305830141,0.6795939814951414,0.645040740060038,0.8039219617829286,0.010462318466958836,0.013062595456281021,0.8009371875577861,10,ge1,no_neutrophil
LUAD-9 R1,Lung9,27834,11030,1.0,0.011608105195085145,0.040766092475067996,0.2847490276921809,1.1937558381835165,1.485040797824116,0.01606104289904061,0.051003856624319416,0.3148985971265251,10,ge1,no_neutrophil
LUAD-9 R2,Lung9,57922,36954,1.0,0.008244996144239954,0.03144540058811856,0.26220038511308624,1.1510997548427195,1.3375006765167505,0.011875336731733598,0.0420006987867616,0.2827414084709619,10,ge1,no_neutrophil
LUAD-12,Lung12,7260,11007,1.0,0.01313820018365473,0.04779837073377548,0.2748671132920219,0.6024793388429752,0.896429544835105,0.030679746971158998,0.08399052788420602,0.3652762727418,10,ge1,no_neutrophil
LUAD-13,Lung13,19177,6853,1.0,0.06541603657158748,0.11958023250158081,0.5470472435377035,1.0596026490066226,1.3239457172041442,0.09587919086925506,0.15777499679116927,0.6076957237791017,10,ge1,no_neutrophil
LUAD-5 R1,Lung5,8576,5226,2.0,0.005357142857142856,0.010578517668069906,0.5064171583616865,1.4071828358208955,1.7965939533103712,0.0070088264138607375,0.012653543907835508,0.5539022478533173,10,ge2,no_neutrophil
LUAD-5 R2,Lung5,7904,5537,2.0,0.004164558029689608,0.009012100415387393,0.4621073709497267,1.541751012145749,2.0361206429474445,0.005273416639965823,0.010335542667771333,0.5102215538628255,10,ge2,no_neutrophil
LUAD-5 R3,Lung5,6379,5908,2.0,0.005413596697496995,0.010858158429248477,0.49857411206254476,1.328264618278727,1.6679079214624237,0.007338149879586343,0.013476890756302522,0.5444987283995478,10,ge2,no_neutrophil
LUSC-6,Lung6,4895,49873,2.0,0.004579502894109636,0.007316918305830141,0.6258786421683395,0.5489274770173647,0.8039219617829286,0.010908353609083534,0.013062595456281021,0.8350831690066892,10,ge2,no_neutrophil
