Study_ID,GSM_ID,IN_VIVO,Cancer_type,Cell_Line,sub_clone,Condition,ICB,ICB_study,ICB_group,ICB_Baseline_TYPE,Baseline,Cell_treatment,Cell_genotype,Tumor,Mouse_genotype,Mouse_strain,Mouse_treatment,Timepoint,Implantation,Implantation_site,SRX_ID,SampleName,has_expr,Tacstd2,is_control_arm,is_icb_arm
GSE124821,GSM3554931,in_vivo,"Mammary cancer, NOS",T11,parental,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100808,SRX5100808,True,0.02390397560595288,False,True
GSE124821,GSM3554932,in_vivo,"Mammary cancer, NOS",T11,parental,end,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100807,SRX5100807,True,0.042946851445831366,False,True
GSE124821,GSM3554933,in_vivo,"Mammary cancer, NOS",T11,parental,end,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100814,SRX5100814,True,0.37481915150009626,False,True
GSE124821,GSM3554936,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_end,1,R,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100684,SRX5100684,True,0.01758702139448993,False,True
GSE124821,GSM3554848,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_end,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100723,SRX5100723,True,0.06471871155007139,True,False
GSE124821,GSM3554849,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_day3,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100722,SRX5100722,True,0.4572769848711818,True,False
GSE124821,GSM3554851,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_end,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100641,SRX5100641,True,0.40051388446600417,True,False
GSE124821,GSM3554855,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_day3,0,Baseline,,R,0,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100860,SRX5100860,True,0.06870657667807281,True,False
GSE124821,GSM3554857,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_end,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100858,SRX5100858,True,0.38632205760176563,True,False
GSE124821,GSM3554859,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_day3,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100864,SRX5100864,True,0.03698854626270587,True,False
GSE124821,GSM3554860,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_day3,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100862,SRX5100862,True,0.40318590366535323,True,False
GSE124821,GSM3554862,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_end,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100866,SRX5100866,True,0.28946740158771345,True,False
GSE124821,GSM3554863,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_end,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100816,SRX5100816,True,0.01773096090667842,True,False
GSE124821,GSM3554864,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_end,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100817,SRX5100817,True,0.02545126149660667,True,False
GSE124821,GSM3554865,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_end,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100824,SRX5100824,True,0.0,True,False
GSE124821,GSM3554866,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_end,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100825,SRX5100825,True,0.32687899861367686,True,False
GSE124821,GSM3554887,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_day7,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100794,SRX5100794,True,0.16463569462052682,True,False
GSE124821,GSM3554888,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_day7,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100793,SRX5100793,True,0.24841582103276338,True,False
GSE124821,GSM3554889,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_day7,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100688,SRX5100688,True,1.037535445300459,True,False
GSE124821,GSM3554891,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_day7,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100710,SRX5100710,True,0.1788268021725307,True,False
GSE124821,GSM3554896,in_vivo,"Mammary cancer, NOS",T11,parental,day7,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100628,SRX5100628,True,0.16164909408407638,True,False
GSE124821,GSM3554897,in_vivo,"Mammary cancer, NOS",T11,parental,day7,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100660,SRX5100660,True,0.22827690488027613,True,False
GSE124821,GSM3554898,in_vivo,"Mammary cancer, NOS",T11,parental,day7,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100659,SRX5100659,True,0.02209789283055945,True,False
GSE124821,GSM3554899,in_vivo,"Mammary cancer, NOS",T11,parental,day7,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100658,SRX5100658,True,0.39438243308752274,True,False
GSE124821,GSM3554902,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_day7,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100655,SRX5100655,True,0.0,True,False
GSE124821,GSM3554904,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_day7,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100653,SRX5100653,True,0.020854187068765313,True,False
GSE124821,GSM3554905,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_day7,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100652,SRX5100652,True,0.0,True,False
GSE124821,GSM3554907,in_vivo,"Mammary cancer, NOS",T11,T11-Apobec,Apobec_day7,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day7,orthotopic,mammary gland,SRX5100848,SRX5100848,True,0.39891288983982026,True,False
GSE124821,GSM3554911,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_day3,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100844,SRX5100844,True,0.26348998507777216,True,False
GSE124821,GSM3554912,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_day3,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100845,SRX5100845,True,0.0,True,False
GSE124821,GSM3554913,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_day3,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100842,SRX5100842,True,0.04445007735358842,True,False
GSE124821,GSM3554914,in_vivo,"Mammary cancer, NOS",T11,T11-UV,UV_day3,0,Baseline,,R,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100843,SRX5100843,True,0.10275621113846634,True,False
GSE124821,GSM3554921,in_vivo,"Mammary cancer, NOS",T11,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100768,SRX5100768,True,0.0,True,False
GSE124821,GSM3554922,in_vivo,"Mammary cancer, NOS",T11,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100769,SRX5100769,True,0.25204137209723515,True,False
GSE124821,GSM3554923,in_vivo,"Mammary cancer, NOS",T11,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100762,SRX5100762,True,0.04126541463343188,True,False
GSE124821,GSM3554924,in_vivo,"Mammary cancer, NOS",T11,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100763,SRX5100763,True,0.0,True,False
GSE124821,GSM3554925,in_vivo,"Mammary cancer, NOS",T11,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100764,SRX5100764,True,0.0,True,False
GSE124821,GSM3554926,in_vivo,"Mammary cancer, NOS",T11,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100765,SRX5100765,True,0.5304143904168592,True,False
GSE124821,GSM3554927,in_vivo,"Mammary cancer, NOS",T11,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100758,SRX5100758,True,0.12410046240826503,True,False
GSE124821,GSM3554934,in_vivo,"Mammary cancer, NOS",T11,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100813,SRX5100813,True,0.037195239420815915,True,False
GSE124821,GSM3554935,in_vivo,"Mammary cancer, NOS",T11,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100812,SRX5100812,True,0.26219980584004576,True,False
GSE124821,GSM3554785,in_vivo,"Mammary cancer, NOS",p53-2153F,parental,day3,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100645,SRX5100645,True,0.3198491168047564,True,False
GSE124821,GSM3554786,in_vivo,"Mammary cancer, NOS",p53-2153F,parental,day3,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100721,SRX5100721,True,0.0,True,False
GSE124821,GSM3554787,in_vivo,"Mammary cancer, NOS",p53-2153F,parental,day3,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100644,SRX5100644,True,0.22342996419446826,True,False
GSE124821,GSM3554788,in_vivo,"Mammary cancer, NOS",p53-2153F,parental,day3,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100757,SRX5100757,True,0.34036286995042014,True,False
GSE124821,GSM3554789,in_vivo,"Mammary cancer, NOS",p53-2224,parental,end,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100774,SRX5100774,True,4.4148524392290645,True,False
GSE124821,GSM3554799,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100700,SRX5100700,True,2.4904392037811376,False,True
GSE124821,GSM3554800,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100729,SRX5100729,True,4.755513442570409,False,True
GSE124821,GSM3554801,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100730,SRX5100730,True,3.8890733874046006,False,True
GSE124821,GSM3554802,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100731,SRX5100731,True,3.390463399344773,False,True
GSE124821,GSM3554803,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100732,SRX5100732,True,4.383243247511677,False,True
GSE124821,GSM3554809,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,end,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100736,SRX5100736,True,3.802917071733184,False,True
GSE124821,GSM3554810,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,end,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100737,SRX5100737,True,3.498858841748254,False,True
GSE124821,GSM3554811,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,end,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100702,SRX5100702,True,2.5975140119506412,False,True
GSE124821,GSM3554790,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100674,SRX5100674,True,1.7747794706100395,True,False
GSE124821,GSM3554791,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100756,SRX5100756,True,4.827356068752802,True,False
GSE124821,GSM3554792,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100607,SRX5100607,True,4.578039313863019,True,False
GSE124821,GSM3554793,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100606,SRX5100606,True,4.440031954029476,True,False
GSE124821,GSM3554794,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100650,SRX5100650,True,4.527561891895671,True,False
GSE124821,GSM3554795,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100701,SRX5100701,True,3.811677041714714,True,False
GSE124821,GSM3554796,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100782,SRX5100782,True,1.1311100427415675,True,False
GSE124821,GSM3554797,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100781,SRX5100781,True,4.293053848238405,True,False
GSE124821,GSM3554798,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100728,SRX5100728,True,3.578798903737045,True,False
GSE124821,GSM3554804,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100699,SRX5100699,True,3.0519530653986813,True,False
GSE124821,GSM3554805,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100698,SRX5100698,True,4.471373606772795,True,False
GSE124821,GSM3554806,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100734,SRX5100734,True,3.837975323843614,True,False
GSE124821,GSM3554807,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100694,SRX5100694,True,3.3207785304124435,True,False
GSE124821,GSM3554808,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100735,SRX5100735,True,3.907398334906037,True,False
GSE124821,GSM3554812,in_vivo,"Mammary cancer, NOS",p53-2245,p53-2245,end,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100697,SRX5100697,True,0.11931898856392335,True,False
GSE124821,GSM3554816,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100703,SRX5100703,True,0.025218778183759206,False,True
GSE124821,GSM3554817,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100668,SRX5100668,True,0.0,False,True
GSE124821,GSM3554818,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100669,SRX5100669,True,0.0,False,True
GSE124821,GSM3554819,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100666,SRX5100666,True,0.8567753934395759,False,True
GSE124821,GSM3554820,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,day3,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100667,SRX5100667,True,0.0,False,True
GSE124821,GSM3554829,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100633,SRX5100633,True,4.998596296411181,False,True
GSE124821,GSM3554830,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100670,SRX5100670,True,0.025050062566316533,False,True
GSE124821,GSM3554831,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100671,SRX5100671,True,0.41376845167729825,False,True
GSE124821,GSM3554832,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100663,SRX5100663,True,0.7854417439493147,False,True
GSE124821,GSM3554833,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,1,NR,antiCTLA4&antiPD1,,0,,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100636,SRX5100636,True,4.624919125797459,False,True
GSE124821,GSM3554813,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100696,SRX5100696,True,0.0,True,False
GSE124821,GSM3554814,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100695,SRX5100695,True,0.0,True,False
GSE124821,GSM3554815,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,day3,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100704,SRX5100704,True,0.0,True,False
GSE124821,GSM3554821,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100672,SRX5100672,True,0.3587135749535636,True,False
GSE124821,GSM3554822,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100635,SRX5100635,True,0.35706323527823475,True,False
GSE124821,GSM3554823,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100664,SRX5100664,True,0.10272127938045973,True,False
GSE124821,GSM3554824,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100662,SRX5100662,True,0.06177619758668981,True,False
GSE124821,GSM3554825,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100637,SRX5100637,True,0.0,True,False
GSE124821,GSM3554826,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100634,SRX5100634,True,0.022748456737445598,True,False
GSE124821,GSM3554827,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100673,SRX5100673,True,0.02727155769798867,True,False
GSE124821,GSM3554828,in_vivo,"Mammary cancer, NOS",p53-2336R,p53-2336R,end,0,Baseline,,NR,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100640,SRX5100640,True,0.2835745357415574,True,False
GSE124821,GSM3554834,in_vivo,"Mammary cancer, NOS",p53-9263-3,p53-9263-3,end,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100639,SRX5100639,True,4.116284734141016,True,False
GSE124821,GSM3554835,in_vivo,"Mammary cancer, NOS",p53-9263-3,p53-9263-3,day3,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100719,SRX5100719,True,4.914543476065278,True,False
GSE124821,GSM3554836,in_vivo,"Mammary cancer, NOS",p53-9263-3,p53-9263-3,day3,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100720,SRX5100720,True,4.393996086312659,True,False
GSE124821,GSM3554837,in_vivo,"Mammary cancer, NOS",p53-9263-3,p53-9263-3,day3,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100717,SRX5100717,True,4.481458536026016,True,False
GSE124821,GSM3554838,in_vivo,"Mammary cancer, NOS",p53-9263-3,p53-9263-3,day3,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100718,SRX5100718,True,4.334182666461672,True,False
GSE124821,GSM3554839,in_vivo,"Mammary cancer, NOS",p53-T1,p53-T1,end,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100677,SRX5100677,True,5.380394740719656,True,False
GSE124821,GSM3554840,in_vivo,"Mammary cancer, NOS",p53-T12,p53-T12,end,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100705,SRX5100705,True,0.05188435023914154,True,False
GSE124821,GSM3554841,in_vivo,"Mammary cancer, NOS",p53-T2,p53-T2,end,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100649,SRX5100649,True,4.5009680426501,True,False
GSE124821,GSM3554842,in_vivo,"Mammary cancer, NOS",p53-T6,p53-T6,end,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100856,SRX5100856,True,3.1203529357846405,True,False
GSE124821,GSM3554843,in_vivo,"Mammary cancer, NOS",p53-T7,p53-T7,end,0,,,,1,,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100733,SRX5100733,True,0.6293071887117837,True,False
GSE126988,GSM3619444,in_vivo,Sarcoma,MCA205,parental,,0,,,,0,,WT,primary,WT,C57BL/6,cisplatin; crizotinib,,subcutaneous,flank,SRX5417018,SRX5417018,True,1.3283602733135806,False,False
GSE126988,GSM3619445,in_vivo,Sarcoma,MCA205,parental,,0,,,,0,,WT,primary,WT,C57BL/6,cisplatin; crizotinib,,subcutaneous,flank,SRX5417019,SRX5417019,True,0.10194718958383164,False,False
GSE126988,GSM3619446,in_vivo,Sarcoma,MCA205,parental,,0,,,,0,,WT,primary,WT,C57BL/6,cisplatin; crizotinib,,subcutaneous,flank,SRX5417020,SRX5417020,True,0.970288979001973,False,False
GSE126988,GSM3619447,in_vivo,Sarcoma,MCA205,parental,,0,,,,0,,WT,primary,WT,C57BL/6,cisplatin; crizotinib,,subcutaneous,flank,SRX5417021,SRX5417021,True,0.13319392753029852,False,False
GSE126988,GSM3619440,in_vivo,Sarcoma,MCA205,parental,,0,,,,1,,WT,primary,WT,C57BL/6,vehicle,,subcutaneous,flank,SRX5417014,SRX5417014,True,1.3075765759955829,True,False
GSE126988,GSM3619441,in_vivo,Sarcoma,MCA205,parental,,0,,,,1,,WT,primary,WT,C57BL/6,vehicle,,subcutaneous,flank,SRX5417015,SRX5417015,True,0.021076000589274196,True,False
GSE126988,GSM3619442,in_vivo,Sarcoma,MCA205,parental,,0,,,,1,,WT,primary,WT,C57BL/6,vehicle,,subcutaneous,flank,SRX5417016,SRX5417016,True,0.020386276206963497,True,False
GSE126988,GSM3619443,in_vivo,Sarcoma,MCA205,parental,,0,,,,1,,WT,primary,WT,C57BL/6,vehicle,,subcutaneous,flank,SRX5417017,SRX5417017,True,0.07624165361993822,True,False
