atlas_name	level	downloadSource	FileFormat	assayName	Filename	synapseId	CellTotal	diagnosis	organ
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20145_3000027_R1.fastq.gz	syn53283830		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20145_3000027_R2.fastq.gz	syn53283863		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20145_3100023_R1.fastq.gz	syn53283793		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20145_3100023_R2.fastq.gz	syn53283866		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20145_3100027_R1.fastq.gz	syn53283794		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20145_3100027_R2.fastq.gz	syn53283875		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20152_3000045_R1.fastq.gz	syn53283876		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20152_3000045_R2.fastq.gz	syn53283909		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20152_3000053_R1.fastq.gz	syn53283916		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20152_3000053_R2.fastq.gz	syn53283929		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20152_3100045_R1.fastq.gz	syn53283930		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20152_3100045_R2.fastq.gz	syn53283879		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20152_3100053_R1.fastq.gz	syn53283931		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTCK2BGXH_PCGA02_20152_3100053_R2.fastq.gz	syn53283765		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20145_3000020_R1.fastq.gz	syn53283880		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20145_3000020_R2.fastq.gz	syn53283766		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20145_3000021_R1.fastq.gz	syn53283767		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20145_3000021_R2.fastq.gz	syn53283881		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20145_3100020_R1.fastq.gz	syn53283798		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20145_3100020_R2.fastq.gz	syn53283910		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20145_3100021_R1.fastq.gz	syn53283834		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20145_3100021_R2.fastq.gz	syn53283761		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20152_3000046_R1.fastq.gz	syn53283785		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20152_3000046_R2.fastq.gz	syn53283763		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20152_3100046_R1.fastq.gz	syn53283797		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/HTGF7BGXH_PCGA02_20152_3100046_R2.fastq.gz	syn53283833		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/MS-LZ-PCGA02-20145-3600076_S9_R1_001.fastq.gz	syn53283918		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/MS-LZ-PCGA02-20145-3600076_S9_R2_001.fastq.gz	syn53283885		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/MS-LZ-PCGA02-20145-3645105_S10_R1_001.fastq.gz	syn53283882		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/MS-LZ-PCGA02-20145-3645105_S10_R2_001.fastq.gz	syn53283884		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/MS-LZ-PCGA02-20155-3600061_S11_R1_001.fastq.gz	syn53283835		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/MS-LZ-PCGA02-20155-3600061_S11_R2_001.fastq.gz	syn53283768		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/MS-LZ-PCGA02-20155-3600064_S12_R1_001.fastq.gz	syn53283864		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/MS-LZ-PCGA02-20155-3600064_S12_R2_001.fastq.gz	syn53283932		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20005-3605106_R1.fastq.gz	syn53283865		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20005-3605106_R2.fastq.gz	syn53283924		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20073-3173102_S5_R1_001.fastq.gz	syn53283938		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20073-3173102_S5_R2_001.fastq.gz	syn53283841		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20073-3673105_R1.fastq.gz	syn53283934		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20073-3673105_R2.fastq.gz	syn53283770		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20127-1000014-9_S9_R1_001.fastq.gz	syn53283946		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20127-1000014-9_S9_R2_001.fastq.gz	syn53283852		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20127-1027101-7_S7_R1_001.fastq.gz	syn53283958		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20127-1027101-7_S7_R2_001.fastq.gz	syn53283851		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20127-3627103_R1.fastq.gz	syn53283888		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20127-3627103_R2.fastq.gz	syn53283870		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20133-3600070_R1.fastq.gz	syn53283837		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20133-3600070_R2.fastq.gz	syn53283925		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20137-1037101-8_S8_R1_001.fastq.gz	syn53283951		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20137-1037101-8_S8_R2_001.fastq.gz	syn53283952		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20137-3100018_S2_R1_001.fastq.gz	syn53283846		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20137-3100018_S2_R2_001.fastq.gz	syn53283842		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20137-3137105_S6_R1_001.fastq.gz	syn53283940		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20137-3137105_S6_R2_001.fastq.gz	syn53283939		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20137-3637106_R1.fastq.gz	syn53283786		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20137-3637106_R2.fastq.gz	syn53283769		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20145-3645103_S1_R1_001.fastq.gz	syn53283771		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20145-3645103_S1_R2_001.fastq.gz	syn53283801		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20149-3100037_S3_R1_001.fastq.gz	syn53283843		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20149-3100037_S3_R2_001.fastq.gz	syn53283947		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-1000050-12_S12_R1_001.fastq.gz	syn53283941		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-1000050-12_S12_R2_001.fastq.gz	syn53283956		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-1000054-10_S10_R1_001.fastq.gz	syn53283853		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-1000054-10_S10_R2_001.fastq.gz	syn53283950		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-1000054-11_S11_R1_001.fastq.gz	syn53283949		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-1000054-11_S11_R2_001.fastq.gz	syn53283849		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-1000079-1_S1_R1_001.fastq.gz	syn53283953		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-1000079-1_S1_R2_001.fastq.gz	syn53283945		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-1000079-2_S2_R1_001.fastq.gz	syn53283957		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-1000079-2_S2_R2_001.fastq.gz	syn53283855		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-3000047_S4_R1_001.fastq.gz	syn53283847		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-3000047_S4_R2_001.fastq.gz	syn53283845		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-3100054_S1_R1_001.fastq.gz	syn53283948		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-3100054_S1_R2_001.fastq.gz	syn53283955		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-3600051_S2_R1_001.fastq.gz	syn53283804		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20152-3600051_S2_R2_001.fastq.gz	syn53283887		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20154-3600085_S3_R1_001.fastq.gz	syn53283933		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20154-3600085_S3_R2_001.fastq.gz	syn53283836		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20155-3600060_S4_R1_001.fastq.gz	syn53283911		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20155-3600060_S4_R2_001.fastq.gz	syn53283935		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20155-3600063_S5_R1_001.fastq.gz	syn53283802		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20155-3600063_S5_R2_001.fastq.gz	syn53283886		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20160-3660108_S6_R1_001.fastq.gz	syn53283803		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02-20160-3660108_S6_R2_001.fastq.gz	syn53283754		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20127_3000014_R1.fastq.gz	syn53283936		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20127_3000014_R2.fastq.gz	syn53283792		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20127_3600016_R1.fastq.gz	syn53283757		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20127_3600016_R2.fastq.gz	syn53283827		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20137_3100017_R1.fastq.gz	syn53283776		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20137_3100017_R2.fastq.gz	syn53283773		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20137_3600019_R1.fastq.gz	syn53283917		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20137_3600019_R2.fastq.gz	syn53283756		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20145_3600025_R1.fastq.gz	syn53283805		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20145_3600025_R2.fastq.gz	syn53283828		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20145_3600077_R1.fastq.gz	syn53283840		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20145_3600077_R2.fastq.gz	syn53283796		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20149_3000031_R1.fastq.gz	syn53283838		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20149_3000031_R2.fastq.gz	syn53283800		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20149_3000032_R1.fastq.gz	syn53283937		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20149_3000032_R2.fastq.gz	syn53283919		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20149_3100031_R1.fastq.gz	syn53283839		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20149_3100031_R2.fastq.gz	syn53283758		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20152_3600055_R1.fastq.gz	syn53283871		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20152_3600055_R2.fastq.gz	syn53283889		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20153_3100057_R1.fastq.gz	syn53283725		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20153_3100057_R2.fastq.gz	syn53283710		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20154_3000083_R1.fastq.gz	syn53283780		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20154_3000083_R2.fastq.gz	syn53283921		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20154_3000087_R1.fastq.gz	syn53283922		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20154_3000087_R2.fastq.gz	syn53283779		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20154_3100083_R1.fastq.gz	syn53283891		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20154_3100083_R2.fastq.gz	syn53283777		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20154_3100087_R1.fastq.gz	syn53283890		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20154_3100087_R2.fastq.gz	syn53283894		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20154_3100092_R1.fastq.gz	syn53283892		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/UCL/PCGA02_20154_3100092_R2.fastq.gz	syn53283893		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/R-LUSC/UCL/PCGA02_20119_3000068_R1.fastq.gz	syn53283157		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/R-LUSC/UCL/PCGA02_20119_3000068_R2.fastq.gz	syn53283155		Squamous cell carcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/R-LUSC/UCL/PCGA02_20119_3100068_R1.fastq.gz	syn53283154		Squamous cell carcinoma NOS	Lung
