sample	TACSTD2	CD8A	CD3E	CD2	GZMA	GZMB	PRF1	NKG7	IFNG	CXCL9	CXCL10	CD274	PDCD1	CTLA4	LAG3	TIGIT	HAVCR2	IDO1	FOXP3	MS4A1	CD68	CYT_GZMA_PRF1	purity	LeukocyteFraction_methylation	CIBERSORT_CD8_T	CIBERSORT_Tregs	CIBERSORT_NK_activated	CIBERSORT_Macrophage_M1	CIBERSORT_Macrophage_M2	Wolf_LymphocyteInfiltration	Wolf_MacrophageCSF1	Wolf_IFNgamma	Wolf_TGFbeta	Wolf_WoundHealing_CSR
TCGA-63-A5MP-01	14.0216	8.5334	9.0563	8.6317	7.5814	7.2776	8.3744	7.7944	3.3166	10.314	8.4577	10.4543	7.2633	7.5659	7.9384	7.7675	8.5591	10.3032	6.8638	9.6521	11.8455	7.9779	0.33	0.385613885321654	0.0825589973313599	0.0064718552406052	0.0	0.0485819845506855	0.191236829900236	1.6898	0.7309	0.2566	0.2281	0.262
TCGA-85-8072-01	13.7444	8.0139	8.1083	7.9322	7.062	6.8356	7.8497	7.1302	3.3302	9.1391	8.222	8.3591	5.7562	4.8489	6.1988	6.3552	7.9994	7.6596	5.1419	7.4621	12.2179	7.45585	0.42	0.245362732486174	0.10645402740556	0.0046739165548546	0.0394729573600591	0.0416657121104138	0.29908584865551	0.9341	0.2936	0.1599	0.0819	0.1665
TCGA-21-1078-01	15.1935	4.8792	5.2478	5.2478	4.6744	4.6522	6.5912	5.4283	0.831	6.1908	5.2179	3.8709	2.6898	2.2912	2.2912	2.9299	6.0537	5.7746	4.1646	1.1166	11.0057	5.6328	0.92	0.0108469393197396	0.0958998441277026	0.0311702726020268	0.0410026082151594	0.0186319969168334	0.288775050060123					
TCGA-77-A5GH-01	11.7671	8.9064	9.2552	9.417	9.8119	9.4811	9.7438	8.5948	5.4835	12.3581	12.0917	7.9835	6.6438	7.6113	9.8138	8.2135	9.9923	9.3575	8.1364	7.5056	11.8973	9.77785	0.46	0.441198514233716	0.0795747991716857	0.0595108147829258	0.0350523001972253	0.134602407694589	0.101638342084699	1.8734	1.0398	0.4348	0.3734	0.0995
TCGA-60-2714-01	12.3527	8.6034	8.3604	8.1185	7.7244	8.5175	9.0301	7.808	4.5741	12.3172	9.4726	8.8932	8.4629	6.1461	7.5094	6.5543	9.2043	9.0121	5.7877	6.2595	12.3289	8.37725	0.34	0.747301049475025	0.0984964200462827	0.0210600293255417	0.0181531037777456	0.084713812587153	0.315381725893875	1.1767	0.5774	0.2175	0.2227	0.1355
TCGA-34-2600-01	15.2687	6.0705	6.7504	6.0528	5.4017	5.6914	7.116	6.4735	2.094	8.4992	7.7074	3.4876	3.9738	3.2603	5.0568	4.5531	6.4669	6.7882	4.4479	4.2465	10.3705	6.25885	0.86	0.0802567044041983	0.0555329701625807	0.0	0.0345155905176068	0.0470820144381392	0.223586920171105	-0.1023	-0.5476	0.0164	-0.0619	0.1235
TCGA-33-4533-01	10.307	7.6225	6.6417	6.7055	5.8274	6.8094	6.3756	6.4452	3.2022	8.285	7.0825	3.9407	4.1216	6.2646	5.6502	4.7241	7.5327	8.4947	4.5622	2.351	10.1668	6.1015	0.7	0.212526858787874	0.0828136521341383	0.0	0.014244278216098	0.0187638844801008	0.143143810624611	-0.274	-0.125	0.0865	0.6873	0.2845
TCGA-85-A510-01	9.3866	9.0634	9.1275	8.6855	8.205	8.5389	8.1358	8.5281	5.185	11.2405	9.0287	4.9729	6.3814	6.5441	8.075	6.7581	8.2528	8.5601	6.331	7.9483	11.7586	8.1704	0.55	0.306960788078404	0.139327502486103	0.0	0.0893909268488447	0.0718285115370421	0.184258493873169	1.3522	0.4411	0.154	-0.3721	0.3945
TCGA-52-7622-01	12.8627	8.898	8.8538	8.7455	9.2403	8.8402	9.3534	8.1105	4.7676	12.1821	10.9785	9.6753	6.7699	6.6257	7.5557	7.6014	9.0759	10.1115	6.7315	9.1799	12.6176	9.29685	0.39	0.405700564996222	0.0594507961437485	0.0	0.0406991590747325	0.0942807108004797	0.202809387154711	1.569	0.9784	0.4464	0.4713	0.138
TCGA-77-7337-01	12.35	7.7115	8.0075	7.3748	8.1178	7.6369	8.1089	6.7507	2.1403	10.1045	9.1528	5.0902	4.6159	4.8036	6.0242	6.1403	8.0928	9.2546	6.2653	3.6145	12.1777	8.11335	0.52	0.297990223019054	0.0870347738689046	0.001184483089692	0.0	0.11160724039278	0.218733013680103	0.2484	0.2877	0.0589	0.8806	0.341
TCGA-37-A5EN-01	13.0092	7.9879	8.016	9.69	6.7568	7.1025	6.6582	6.6273	3.2587	10.9033	9.4635	5.9307	5.8437	6.2479	6.288	7.1756	6.8668	8.0707	6.1607	8.8575	10.3674	6.7075	0.54	0.278836784507137	0.12967489347584	0.0089383202501696	0.0180308870959641	0.11209065147223	0.167873302392063	1.1291	-0.1687	0.0147	0.0195	0.167
TCGA-77-8148-01	12.7074	7.2452	7.5012	6.8998	5.8208	6.4069	6.8652	6.3378	2.1373	11.1114	9.153	5.6844	4.457	5.7767	6.6783	7.0554	7.7531	8.1338	6.3886	5.7767	11.4323	6.343	0.68	0.187717801075363	0.120129508593154	0.0357364280229367	0.022500757573809	0.103324795336686	0.24281523081248	0.8141	0.0807	0.0525	0.4674	0.3505
TCGA-18-5592-01	12.4813	8.3081	7.8885	7.4011	8.8832	8.008	9.4179	7.6097	4.3732	10.0826	7.1006	5.7243	5.7143	5.6839	7.7509	6.8219	7.6961	8.8664	5.0694	4.154	11.6888	9.150549999999999	0.85	0.137005561358492	0.188969467845613	0.0	0.056321001880607	0.0525498823201803	0.110684128105377	0.1928	-0.3099	0.1719	0.3886	0.1325
TCGA-92-7341-01	13.4944	5.9187	7.4277	6.7728	6.8866	6.1923	6.9769	5.8785	0.7353	8.6264	7.3592	6.3178	3.9657	4.6964	5.7328	5.9959	8.042	6.9655	6.5146	3.3654	11.9103	6.931749999999999	0.51	0.21681845320365	0.0334305712305787	0.0025500644645171	0.0138897057767137	0.0213820399398028	0.274432360553287	-0.0206	0.072	0.0437	0.6395	0.3455
TCGA-34-A5IX-01	14.563	7.3601	7.2943	6.9113	6.9837	7.1416	7.5102	6.6932	3.3232	8.7351	7.8571	5.2541	4.6234	5.707	6.2023	6.0266	7.3046	7.6299	4.5888	4.9986	11.2051	7.24695	0.36	0.439841472816528	0.131933635517656	0.0	0.0613443427136723	0.0734988781275011	0.148774320345269	0.0867	-0.1181	0.0277	0.2241	0.335
TCGA-56-8623-01	12.5296	8.9293	9.2574	9.0017	8.61	7.6017	10.0953	9.3817	2.9102	8.9683	8.4897	7.5846	5.9753	6.4702	7.5723	6.1377	10.131	8.4606	5.2826	5.8586	14.4836	9.35265	0.96	0.398298970873551	0.0769375902815138	0.0176886747507032	0.0	0.0101724525046339	0.318816381938062	1.2892	1.6269	0.3841	0.2017	-0.2985
TCGA-63-A5MI-01	12.5632	6.1924	6.5944	6.1149	5.2947	5.447	6.0569	4.9567	1.0655	7.7496	6.033	4.0744	3.8739	3.7029	4.3696	6.4754	6.1707	7.6667	4.8509	4.905	9.4976	5.6758	0.47	0.271287763504995	0.073304427443099	0.0012276827491601	0.0	0.0003064292528064	0.149626868978474	-0.4296	-0.6883	-0.1604	0.2331	0.415
TCGA-66-2791-01	12.4389	9.6931	9.5636	9.3484	9.5487	9.3908	9.9728	9.2717	6.0581	12.2285	10.9097	9.4845	7.1884	6.4845	8.5128	8.0671	9.5966	9.6992	7.6168	8.4565	12.5079	9.76075	0.45	0.316537107755918	0.191204440760548	0.0244052662381572	0.0	0.11544697510233	0.209598034124867	1.8649	1.0048	0.4243	0.4102	0.301
TCGA-21-1071-01	12.3682	7.9092	7.6758	7.7098	7.0803	7.2621	7.5653	6.7645	4.3264	10.4522	9.456	6.8885	5.0792	6.0286	6.6482	6.5147	8.4797	8.7441	6.1264	4.5339	12.2158	7.3228	0.29	0.420078264686857	0.0838755965863223	0.0	0.0	0.133724456348801	0.320073629611743	0.3581	0.367	0.2377	0.4929	0.3115
TCGA-60-2711-01	13.219	8.742	8.8204	8.3029	8.8432	8.3701	8.8667	8.1008	4.4134	9.8046	8.1515	4.6763	6.8699	4.817	7.7276	7.1146	7.7209	8.9272	5.9692	5.8166	10.6494	8.854949999999999	0.65	0.811192428522871	0.212065217982986	0.0221347925556502	0.0479550377627238	0.0668547126245715	0.146871945299423	0.9088	-0.1402	0.1393	0.0738	0.3485
TCGA-37-4133-01	15.6711	8.5694	8.1808	8.4571	8.0957	8.1545	7.5464	7.9114	3.6795	11.0153	10.1595	8.6006	5.9801	5.5526	6.3095	5.4978	9.1924	10.7982	4.7004	6.5774	11.7827	7.8210500000000005	0.67	0.078262910066817	0.1695061001458315	0.0	0.0037751449626834	0.13746199530491948	0.243631275137977	1.0316	0.2926	0.4084	-0.2324	0.6045
TCGA-34-8454-01	14.2974	8.8276	9.6407	9.163	9.275	9.7915	9.8508	8.6596	4.2605	10.9063	10.9193	5.6944	7.1265	8.18	8.7958	8.7551	8.8728	12.1003	8.6359	7.6734	11.8075	9.562899999999999	0.45	0.398694630875622	0.0927497949362455	0.0127902670708313	0.0700715843081888	0.0724558070128828	0.158374652457911	1.6864	0.7575	0.4939	0.6092	0.17
TCGA-56-7582-01	12.6604	7.5704	7.2852	7.2756	6.2264	6.4041	7.0467	6.7191	3.6873	10.6905	8.9096	6.0464	4.254	5.6609	6.4303	6.6012	8.6782	7.8735	5.3557	3.9509	12.0748	6.63655	0.62	0.130576552427315	0.126855484695646	0.0	0.0167125492972215	0.148511851554456	0.300223331201568	-0.1083	0.2846	0.0262	0.3106	0.145
TCGA-18-3406-01	13.5046	8.3874	8.8481	8.887	8.9435	8.0139	7.701	7.9372	4.3145	11.5816	11.7849	5.4436	5.0567	7.3153	6.1026	7.7494	9.6314	11.7654	6.1176	7.3575	12.38	8.32225	0.48	0.337486525608181	0.10903708274924	0.0037664305437364	0.0	0.0995677880446792	0.129373179565609	1.5477	0.8753	0.6074	0.2209	0.429
TCGA-56-8309-01	12.288	9.9157	10.8374	10.4765	8.6422	9.2036	9.4074	9.2581	5.1039	12.6518	10.7509	8.1408	8.4959	8.0805	8.7072	8.7946	9.9771	11.454	8.9375	7.1173	12.88	9.0248	0.31	0.50940422456754	0.112580386082821	0.0767743939512956	0.0129689974158716	0.0825195699900206	0.186095987747126	2.1526	1.4062	0.4114	0.8377	-0.0255
TCGA-21-1080-01	15.6303	8.6983	8.2076	7.8636	7.3592	8.0976	8.5234	7.2415	3.5173	10.4551	7.8859	5.4464	5.9185	5.0685	7.0535	6.2886	8.269	9.9776	5.3631	6.4432	11.9797	7.9413	0.77	0.0757458959982651	0.179851069675086	0.0141482917000144	0.0292484782160928	0.0371453227729472	0.158642907552741	0.6292	0.1624	0.0967	0.0807	0.299
TCGA-60-2721-01	13.2763	9.9662	9.7506	9.5247	8.3734	9.0647	9.3764	8.8649	4.362	12.4555	12.264	5.9642	7.0749	6.621	7.912	8.1412	8.7827	10.2631	8.0318	6.6324	12.1169	8.8749	0.61	0.0410919229734787	0.227414380106129	0.0332604711930837	0.0034043905748114	0.073098873053955	0.22291087981389	1.6849	0.7552	0.2993	0.4967	0.068
TCGA-60-2716-01	14.5409	4.9392	5.5186	5.1241	4.2529	3.7975	5.0131	4.5398	0.0	6.739	4.5986	4.6916	2.1855	2.1855	3.7289	3.2308	5.9906	6.7945	4.1458	0.4034	9.7402	4.633	0.68	0.0194528172103157	0.130763950336911	0.0084498063488801	0.0450404629207098	0.0212102573766448	0.332460633042729	-1.2657	-1.08	-0.3225	-0.28	0.0765
TCGA-66-2737-01	12.4643	8.3421	8.3385	8.3475	7.6442	6.8187	7.4671	7.5443	2.9803	10.5882	9.9556	7.3211	5.9497	5.9871	6.9896	6.7056	9.5393	9.0389	6.8223	6.1107	12.1728	7.55565	0.48	0.22929238331634	0.106619975473166	0.0	0.0	0.0604533537167147	0.189682497606592	1.0141	0.7552	0.3765	0.7915	0.3135
TCGA-63-7021-01	14.5755	7.9142	9.032	8.1693	8.5546	8.0489	8.5029	7.858	2.7572	9.4495	8.6713	7.8968	5.9556	6.577	7.516	7.5295	8.6754	9.2633	7.063	6.7491	12.0992	8.52875	0.26	0.513351845982807	0.0869063085890452	0.0065415598811912	0.0	0.0484403162816911	0.174727606303609	1.3334	0.5754	0.3682	0.6378	0.0785
TCGA-85-8352-01	9.2331	7.4733	6.181	5.8726	4.918	5.9561	6.2237	6.3214	2.7381	8.1528	8.1616	3.4058	4.4556	3.5199	6.4055	4.3971	6.2321	9.5743	4.4516	2.6405	9.158	5.57085	0.93	0.0404723453041889	0.197512508980056	0.0	0.0	0.0531919759594193	0.145528934321812	-0.7558	-1.0309	-0.1938	-0.6934	0.2795
TCGA-85-7698-01	12.5741	8.4034	8.9028	8.674	7.0993	7.8103	7.9433	7.2807	3.0405	10.1786	9.4013	9.1674	6.2477	7.1025	7.757	7.3909	8.6088	7.9504	7.2164	8.7717	12.2968	7.5213	0.63	0.246776593692919	0.132862976056063	0.0278788830709562	0.0254068022467085	0.0819185168657234	0.219146406658754	1.3968	0.5525	0.3254	0.6445	0.219
TCGA-77-8139-01	13.2705	6.8247	7.3042	7.2871	6.7518	7.2166	7.4027	6.4165	2.2401	9.1364	7.838	5.4742	5.0293	5.1603	6.6395	5.7815	7.0509	6.9016	5.9529	4.7587	11.2323	7.07725	0.3	0.362187671402054	0.0878255842673581	0.0	0.0	0.0429198128856038	0.192136371442162	0.6239	-0.1777	0.0532	0.694	0.265
TCGA-98-8020-01	13.3348	8.2062	8.3438	7.8212	8.0575	7.9697	9.1312	7.5817	3.7633	10.7412	10.0838	6.3709	6.6033	6.2687	7.805	7.0076	8.7522	8.8962	7.0062	4.4844	12.4473	8.594349999999999	0.46	0.272515085292394	0.0901574543810284	0.0136595720665397	0.0	0.10478552487089	0.216939294121383	0.5475	0.393	0.4566	0.8795	0.1065
TCGA-85-8052-01	14.0223	6.9419	7.3242	7.2981	5.1759	6.3203	6.6229	6.1846	1.9521	6.9834	6.3332	6.6643	5.6375	5.7184	5.8676	5.9026	7.9105	5.7379	5.6743	6.8641	12.053	5.8994	0.37	0.330337207847322	0.0804505833890322	0.0576502494072537	0.0	0.021846009063105	0.29528872129739	0.4749	0.0538	0.0367	0.3309	0.151
TCGA-43-3920-01	12.451	9.4678	8.5661	9.0256	9.5772	8.9436	8.2503	8.5988	4.782	11.5412	12.6127	5.5597	5.917	7.0263	7.4674	6.3067	9.1859	10.8299	5.0334	5.4583	11.561	8.91375	0.52	0.0698492960324527	0.136838091710789	0.0	0.0151802082123105	0.0346031926219381	0.27494786082935	1.2001	0.5027	0.3362	0.5031	0.502
TCGA-77-7142-01	13.7382	7.5525	7.4467	7.3291	6.5202	6.5826	7.0882	6.6478	2.4406	8.8527	7.5751	4.8419	3.7201	4.5777	6.0673	8.075	8.3784	7.0242	4.9814	4.7459	11.9039	6.8042	0.39	0.143154001867028	0.0779950294578717	0.0	0.0203130122400684	0.031138676633862	0.410401936055588	-0.1749	0.3203	0.0943	0.2317	0.1915
TCGA-NC-A5HK-01	15.4658	7.6441	7.08	6.7924	8.1324	7.3716	7.8346	6.9045	3.5453	7.7215	9.678	8.9457	6.9812	4.3422	6.5058	5.953	6.57	10.0422	3.82	2.7769	10.6683	7.9835	0.48	0.20799404985426	0.135379561374058	0.0082122004420973	0.16961099735801	0.0203479299605847	0.0940094708937533	-0.0431	-0.6958	0.3977	0.2373	0.22
TCGA-60-2719-01	13.5195	7.6103	7.3267	7.3348	6.2112	6.6551	7.2597	6.876	2.4723	10.0102	8.4824	5.2933	4.71	5.128	6.2405	6.5233	8.5874	7.3267	6.2164	4.6589	12.0795	6.73545	0.79	0.18518133167106	0.0896023665833979	0.0033092396821035	0.0	0.0652289555288691	0.367411802728326	0.4811	0.2398	0.0013	0.1709	0.367
TCGA-58-8387-01	13.6585	8.9474	9.2085	9.4004	8.8441	9.6211	8.2109	8.6802	4.0843	12.0158	10.7692	9.5292	5.9698	6.4122	7.2608	7.6107	8.4331	9.5447	6.8201	8.6519	11.2299	8.5275	0.38	0.461174474916133	0.128560945642544	0.0385876274417058	0.033125890968853	0.105500341339239	0.132637646597962	1.9152	0.4373	0.3195	-0.0925	0.548
TCGA-43-7658-01	9.6546	9.8759	9.2609	9.3372	8.1074	7.8049	9.0326	9.0377	5.6185	11.6961	11.6778	5.9105	7.1864	6.2835	8.8787	7.732	9.1512	9.5992	7.5286	4.4218	11.3221	8.57	0.75	0.149451851060008	0.358787451929149	0.0252599155145187	0.0484997006094384	0.110198106578836	0.253848389991903	0.8745	0.3565	0.1548	-0.3341	0.342
TCGA-96-A4JK-01	11.9976	7.7447	8.6486	7.891	8.0945	8.2859	8.5904	7.9467	4.6336	10.8145	8.7062	5.0545	6.3706	5.6587	7.9219	6.9525	8.029	7.7032	6.3584	5.6719	11.0367	8.34245	0.5	0.279620118381765	0.117344270119069	0.0215267183779135	0.0606634808070633	0.133028276733408	0.289614441225772					
TCGA-43-6143-01	12.4979	5.9463	6.4828	5.9306	6.5424	6.539	7.4177	5.7518	1.5849	9.0464	8.5489	6.113	3.9898	5.0826	5.9923	5.9041	7.63	7.1118	5.964	3.7003	10.9264	6.98005	0.86	0.0380368921612561	0.0693992446295362	0.0083862647494256	0.0225319669287579	0.0387095900074504	0.190309524503962	-0.0942	-0.1244	0.0999	0.1925	0.205
TCGA-56-8305-01	12.905	5.1374	6.5586	5.6049	4.7499	5.3355	5.8054	4.1359	0.6023	7.9338	7.1009	4.0482	4.4753	4.9323	5.4252	4.9805	7.6732	4.0927	5.0367	3.7479	12.6523	5.2776499999999995	0.41	0.297849802072129	0.0361103113908259	0.0	0.0	0.0347545457557157	0.298689482232918	-0.1084	-0.1746	0.0552	0.5743	0.2235
TCGA-66-2769-01	11.0287	8.2156	8.6417	9.1386	7.9894	7.1356	7.9324	7.6136	2.7389	10.2894	11.7871	7.5006	6.0948	6.8629	7.0393	6.6071	9.8685	8.7497	6.9976	8.0504	12.4515	7.9609000000000005	0.32	0.0322353832356814	0.0615700740088962	0.023867873452087	0.0	0.0464683936470921	0.218794085496014	1.6914	1.0194	0.4043	0.6738	0.4025
TCGA-22-1000-01	14.6463	9.1834	9.4577	9.3176	8.156	7.6582	8.3348	7.9825	3.4249	11.0419	9.8069	6.3734	6.892	7.6034	7.5902	7.9825	10.211	10.5363	8.2805	6.8538	13.2195	8.2454	0.18	0.42246856812027	0.0885623691485033	0.0309065530377495	0.0	0.0454995266320146	0.259228369219898	1.7639	1.2808	0.3457	0.9733	0.0305
TCGA-18-3412-01	15.6406	6.7365	7.3485	7.2444	6.9295	6.3642	6.6881	6.6604	1.743	9.8896	9.388	6.3225	4.187	4.978	5.3542	5.5233	8.6084	8.717	5.239	5.8512	12.4102	6.8088	0.78	0.0744633465914126	0.0840440653088129	0.0118432260935941	0.0	0.106262379434644	0.300081839865093	0.3188	0.1502	0.067	0.1763	0.483
TCGA-66-2759-01	14.783	8.1207	8.3867	8.3383	7.8758	7.9335	7.8181	7.6694	4.2234	11.0869	10.1458	9.9496	5.8693	5.966	7.3525	6.7817	9.0294	8.7223	7.022	6.312	12.8274	7.84695	0.5	0.0729784950236383	0.109205683609013	0.0130331480471773	0.0	0.0974985834187329	0.341625455707747	1.0016	0.6021	0.2863	0.39	0.3645
TCGA-66-2794-01	12.3998	10.8989	10.0337	9.9831	10.1882	10.107	10.5519	10.2154	6.5548	12.8418	12.0898	8.8715	7.8342	6.7597	9.3293	8.5125	9.7487	10.1458	7.1069	7.432	12.5203	10.370049999999999	0.64	0.0743801841692933	0.270234021936498	0.035722785783826	0.0886381056646814	0.134972063090131	0.171534647548946	1.8799	0.8745	0.4903	-0.0986	0.302
TCGA-21-1083-01	12.2377	8.8314	8.5626	8.6852	8.3964	8.5939	8.7352	7.7386	4.9413	11.2241	10.333	9.5185	6.2414	6.8973	8.788	8.1831	9.2338	9.4764	7.2213	4.3717	12.0648	8.5658	0.58	0.0656161704606316	0.116345070917407	0.0123757407131012	0.0	0.0996494553864782	0.337508005098703					
TCGA-60-2695-01	12.1823	9.0369	8.5988	7.9741	7.3126	8.1127	8.5515	7.9164	3.4427	10.206	9.5375	6.0693	6.2977	5.6354	7.6682	6.8356	8.7663	9.1203	5.9061	7.5465	11.7626	7.93205	0.81	0.123347834709976	0.267196937104474	0.0159833340254416	0.0127625777129912	0.0712902351415925	0.179399213822788	1.0686	0.323	0.3332	0.159	0.295
TCGA-85-6560-01	5.9708	9.195	8.3713	8.3386	7.396	8.0298	8.3936	7.6858	3.6634	11.0795	9.8865	5.754	5.52	6.3579	7.0179	6.879	9.246	8.4631	6.6411	6.1728	12.7709	7.8948	0.49	0.247099010176977	0.12920899372993	0.0020740332637026	0.0219683050701393	0.0742026177230962	0.326141354575137	1.0131	0.7623	0.076	0.2864	0.337
TCGA-98-8022-01	13.0466	8.5157	8.7345	7.9937	8.3968	7.5511	8.65	7.4435	3.2861	10.5879	9.3053	5.1157	6.4573	6.3661	7.5143	6.9648	8.6057	10.204	5.9095	7.1195	11.7261	8.5234	0.42	0.223761282668518	0.143234621934058	0.0184606136344793	0.0701368603796744	0.0699865228372391	0.157198138399712	1.2539	0.5548	0.4889	0.4841	-0.0545
TCGA-43-5668-01	13.0084	9.7419	9.8808	9.6239	8.7852	8.7809	9.6648	8.8616	4.5974	13.3698	10.9478	6.9345	7.5646	7.2289	9.0011	8.6962	9.7105	8.8218	8.0559	8.9846	13.1897	9.225	0.34	0.458448669297104	0.143844955879436	0.0406190934327064	0.0132031622032851	0.0910140381384027	0.267678470547857	2.0901	1.1872	0.1821	0.0301	0.0
TCGA-21-5786-01	11.7095	7.5866	7.7284	7.5167	6.6865	7.3421	7.073	6.7646	2.0107	9.3593	8.1555	4.8038	5.0288	5.3947	6.6239	5.7236	7.3892	7.1974	6.4626	5.3597	10.9829	6.87975	0.58	0.231770698425474	0.0991114987746695	0.0467333993811535	0.0380990379084034	0.0579958305181093	0.190085061382488	0.7016	-0.0894	0.1034	0.661	0.301
TCGA-34-8456-01	12.4055	7.4813	7.567	7.2261	5.2339	6.7716	6.9544	5.6654	1.0659	7.9864	6.422	7.6636	5.1251	5.7989	6.0577	6.2565	7.6281	7.8631	7.0245	7.608	11.209	6.09415	0.64	0.184523427555156	0.0904346694794465	0.0087083318935438	0.0	0.0275140510913337	0.284038662437643	0.6414	0.0565	-0.0326	0.3433	0.139
TCGA-66-2755-01	8.8363	8.432	9.2728	9.1553	7.1339	7.8506	8.3208	10.2132	3.8598	11.574	10.6433	9.7697	5.9082	6.9175	7.9556	7.2632	9.7484	9.914	8.7373	7.1557	12.8898	7.7273499999999995	0.3	0.396114323461025	0.0461660013599072	0.0089791226460775	0.0053251578690169	0.0935091877863823	0.176218987125513	1.6204	1.2125	0.5834	0.2997	0.3485
TCGA-18-4083-01	12.7938	8.4651	8.1752	8.2409	7.4346	7.5064	8.1519	7.1906	4.6176	9.9972	8.3748	10.0137	5.8523	5.9536	7.8519	6.9952	8.3984	8.1108	6.5225	5.6736	11.0285	7.79325	0.68	0.0776437384706878	0.173436489442556	0.0451431763393763	0.0186930616647757	0.035865066875104	0.159795371995253	0.9304	0.1233	0.0824	0.3958	0.3355
TCGA-56-7222-01	13.5324	3.565	4.1801	4.2346	2.4709	4.3627	4.7477	3.2837	0.0	5.4477	6.7402	3.9709	1.0346	3.3345	4.8734	2.9338	5.5043	7.2677	3.3578	2.8662	10.9272	3.6093	0.53	0.22858862197087	0.0	0.0	0.0087365419352645	0.0	0.107543780866154	-1.076	-0.5849	0.0684	0.4529	0.325
TCGA-52-7812-01	12.455	9.7713	9.4044	9.0503	9.5181	9.2529	8.7138	9.3436	6.8937	13.096	10.7455	8.7014	7.0498	5.4385	8.3834	7.1506	9.1892	10.4933	5.6268	5.6937	11.8948	9.115950000000002	0.56	0.360160312263622	0.253203784563877	0.0475830619063692	0.0546726183015894	0.121419662771156	0.204856025529049	1.2575	0.6693	0.5329	-0.0088	0.382
TCGA-94-8490-01	13.5835	7.257	6.7659	5.9969	6.1985	6.8094	7.4272	6.6748	2.584	8.3494	7.7481	5.4279	4.6037	2.8569	6.3387	5.0469	5.7403	5.9197	3.9612	0.5021	9.44	6.81285	0.79	0.126380707474923	0.23347485074568	0.0	0.0390637686319298	0.0450152800665138	0.135987902080907	-0.7546	-1.0037	-0.087	-0.0286	0.1405
TCGA-51-4081-01	12.0058	4.7989	4.8637	4.3642	3.6924	4.2718	5.3288	3.7392	0.8891	7.3849	5.079	6.0106	1.435	3.4885	4.9053	3.6924	6.7017	3.9918	4.911	0.0	10.2941	4.5106	0.63	0.037836854434879	0.0370183978562537	0.0	0.0	0.0	0.15873953081698	-1.5378	-0.6683	-0.2484	0.6061	0.139
TCGA-39-5028-01	14.6785	8.0632	8.1335	8.2897	7.7533	8.0059	8.1141	7.0798	2.1164	9.5108	12.4402	6.0456	6.0992	6.2727	7.5692	6.4551	8.9111	10.3025	6.4752	5.8715	12.0559	7.9337	0.19	0.414590601358404	0.102694049170359	0.0194463516632648	0.0393291240647352	0.063427944050455	0.195132080085336	1.1133	0.5111	0.3128	0.5843	0.2145
TCGA-22-5482-01	13.5215	6.0015	6.5504	6.1228	6.4197	6.2466	6.8331	5.7735	0.9535	9.9735	8.8667	4.9529	3.2372	3.3297	5.0099	4.7833	7.2549	6.593	4.6463	2.3388	12.3943	6.6264	0.66	0.160630245007198	0.0291589617172731	0.0	0.0324899319528167	0.0268343329769406	0.28664100870883	-0.3679	-0.3614	-0.0244	0.6626	0.3165
TCGA-60-2725-01	12.5297	9.7977	9.1088	9.2476	8.3647	8.5532	8.8624	8.3916	4.6372	11.0244	10.972	8.116	6.8744	6.1201	7.602	7.6409	10.0137	9.6331	7.073	8.1546	13.1281	8.61355	0.35	0.443379762401256	0.142764208448564	0.0	0.002909389376077	0.064413305088242	0.21236860520235	1.756	1.213	0.5963	0.4976	0.2085
TCGA-21-5782-01	14.177	7.8678	8.4344	7.7447	7.6184	8.5981	8.0804	7.8112	4.6203	9.1103	7.5595	4.8056	5.5567	5.0697	7.3369	7.1326	7.3569	8.2865	6.7671	6.2318	11.3529	7.849399999999999	0.48	0.337587294315998	0.13672049237403	0.0013019583030653	0.0	0.0151414821824839	0.160224322820642	1.097	0.0589	0.4184	0.9708	0.388
TCGA-66-2800-01	11.9722	7.1552	7.7979	7.2788	5.9968	6.4235	7.1904	6.8871	1.8629	9.3574	8.2262	6.3861	4.6027	5.2282	5.4181	6.0647	9.6464	6.9904	6.1245	6.68	12.9917	6.5936	0.52	0.0518244465310922	0.0430642369516562	0.0	0.0	0.0287992833082725	0.343266526402074	0.8181	0.8364	0.0786	0.3851	0.3405
TCGA-18-3421-01	13.627	9.8203	8.8101	9.1321	9.7984	9.7602	8.9273	8.939	5.5521	11.3158	11.3731	7.6148	4.9297	5.2204	7.1164	6.0486	8.9784	13.9258	5.0879	4.5653	12.0207	9.362850000000002	0.47	0.192879866180177	0.302926573109905	0.0	0.0106417282348322	0.122743822462188	0.205199329678555	0.7523	0.2996	0.303	0.0409	0.618
TCGA-22-1016-01	13.1593	6.983	7.4406	6.8928	6.3237	6.9922	7.8367	7.0937	1.1445	7.3219	8.6252	6.3666	5.1251	4.7238	5.5043	5.9898	9.9949	7.1604	5.7428	6.983	13.5405	7.0802	0.33	0.302886364078565	0.0434881982892698	0.0	0.0053803568164308	0.0022823610806449	0.295413451170643	0.6723	1.0427	0.379	0.6383	0.1015
