dataset	sample	n_cells	n_malignant	n_tnk	malignant_cldn4	frac_tnk	cldn4_arm
GSE205335	P0031	6428	319	3824	0.9488405585289001	0.9230026550808593	low
GSE205335	P1006	6090	1282	2998	1.338077425956726	0.7004672897196261	high
GSE205335	P1015	1195	291	473	0.7684376239776611	0.6191099476439791	low
GSE205335	P1016	6924	5336	763	1.4550707340240479	0.1251024758157075	high
GSE205335	P1017	6266	2186	2370	1.446833848953247	0.5201931518876207	high
GSE205335	P1018	5029	1180	2546	1.4567127227783203	0.6833064949006978	high
GSE205335	P1025	1222	980	128	1.694045066833496	0.11552346570397112	high
GSE205335	P1027	4600	1318	2619	2.1198792457580566	0.6652273304546609	high
GSE205335	P1030	861	603	140	1.6170852184295654	0.18842530282637954	high
GSE205335	P1037	4983	3671	611	0.9543756246566772	0.14269033162073796	low
GSE205335	P1056	5103	2386	1354	0.8104878067970276	0.36203208556149735	low
GSE205335	P1062	3057	188	1934	0.9858523607254028	0.9114043355325165	high
GSE205335	P1063	4297	131	3144	0.7369170188903809	0.96	low
GSE205335	P1072	1273	406	586	0.9359386563301086	0.5907258064516129	low
GSE205335	P1076	6975	849	2089	0.9238031506538391	0.7110279101429544	low
GSE205335	P1079	1277	543	501	0.9667482972145081	0.47988505747126436	low
GSE205335	P1084	3534	196	2350	2.256213903427124	0.9230164964650432	high
GSE205335	P1089	1609	1063	272	2.1514415740966797	0.20374531835205992	high
GSE205335	P1090	976	566	247	0.6880064606666565	0.3038130381303813	low
GSE205335	P1115	4397	3769	271	1.622982144355774	0.06707920792079208	high
GSE205335	P1119	2386	1222	621	0.5610693097114563	0.33695062398263703	low
GSE205335	P4001	2308	27	1801	0.7331695556640625	0.9852297592997812	low
