dataset	unit_id	n_epi_drawn	n_ref_drawn	frac_epi_copykat	frac_epi_infercnv	frac_epi_consensus	median_infer_mse	copykat_status	copykat_cor
GSE123902	LX675_NORMAL	191	250	0.02617801047120419	0.02617801047120419	0.0	0.01566207189073621	separated	-0.26428912625064893
GSE123902	LX682_NORMAL	199	250	0.09045226130653267	0.005025125628140704	0.0	0.012437700601884802	separated	-0.05949471164833524
GSE123902	LX684_NORMAL	142	250	0.0	0.028169014084507043	0.0	0.016598926183194182	all_diploid_cor>=0.6	0.744342272743823
GSE123902	LX685_NORMAL	269	250	0.026022304832713755	0.11152416356877323	0.0	0.0286828949807545	separated	-0.28535933202588837
GSE205335	CONTROL	800	250	0.04625	0.05	0.00125	0.011296640829368786	separated	-0.33645625910254334
GSE131907	LUNG_N01	199	150	0.05527638190954774	0.010050251256281407	0.0	0.009430358440713634	separated	-0.19339222560133634
GSE131907	LUNG_N06	178	150	0.07303370786516854	0.02247191011235955	0.0	0.0123412098601768	separated	0.0010025934332256279
GSE131907	LUNG_N08	299	150	0.043478260869565216	0.05016722408026756	0.0	0.010941557581002551	separated	-0.23848353071427805
GSE131907	LUNG_N09	384	150	0.018229166666666668	0.013020833333333334	0.0	0.008811269381850364	separated	-0.004033900967789647
GSE131907	LUNG_N18	399	150	0.045112781954887216	0.017543859649122806	0.0	0.012486271824460712	separated	-0.0373548593336898
GSE131907	LUNG_N19	174	150	0.0	0.028735632183908046	0.0	0.010402960649412337	all_diploid_cor>=0.6	0.661799043826408
GSE131907	LUNG_N20	305	150	0.029508196721311476	0.05245901639344262	0.0	0.012421085513607126	separated	-0.20009117950000782
GSE131907	LUNG_N28	233	150	0.030042918454935622	0.04721030042918455	0.0	0.010589380863646535	separated	-0.1601165238706449
GSE131907	LUNG_N30	334	150	0.05389221556886228	0.06287425149700598	0.0	0.01491114253102822	separated	0.2136530402798826
GSE131907	LUNG_N31	500	150	0.018	0.088	0.0	0.0161548651084086	separated	0.22501114527736094
GSE131907	LUNG_N34	500	150	0.032	0.092	0.0	0.014300462931004992	separated	-0.2954747962819562
