cohort	n	rho	p	locked_rho	delta_rho	max_abs_pct	max_abs_frac_tnk
GSE123902	13	-0.6593406593406593	0.0142255785114567	-0.659	-0.0003406593406592995	2.842170943040401e-14	4.996003610813204e-16
GSE131907	21	-0.5220779220779221	0.015195754492505785	-0.522	-7.792207792212125e-05	5.684341886080802e-14	4.579669976578771e-16
GSE205335	22	-0.43534726143421804	0.042861326301676696	-0.435	-0.000347261434218038	4.973799150320701e-14	4.579669976578771e-16
GSE189357	9	-0.6	0.08762282904140249	-0.6	0.0	4.263256414560601e-14	4.440892098500626e-16
