dataset	unit_id	role	n_cells	n_tnk	frac_tnk	n_annot_mal	annot_cldn4_pct	annot_cldn4_mean	n_epi_available	n_ref_available	n_epi_drawn	n_ref_drawn	cnv_ran	n_genes	n_epi_in_matrix	n_ref_in_matrix	copykat_status	copykat_cor	infercnv_thr	copykat_thr	null_n	null_borrowed_from	median_infer_mse	n_copykat	copykat_cldn4_pct	frac_epi_copykat	frac_annot_copykat	frac_other_epi_copykat	n_infercnv	infercnv_cldn4_pct	frac_epi_infercnv	frac_annot_infercnv	frac_other_epi_infercnv	n_consensus	consensus_cldn4_pct	frac_epi_consensus	frac_annot_consensus	frac_other_epi_consensus
GSE123902	LX682	test	4092	2558	0.6251221896383187	421	18.76484560570071	0.46131823402558575	421	2558	421	250	1	7721.0	421.0	250.0	separated	0.14636925854408334	0.04473277371661437	0.005050379244297447	801.0		0.013321823717402329	40.0	100.0	0.09501187648456057	0.09501187648456057		5.0		0.011876484560570071	0.011876484560570071		0.0		0.0	0.0	
GSE123902	LX682_NORMAL	control	4061	2600	0.6402363949766068	199	54.2713567839196	1.0152485403289617	199	2600	199	250	1	7726.0	199.0	250.0	separated	-0.05949471164833524	0.04473277371661437	0.005050379244297447	801.0		0.012437700601884802	18.0		0.09045226130653267	0.09045226130653267		1.0		0.005025125628140704	0.005025125628140704		0.0		0.0	0.0	
GSE123902	LX684	test	378	92	0.24338624338624337	173	72.83236994219652	0.9118972941270771	173	92	173	92	1	8142.0	173.0	92.0	low_conf	0.5460585907952978	0.04473277371661437	0.005050379244297447	801.0		0.014011002821531457	28.0	96.42857142857143	0.16184971098265896	0.16184971098265896		0.0		0.0	0.0		0.0		0.0	0.0	
GSE123902	LX684_NORMAL	control	2475	2019	0.8157575757575758	142	61.267605633802816	0.7484887624765805	142	2019	142	250	1	6056.0	142.0	250.0	all_diploid_cor>=0.6	0.744342272743823	0.04473277371661437	0.005050379244297447	801.0		0.016598926183194182	0.0		0.0	0.0		4.0		0.028169014084507043	0.028169014084507043		0.0		0.0	0.0	
GSE123902	LX685_NORMAL	control	3124	2345	0.7506402048655569	269	68.02973977695167	0.9856426729545156	269	2345	269	250	1	6630.0	269.0	250.0	separated	-0.28535933202588837	0.04473277371661437	0.005050379244297447	801.0		0.0286828949807545	7.0		0.026022304832713755	0.026022304832713755		30.0	50.0	0.11152416356877323	0.11152416356877323		0.0		0.0	0.0	
GSE123902	LX699	test	2671	2263	0.8472482216398353	46	15.217391304347828	0.31411776431478144	46	2263	46	250	1	5418.0	46.0	250.0	cluster_failed		0.04473277371661437	0.005050379244297447	801.0		0.021671412450249755	0.0		0.0	0.0		3.0		0.06521739130434782	0.06521739130434782		0.0		0.0	0.0	
GSE123902	LX701	test	788	322	0.4086294416243655	90	11.11111111111111	0.1116109679423314	90	322	90	250	1	5255.0	90.0	250.0	separated	0.0446506253650383	0.04473277371661437	0.005050379244297447	801.0		0.017405061552813426	18.0		0.2	0.2		6.0		0.06666666666666667	0.06666666666666667		3.0		0.03333333333333333	0.03333333333333333	
GSE189357	TD1	test	15216	9915	0.6516167192429022	2186	56.1299176578225	0.9674971541301649	2186	9915	800	250	1	7629.0	800.0	250.0	separated	0.28241964788698243	0.04473277371661437	0.005050379244297447	801.0	GSE123902	0.018146188786160908	115.0	99.1304347826087	0.14375	0.14375		18.0		0.0225	0.0225		1.0		0.00125	0.00125	
GSE189357	TD2	test	18064	11334	0.6274357838795395	1207	35.62551781275891	0.5306434754503818	1207	11334	800	250	1	6690.0	800.0	250.0	separated	0.3878824850125281	0.04473277371661437	0.005050379244297447	801.0	GSE123902	0.018677515269792545	28.0	89.28571428571429	0.035	0.035		27.0	33.33333333333333	0.03375	0.03375		0.0		0.0	0.0	
GSE189357	TD3	test	12658	6525	0.5154842787170169	664	48.04216867469879	0.6981268538447051	664	6525	664	250	1	9047.0	664.0	250.0	separated	-0.08526841816141126	0.04473277371661437	0.005050379244297447	801.0	GSE123902	0.014515853020270583	66.0	80.3030303030303	0.09939759036144578	0.09939759036144578		5.0		0.007530120481927711	0.007530120481927711		0.0		0.0	0.0	
GSE189357	TD4	test	11756	7096	0.6036066689350119	491	30.346232179226067	0.5108686257635009	491	7096	491	250	1	8510.0	491.0	250.0	separated	-0.09035553944487765	0.04473277371661437	0.005050379244297447	801.0	GSE123902	0.013513657856025407	70.0	98.57142857142858	0.1425661914460285	0.1425661914460285		7.0		0.014256619144602852	0.014256619144602852		0.0		0.0	0.0	
GSE189357	TD5	test	19079	11055	0.5794328843230777	1736	36.86635944700461	0.5360227792318812	1736	11055	800	250	1	6977.0	800.0	250.0	separated	-0.23593292525272347	0.04473277371661437	0.005050379244297447	801.0	GSE123902	0.017685726142301857	82.0	81.70731707317073	0.1025	0.1025		16.0		0.02	0.02		0.0		0.0	0.0	
GSE189357	TD6	test	8999	3392	0.3769307700855651	1211	63.501238645747314	1.1397017546722699	1211	3392	800	250	1	8922.0	800.0	250.0	separated	-0.10034823013493677	0.04473277371661437	0.005050379244297447	801.0	GSE123902	0.01193961709621951	246.0	98.78048780487805	0.3075	0.3075		4.0		0.005	0.005		0.0		0.0	0.0	
GSE189357	TD7	test	3507	1851	0.5278015397775877	849	36.63133097762073	0.45111739216566615	849	1851	800	250	1	4988.0	800.0	250.0	separated	-0.004942680687106515	0.04473277371661437	0.005050379244297447	801.0	GSE123902	0.028753582027162744	23.0	86.95652173913044	0.02875	0.02875		130.0	23.076923076923077	0.1625	0.1625		0.0		0.0	0.0	
GSE189357	TD8	test	15521	7257	0.4675600798917596	1019	45.338567222767416	0.6825880840310956	1019	7257	800	250	1	7964.0	800.0	250.0	separated	0.0010506320430169972	0.04473277371661437	0.005050379244297447	801.0	GSE123902	0.013496734674576473	21.0	100.0	0.02625	0.02625		6.0		0.0075	0.0075		0.0		0.0	0.0	
GSE189357	TD9	test	17573	4345	0.24725431059010983	4889	78.56412354264675	1.286821189923943	4889	4345	800	250	1	6282.0	800.0	250.0	separated	0.21220161654561184	0.04473277371661437	0.005050379244297447	801.0	GSE123902	0.019927482175696162	109.0	98.1651376146789	0.13625	0.13625		8.0		0.01	0.01		0.0		0.0	0.0	
GSE205335	CONTROL	control	15715	8233	0.5238943684377982	0			1071	8233	800	250	1	8809.0	800.0	250.0	separated	-0.33645625910254334	0.027113561268283275	0.006413377745924119	800.0		0.011296640829368786	37.0	0.0	0.04625		0.04625	40.0	25.0	0.05		0.05	1.0		0.00125		0.00125
GSE205335	P0031	test	6428	3824	0.5948973242065961	319	59.24764890282132	1.0321074000131345	501	3824	501	250	1	7815.0	501.0	250.0	separated	0.20948490935161965	0.027113561268283275	0.006413377745924119	800.0		0.016634831194418016	106.0	98.11320754716981	0.21157684630738524	0.3322884012539185	0.0	65.0	55.38461538461539	0.12974051896207583	0.15673981191222572	0.08241758241758242	25.0	96.0	0.0499001996007984	0.07836990595611286	0.0
GSE205335	P1006	test	6090	2998	0.4922824302134647	1282	74.18096723868955	1.454419941675175	1360	2998	800	250	1	9475.0	800.0	250.0	low_conf	0.5959197873640435	0.027113561268283275	0.006413377745924119	800.0		0.014544063309537036	269.0	98.88475836431226	0.33625	0.35723771580345287	0.0	63.0	44.44444444444444	0.07875	0.08366533864541832	0.0	2.0		0.0025	0.0026560424966799467	0.0
GSE205335	P1015	test	1195	473	0.39581589958158997	291	41.580756013745706	1.0137949164303333	321	473	321	250	1	8990.0	321.0	250.0	separated	0.28662658747325503	0.027113561268283275	0.006413377745924119	800.0		0.011236126224721673	78.0	100.0	0.24299065420560748	0.26804123711340205	0.0	11.0		0.03426791277258567	0.037800687285223365	0.0	1.0		0.003115264797507788	0.003436426116838488	0.0
GSE205335	P1016	test	6924	763	0.11019641825534374	5336	82.64617691154422	1.6930493563274216	5350	763	800	250	1	10955.0	800.0	250.0	all_diploid_cor>=0.6	0.8713033136579992	0.027113561268283275	0.006413377745924119	800.0		0.01797205776360477	0.0		0.0	0.0	0.0	64.0	59.375	0.08	0.08060453400503778	0.0	0.0		0.0	0.0	0.0
GSE205335	P1017	test	6266	2370	0.3782317267794446	2186	64.31838975297347	1.5546208471745202	2416	2370	800	250	1	10405.0	800.0	250.0	low_conf	0.4379665703572945	0.027113561268283275	0.006413377745924119	800.0		0.017111534876627428	192.0	97.39583333333334	0.24	0.26265389876880985	0.0	58.0	62.06896551724138	0.0725	0.07934336525307797	0.0	9.0		0.01125	0.012311901504787962	0.0
GSE205335	P1018	test	5029	2546	0.5062636707098827	1180	67.03389830508475	2.1044393337254506	1295	2546	800	250	1	11290.0	800.0	250.0	low_conf	0.40459361103508945	0.027113561268283275	0.006413377745924119	800.0		0.012583235965821655	414.0	100.0	0.5175	0.5671232876712329	0.0	8.0		0.01	0.010958904109589041	0.0	0.0		0.0	0.0	0.0
GSE205335	P1025	test	1222	128	0.10474631751227496	980	92.85714285714286	2.310694428602225	980	128	800	128	1	10658.0	800.0	128.0	all_diploid_cor>=0.6	0.9769818145576238	0.027113561268283275	0.006413377745924119	800.0		0.012193803398485172	0.0		0.0	0.0		5.0		0.00625	0.00625		0.0		0.0	0.0	
GSE205335	P1027	test	4600	2619	0.5693478260869566	1318	78.07283763277694	2.173997848939513	1459	2619	800	250	1	11033.0	800.0	250.0	separated	0.2579486035993877	0.027113561268283275	0.006413377745924119	800.0		0.012668760890716026	228.0	100.0	0.285	0.31622746185852985	0.0	34.0	67.64705882352942	0.0425	0.047156726768377254	0.0	1.0		0.00125	0.0013869625520110957	0.0
GSE205335	P1030	test	861	140	0.16260162601626016	603	61.69154228855721	1.4841073595315695	606	140	606	140	1	9087.0	606.0	140.0	all_diploid_cor>=0.6	0.6266025395722017	0.027113561268283275	0.006413377745924119	800.0		0.023364907809842874	0.0		0.0	0.0	0.0	173.0	64.16184971098265	0.2854785478547855	0.28689883913764513	0.0	0.0		0.0	0.0	0.0
GSE205335	P1037	test	4983	611	0.12261689745133454	3671	86.05284663579407	1.1972718181497537	3838	611	800	250	1	7364.0	800.0	250.0	all_diploid_cor>=0.6	0.8027327154152647	0.027113561268283275	0.006413377745924119	800.0		0.006653112792294799	0.0		0.0	0.0	0.0	1.0		0.00125	0.0013157894736842105	0.0	0.0		0.0	0.0	0.0
GSE205335	P1056	test	5103	1354	0.26533411718596905	2386	49.70662196144174	0.9966856921366043	2710	1354	800	250	1	7810.0	800.0	250.0	separated	0.2051394299077971	0.027113561268283275	0.006413377745924119	800.0		0.009701937890635268	155.0	82.58064516129032	0.19375	0.22094691535150646	0.009708737864077669	44.0	25.0	0.055	0.054519368723098996	0.05825242718446602	0.0		0.0	0.0	0.0
GSE205335	P1062	test	3057	1934	0.6326463853451095	188	45.21276595744681	1.379111871252045	188	1934	188	250	1	10772.0	188.0	250.0	low_conf	0.43376563156945735	0.027113561268283275	0.006413377745924119	800.0		0.008655697437109693	13.0		0.06914893617021277	0.06914893617021277		0.0		0.0	0.0		0.0		0.0	0.0	
GSE205335	P1063	test	4297	3144	0.7316732604142425	131	35.11450381679389	0.6928500047568636	138	3144	138	250	1	9417.0	138.0	250.0	separated	-0.2922464513365692	0.027113561268283275	0.006413377745924119	800.0		0.009028052983452758	31.0	25.806451612903224	0.2246376811594203	0.2366412213740458	0.0	4.0		0.028985507246376812	0.030534351145038167	0.0	0.0		0.0	0.0	0.0
GSE205335	P1072	test	1273	586	0.4603299293008641	406	58.86699507389162	1.4728426381811568	418	586	418	250	1	10876.0	418.0	250.0	low_conf	0.5840818096224022	0.027113561268283275	0.006413377745924119	800.0		0.019983784009288887	148.0	99.32432432432432	0.35406698564593303	0.3645320197044335	0.0	48.0	64.58333333333334	0.11483253588516747	0.11822660098522167	0.0	19.0		0.045454545454545456	0.046798029556650245	0.0
GSE205335	P1076	test	6975	2089	0.2994982078853047	849	59.36395759717315	1.306213510413085	1086	2089	800	250	1	9151.0	800.0	250.0	low_conf	0.48489020533409005	0.027113561268283275	0.006413377745924119	800.0		0.014190990788317016	317.0	98.10725552050474	0.39625	0.49522292993630573	0.03488372093023256	38.0	34.21052631578947	0.0475	0.05573248407643312	0.01744186046511628	3.0		0.00375	0.004777070063694267	0.0
GSE205335	P1079	test	1277	501	0.3923257635082224	543	51.38121546961326	1.1764317688232504	562	501	562	250	1	9562.0	562.0	250.0	low_conf	0.5217395796621775	0.027113561268283275	0.006413377745924119	800.0		0.013571957455791806	201.0	94.02985074626866	0.35765124555160144	0.3701657458563536	0.0	40.0	30.0	0.0711743772241993	0.07366482504604052	0.0	2.0		0.0035587188612099642	0.003683241252302026	0.0
GSE205335	P1084	test	3534	2350	0.6649688737973967	196	86.73469387755102	2.981590002184837	305	2350	305	250	1	10958.0	305.0	250.0	separated	0.3583608997021442	0.027113561268283275	0.006413377745924119	800.0		0.011220651837859464	131.0	99.23664122137404	0.42950819672131146	0.6632653061224489	0.009174311926605505	4.0		0.013114754098360656	0.02040816326530612	0.0	0.0		0.0	0.0	0.0
GSE205335	P1089	test	1609	272	0.16904909881914232	1063	87.77046095954844	2.2718277259375386	1064	272	800	250	1	9615.0	800.0	250.0	low_conf	0.48637367406906645	0.027113561268283275	0.006413377745924119	800.0		0.012451382324873934	354.0	100.0	0.4425	0.4430538172715895	0.0	15.0		0.01875	0.01877346683354193	0.0	0.0		0.0	0.0	0.0
GSE205335	P1090	test	976	247	0.2530737704918033	566	38.16254416961131	0.7449887665860461	579	247	579	247	1	9092.0	579.0	247.0	all_diploid_cor>=0.6	0.7122528179291298	0.027113561268283275	0.006413377745924119	800.0		0.01830089871616476	0.0		0.0	0.0	0.0	36.0	27.77777777777778	0.06217616580310881	0.0636042402826855	0.0	0.0		0.0	0.0	0.0
GSE205335	P1115	test	4397	271	0.06163293154423471	3769	88.8829928362961	1.3679334731676376	3769	271	800	250	1	8885.0	800.0	250.0	separated	0.391241294821543	0.027113561268283275	0.006413377745924119	800.0		0.012851969719453805	45.0	100.0	0.05625	0.05625		11.0		0.01375	0.01375		0.0		0.0	0.0	
GSE205335	P1119	test	2386	621	0.26026823134953897	1222	36.08837970540098	0.8679366284287895	1373	621	800	250	1	9470.0	800.0	250.0	separated	0.37735970505898225	0.027113561268283275	0.006413377745924119	800.0		0.010004542010674342	265.0	59.24528301886792	0.33125	0.36666666666666664	0.0125	14.0		0.0175	0.019444444444444445	0.0	1.0		0.00125	0.001388888888888889	0.0
GSE205335	P4001	test	2308	1801	0.7803292894280762	27	48.148148148148145	0.8066909648545527	130	1801	130	250	1	5703.0	130.0	250.0	low_conf	0.45349233382401866	0.027113561268283275	0.006413377745924119	800.0		0.02641079298983249	6.0		0.046153846153846156	0.2222222222222222	0.0	59.0	18.64406779661017	0.45384615384615384	0.4074074074074074	0.46601941747572817	1.0		0.007692307692307693	0.037037037037037035	0.0
GSE131907	BRONCHO_11	test	3178	809	0.25456261799874136	203	80.78817733990148	1.8059599708830327	204	809	204	150	1	8970.0	204.0	150.0	all_diploid_cor>=0.6	0.6620306097557447	0.03303476987647821	0.005009097682510215	3505.0		0.015985821318064114	0.0		0.0	0.0	0.0	4.0		0.0196078431372549	0.019704433497536946	0.0	0.0		0.0	0.0	0.0
GSE131907	BRONCHO_58	test	2813	1546	0.5495911837895485	460	72.17391304347827	1.4263533362235619	497	1546	497	150	1	8942.0	497.0	150.0	separated	0.3438230834246621	0.03303476987647821	0.005009097682510215	3505.0		0.009837725202766545	275.0	97.81818181818181	0.5533199195171026	0.5978260869565217	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0
GSE131907	EBUS_06	test	2303	611	0.2653061224489796	1186	71.16357504215851	1.3552293035869711	1197	611	500	150	1	8602.0	500.0	150.0	low_conf	0.5209661229505835	0.03303476987647821	0.005009097682510215	3505.0		0.016334409101846876	211.0	97.6303317535545	0.422	0.4254032258064516	0.0	33.0	51.515151515151516	0.066	0.06653225806451613	0.0	0.0		0.0	0.0	0.0
GSE131907	EBUS_10	test	5144	1530	0.2974339035769829	367	84.46866485013625	1.9049734855942484	400	1530	400	150	1	9558.0	400.0	150.0	low_conf	0.5158836498840752	0.03303476987647821	0.005009097682510215	3505.0		0.009918646734906805	250.0	97.2	0.625	0.6811989100817438	0.0	1.0		0.0025	0.0027247956403269754	0.0	1.0		0.0025	0.0027247956403269754	0.0
GSE131907	EBUS_12	test	3115	328	0.10529695024077046	257	88.32684824902724	2.3549040610356684	262	328	262	150	1	10259.0	262.0	150.0	low_conf	0.4952386730318732	0.03303476987647821	0.005009097682510215	3505.0		0.01646186031849129	219.0	98.17351598173516	0.8358778625954199	0.8521400778210116	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0
GSE131907	EBUS_13	test	3550	1150	0.323943661971831	376	0.26595744680851063	0.0018434765440424076	381	1150	381	150	1	9555.0	381.0	150.0	low_conf	0.4788626301232216	0.03303476987647821	0.005009097682510215	3505.0		0.01265460497905894	168.0	0.5952380952380952	0.4409448818897638	0.44680851063829785	0.0	6.0		0.015748031496062992	0.015957446808510637	0.0	0.0		0.0	0.0	0.0
GSE131907	EBUS_15	test	1105	479	0.4334841628959276	256	47.265625	1.1294928392821784	263	479	263	150	1	9102.0	263.0	150.0	separated	0.31787002347721716	0.03303476987647821	0.005009097682510215	3505.0		0.01124908553897448	80.0	100.0	0.3041825095057034	0.3125	0.0	3.0		0.011406844106463879	0.01171875	0.0	1.0		0.0038022813688212928	0.00390625	0.0
GSE131907	EBUS_19	test	2112	1427	0.6756628787878788	217	94.00921658986175	2.4779035334230066	228	1427	228	150	1	9978.0	228.0	150.0	all_diploid_cor>=0.6	0.973122135615063	0.03303476987647821	0.005009097682510215	3505.0		0.014199897951825993	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0
GSE131907	EBUS_28	test	5182	232	0.04477035893477422	4640	96.33620689655173	2.197978326433922	4766	232	500	150	1	7934.0	500.0	150.0	all_diploid_cor>=0.6	0.607999160374212	0.03303476987647821	0.005009097682510215	3505.0		0.016425734304845042	0.0		0.0	0.0	0.0	10.0		0.02	0.02066115702479339	0.0	0.0		0.0	0.0	0.0
GSE131907	EBUS_49	test	1775	1126	0.6343661971830986	114	49.122807017543856	0.9512107328950752	122	1126	122	150	1	7794.0	122.0	150.0	separated	0.35704689645635096	0.03303476987647821	0.005009097682510215	3505.0		0.014052306351298078	43.0	95.34883720930233	0.3524590163934426	0.37719298245614036	0.0	3.0		0.02459016393442623	0.02631578947368421	0.0	0.0		0.0	0.0	0.0
GSE131907	EBUS_51	test	3275	1143	0.34900763358778625	1285	85.36964980544747	1.581328884787959	1315	1143	500	150	1	8997.0	500.0	150.0	all_diploid_cor>=0.6	0.9607062336509564	0.03303476987647821	0.005009097682510215	3505.0		0.009685689287152372	0.0		0.0	0.0	0.0	1.0		0.002	0.0020242914979757085	0.0	0.0		0.0	0.0	0.0
GSE131907	LUNG_N01	control	3194	1326	0.41515341264871636	0			199	1326	199	150	1	7963.0	199.0	150.0	separated	-0.19339222560133634	0.03303476987647821	0.005009097682510215	3505.0		0.009430358440713634	11.0		0.05527638190954774		0.05527638190954774	2.0		0.010050251256281407		0.010050251256281407	0.0		0.0		0.0
GSE131907	LUNG_N06	control	2839	1273	0.4483973230010567	0			178	1273	178	150	1	7225.0	178.0	150.0	separated	0.0010025934332256279	0.03303476987647821	0.005009097682510215	3505.0		0.0123412098601768	13.0		0.07303370786516854		0.07303370786516854	4.0		0.02247191011235955		0.02247191011235955	0.0		0.0		0.0
GSE131907	LUNG_N08	control	3380	1452	0.42958579881656805	0			299	1452	299	150	1	7594.0	299.0	150.0	separated	-0.23848353071427805	0.03303476987647821	0.005009097682510215	3505.0		0.010941557581002551	13.0		0.043478260869565216		0.043478260869565216	15.0		0.05016722408026756		0.05016722408026756	0.0		0.0		0.0
GSE131907	LUNG_N09	control	2528	677	0.2678006329113924	0			384	677	384	150	1	7789.0	384.0	150.0	separated	-0.004033900967789647	0.03303476987647821	0.005009097682510215	3505.0		0.008811269381850364	7.0		0.018229166666666668		0.018229166666666668	5.0		0.013020833333333334		0.013020833333333334	0.0		0.0		0.0
GSE131907	LUNG_N18	control	4628	1657	0.358038029386344	0			399	1657	399	150	1	7698.0	399.0	150.0	separated	-0.0373548593336898	0.03303476987647821	0.005009097682510215	3505.0		0.012486271824460712	18.0		0.045112781954887216		0.045112781954887216	7.0		0.017543859649122806		0.017543859649122806	0.0		0.0		0.0
GSE131907	LUNG_N19	control	3870	1839	0.4751937984496124	0			174	1839	174	150	1	6982.0	174.0	150.0	all_diploid_cor>=0.6	0.661799043826408	0.03303476987647821	0.005009097682510215	3505.0		0.010402960649412337	0.0		0.0		0.0	5.0		0.028735632183908046		0.028735632183908046	0.0		0.0		0.0
GSE131907	LUNG_N20	control	5798	1662	0.28665056916177994	0			305	1662	305	150	1	6266.0	305.0	150.0	separated	-0.20009117950000782	0.03303476987647821	0.005009097682510215	3505.0		0.012421085513607126	9.0		0.029508196721311476		0.029508196721311476	16.0		0.05245901639344262		0.05245901639344262	0.0		0.0		0.0
GSE131907	LUNG_N28	control	3411	2277	0.6675461741424802	0			233	2277	233	150	1	6675.0	233.0	150.0	separated	-0.1601165238706449	0.03303476987647821	0.005009097682510215	3505.0		0.010589380863646535	7.0		0.030042918454935622		0.030042918454935622	11.0		0.04721030042918455		0.04721030042918455	0.0		0.0		0.0
GSE131907	LUNG_N30	control	3884	2086	0.5370751802265705	0			334	2086	334	150	1	6713.0	334.0	150.0	separated	0.2136530402798826	0.03303476987647821	0.005009097682510215	3505.0		0.01491114253102822	18.0		0.05389221556886228		0.05389221556886228	21.0	85.71428571428571	0.06287425149700598		0.06287425149700598	0.0		0.0		0.0
GSE131907	LUNG_N31	control	4241	1240	0.29238387172836594	0			548	1240	500	150	1	6684.0	500.0	150.0	separated	0.22501114527736094	0.03303476987647821	0.005009097682510215	3505.0		0.0161548651084086	9.0		0.018		0.018	44.0	61.36363636363637	0.088		0.088	0.0		0.0		0.0
GSE131907	LUNG_N34	control	5222	2407	0.46093450785139795	0			650	2407	500	150	1	6747.0	500.0	150.0	separated	-0.2954747962819562	0.03303476987647821	0.005009097682510215	3505.0		0.014300462931004992	16.0		0.032		0.032	46.0	58.69565217391305	0.092		0.092	0.0		0.0		0.0
GSE131907	NS_02	test	2313	977	0.4223951578037181	181	58.5635359116022	1.126727726322637	181	977	181	150	1	7956.0	181.0	150.0	low_conf	0.5912163569053388	0.03303476987647821	0.005009097682510215	3505.0		0.01376203865062978	86.0	95.34883720930233	0.47513812154696133	0.47513812154696133		3.0		0.016574585635359115	0.016574585635359115		1.0		0.0055248618784530384	0.0055248618784530384	
GSE131907	NS_03	test	2990	145	0.048494983277591976	2713	93.14412089937338	2.264933208146411	2720	145	500	145	1	8753.0	500.0	145.0	all_diploid_cor>=0.6	0.9396208179620932	0.03303476987647821	0.005009097682510215	3505.0		0.017330668333277455	0.0		0.0	0.0	0.0	10.0		0.02	0.02004008016032064	0.0	0.0		0.0	0.0	0.0
GSE131907	NS_04	test	1904	131	0.06880252100840337	1229	89.34092758340114	1.9523515591538418	1234	131	500	131	1	9801.0	500.0	131.0	all_diploid_cor>=0.6	0.9817502213954392	0.03303476987647821	0.005009097682510215	3505.0		0.012398084054457525	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0
GSE131907	NS_06	test	1070	383	0.3579439252336449	83	60.24096385542169	1.434511918266367	84	383	84	150	1	7944.0	84.0	150.0	low_conf	0.5721920228576932	0.03303476987647821	0.005009097682510215	3505.0		0.01545041681073445	24.0	100.0	0.2857142857142857	0.2891566265060241	0.0	1.0		0.011904761904761904	0.012048192771084338	0.0	0.0		0.0	0.0	0.0
