endpoint,n,n_events,HR_per_SD_TACSTD2,HR_CI95_low,HR_CI95_high,cox_p
PFS,58,50,0.9366897635102842,0.6795559107535522,1.2911192429950709,0.6895633414604538
OS,58,44,1.0549305737284498,0.7770357946915148,1.4322101027905052,0.7317489011095433
