scope,n_resp,n_nonresp,median_resp,median_nonresp,mwu_U,mwu_p,mwu_p_BH
pooled,38,18,7.44826745321331,7.378153798681733,314.0,0.6294819483051748,0.8563478518660906
CANTABRICO_GSE261345,17,9,7.2498717323209085,7.3567149919018435,55.0,0.2577046860019466,0.7731140580058399
IMfirst_GSE261348,21,9,7.63099982661849,7.582891784815834,99.0,0.8563478518660907,0.8563478518660906
