cell_type_coarse,n_cells,TACSTD2_mean,TACSTD2_pct_pos,CLDN4_mean,CLDN4_pct_pos
Epithelial,55876,0.023363892,2.1744577278259003,0.9678149,61.262438256138594
Lymphoid,16461,0.0020190608,0.12757426644796793,0.036452718,2.156612599477553
Mesenchymal,1394,0.046798766,3.5868005738880915,0.043475967,3.7302725968436152
Myeloid,3412,0.020501444,1.406799531066823,0.043170348,3.2239155920281357
