cohort,sample,subtype_nmf,subtype_marker_rule,TACSTD2_log2,CLDN4_log2,Teff_score
George2015,sclc_ucologne_2015_S00022,SCLC-A,SCLC-A,1.881468853658753,6.763371735139356,-1.1080016158615544
George2015,sclc_ucologne_2015_S00035,SCLC-A,SCLC-A,3.5925168368594296,7.2765338863945,-0.48722964913235023
George2015,sclc_ucologne_2015_S00050,SCLC-N,SCLC-A,0.2950176651512979,6.566005313083055,0.13496238509894967
George2015,sclc_ucologne_2015_S00213,SCLC-I,SCLC-A,2.390915266438499,6.037584290591423,1.26062905716021
George2015,sclc_ucologne_2015_S00356,SCLC-A,SCLC-A,3.2335506558110523,6.145830274966012,0.340574280508905
George2015,sclc_ucologne_2015_S00472,SCLC-A,SCLC-N,1.9629931454603828,6.754232797547915,-0.7807352570000954
George2015,sclc_ucologne_2015_S00501,SCLC-A,SCLC-N,3.071642554103906,6.572594128137877,0.6595344499393904
George2015,sclc_ucologne_2015_S00825,SCLC-I,SCLC-A,3.837418530104596,6.480541418234372,1.0808781808027341
George2015,sclc_ucologne_2015_S00827,SCLC-N,SCLC-A,0.9651008624435635,5.578582522652119,-0.1600434178793163
George2015,sclc_ucologne_2015_S00829,SCLC-P,SCLC-P,3.018847785427977,5.602569712517103,0.6486135248650464
George2015,sclc_ucologne_2015_S00830,SCLC-N,SCLC-N,1.140255134034916,7.212724960990096,0.8428618630156707
George2015,sclc_ucologne_2015_S00831,SCLC-A,SCLC-A,4.763007818333938,6.98513606736801,0.07738116608167235
George2015,sclc_ucologne_2015_S00832,SCLC-N,SCLC-N,4.584992556554761,6.455912400110364,-0.8489234041047942
George2015,sclc_ucologne_2015_S00836,SCLC-A,SCLC-A,3.965756584651381,6.287917343100593,0.19715569280554948
George2015,sclc_ucologne_2015_S00837,SCLC-I,SCLC-P,7.080433823612389,5.8079138580990834,0.2561577467275962
George2015,sclc_ucologne_2015_S00838,SCLC-N,SCLC-N,5.427348046721727,7.097336894524326,-0.24913638357682974
George2015,sclc_ucologne_2015_S01242,SCLC-N,SCLC-N,2.716551985049292,4.838034038022424,1.446212741083791
George2015,sclc_ucologne_2015_S01248,SCLC-A,SCLC-A,2.0410326615024634,6.289340205840225,0.6194001409449158
George2015,sclc_ucologne_2015_S01297,SCLC-A,SCLC-A,3.4533858803664503,7.463998382148612,0.202404232636477
George2015,sclc_ucologne_2015_S01366,SCLC-A,SCLC-A,2.44461406458099,7.479998470305814,-1.126065848241268
George2015,sclc_ucologne_2015_S01453,SCLC-A,SCLC-A,1.2202680353087019,6.514690387040067,-0.9896316946183125
George2015,sclc_ucologne_2015_S01494,SCLC-N,SCLC-N,4.362245436476812,2.7123316473373777,-1.056759802276852
George2015,sclc_ucologne_2015_S01512,SCLC-A,SCLC-A,3.0265876223480843,7.056009023689749,-0.29639413962461786
George2015,sclc_ucologne_2015_S01524,SCLC-A,SCLC-A,3.1270719390530988,7.98405382246759,-0.7087304170648167
George2015,sclc_ucologne_2015_S01542,SCLC-P,SCLC-P,4.096025658203614,7.722875822809563,0.1269508372296742
George2015,sclc_ucologne_2015_S01556,SCLC-P,SCLC-P,0.19004588689443874,5.206111804290159,-1.0364655004961125
George2015,sclc_ucologne_2015_S01563,SCLC-I,SCLC-A,4.654160540995619,6.429751524304072,0.42736890330939364
George2015,sclc_ucologne_2015_S01578,SCLC-A,SCLC-A,0.5241639987869441,4.6726007177675655,1.1030590423949211
George2015,sclc_ucologne_2015_S01698,SCLC-I,SCLC-A,2.700639462087876,6.794532836881707,0.5835601841197641
George2015,sclc_ucologne_2015_S01728,SCLC-A,SCLC-A,4.412889892726861,7.724397887155794,-0.8003084436685052
George2015,sclc_ucologne_2015_S01792,SCLC-A,SCLC-N,4.049369386250765,6.941258931743256,-1.2679065148566186
George2015,sclc_ucologne_2015_S01861,SCLC-A,SCLC-A,1.937193711170317,7.662006061199096,0.9341008652292127
George2015,sclc_ucologne_2015_S01864,SCLC-I,SCLC-A,0.8788430276417866,5.414592223897936,0.7541724389118137
George2015,sclc_ucologne_2015_S01873,SCLC-I,SCLC-N,0.7598375964880797,3.613083687858038,1.614588128214239
George2015,sclc_ucologne_2015_S02065,SCLC-A,SCLC-N,0.9343277783153695,5.116327324658191,-0.19249543590170204
George2015,sclc_ucologne_2015_S02093,SCLC-I,SCLC-A,3.343024000150693,6.188009178768018,0.9570598583689366
George2015,sclc_ucologne_2015_S02120,SCLC-A,SCLC-A,1.5466105219083057,4.639787829596199,-0.4279444664565289
George2015,sclc_ucologne_2015_S02139,SCLC-N,SCLC-N,3.227094120471969,7.095861142512577,-0.5763979995680569
George2015,sclc_ucologne_2015_S02163,SCLC-N,SCLC-N,3.6203869997955787,6.120735540729044,-0.9693972770084853
George2015,sclc_ucologne_2015_S02194,SCLC-N,SCLC-N,0.6945682250088334,6.2142996904336805,-0.9497988272011028
George2015,sclc_ucologne_2015_S02209,SCLC-P,SCLC-I,4.197535181423538,5.229480254914124,0.6957005433704976
George2015,sclc_ucologne_2015_S02234,SCLC-A,SCLC-N,2.354903461135643,5.911509436116871,-0.6839426384174447
George2015,sclc_ucologne_2015_S02241,SCLC-A,SCLC-N,1.3455099242513389,6.905423109551737,-1.0944870199151673
George2015,sclc_ucologne_2015_S02242,SCLC-I,SCLC-A,2.2606279081266987,5.680493149041337,2.063587410564091
George2015,sclc_ucologne_2015_S02243,SCLC-N,SCLC-N,1.173447286057266,4.46957995705683,-0.12150640629016186
George2015,sclc_ucologne_2015_S02244,SCLC-A,SCLC-A,3.6684595569153817,6.713517116319198,-0.6982929718309973
George2015,sclc_ucologne_2015_S02246,SCLC-I,SCLC-I,5.710608092537749,5.091352868683711,0.09921616874371895
George2015,sclc_ucologne_2015_S02248,SCLC-A,SCLC-N,0.6746414290858245,5.7323777503491655,0.3341451880113942
George2015,sclc_ucologne_2015_S02249,SCLC-I,SCLC-A,3.804425339678311,6.454927649427024,1.549688035114685
George2015,sclc_ucologne_2015_S02255,SCLC-I,SCLC-P,2.806427177009878,3.0221724810924586,0.6736894490038873
George2015,sclc_ucologne_2015_S02256,SCLC-P,SCLC-P,2.213316172070998,5.395998465015742,-0.22125980126950728
George2015,sclc_ucologne_2015_S02284,SCLC-A,SCLC-A,3.051024003024467,5.863133150352329,0.6124336910071374
George2015,sclc_ucologne_2015_S02285,SCLC-A,SCLC-A,0.5309696487838479,6.674587763122116,-0.7383058460493174
George2015,sclc_ucologne_2015_S02286,SCLC-P,SCLC-P,3.2251515118412732,5.099459328918365,-0.0019331463612849524
George2015,sclc_ucologne_2015_S02287,SCLC-A,SCLC-A,3.5122142423302325,6.586943343108991,-0.8978118360320987
George2015,sclc_ucologne_2015_S02288,SCLC-P,SCLC-P,3.4307268467324565,5.317249792597759,0.6038584219830775
George2015,sclc_ucologne_2015_S02289,SCLC-A,SCLC-A,2.1273031057821306,5.837930630865272,-1.0880237179710885
George2015,sclc_ucologne_2015_S02290,SCLC-A,SCLC-A,1.9041179585458587,5.808961601547885,-0.5168949065901929
George2015,sclc_ucologne_2015_S02291,SCLC-I,SCLC-A,3.6142975866353666,6.035593120178739,-0.17850779555272403
George2015,sclc_ucologne_2015_S02293,SCLC-N,SCLC-N,0.26987098323045194,5.3870281619250395,-0.7904809346375874
George2015,sclc_ucologne_2015_S02294,SCLC-N,SCLC-N,0.24159615530954037,5.549733850309599,-0.9118105069215762
George2015,sclc_ucologne_2015_S02295,SCLC-A,SCLC-A,1.504467852705359,5.829278760612363,-0.955523820972842
George2015,sclc_ucologne_2015_S02296,SCLC-P,SCLC-P,3.7668071513029213,6.164848614478171,0.9102150847414752
George2015,sclc_ucologne_2015_S02297,SCLC-A,SCLC-A,2.485066108318284,3.443474044734321,-0.5406387657983425
George2015,sclc_ucologne_2015_S02298,SCLC-P,SCLC-I,3.0151763955552013,2.320426911293992,-1.0427294862743428
George2015,sclc_ucologne_2015_S02299,SCLC-I,SCLC-A,2.7759565518494886,5.412954232012544,0.594096750742027
George2015,sclc_ucologne_2015_S02322,SCLC-A,SCLC-A,2.3237447463886283,5.158999403052068,-0.6464951059117228
George2015,sclc_ucologne_2015_S02328,SCLC-I,SCLC-I,3.9230160317404175,5.518752282233853,1.6261057936053727
George2015,sclc_ucologne_2015_S02342,SCLC-N,SCLC-N,0.36221737748716937,6.884707803868376,0.41159259267197235
George2015,sclc_ucologne_2015_S02347,SCLC-I,SCLC-A,0.5795663601602125,5.141910939585326,0.6595603728392762
George2015,sclc_ucologne_2015_S02350,SCLC-N,SCLC-N,4.3773806065153975,6.621550817039772,1.0353704761446971
George2015,sclc_ucologne_2015_S02351,SCLC-N,SCLC-N,1.9673530835946254,6.12712354198071,-0.8558390241398334
George2015,sclc_ucologne_2015_S02352,SCLC-A,SCLC-A,2.0942698562192494,6.457050847923046,-0.9095080162029235
George2015,sclc_ucologne_2015_S02353,SCLC-A,SCLC-A,2.2681648736875237,5.832614103994495,-0.28620630629927396
George2015,sclc_ucologne_2015_S02354,SCLC-N,SCLC-A,1.7178683127326626,6.546945377637595,0.7183329070526443
George2015,sclc_ucologne_2015_S02360,SCLC-N,SCLC-N,2.9428710298131766,6.605150568316985,-0.2178143816656288
George2015,sclc_ucologne_2015_S02375,SCLC-P,SCLC-P,7.146298821348085,5.859768331885346,0.8378561100277159
George2015,sclc_ucologne_2015_S02376,SCLC-A,SCLC-A,3.441456920151116,5.329636702525213,1.0842003874535477
George2015,sclc_ucologne_2015_S02378,SCLC-I,SCLC-N,4.144739806323587,7.228905249601587,0.2352176982868113
George2015,sclc_ucologne_2015_S02382,SCLC-A,SCLC-A,4.28783425327863,6.7829982089204135,-1.253962430999026
George2015,sclc_ucologne_2015_S02397,SCLC-A,SCLC-A,2.0740943535738734,5.63009380916823,-0.3281518401718793
GSE60052,11A,SCLC-P,SCLC-A,4.5375836768,6.577112041,-0.84404657645489
GSE60052,12A,SCLC-P,SCLC-A,0.0,2.128015753,-0.9478999515170918
GSE60052,13A,SCLC-A,SCLC-N,0.2240529144,5.7318475546,-0.15200887619272882
GSE60052,14A,SCLC-A,SCLC-N,0.0,3.7729740688,-0.31063499840439684
GSE60052,15A,SCLC-A,SCLC-N,4.6837615869,7.6595140407,-0.6397599561364584
GSE60052,16A,SCLC-P,SCLC-P,4.5679248702,5.638314198,-0.5406845204175049
GSE60052,17A,SCLC-N,SCLC-N,0.0,7.3013802668,0.09307084226101477
GSE60052,18A,SCLC-N,SCLC-N,4.0805531841,5.8879081061,0.23331101879976648
GSE60052,20A,SCLC-A,SCLC-A,2.1518950471,6.6858736191,-0.06139002182422948
GSE60052,21A,SCLC-I,SCLC-N,5.5014542851,5.7815622043,0.11452277245131166
GSE60052,22A,SCLC-A,SCLC-A,3.2083276044,6.6737084893,-1.3276933975044958
GSE60052,23A,SCLC-P,SCLC-N,0.0,6.2633839982,-0.7688177428602763
GSE60052,25A,SCLC-A,SCLC-A,0.0,6.8664159015,-0.5361639292829853
GSE60052,26A,SCLC-A,SCLC-N,0.0,7.1407279877,-0.6746832431497202
GSE60052,27A,SCLC-A,SCLC-A,6.2334086279,7.9778172053,-0.1126202563060348
GSE60052,28A,SCLC-N,SCLC-P,1.5906382384,7.7403853579,-0.4251952746544063
GSE60052,29A,SCLC-A,SCLC-A,2.5464690331,6.2394912797,-0.10525313036372434
GSE60052,30A,SCLC-A,SCLC-A,3.6829573548,7.0938904558,0.06114989157707099
GSE60052,31A,SCLC-A,SCLC-A,3.3828014212,6.2673242038,-0.9075082201737437
GSE60052,32A,SCLC-A,SCLC-N,0.5455193211,6.1893755109,-0.4334704263289795
GSE60052,33A,SCLC-A,SCLC-A,0.0,7.1871588099,-0.7725821507598374
GSE60052,34A,SCLC-A,SCLC-A,0.0,6.3998464963,0.03752278787698151
GSE60052,36A,SCLC-N,SCLC-P,1.9125469899,7.1793335306,-0.08654622296031012
GSE60052,3A,SCLC-P,SCLC-P,2.8498368967,5.072229318,0.3708435819582154
GSE60052,4A,SCLC-P,SCLC-P,4.8784930802,6.0367551641,0.3123445644342225
GSE60052,5A,SCLC-N,SCLC-P,4.8114708209,7.5890783995,0.9253078927864348
GSE60052,6A,SCLC-A,SCLC-A,3.0034427407,6.022301768,-0.31390987734843695
GSE60052,7A,SCLC-A,SCLC-P,4.8567289942,6.1786570891,-0.15539972536086258
GSE60052,8A,SCLC-P,SCLC-N,3.0405629504,3.0405629504,-0.434560792190446
GSE60052,9A,SCLC-P,SCLC-P,3.3840554636,5.3840554636,-0.5670644250279514
GSE60052,B07-3747A,SCLC-A,SCLC-A,1.5175660879,6.9932995189,0.16261167489118217
GSE60052,B08-3085A,SCLC-N,SCLC-P,0.0,6.6298269206,0.8736766897250289
GSE60052,B08-3256TA,SCLC-A,SCLC-A,2.2037489433,6.9041886615,-0.47465896156310405
GSE60052,B08-3483TA,SCLC-I,SCLC-P,3.0289546206,7.65100644,0.08243405808719226
GSE60052,B08-3503TA,SCLC-N,SCLC-A,2.5986159952,5.8671048311,-0.7796146135337262
GSE60052,B08-3699TA,SCLC-N,SCLC-N,4.4170909695,6.0451221921,0.493841206815582
GSE60052,B08-3758TA,SCLC-A,SCLC-N,3.781938291,6.781938291,-0.12598035902012514
GSE60052,B08-4286TA,SCLC-A,SCLC-A,2.3084864801,6.5437029418,-1.0838078958493969
