unit_id	dataset	Sample_Origin	n_high	n_low	AT2_high	AT2_low	barrier_high	barrier_low	malignant_high	malignant_low	pt_high	pt_low	club_high	club_low
GSE123902:LX255B_METASTASIS	GSE123902	METASTASIS	37	145	0.5901980822807764	0.29783195070985297	0.8733112968519997	0.6360011359698905	0.31827711800113395	0.12518488703527647	23.390084631948977	26.173265153667156	0.3311230859226965	0.19681076454412888
GSE123902:LX653_PRIMARY	GSE123902	PRIMARY	40	43	1.1943541348384836	0.9032628559311838	1.1657910453205123	0.6846330621474843	0.9129004824038714	0.42951292895489196	14.300956852449735	22.128175803617466	1.6718642546861449	1.6033249120693167
GSE123902:LX661_PRIMARY	GSE123902	PRIMARY	22	270	1.4501325303580226	0.1145512537901118	0.9059618938316164	0.4394968523416536	0.9670698219523814	0.07334527982666722	13.939377819578853	43.49749714078404	2.394934646704874	0.8846792215042831
GSE123902:LX666_METASTASIS	GSE123902	METASTASIS	8	122	1.5907360254805274	0.7887305165629801	1.591689548864923	1.0389951271602427	0.16668212258820428	0.039350237770559855	32.676749108119324	33.82996376508933	0.009064106886439861	0.02928913823392642
GSE123902:LX675_NORMAL	GSE123902	NORMAL	22	353	1.1544936410117776	0.5255796115590523	1.3155862340047937	0.3669434345751757	0.22591287578098743	0.024574304370352053	47.7091016163665	56.19295310646213	2.7045312895725795	0.7029301474325456
GSE123902:LX675_PRIMARY	GSE123902	PRIMARY	25	275	1.3057964984485622	0.24062977550184939	1.8249028177980597	0.4667526061420177	0.9804044997739365	0.08849354599258746	22.04474734391713	45.23394129302624	1.7072703506035365	0.5729019183401071
GSE123902:LX676_PRIMARY	GSE123902	PRIMARY	39	274	0.2664982885586878	0.011188906958679763	1.5619726442528559	0.47111222772546557	0.4605705176654909	0.011583124950145995	42.86388778183027	43.66489536349606	1.5650785220318666	0.47080018050402506
GSE123902:LX679_PRIMARY	GSE123902	PRIMARY	52	183	0.0907375422932894	0.060273521073013175	1.708522646562676	0.9084707433068222	1.1701476918997413	0.2527044728058548	49.4784447442366	42.48524601389752	0.08140354019452808	0.08706515944373736
GSE123902:LX680_PRIMARY	GSE123902	PRIMARY	128	118	0.6060508267418667	0.09707861176407366	1.4427356344891782	0.49776893306321085	0.7606508037537183	0.1009513780020722	52.80612684144434	45.01188112610795	0.08150614617950794	0.07223968529159826
GSE123902:LX681_METASTASIS	GSE123902	METASTASIS	40	81	1.2242928672575821	0.6060544579062889	1.8651382791594535	1.0740930185679607	0.6177763550644169	0.1956180205752145	41.651154325185544	36.93964109184455	0.8898083064114326	0.579841692856986
GSE123902:LX682_NORMAL	GSE123902	NORMAL	47	255	0.6456677104406698	0.3326534865748054	1.4495563681162198	0.4806835720428687	0.1050432168961257	0.009421087400557596	67.47565399902128	56.05157840350557	3.0662737009334244	1.0523491231662476
GSE123902:LX682_PRIMARY	GSE123902	PRIMARY	18	304	0.12495922855360769	0.012795664254607049	2.521095816014119	0.44412020520574436	0.26237502490858716	0.028142182311886588	42.00051873068057	48.30269894820034	0.08520920355951508	0.0472542729067274
GSE123902:LX684_NORMAL	GSE123902	NORMAL	33	143	1.4461098732252984	1.1474776659079788	1.0758048953043435	0.45752727267928117	0.2780454643215021	0.019787815564382822	34.53278081129199	34.468984823818616	0.9989591799863422	0.7690859683175046
GSE123902:LX684_PRIMARY	GSE123902	PRIMARY	33	51	2.1750528622731173	1.7047589943437762	1.0673111894803438	0.7204705137739266	1.0845046799533646	0.5201860097004583	13.731067013160072	20.762063858664163	1.9115680863754	1.4562878648924986
GSE123902:LX685_NORMAL	GSE123902	NORMAL	97	182	0.42479629258978047	0.6707364654112047	2.115365049198047	0.6861089388135181	0.5023194604064544	0.1082753945063682	47.865834329708484	40.74939660982789	0.7223442929725933	0.4718135220098439
GSE131907:BRONCHO_11	GSE131907	mLN	86	40	0.5262993309096327	0.3411075484829606	1.5440285640140936	1.243073458215182	1.7339521014331765	0.6656805000903521	33.9106392542041	26.869141375534333	0.0	0.0
GSE131907:BRONCHO_58	GSE131907	tL/B	58	104	1.0339174663398127	1.0773990840980558	2.128978713828534	1.4774923250310978	0.4892720396209454	0.3408671190434078	32.82053440426301	23.858570798610756	0.2975281738832159	0.18685534494363007
GSE131907:EBUS_06	GSE131907	tL/B	159	93	0.04080897146487115	0.02792364611208651	1.493937599047037	1.1650472108631038	0.3345659681094225	0.14565382558706066	48.681937590337384	35.85090997888815	0.4970240418995872	0.3105412220893965
GSE131907:EBUS_10	GSE131907	mLN	114	55	0.3866640017388517	0.30608150924447936	1.6779702116142483	1.1840069047041144	0.16513612021267796	0.03728987559360119	39.07705345854825	28.750990195179696	0.13333880382497335	0.12328490020443114
GSE131907:EBUS_12	GSE131907	mLN	90	33	0.3288819404159365	0.15032721640440888	2.0099685113916137	1.4826214435496428	1.2486958378689401	0.7494479263884005	42.26407141022247	29.869405429950604	0.024094054193366524	0.0
GSE131907:EBUS_15	GSE131907	mLN	58	142	0.3516450572318484	0.2882272748126402	1.8105871224480468	1.3951134650874228	0.1995559098715744	0.09673913104590073	38.1237741228752	25.356519177094167	0.0	0.0030345700658121985
GSE131907:EBUS_19	GSE131907	mLN	141	21	1.2227899251441525	0.40179207747091794	1.3598643129608516	0.6676028468335355	1.2390411895150508	0.3347536487988297	22.536498207819303	25.951760685419327	1.4065162968228042	1.0347262833770379
GSE131907:EBUS_28	GSE131907	tL/B	282	20	0.5806656157329856	0.4938041876255525	1.6395247643135402	1.0813237954339183	0.496765367532621	0.3379770151711103	24.66848516387404	28.793646332364904	0.5522014109611165	0.3357543448291142
GSE131907:EBUS_49	GSE131907	tL/B	26	61	0.03476968947153828	0.004223590670445156	1.5994369949132372	0.9193518371272361	0.1435064523774799	0.02949523889968482	30.899358939248522	27.589085263930507	0.19134769191379747	0.09870191510888787
GSE131907:EBUS_51	GSE131907	mLN	85	51	1.1505444869995984	0.9154517541903252	1.8004979024720535	1.5430657699970396	0.9583555343699689	0.7131127381495616	50.77209552457229	39.25726295571145	1.3469593034753171	1.4765136797936247
GSE131907:LUNG_N01	GSE131907	nLung	25	52	1.633052196716621	3.330768158194904	0.9055984271266042	0.685797643366769	0.08318055809138172	0.09326989168993573	46.12974734943535	13.725302458587624	2.1530595698857566	1.573807212439574
GSE131907:LUNG_N06	GSE131907	nLung	49	59	1.1525357508873577	2.593505814541798	0.8660449498180002	0.6172389719916066	0.10460201374347945	0.18070865212550064	65.54265685915328	25.060002676727805	1.2857072457281813	1.0464231187078947
