unit_id	dataset	Sample	Sample_Origin	patient_id	histology	is_normal_tissue	n_cells	n_author_AT2	n_author_club	n_author_tumor_state	n_cldn4_low	n_cldn4_mid	n_cldn4_high	mean_CLDN4	mean_TACSTD2	mean_pseudotime	mean_dpt	mean_AT2	mean_club	mean_basal	mean_barrier_keratin	mean_malignant_like	pct_CLDN4_pos	clock	graph_mode	mean_SFTPC
GSE123902:LX255B_METASTASIS	GSE123902	LX255B_METASTASIS	METASTASIS	LX255B	LUAD	False	226	0	0	0	145	44	37	0.641580256476659	0.4922978099031773	25.088934401094953	0.08251343667507172	0.4018188489317553	0.23103309701945873	0.03943472393543463	0.7484575793334373	0.2106046083732279	0.3584070796460177	slingshot	harmony_joint	0.0029620420534173836
GSE123902:LX653_PRIMARY	GSE123902	LX653_PRIMARY	PRIMARY	LX653	LUAD	False	152	0	0	0	43	69	40	1.130980847470747	1.57004467927287	16.54031524056439	0.040717899799346924	1.1378222398541007	1.8640391396676634	0.0230244715099896	0.9742350469775096	0.628405821482143	0.7171052631578947	slingshot	harmony_joint	0.5318805239251615
GSE123902:LX661_PRIMARY	GSE123902	LX661_PRIMARY	PRIMARY	LX661	LUAD	False	345	0	0	0	270	53	22	0.30981190227940075	0.3297485647512666	38.32283208983703	0.07856450974941254	0.3853087048332139	1.208771706730915	0.0111738472503216	0.5500752386416368	0.23672707611295327	0.21739130434782608	slingshot	harmony_joint	0.04918474750933045
GSE123902:LX666_METASTASIS	GSE123902	LX666_METASTASIS	METASTASIS	LX666	LUAD	False	338	0	0	0	122	208	8	0.5186497985260345	0.044470907072499594	32.00009508104462	0.08443405479192734	1.1791996945589394	0.040591812884222284	0.0038855721235110797	1.2631165385941752	0.0664381219299463	0.6390532544378699	slingshot	harmony_joint	0.00781204425321659
GSE123902:LX675_NORMAL	GSE123902	LX675_NORMAL	NORMAL	LX675	LUAD	True	412	0	0	0	353	37	22	0.20598391744157626	0.22133586258810908	52.792599133471676	0.2051192671060562	0.7422898151640981	0.9739456557898315	0.0014432960487191146	0.46299527837110493	0.036267262393261404	0.14320388349514562	slingshot	harmony_joint	1.8653321563162375
GSE123902:LX675_PRIMARY	GSE123902	LX675_PRIMARY	PRIMARY	LX675	LUAD	False	342	0	0	0	275	42	25	0.2843175679166006	0.449022997409186	41.2720480307074	0.09664546698331833	0.4653396961850916	0.7981107405742478	0.0176964904487273	0.6564827923657633	0.22245410709837204	0.195906432748538	slingshot	harmony_joint	0.7015981643494733
GSE123902:LX676_PRIMARY	GSE123902	LX676_PRIMARY	PRIMARY	LX676	LUAD	False	342	0	0	0	274	29	39	0.37423544429045225	0.4634398116733023	42.62546880747569	0.09501554071903229	0.06530413979282522	0.7662427578711205	0.051580671074340584	0.6714252345546059	0.08541823302025729	0.19883040935672514	slingshot	harmony_joint	0.0014290962284012904
GSE123902:LX679_PRIMARY	GSE123902	LX679_PRIMARY	PRIMARY	LX679	LUAD	False	320	0	0	0	183	85	52	0.6942529641425281	0.5795102157499586	45.89442781612111	0.09143470227718353	0.06674790748097212	0.09443128517839806	0.010703132839604636	1.2094438088203237	0.5555615810923509	0.428125	slingshot	harmony_joint	0.06739504897848232
GSE123902:LX680_PRIMARY	GSE123902	LX680_PRIMARY	PRIMARY	LX680	LUAD	False	312	0	0	0	118	66	128	1.167746373622789	0.12039402706044425	49.13292782394748	0.1084066778421402	0.4018683568993497	0.11130340699615286	0.026297556311940137	1.0394332017567058	0.4898398205552599	0.6217948717948718	slingshot	harmony_joint	0.17811813490843761
GSE123902:LX681_METASTASIS	GSE123902	LX681_METASTASIS	METASTASIS	LX681	LUAD	False	288	0	0	0	81	167	40	0.9660884101991003	0.9313629352652626	40.48961288190464	0.09486988186836243	1.0558794352795482	0.8217615836404274	0.01594309632143303	1.536915692852276	0.5149408232771224	0.71875	slingshot	harmony_joint	0.11444432670784305
