outcome	n	beta_Cldn4	se_Cldn4	p_Cldn4	beta_dataset180963	p_dataset	r2	note
IFN_epi	6	0.10319366409306	0.137723815992679	0.508090163679599	0.192988695346556	0.11392928002878	0.756077532881152	OLS at mouse unit; dataset factor; n=6 is thin; not a powered claim
MHC_epi	6	0.352425913548464	0.892258576522222	0.719264156560351	0.967135005178014	0.185655011416995	0.694084766780241	OLS at mouse unit; dataset factor; n=6 is thin; not a powered claim
