subset	n_cells	IFN_rho	IFN_p	MHC_rho	MHC_p	note
GSE154977_epi_cells	10283	0.124739088671921	6.12333429243234e-37	-0.175053405442446	1.47753019524091e-71	cell-level; pseudoreplication; not the unit
GSE180963_epi_cells	202	0.168199519670883	0.0167202810162075	-0.0256724596311393	0.716851670235604	cell-level; pseudoreplication; not the unit
