sample	tissue	CLDN4	CD274	HLA-A	HLA-B	HLA-C	CLDN4_log2	CD274_log2	HLA-A_log2	HLA-B_log2	HLA-C_log2	MHC1_HLAabc_meanz	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity	purity_in_0_1
GSM773540	primary lung tumor	509.092	391.9054	29035.9	20697.38	29204.59	8.994613664258194	8.618038185771082	14.82559981796045	14.337230236287319	14.833956909388782	1.6521366406453188	2027.4413036283493	3297.1633220271015	5324.604625655451	0.18317873681794727	True
GSM773541	primary lung tumor	733.3699	1553.4869	18351.1	15912.07	18482.59	9.52036311724831	10.602222743486662	14.163657537235911	13.957924571378848	14.173957372893701	-0.9757753430511448	4399.101959362206	5574.998591751671	9974.100551113876	-0.4779093590873545	False
GSM773542	primary lung tumor	728.8713	2625.1481	21538.96	16645.21	20754.08	9.511498282231692	11.358732563082812	14.394727950329656	14.022906122214623	14.341176872338036	-0.35506069664774215	4008.516790200244	4520.759703389481	8529.276493589725	-0.28229898517485696	False
GSM773543	primary lung tumor	1090.583	611.6005	20217.04	16596.2	19175.37	10.092206116443691	9.258802734229105	14.303355524201955	14.018652254444696	14.22704203011218	-0.6393862962147777	2436.5893529308682	3947.5180476117894	6384.107400542658	0.028692275978343756	True
GSM773544	primary lung tumor	896.5425	1100.4707	19814.79	16399.33	16197.15	9.809836444128292	10.10521540337141	14.274362864209023	14.00143722393998	13.983541431040026	-0.9691888131654786	3694.4206088934793	3863.8116509005968	7558.2322597940765	-0.14315814326216134	False
GSM773545	primary lung tumor	1334.9007	1237.6176	23605.29	18956.92	25118.68	10.383597058236173	10.27451513579167	14.526883702811254	14.210513064761452	14.616530465381153	0.5182656913549962	3940.566237379464	5777.968529305977	9718.534766685441	-0.4446281220594609	False
GSM773546	primary lung tumor	1519.1524	917.8871	19749.83	16065.59	17566.11	10.57000025024062	9.843743803981166	14.269625661280877	13.971776141037656	14.100589249802594	-0.8931144069562885	5183.173429060042	4380.318487324437	9563.491916384479	-0.42412961080005857	False
GSM773547	primary lung tumor	651.1353	987.2733	20841.92	18894.75	21401.05	9.349027504520473	9.948766253883049	14.347269786456538	14.205774161963513	14.38546137165184	-0.10852422258427434	4341.277883804449	4915.336243267353	9256.614127071802	-0.3829193514039807	False
GSM773548	primary lung tumor	1060.0888	330.3317	22327.47	15401.38	15018.71	10.051329681686504	8.372132428946639	14.446596777192758	13.910865675203386	13.874569337168554	-0.9273860869295459	3375.7177333013788	3498.1971611946615	6873.91489449604	-0.04318840670954017	False
GSM773549	primary lung tumor	532.1843	862.3094	19196.03	14861.98	20091.91	9.058490489620935	9.753733886895324	14.2285955063444	13.859435782114994	14.294398900243076	-0.8665753080912698	4138.283016765846	5646.457473496024	9784.74049026187	-0.45331175791460354	False
GSM773550	primary lung tumor	1086.1847	715.4675	16668.04	14478.85	15244.01	10.086381342909606	9.484757453016845	14.024883398863555	13.821759036847846	13.89604947623661	-1.6066179205318696	4303.55791527691	4141.736753228977	8445.294668505887	-0.2704516821879786	False
GSM773551	primary lung tumor	2022.4668	1037.8982	25354.44	23242.73	25533.66	10.982613462867203	10.020838578412846	14.630007689659386	14.504553981024486	14.640169228904083	1.237069995157117	4339.152211361886	5983.81665793273	10322.968869294615	-0.5222463685942281	False
GSM773552	primary lung tumor	1380.2885	4105.5639	23422.51	18678.05	22783.84	10.43179896128199	12.003716031902796	14.515669658640768	14.189133462266136	14.47578661923428	0.2590756882011631	4955.7555638836875	5234.990073968171	10190.745637851858	-0.505597292795157	False
GSM773553	primary lung tumor	1417.2558	567.051	22020.09	20359.99	19389.74	10.469902048627997	9.149876651448468	14.426598260743974	14.31352008994965	14.243080240960062	0.006440309190920683	2650.742449598948	3266.0812823446313	5916.823731943579	0.09713463765326202	True
GSM773554	primary lung tumor	2159.6424	380.8822	22485.73	19219.81	22477.18	11.07724460145124	8.576983865508375	14.456786260505883	14.230381514743302	14.45623760855714	0.19691585740194642	2047.164480179422	3383.0025769044173	5430.16705708384	0.16792420227775678	True
GSM773555	primary lung tumor	2345.0625	3141.9441	30555.38	25505.44	30080.01	11.196025732486728	11.617900897438277	14.899186017641936	14.638573931851225	14.876565387307316	2.4486668857200686	4041.44831026717	5489.387737548512	9530.836047815683	-0.4197837514550253	False
GSM773556	primary lung tumor	867.5459	485.4751	23524.89	18744.05	24474.92	9.762458282754828	8.926222153001346	14.52196168164455	14.194222053383287	14.579075468366876	0.4278325861474875	2967.094334838385	3972.746833584184	6939.841168422568	-0.05285441646179618	False
GSM773557	primary lung tumor	1818.0482	653.5796	21386.95	19898.3	22171.81	10.828968055787648	9.35442483120806	14.384510588720651	14.280430061359034	14.436503996672595	0.1338478809004441	4437.3975307128385	4902.751638288171	9340.14916900101	-0.39421766997677693	False
GSM773558	primary lung tumor	721.8038	399.9526	18634.84	12035.86	12646.31	9.497460280684964	8.64728788334547	14.185792228748861	13.55517147154364	13.626542945311218	-1.9163399798514245	3510.010172764877	2361.9732881886243	5871.983460953501	0.10368339312692919	True
GSM773559	primary lung tumor	1045.574	3820.6764	24348.96	19407.59	24982.17	10.03145860835186	11.899989908116083	14.571631781924868	14.244407692145261	14.608668925075065	0.6363697924514283	3781.41056572663	6540.418480957646	10321.829046684277	-0.5221036778764072	False
GSM773560	primary lung tumor	549.7441	5697.2423	22142.17	19383.33	22348.39	9.105238324510081	12.476301253739825	14.43457415161949	14.242603250187571	14.447947834851345	0.16857305149945723	5318.376962801221	5569.477045245693	10887.854008046914	-0.5910835709972456	False
GSM773561	primary lung tumor	315.9578	784.8518	24538.6	22024.41	23538.67	8.308146961421851	9.618113457011473	14.582824112547025	14.426881254516312	14.522806475087208	0.8325169517399909	4480.958972926527	5232.499583801671	9713.458556728197	-0.44396057550517903	False
GSM773562	primary lung tumor	406.4725	1132.9699	23263.8	18603.08	23135.1	8.67055888604511	10.147166630676741	14.505861164312849	14.183331428317082	14.497858072652722	0.26498248570146615	4621.3418586223315	5439.573127704771	10060.914986327101	-0.4890641291802123	False
GSM773563	primary lung tumor	1633.7647	1619.2592	19963.73	16805.18	21996.68	10.674867280891565	10.662008910514002	14.285165940862008	14.036704220641235	14.425063756527193	-0.39068371878936636	4222.107251609707	5444.494612430153	9666.601864039862	-0.4377870993179559	False
GSM773564	primary lung tumor	1171.6576	667.1858	19238.62	15999.81	20561.54	10.195566112271893	9.384105513232909	14.231792684399116	13.96585731924986	14.327730864853038	-0.6878898186945098	3712.7383292026248	5339.962898938129	9052.701228140753	-0.35510127823807647	False
GSM773565	primary lung tumor	3499.0465	787.8777	22446.89	19259.73	23842.27	11.773158373826481	9.623657845805985	14.45429222408839	14.233374763282304	14.541294488221544	0.318881606518693	4910.508028200728	5810.859467912633	10721.367496113362	-0.5711968595004757	False
GSM773566	primary lung tumor	1573.7699	1031.7709	19255.98	15215.86	19628.64	10.620925327001334	10.012304540713064	14.233093848013956	13.893383068891199	14.26074609412749	-0.8602974885504647	5354.266641935119	5547.495642146685	10901.762284081804	-0.5927290923570585	False
GSM773567	primary lung tumor	315.9569	1135.7483	20571.2	15882.45	21806.71	8.308142864891082	10.150697131204709	14.328408464096459	13.955236689845144	14.41255066190317	-0.4514766615022791	5008.599183422823	6496.308676603059	11504.907860025884	-0.661620541216287	False
GSM773568	primary lung tumor	2078.1385	1132.7687	19867.19	15894.17	19284.95	11.02177014993284	10.146910630939393	14.278172828032119	13.956300825836312	14.235262592486947	-0.7479645036990071	6006.6213662254595	5327.092899879078	11333.714266104536	-0.6425707607199763	False
GSM773569	primary lung tumor	1008.9693	731.9703	20678.74	17011.5	22545.25	9.980095724757078	9.517610931229575	14.335930426756038	14.05430754127872	14.460599877052466	-0.24311028076525656	3192.3870603935907	5517.299641827026	8709.686702220617	-0.30760203749161874	False
GSM773570	primary lung tumor	195.7952	1569.1135	21830.66	18546.41	20903.18	7.620551222338828	10.61665313675261	14.414134211331055	14.178930119439421	14.351503832013732	-0.08994777568420088	4713.357269300232	6008.7244745981325	10722.081743898365	-0.5712829131066725	False
GSM773571	primary lung tumor	1138.3621	849.7211	22824.32	18065.59	20851.72	10.154010606645523	9.732542426743887	14.478347465790794	14.141036608256822	14.347947958642457	-0.046587464734869154	5994.548541020678	5479.82498672685	11474.373527747528	-0.6582530648789241	False
GSM773572	primary lung tumor	426.7472	2253.5113	23138.57	19669.08	23414.41	8.740614600750463	11.138599025692347	14.498074434805934	14.26371520474945	14.515170679161834	0.40083190448865347	5964.155817192947	6890.842179534396	12854.997996727343	-0.7963010915230423	False
GSM773573	primary lung tumor	175.2104	1439.1624	22778.67	18210.98	24104.78	7.461155264916394	10.492015791096392	14.475459226998813	14.152600159683779	14.557091491877506	0.25481842619520884	4580.27725995551	4342.811601329455	8923.088861284965	-0.3372524316370827	False
GSM773574	primary lung tumor	1103.9088	3569.4076	21319.28	17934.04	22915.5	10.109711578063699	11.801873067300702	14.379938764736542	14.13049334244942	14.484099099987228	-0.035793714107802826	5408.7890369872	5789.238988225404	11198.028025212603	-0.6271832645456735	False
GSM773575	primary lung tumor	986.3997	922.2118	26298.78	21549.32	27540.43	9.947490396522179	9.850517853633216	14.682763110845107	14.395421671554564	14.749315848257941	1.3171069879262771	3781.4920171761587	5941.90077558154	9723.392792757699	-0.4452667451886247	False
GSM773576	primary lung tumor	135.3244	1434.7743	27254.48	24216.61	30513.99	7.090899995560688	10.487613263723883	14.734258707566788	14.563768874173633	14.897230497178423	1.9919962811235408	6131.959925253248	6529.505267052555	12661.465192305803	-0.7787978661554119	False
GSM773577	primary lung tumor	377.9761	1296.3705	28119.28	20999.74	25118.43	8.565963057963435	10.341374824530895	14.779323339272853	14.358152544370405	14.616516107094942	1.2281504365370803	4937.902153856045	5725.139626728437	10663.04178058448	-0.5641485881930491	False
GSM773578	primary lung tumor	587.8642	779.6932	21857.63	18875.06	24431.48	9.201791157318615	9.6086118933299	14.415915361796984	14.20427004193706	14.576512690232397	0.2648624775721815	2897.9001679660314	4558.097423334124	7455.997591300155	-0.12829029088460903	False
GSM773579	primary lung tumor	1548.8225	553.8548	18446.75	15180.36	18096.0	10.59788727884971	9.115966471639492	14.171157246686676	13.890013417823818	14.143462936314096	-1.0853370967279616	4420.662658661571	4516.491736036937	8937.154394698508	-0.3391954091005757	False
