set,definition,n,score,null_mean,z,perm_p_greater,status
ifn_core,mean_logFC_detected,60,0.215411522,-0.000572461725,3.90439436,0.000999000999,ok
ifn_core,median_logFC_detected,60,0.19037095,0.0135035062,4.52410012,0.000999000999,ok
ifn_core,mean_logFC_all,60,0.215411522,0.00240088001,2.0520544,0.025974026,ok
ifn_core,mean_logFC_cpm_gt_1,59,0.210619866,0.00290713208,4.01078538,0.000999000999,ok
ifn_core,frac_up_detected,60,0.816666667,0.518566667,4.58280516,0.000999000999,ok
ifn_core,frac_fdr_up_detected,60,0.0833333333,0.0209833333,3.26699321,0.011988012,ok
ifn_core,mean_signed_neglog10P_detected,60,0.69788112,-0.00916974523,3.89326477,0.000999000999,ok
ifn_core,mean_rank_pct_detected,60,68.4966185,50.2577462,4.9149598,0.000999000999,ok
mhc_haplotype_safe,mean_logFC_detected,15,0.35782762,0.00129784801,3.34391049,0.002997003,ok
mhc_haplotype_safe,median_logFC_detected,15,0.308019115,0.0113508872,3.61033544,0.000999000999,ok
mhc_haplotype_safe,mean_logFC_all,15,0.35782762,0.00258580346,1.71822305,0.040959041,ok
mhc_haplotype_safe,mean_logFC_cpm_gt_1,15,0.35782762,0.00522413041,3.44666445,0.00599400599,ok
mhc_haplotype_safe,frac_up_detected,15,0.933333333,0.5176,3.28123466,0.000999000999,ok
mhc_haplotype_safe,frac_fdr_up_detected,15,0.2,0.0217333333,4.80238216,0.004995005,ok
mhc_haplotype_safe,mean_signed_neglog10P_detected,15,1.52175892,4.85834491e-05,4.39303318,0.000999000999,ok
mhc_haplotype_safe,mean_rank_pct_detected,15,80.3054166,50.6216921,3.89790811,0.000999000999,ok
mhc_haplotype_safe_no_chaperone,mean_logFC_detected,12,0.370679115,-0.00110696414,3.01146449,0.002997003,ok
mhc_haplotype_safe_no_chaperone,median_logFC_detected,12,0.312669504,0.00943789955,3.24102502,0.000999000999,ok
mhc_haplotype_safe_no_chaperone,mean_logFC_all,12,0.370679115,0.00926305493,1.61446483,0.048951049,ok
mhc_haplotype_safe_no_chaperone,mean_logFC_cpm_gt_1,12,0.370679115,0.00157968328,3.46843087,0.002997003,ok
mhc_haplotype_safe_no_chaperone,frac_up_detected,12,0.916666667,0.514333333,2.7352762,0.002997003,ok
mhc_haplotype_safe_no_chaperone,frac_fdr_up_detected,12,0.166666667,0.0195833333,3.51577563,0.027972028,ok
mhc_haplotype_safe_no_chaperone,mean_signed_neglog10P_detected,12,1.40266008,-0.0154819141,3.71359888,0.001998002,ok
mhc_haplotype_safe_no_chaperone,mean_rank_pct_detected,12,80.3903403,50.6673383,3.61543346,0.000999000999,ok
chemokine_ifn,mean_logFC_detected,3,2.71217103,-0.00153895983,11.1069707,0.000999000999,ok
chemokine_ifn,median_logFC_detected,3,2.71031088,0.011667862,12.9513879,0.000999000999,ok
chemokine_ifn,mean_logFC_all,4,3.2952268,0.0269297975,7.76614964,0.000999000999,ok
chemokine_ifn,mean_logFC_cpm_gt_1,2,2.79680733,,,,n_below_3
chemokine_ifn,frac_up_detected,3,1,0.508666667,1.73466269,0.121878122,ok
chemokine_ifn,frac_fdr_up_detected,3,0.333333333,0.026,3.38956867,0.0779220779,ok
chemokine_ifn,mean_signed_neglog10P_detected,3,3.31275239,-0.0102556207,4.18278479,0.001998002,ok
chemokine_ifn,mean_rank_pct_detected,3,98.9755111,50.602523,2.97964526,0.000999000999,ok
chemokine_inflammatory,mean_logFC_detected,3,1.5003973,-0.00559204907,6.04377007,0.001998002,ok
chemokine_inflammatory,median_logFC_detected,3,1.63180736,-0.00106319572,8.28442269,0.000999000999,ok
chemokine_inflammatory,mean_logFC_all,8,1.52606966,-0.000945579181,5.34561223,0.000999000999,ok
chemokine_inflammatory,mean_logFC_cpm_gt_1,1,1.63180736,,,,n_below_3
chemokine_inflammatory,frac_up_detected,3,1,0.528,1.66224015,0.13986014,ok
chemokine_inflammatory,frac_fdr_up_detected,3,0.666666667,0.021,7.83677038,0.001998002,ok
chemokine_inflammatory,mean_signed_neglog10P_detected,3,2.11172449,0.000858214458,2.42973272,0.021978022,ok
chemokine_inflammatory,mean_rank_pct_detected,3,93.8052004,49.8604518,2.63440342,0.000999000999,ok
