regulon	target	n_targets
prior_KLF4	ALPL	126
prior_KLF4	AQP3	126
prior_KLF4	ASS1	126
prior_KLF4	ATF3	126
prior_KLF4	BDKRB2	126
prior_KLF4	BIRC3	126
prior_KLF4	BIRC5	126
prior_KLF4	CCL2	126
prior_KLF4	CCNB1	126
prior_KLF4	CCND1	126
prior_KLF4	CCND2	126
prior_KLF4	CCNE1	126
prior_KLF4	CD14	126
prior_KLF4	CD55	126
prior_KLF4	CD86	126
prior_KLF4	CDH1	126
prior_KLF4	CDH2	126
prior_KLF4	CDH5	126
prior_KLF4	CDK4	126
prior_KLF4	CDKN1A	126
prior_KLF4	CDKN1B	126
prior_KLF4	CDKN1C	126
prior_KLF4	CDKN2B	126
prior_KLF4	CDX2	126
prior_KLF4	CEBPB	126
prior_KLF4	CIITA	126
prior_KLF4	CLMP	126
prior_KLF4	COL8A1	126
prior_KLF4	CTBP2	126
prior_KLF4	CTNNB1	126
prior_KLF4	CXCL10	126
prior_KLF4	CYP11A1	126
prior_KLF4	DLK2	126
prior_KLF4	DMP1	126
prior_KLF4	EDN1	126
prior_KLF4	ENG	126
prior_KLF4	EPCAM	126
prior_KLF4	F3	126
prior_KLF4	FOXM1	126
prior_KLF4	GDF15	126
prior_KLF4	GHRL	126
prior_KLF4	GPA33	126
prior_KLF4	GSTP1	126
prior_KLF4	HBA1	126
prior_KLF4	HBA2	126
prior_KLF4	HDC	126
prior_KLF4	HMGB1	126
prior_KLF4	HSP90AA1	126
prior_KLF4	HSP90AB1	126
prior_KLF4	HSPA1A	126
prior_KLF4	HSPA8	126
prior_KLF4	IAPP	126
prior_KLF4	ID3	126
prior_KLF4	IFITM3	126
prior_KLF4	IL10	126
prior_KLF4	IL17A	126
prior_KLF4	IL1B	126
prior_KLF4	IL6	126
prior_KLF4	ITGAD	126
prior_KLF4	ITIH3	126
prior_KLF4	IVL	126
prior_KLF4	KPNA2	126
prior_KLF4	KRT19	126
prior_KLF4	KRT4	126
prior_KLF4	LAMA1	126
prior_KLF4	LAMA3	126
prior_KLF4	LAMC1	126
prior_KLF4	LDLR	126
prior_KLF4	LEFTY1	126
prior_KLF4	LXN	126
prior_KLF4	MAPK7	126
prior_KLF4	MAPK8	126
prior_KLF4	MFN2	126
prior_KLF4	MMP2	126
prior_KLF4	MSC	126
prior_KLF4	MTF2	126
prior_KLF4	MYC	126
prior_KLF4	MYH10	126
prior_KLF4	MYOCD	126
prior_KLF4	NDRG1	126
prior_KLF4	NOS2	126
prior_KLF4	NOS3	126
prior_KLF4	NOTCH1	126
prior_KLF4	NPHS1	126
prior_KLF4	NPNT	126
prior_KLF4	ODC1	126
prior_KLF4	PFKP	126
prior_KLF4	PLAUR	126
prior_KLF4	POU5F1	126
prior_KLF4	PSG5	126
prior_KLF4	PTGS2	126
prior_KLF4	RARA	126
prior_KLF4	SCARB1	126
prior_KLF4	SCN2A	126
prior_KLF4	SELE	126
prior_KLF4	SERPINE1	126
prior_KLF4	SLC19A2	126
prior_KLF4	SLC39A4	126
prior_KLF4	SLC46A1	126
prior_KLF4	SLC4A7	126
prior_KLF4	SLC5A6	126
prior_KLF4	SNAI2	126
prior_KLF4	SOD1	126
prior_KLF4	SOX2	126
prior_KLF4	SPRR1A	126
prior_KLF4	SPRR2A	126
prior_KLF4	STAR	126
prior_KLF4	TAGLN	126
prior_KLF4	TERT	126
prior_KLF4	TGFB1	126
prior_KLF4	TGFBR1	126
prior_KLF4	THBD	126
prior_KLF4	TKT	126
prior_KLF4	TNF	126
prior_KLF4	TP53	126
prior_KLF4	TRH	126
prior_KLF4	VCAM1	126
prior_KLF4	VDR	126
prior_KLF4	VEGFA	126
prior_KLF4	VIM	126
prior_KLF4	ZNF750	126
prior_OVOL1	CDH2	9
prior_OVOL1	CHUK	9
prior_OVOL1	GADD45A	9
prior_OVOL1	GADD45B	9
prior_OVOL1	ID2	9
prior_OVOL1	LEMD3	9
prior_OVOL1	MYC	9
prior_OVOL1	OVOL2	9
prior_OVOL1	SGK1	9
prior_RFX5	BTN2A1	31
prior_RFX5	BTN2A2	31
prior_RFX5	BTN3A1	31
prior_RFX5	BTN3A2	31
prior_RFX5	CD74	31
prior_RFX5	CIITA	31
prior_RFX5	COL1A2	31
prior_RFX5	CR2	31
prior_RFX5	HDAC2	31
prior_RFX5	HLA-DMA	31
prior_RFX5	HLA-DMB	31
prior_RFX5	HLA-DOA	31
prior_RFX5	HLA-DOB	31
prior_RFX5	HLA-DPA1	31
prior_RFX5	HLA-DPB1	31
prior_RFX5	HLA-DQA1	31
prior_RFX5	HLA-DQA2	31
prior_RFX5	HLA-DQB1	31
prior_RFX5	HLA-DQB2	31
prior_RFX5	HLA-DRA	31
prior_RFX5	HLA-DRB1	31
prior_RFX5	HLA-DRB5	31
prior_RFX5	HLA-E	31
prior_RFX5	HLA-F	31
prior_RFX5	HLA-G	31
prior_RFX5	IFNG	31
prior_RFX5	MR1	31
prior_RFX5	PSMB8	31
prior_RFX5	SIN3B	31
prior_RFX5	SIRT1	31
prior_RFX5	TSPAN3	31
prior_RFXANK	ANKRA2	18
prior_RFXANK	ATP9A	18
prior_RFXANK	CIITA	18
prior_RFXANK	HLA-DMA	18
prior_RFXANK	HLA-DMB	18
prior_RFXANK	HLA-DOA	18
prior_RFXANK	HLA-DOB	18
prior_RFXANK	HLA-DPA1	18
prior_RFXANK	HLA-DPB1	18
prior_RFXANK	HLA-DQA1	18
prior_RFXANK	HLA-DQA2	18
prior_RFXANK	HLA-DQB1	18
prior_RFXANK	HLA-DQB2	18
prior_RFXANK	HLA-DRA	18
prior_RFXANK	HLA-DRB1	18
prior_RFXANK	HLA-DRB5	18
prior_RFXANK	HLA-E	18
prior_RFXANK	IFNG	18
prior_RFXAP	CIITA	16
prior_RFXAP	HLA-DMA	16
prior_RFXAP	HLA-DMB	16
prior_RFXAP	HLA-DOA	16
prior_RFXAP	HLA-DOB	16
prior_RFXAP	HLA-DPA1	16
prior_RFXAP	HLA-DPB1	16
prior_RFXAP	HLA-DQA1	16
prior_RFXAP	HLA-DQA2	16
prior_RFXAP	HLA-DQB1	16
prior_RFXAP	HLA-DQB2	16
prior_RFXAP	HLA-DRA	16
prior_RFXAP	HLA-DRB1	16
prior_RFXAP	HLA-DRB5	16
prior_RFXAP	HLA-E	16
prior_RFXAP	SMARCA4	16
prior_STAT1	A2M	841
prior_STAT1	AAK1	841
prior_STAT1	ABCA1	841
prior_STAT1	ABCB1	841
prior_STAT1	ABCC8	841
prior_STAT1	ABL1	841
prior_STAT1	ACAT1	841
prior_STAT1	ACSL1	841
prior_STAT1	ACSL5	841
prior_STAT1	ACTB	841
prior_STAT1	ADAMTS4	841
prior_STAT1	ADAR	841
prior_STAT1	ADCY7	841
prior_STAT1	AFF1	841
prior_STAT1	AGFG2	841
prior_STAT1	AGT	841
prior_STAT1	AHNAK	841
prior_STAT1	AIM2	841
prior_STAT1	AK2	841
prior_STAT1	AKAP13	841
prior_STAT1	AKT1	841
prior_STAT1	ALCAM	841
prior_STAT1	ALDH1A2	841
prior_STAT1	AMPD3	841
prior_STAT1	ANKRD44	841
prior_STAT1	ANXA1	841
prior_STAT1	AOX1	841
prior_STAT1	AP3D1	841
prior_STAT1	AP3S2	841
prior_STAT1	APOC2	841
prior_STAT1	APOE	841
prior_STAT1	APOL4	841
prior_STAT1	APOL6	841
prior_STAT1	APP	841
prior_STAT1	ARHGAP15	841
prior_STAT1	ARHGAP25	841
prior_STAT1	ARHGAP26	841
prior_STAT1	ARHGEF10L	841
prior_STAT1	ARHGEF2	841
prior_STAT1	ARHGEF3	841
prior_STAT1	ARID1A	841
prior_STAT1	ARID5B	841
prior_STAT1	ARSG	841
prior_STAT1	ASAP1	841
prior_STAT1	ATG4C	841
prior_STAT1	ATP11C	841
prior_STAT1	ATP6V0A1	841
prior_STAT1	ATP8B4	841
prior_STAT1	ATR	841
prior_STAT1	ATXN1	841
prior_STAT1	B3GAT3	841
prior_STAT1	BACE1	841
prior_STAT1	BANP	841
prior_STAT1	BAX	841
prior_STAT1	BCAR3	841
prior_STAT1	BCAT1	841
prior_STAT1	BCL11A	841
prior_STAT1	BCL2	841
prior_STAT1	BCL2L14	841
prior_STAT1	BCL3	841
prior_STAT1	BCL6	841
prior_STAT1	BCOR	841
prior_STAT1	BCR	841
prior_STAT1	BHLHE40	841
prior_STAT1	BIN1	841
prior_STAT1	BIRC2	841
prior_STAT1	BLVRA	841
prior_STAT1	BRD8	841
prior_STAT1	BST2	841
prior_STAT1	BTBD1	841
prior_STAT1	C1QB	841
prior_STAT1	CACNA1A	841
prior_STAT1	CASP2	841
prior_STAT1	CASP3	841
prior_STAT1	CASP4	841
prior_STAT1	CASP7	841
prior_STAT1	CASP8	841
prior_STAT1	CAST	841
prior_STAT1	CCDC12	841
prior_STAT1	CCDC88C	841
prior_STAT1	CCL1	841
prior_STAT1	CCL11	841
prior_STAT1	CCL19	841
prior_STAT1	CCL2	841
prior_STAT1	CCL3	841
prior_STAT1	CCL5	841
prior_STAT1	CCL8	841
prior_STAT1	CCND1	841
prior_STAT1	CCND2	841
prior_STAT1	CCND3	841
prior_STAT1	CCR1	841
prior_STAT1	CCR5	841
prior_STAT1	CD14	841
prior_STAT1	CD180	841
prior_STAT1	CD200	841
prior_STAT1	CD22	841
prior_STAT1	CD274	841
prior_STAT1	CD36	841
prior_STAT1	CD40	841
prior_STAT1	CD40LG	841
prior_STAT1	CD44	841
prior_STAT1	CD69	841
prior_STAT1	CD79A	841
prior_STAT1	CD82	841
prior_STAT1	CD83	841
prior_STAT1	CD86	841
prior_STAT1	CDC42EP3	841
prior_STAT1	CDC42SE2	841
prior_STAT1	CDC7	841
prior_STAT1	CDH23	841
prior_STAT1	CDK19	841
prior_STAT1	CDK5RAP2	841
prior_STAT1	CDK6	841
prior_STAT1	CDK8	841
prior_STAT1	CDKN1A	841
prior_STAT1	CDKN1B	841
prior_STAT1	CEBPD	841
prior_STAT1	CEBPE	841
prior_STAT1	CELF1	841
prior_STAT1	CFAP46	841
prior_STAT1	CFB	841
prior_STAT1	CFH	841
prior_STAT1	CFLAR	841
prior_STAT1	CFTR	841
prior_STAT1	CH25H	841
prior_STAT1	CHD9	841
prior_STAT1	CHN2	841
prior_STAT1	CHST15	841
prior_STAT1	CIITA	841
prior_STAT1	CISH	841
prior_STAT1	CLC	841
prior_STAT1	CLIC2	841
prior_STAT1	CLIP2	841
prior_STAT1	CLU	841
prior_STAT1	CMKLR1	841
prior_STAT1	CMTM7	841
prior_STAT1	CNTF	841
prior_STAT1	COL1A1	841
prior_STAT1	COL1A2	841
prior_STAT1	COL2A1	841
prior_STAT1	COPS5	841
prior_STAT1	CPQ	841
prior_STAT1	CREB5	841
prior_STAT1	CREBBP	841
prior_STAT1	CREM	841
prior_STAT1	CRYBG1	841
prior_STAT1	CSF1	841
prior_STAT1	CSNK2A2	841
prior_STAT1	CTSB	841
prior_STAT1	CTSL	841
prior_STAT1	CUEDC1	841
prior_STAT1	CUX1	841
prior_STAT1	CX3CL1	841
prior_STAT1	CXCL10	841
prior_STAT1	CXCL11	841
prior_STAT1	CXCL8	841
prior_STAT1	CXCL9	841
prior_STAT1	CYBB	841
prior_STAT1	CYP19A1	841
prior_STAT1	CYTH1	841
prior_STAT1	CYTH4	841
prior_STAT1	DAPK1	841
prior_STAT1	DCLRE1C	841
prior_STAT1	DDX50	841
prior_STAT1	DEFB4B	841
prior_STAT1	DENND3	841
prior_STAT1	DGKG	841
prior_STAT1	DIAPH1	841
prior_STAT1	DIMT1	841
prior_STAT1	DLEU1	841
prior_STAT1	DMXL2	841
prior_STAT1	DNAJB12	841
prior_STAT1	DNM2	841
prior_STAT1	DNMT1	841
prior_STAT1	DOCK10	841
prior_STAT1	DOCK4	841
prior_STAT1	DOCK8	841
prior_STAT1	DPYSL2	841
prior_STAT1	DSE	841
prior_STAT1	DTNB	841
prior_STAT1	DTNBP1	841
prior_STAT1	DUOX2	841
prior_STAT1	DUSP10	841
prior_STAT1	DUSP22	841
prior_STAT1	EARS2	841
prior_STAT1	ECE1	841
prior_STAT1	EDEM2	841
prior_STAT1	EDN1	841
prior_STAT1	EEF2K	841
prior_STAT1	EGFR	841
prior_STAT1	EGLN3	841
prior_STAT1	EHD1	841
prior_STAT1	EIF2AK1	841
prior_STAT1	EIF2AK2	841
prior_STAT1	EIF2AK3	841
prior_STAT1	EIF4E	841
prior_STAT1	ELF1	841
prior_STAT1	ELF5	841
prior_STAT1	ELL	841
prior_STAT1	ELMO1	841
prior_STAT1	ELP3	841
prior_STAT1	EMC2	841
prior_STAT1	ENPP2	841
prior_STAT1	EPB41L3	841
prior_STAT1	ERC2	841
prior_STAT1	ERCC1	841
prior_STAT1	ERGIC1	841
prior_STAT1	ERN1	841
prior_STAT1	ESR1	841
prior_STAT1	ESR2	841
prior_STAT1	ETV6	841
prior_STAT1	ETV7	841
prior_STAT1	FAM78A	841
prior_STAT1	FAS	841
prior_STAT1	FASLG	841
prior_STAT1	FBXO5	841
prior_STAT1	FCGR1A	841
prior_STAT1	FCGR3A	841
prior_STAT1	FCGRT	841
prior_STAT1	FCHSD2	841
prior_STAT1	FGF2	841
prior_STAT1	FGFR1	841
prior_STAT1	FGFR3	841
prior_STAT1	FGGY	841
prior_STAT1	FGL2	841
prior_STAT1	FHAD1	841
prior_STAT1	FKBP5	841
prior_STAT1	FNBP1	841
prior_STAT1	FNDC3B	841
prior_STAT1	FNIP2	841
prior_STAT1	FOS	841
prior_STAT1	FOXK1	841
prior_STAT1	FOXN3	841
prior_STAT1	FOXO3	841
prior_STAT1	FOXP1	841
prior_STAT1	FOXP3	841
prior_STAT1	FRMD4B	841
prior_STAT1	FSCN1	841
prior_STAT1	FYB1	841
prior_STAT1	FYN	841
prior_STAT1	GAB2	841
prior_STAT1	GADD45A	841
prior_STAT1	GAS7	841
prior_STAT1	GAST	841
prior_STAT1	GATA3	841
prior_STAT1	GBP1	841
prior_STAT1	GBP2	841
prior_STAT1	GCK	841
prior_STAT1	GCNT2	841
prior_STAT1	GFI1	841
prior_STAT1	GLIPR2	841
prior_STAT1	GLIS3	841
prior_STAT1	GLS	841
prior_STAT1	GM2A	841
prior_STAT1	GNA12	841
prior_STAT1	GNAI2	841
prior_STAT1	GPCPD1	841
prior_STAT1	GPD2	841
prior_STAT1	GPR107	841
prior_STAT1	GPR132	841
prior_STAT1	GPR141	841
prior_STAT1	GPR146	841
prior_STAT1	GRAMD1A	841
prior_STAT1	GRAMD1B	841
prior_STAT1	GRB2	841
prior_STAT1	GREB1	841
prior_STAT1	GRK2	841
prior_STAT1	GSAP	841
prior_STAT1	GSE1	841
prior_STAT1	GSN	841
prior_STAT1	GSTK1	841
prior_STAT1	HAMP	841
prior_STAT1	HCFC1	841
prior_STAT1	HDAC4	841
prior_STAT1	HDAC7	841
prior_STAT1	HDAC9	841
prior_STAT1	HIVEP2	841
prior_STAT1	HIVEP3	841
prior_STAT1	HK1	841
prior_STAT1	HK2	841
prior_STAT1	HLA-A	841
prior_STAT1	HLA-DMA	841
prior_STAT1	HLA-DMB	841
prior_STAT1	HLA-DQA2	841
prior_STAT1	HLA-DRB1	841
prior_STAT1	HLA-E	841
prior_STAT1	HLX	841
prior_STAT1	HM13	841
prior_STAT1	HMGB1	841
prior_STAT1	HMOX1	841
prior_STAT1	HNRNPR	841
prior_STAT1	HOOK2	841
prior_STAT1	HPCAL1	841
prior_STAT1	HSP90AA1	841
prior_STAT1	HSP90AA2P	841
prior_STAT1	HSP90B2P	841
prior_STAT1	HSPA4	841
prior_STAT1	HSPB1	841
prior_STAT1	HSPG2	841
prior_STAT1	HTRA1	841
prior_STAT1	ICAM1	841
prior_STAT1	IDO1	841
prior_STAT1	IDO2	841
prior_STAT1	IER5	841
prior_STAT1	IFI27	841
prior_STAT1	IFI30	841
prior_STAT1	IFI35	841
prior_STAT1	IFI6	841
prior_STAT1	IFIT1	841
prior_STAT1	IFIT2	841
prior_STAT1	IFIT3	841
prior_STAT1	IFITM1	841
prior_STAT1	IFITM3	841
prior_STAT1	IFNG	841
prior_STAT1	IFNGR1	841
prior_STAT1	IFNGR2	841
prior_STAT1	IFNL3	841
prior_STAT1	IFNLR1	841
prior_STAT1	IGF1	841
prior_STAT1	IGF1R	841
prior_STAT1	IGF2R	841
prior_STAT1	IGFBP3	841
prior_STAT1	IGFLR1	841
prior_STAT1	IL10	841
prior_STAT1	IL12A	841
prior_STAT1	IL12B	841
prior_STAT1	IL12RB1	841
prior_STAT1	IL12RB2	841
prior_STAT1	IL15	841
prior_STAT1	IL16	841
prior_STAT1	IL17A	841
prior_STAT1	IL17D	841
prior_STAT1	IL17RA	841
prior_STAT1	IL18BP	841
prior_STAT1	IL1B	841
prior_STAT1	IL1R1	841
prior_STAT1	IL21	841
prior_STAT1	IL21R	841
prior_STAT1	IL27	841
prior_STAT1	IL2RA	841
prior_STAT1	IL4R	841
prior_STAT1	IL6	841
prior_STAT1	IL6R	841
prior_STAT1	IL6ST	841
prior_STAT1	IL7R	841
prior_STAT1	INO80	841
prior_STAT1	INPP4A	841
prior_STAT1	INPP5D	841
prior_STAT1	IPCEF1	841
prior_STAT1	IQGAP2	841
prior_STAT1	IQSEC1	841
prior_STAT1	IRF1	841
prior_STAT1	IRF2	841
prior_STAT1	IRF7	841
prior_STAT1	IRF8	841
prior_STAT1	IRF9	841
prior_STAT1	ISG15	841
prior_STAT1	ISG20	841
prior_STAT1	ITGB1	841
prior_STAT1	ITGB2	841
prior_STAT1	ITPR1	841
prior_STAT1	IVL	841
prior_STAT1	JADE2	841
prior_STAT1	JAK1	841
prior_STAT1	JAK2	841
prior_STAT1	JMJD1C	841
prior_STAT1	JUN	841
prior_STAT1	JUNB	841
prior_STAT1	KCNJ15	841
prior_STAT1	KCNMA1	841
prior_STAT1	KDM6B	841
prior_STAT1	KIF2A	841
prior_STAT1	KITLG	841
prior_STAT1	KLF4	841
prior_STAT1	KLF6	841
prior_STAT1	KLF7	841
prior_STAT1	KLF9	841
prior_STAT1	KLHL6	841
prior_STAT1	KRT17	841
prior_STAT1	KRT79	841
prior_STAT1	KYNU	841
prior_STAT1	LAMA3	841
prior_STAT1	LAP3	841
prior_STAT1	LAPTM4B	841
prior_STAT1	LAPTM5	841
prior_STAT1	LAT	841
prior_STAT1	LCN2	841
prior_STAT1	LCP2	841
prior_STAT1	LDLR	841
prior_STAT1	LGALS3	841
prior_STAT1	LHFPL2	841
prior_STAT1	LIMD1	841
prior_STAT1	LIMS1	841
prior_STAT1	LINC00299	841
prior_STAT1	LIPA	841
prior_STAT1	LITAF	841
prior_STAT1	LMNA	841
prior_STAT1	LMO2	841
prior_STAT1	LONP1	841
prior_STAT1	LPL	841
prior_STAT1	LPP	841
prior_STAT1	LRCH1	841
prior_STAT1	LRRFIP1	841
prior_STAT1	LY96	841
prior_STAT1	LYN	841
prior_STAT1	MACF1	841
prior_STAT1	MAD1L1	841
prior_STAT1	MAML3	841
prior_STAT1	MAN1A1	841
prior_STAT1	MAP1LC3B	841
prior_STAT1	MAP3K14	841
prior_STAT1	MAP3K5	841
prior_STAT1	MAP3K8	841
prior_STAT1	MAPK1	841
prior_STAT1	MAPKAPK2	841
prior_STAT1	MAPKAPK3	841
prior_STAT1	MARK3	841
prior_STAT1	MAT2A	841
prior_STAT1	MBNL1	841
prior_STAT1	MBP	841
prior_STAT1	MCF2L	841
prior_STAT1	MCF2L2	841
prior_STAT1	MCL1	841
prior_STAT1	MCTP1	841
prior_STAT1	MDC1	841
prior_STAT1	MDM2	841
prior_STAT1	MED15	841
prior_STAT1	MED16	841
prior_STAT1	MED23	841
prior_STAT1	MEF2D	841
prior_STAT1	MET	841
prior_STAT1	METTL9	841
prior_STAT1	MGAT1	841
prior_STAT1	MGLL	841
prior_STAT1	MGRN1	841
prior_STAT1	MLC1	841
prior_STAT1	MMP13	841
prior_STAT1	MMP7	841
prior_STAT1	MMP9	841
prior_STAT1	MNT	841
prior_STAT1	MPZL1	841
prior_STAT1	MSN	841
prior_STAT1	MSR1	841
prior_STAT1	MTMR9	841
prior_STAT1	MTSS1	841
prior_STAT1	MUC1	841
prior_STAT1	MUC4	841
prior_STAT1	MVP	841
prior_STAT1	MX1	841
prior_STAT1	MYC	841
prior_STAT1	MYD88	841
prior_STAT1	MYH9	841
prior_STAT1	MYO18A	841
prior_STAT1	MYO9B	841
prior_STAT1	MYOF	841
prior_STAT1	N4BP1	841
prior_STAT1	NAA35	841
prior_STAT1	NABP1	841
prior_STAT1	NCF2	841
prior_STAT1	NCL	841
prior_STAT1	NCOA7	841
prior_STAT1	NCOR2	841
prior_STAT1	NEDD4L	841
prior_STAT1	NEDD9	841
prior_STAT1	NEK6	841
prior_STAT1	NFE2L2	841
prior_STAT1	NFKB1	841
prior_STAT1	NFKBIZ	841
prior_STAT1	NLRC5	841
prior_STAT1	NLRP3	841
prior_STAT1	NMI	841
prior_STAT1	NOS2	841
prior_STAT1	NOX1	841
prior_STAT1	NOX4	841
prior_STAT1	NOX5	841
prior_STAT1	NPAT	841
prior_STAT1	NR1H4	841
prior_STAT1	NR3C1	841
prior_STAT1	NR4A2	841
prior_STAT1	NRP1	841
prior_STAT1	NRP2	841
prior_STAT1	OAS1	841
prior_STAT1	OAS2	841
prior_STAT1	OAS3	841
prior_STAT1	OASL	841
prior_STAT1	OPRM1	841
prior_STAT1	OSBPL3	841
prior_STAT1	OSM	841
prior_STAT1	P2RY6	841
prior_STAT1	PACSIN2	841
prior_STAT1	PARK7	841
prior_STAT1	PARP14	841
prior_STAT1	PDE4B	841
prior_STAT1	PDE4D	841
prior_STAT1	PDGFB	841
prior_STAT1	PFKFB3	841
prior_STAT1	PGS1	841
prior_STAT1	PHACTR2	841
prior_STAT1	PIAS1	841
prior_STAT1	PIK3AP1	841
prior_STAT1	PIK3CB	841
prior_STAT1	PIK3R1	841
prior_STAT1	PIK3R5	841
prior_STAT1	PIM1	841
prior_STAT1	PIP4K2A	841
prior_STAT1	PKIG	841
prior_STAT1	PLAC8	841
prior_STAT1	PLAU	841
prior_STAT1	PLB1	841
prior_STAT1	PLCB1	841
prior_STAT1	PLCG1	841
prior_STAT1	PLCG2	841
prior_STAT1	PLEC	841
prior_STAT1	PLEKHA2	841
prior_STAT1	PLEKHG3	841
prior_STAT1	PLEKHO1	841
prior_STAT1	PLSCR1	841
prior_STAT1	PLXNC1	841
prior_STAT1	PMAIP1	841
prior_STAT1	PML	841
prior_STAT1	POLA1	841
prior_STAT1	POLR1A	841
prior_STAT1	POMC	841
prior_STAT1	POU2F2	841
prior_STAT1	POU3F1	841
prior_STAT1	PPARA	841
prior_STAT1	PPARG	841
prior_STAT1	PPFIBP2	841
prior_STAT1	PPIP5K2	841
prior_STAT1	PPM1H	841
prior_STAT1	PRDM16	841
prior_STAT1	PREX1	841
prior_STAT1	PRF1	841
prior_STAT1	PRKAG2	841
prior_STAT1	PRKCB	841
prior_STAT1	PRKCD	841
prior_STAT1	PRKCE	841
prior_STAT1	PRKCH	841
prior_STAT1	PROS1	841
prior_STAT1	PRPF31	841
prior_STAT1	PRUNE2	841
prior_STAT1	PSMB9	841
prior_STAT1	PSMD1	841
prior_STAT1	PSTPIP2	841
prior_STAT1	PTGFR	841
prior_STAT1	PTGS2	841
prior_STAT1	PTK2B	841
prior_STAT1	PTN	841
prior_STAT1	PTP4A2	841
prior_STAT1	PTPN2	841
prior_STAT1	PTPN6	841
prior_STAT1	PTPRE	841
prior_STAT1	PTPRJ	841
prior_STAT1	PTTG1IP	841
prior_STAT1	PWP2	841
prior_STAT1	RAB31	841
prior_STAT1	RAB3GAP2	841
prior_STAT1	RAD51B	841
prior_STAT1	RALGDS	841
prior_STAT1	RAP1GAP2	841
prior_STAT1	RAPGEF1	841
prior_STAT1	RAPGEF2	841
prior_STAT1	RARA	841
prior_STAT1	RASA3	841
prior_STAT1	RASGEF1B	841
prior_STAT1	RASSF2	841
prior_STAT1	RASSF4	841
prior_STAT1	RASSF5	841
prior_STAT1	RB1	841
prior_STAT1	RBAK	841
prior_STAT1	RBFOX3	841
prior_STAT1	RBM47	841
prior_STAT1	RBMS1	841
prior_STAT1	RBPJ	841
prior_STAT1	RC3H1	841
prior_STAT1	RCN1	841
prior_STAT1	RELA	841
prior_STAT1	RERE	841
prior_STAT1	REST	841
prior_STAT1	REV3L	841
prior_STAT1	RFTN1	841
prior_STAT1	RFX3	841
prior_STAT1	RGS12	841
prior_STAT1	RHBDD2	841
prior_STAT1	RHBDF2	841
prior_STAT1	RHOA	841
prior_STAT1	RHOF	841
prior_STAT1	RIN2	841
prior_STAT1	RIN3	841
prior_STAT1	RIPK1	841
prior_STAT1	RIPOR2	841
prior_STAT1	RNF213	841
prior_STAT1	RPGR	841
prior_STAT1	RPS24	841
prior_STAT1	RREB1	841
prior_STAT1	RTN4	841
prior_STAT1	RUNX1	841
prior_STAT1	RUNX3	841
prior_STAT1	RXYLT1	841
prior_STAT1	S100A10	841
prior_STAT1	S100A11	841
prior_STAT1	SAMD4A	841
prior_STAT1	SAMSN1	841
prior_STAT1	SBNO2	841
prior_STAT1	SCARB1	841
prior_STAT1	SCGB3A1	841
prior_STAT1	SEC14L1	841
prior_STAT1	SEMA4B	841
prior_STAT1	SEMA4D	841
prior_STAT1	SERPINB3	841
prior_STAT1	SERPINB4	841
prior_STAT1	SGK1	841
prior_STAT1	SGMS1	841
prior_STAT1	SH2B3	841
prior_STAT1	SH3BP2	841
prior_STAT1	SH3BP5	841
prior_STAT1	SH3KBP1	841
prior_STAT1	SH3TC1	841
prior_STAT1	SHANK2	841
prior_STAT1	SIK3	841
prior_STAT1	SKI	841
prior_STAT1	SKP2	841
prior_STAT1	SLA	841
prior_STAT1	SLC12A8	841
prior_STAT1	SLC1A2	841
prior_STAT1	SLC1A3	841
prior_STAT1	SLC25A37	841
prior_STAT1	SLC2A2	841
prior_STAT1	SLC44A3	841
prior_STAT1	SLC6A6	841
prior_STAT1	SLC7A7	841
prior_STAT1	SLC8A1	841
prior_STAT1	SLCO3A1	841
prior_STAT1	SLPI	841
prior_STAT1	SLURP1	841
prior_STAT1	SMAD3	841
prior_STAT1	SMARCA4	841
prior_STAT1	SMCO4	841
prior_STAT1	SMG6	841
prior_STAT1	SNAP91	841
prior_STAT1	SNRNP27	841
prior_STAT1	SNX10	841
prior_STAT1	SNX30	841
prior_STAT1	SNX8	841
prior_STAT1	SOCS1	841
prior_STAT1	SOCS2	841
prior_STAT1	SOCS3	841
prior_STAT1	SOCS4	841
prior_STAT1	SOCS5	841
prior_STAT1	SOCS6	841
prior_STAT1	SOCS7	841
prior_STAT1	SOD2	841
prior_STAT1	SP110	841
prior_STAT1	SPIDR	841
prior_STAT1	SQOR	841
prior_STAT1	SRC	841
prior_STAT1	SRGN	841
prior_STAT1	ST14	841
prior_STAT1	ST3GAL1	841
prior_STAT1	ST3GAL2	841
prior_STAT1	ST6GAL1	841
prior_STAT1	STAG1	841
prior_STAT1	STAT2	841
prior_STAT1	STAT3	841
prior_STAT1	STAT6	841
prior_STAT1	STK10	841
prior_STAT1	STK40	841
prior_STAT1	SUB1	841
prior_STAT1	SUSD1	841
prior_STAT1	SUSD6	841
prior_STAT1	SYK	841
prior_STAT1	TACC1	841
prior_STAT1	TAF1B	841
prior_STAT1	TAOK3	841
prior_STAT1	TAP1	841
prior_STAT1	TBC1D1	841
prior_STAT1	TBC1D14	841
prior_STAT1	TBC1D2B	841
prior_STAT1	TBX21	841
prior_STAT1	TBXAS1	841
prior_STAT1	TCF4	841
prior_STAT1	TCF7L2	841
prior_STAT1	TFEB	841
prior_STAT1	TFF1	841
prior_STAT1	TG	841
prior_STAT1	TGFA	841
prior_STAT1	TGFBI	841
