contrast_id	accession	organism	tier	role	perturbation	on_target_pass	in_primary_meta	in_encode_meta	n_ko	n_ctrl	geneset	ES	NES	nom_p	fdr_q	p_up	n_in_set_resolved	lead_genes
GSE180581_HEK293T_siKu80	GSE180581	human	primary	Ku loss	XRCC5	True	True	False	3	3	IFN_GAMMA	-0.24642608980570363	-1.0655645345748488	0.3194945848375451	0.6805768640687327	0.6805054151624549	146	B2M;MTHFD2;NFKB1;NFKBIA;IFITM2;CASP8;PSMB2;BTG1;CMTR1;NUP93;MT2A;PNP;HLA-G;TAP1;PFKP;TRIM14;EIF4E3;MVP;UBE2L6;MARCHF1;IFIH1;SLC25A28;SECTM1;SSPN;RBCK1;ITGB7;RAPGEF6;IFITM3;RIPK2;PTPN2;RNF213;CIITA;HIF1A;ICAM1;SRI;TNFAIP3;IRF8;IFIT1;ZNFX1;PELI1;IRF2
GSE180581_HEK293T_siKu80	GSE180581	human	primary	Ku loss	XRCC5	True	True	False	3	3	APM_MHCI	-0.2902963155825392	-0.8098521812823761	0.7104247104247104	1.0	0.28957528957528955	17	B2M;HLA-G;TAP1
GSE180581_HEK293T_siKu80	GSE180581	human	primary	Ku loss	XRCC5	True	True	False	3	3	IFN_ALPHA	-0.1673600880226466	-0.6493961341179126	0.9876977152899824	0.9558146670757901	0.012302284710017597	74	B2M;IFITM2;CASP8;CMTR1;NUB1;TAP1;TRIM14;UBE2L6;IFIH1;SLC25A28;IFITM3;RIPK2
GSE180581_HEK293T_siDNAPKcs	GSE180581	human	comparator	DNA-PKcs loss, not Ku	PRKDC	True	False	False	3	3	APM_KEGG	0.41952144949189035	1.6113926181419949	0.010810810810810811	0.01940532081377152	0.010810810810810811	50	HSPA1B;LGMN;HSPA5;NFYA;CANX;HSPA8;HLA-E
GSE180581_HEK293T_siDNAPKcs	GSE180581	human	comparator	DNA-PKcs loss, not Ku	PRKDC	True	False	False	3	3	IFN_GAMMA	-0.3263340698405325	-1.5538408422995027	0.0022471910112359553	0.07415329768270945	0.9977528089887641	151	HELZ2;LGALS3BP;SRI;IFI44L;HIF1A;STAT1;RNF213;B2M;CASP3;IFIH1;RIPK2;PNP;SSPN;BPGM;UBE2L6;TRIM14;IL10RA;CMTR1;TAP1;PELI1;TRIM26;PTPN6;TRIM25;BTG1;HLA-G;NLRC5;EPSTI1;IL4R;MTHFD2;IRF8;KLRK1;PSMB10;PTPN2;NFKBIA;ISG15;PSMA3;GCH1;MT2A;IL15;NUP93;ICAM1;RIPK1;ADAR;TDRD7;WARS1;C1S;IFITM2;LYSMD2
GSE180581_HEK293T_siDNAPKcs	GSE180581	human	comparator	DNA-PKcs loss, not Ku	PRKDC	True	False	False	3	3	IFN_ALPHA	-0.3582096181864824	-1.5227141620878806	0.013100436681222707	0.0427807486631016	0.9868995633187773	78	HELZ2;LGALS3BP;IFI44L;B2M;IFIH1;RIPK2;UBE2L6;TRIM14;CMTR1;TAP1;TRIM26;SAMD9;TRIM25;EPSTI1;IL4R;PROCR;ISG15;PSMA3;IL15;ADAR;TDRD7;WARS1;C1S;IFITM2;NUB1;IFI35;PARP9
GSE180581_HEK293T_siDNAPKcs	GSE180581	human	comparator	DNA-PKcs loss, not Ku	PRKDC	True	False	False	3	3	RIGI_MDA5	-0.292460682546521	-1.2192424553512533	0.14495798319327732	0.21295306001188355	0.8550420168067226	65	RNF135;CASP10;CYLD;CHUK;IFIH1;UBE2K;TRAF3;SIKE1;UBE2D2;UBE2L6;ITCH;TKFC;TRIM25;NLRC5;IKBKB
GSE180581_HEK293T_siDNAPKcs	GSE180581	human	comparator	DNA-PKcs loss, not Ku	PRKDC	True	False	False	3	3	APM_MHCI	-0.3871901915426153	-1.1618046342859896	0.27521008403361347	0.21746880570409982	0.7247899159663865	18	B2M;ERAP2;TAP1;HLA-G;NLRC5;PSMB10;TAP2;HLA-F
GSE180581_HEK293T_siDNAPKcs	GSE180581	human	comparator	DNA-PKcs loss, not Ku	PRKDC	True	False	False	3	3	STING	0.4012741968936974	0.9360939591712379	0.5393939393939394	0.5762128325508608	0.5393939393939394	8	STAT6;DDX41
GSE180581_HEK293T_Ku70het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC6	True	False	False	3	3	APM_KEGG	0.5059977584401557	1.635352539718	0.0032626427406199023	0.030361578802097708	0.0032626427406199023	53	PSME3;CALR;HLA-C;HLA-DPA1;HSPA1B;HLA-B;HSPA4;HLA-DRB1;HLA-DPB1;HLA-DRB5;HLA-A;HLA-DMA;HSPA8;HLA-E;NFYB;RFXANK;HSP90AA1;PSME1;HLA-F;CTSL
GSE180581_HEK293T_Ku70het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC6	True	False	False	3	3	IFN_ALPHA	0.34890724790837585	1.224603276434678	0.12206572769953052	0.39539056030913605	0.12206572769953052	80	LGALS3BP;BST2;HLA-C;ADAR;TRIM26;CNP;LY6E;OGFR;CMTR1;ISG15;IRF7;MVB12A;STAT2;TDRD7;IFITM1
GSE180581_HEK293T_Ku70het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC6	True	False	False	3	3	APM_MHCI	0.43285496661501977	1.1058053478213363	0.33512544802867383	0.4949857392584414	0.33512544802867383	17	HLA-C;HLA-B;HLA-A;PSMB10;HLA-E;PSME1;HLA-F
GSE180581_HEK293T_Ku70het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC6	True	False	False	3	3	IFN_GAMMA	0.281706217227783	1.080145849073698	0.29112081513828236	0.42092188793817276	0.29112081513828236	156	LGALS3BP;BST2;VAMP8;PLA2G4A;HLA-B;ADAR;TRIM26;PSMB2;CD40;LY6E;HLA-DRB1;OGFR;RBCK1;NFKB1;CMTR1;RIPK1;RIGI;PTPN1;HLA-A;HLA-DMA;PSMB10;ISG15;IRF7;IRF5;STAT2;TDRD7;SAMHD1;NFKBIA
GSE180581_HEK293T_Ku70het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC6	True	False	False	3	3	STING	-0.44178535034981686	-0.9649372399625816	0.504	0.515776188472865	0.496	8	MRE11
GSE180581_HEK293T_Ku70het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC6	True	False	False	3	3	RIGI_MDA5	0.2653751419125077	0.884721046091594	0.6853035143769968	0.6718189345845984	0.6853035143769968	65	UBB;NFKBIB;NFKB1;RIPK1;PCBP2;UBA52;APP;RIGI;CREBBP;RNF135;OTUD5;NKIRAS1;TRAF3;ISG15;IRF7;UBE2D2;RNF216;NFKBIA;TRIM4
GSE180581_HEK293T_Ku80het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC5	True	False	False	3	3	IFN_GAMMA	-0.334452072436881	-1.5131710609975904	0.004597701149425287	0.07914175167077031	0.9954022988505747	155	LGALS3BP;ARID5B;C1S;HELZ2;IRF8;CDKN1A;CFH;CASP3;MTHFD2;MARCHF1;SERPING1;HLA-DRB1;HERC6;CASP7;FAS;NLRC5;IFI44L;EPSTI1;SELP;DDX60;IL7;UBE2L6;C1R;IRF2;IFIT1;NOD1;BTG1;TRIM14;TAPBP;HLA-DQA1;HLA-B;TRIM21;CSF2RB;SP110;PELI1;GPR18;STAT4
GSE180581_HEK293T_Ku80het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC5	True	False	False	3	3	APM_MHCI	-0.5160854876728447	-1.478194144175172	0.052521008403361345	0.0490678860358776	0.9474789915966386	17	ERAP2;NLRC5;HLA-F;TAPBP;HLA-B;TAPBPL
GSE180581_HEK293T_Ku80het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC5	True	False	False	3	3	IFN_ALPHA	-0.3562556520025474	-1.451904249805907	0.017130620985010708	0.03869152303904327	0.9828693790149893	78	LGALS3BP;C1S;HELZ2;PROCR;TRIM5;HERC6;CD47;CSF1;IFI44L;EPSTI1;SAMD9;PARP9;DDX60;IL7;UBE2L6;IRF2;TRIM14;TRIM21;SP110
GSE180581_HEK293T_Ku80het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC5	True	False	False	3	3	APM_KEGG	0.28563349842051056	1.0471797438190467	0.37093690248565964	1.0	0.37093690248565964	50	PSME3;HSPA8;HSPA1B;CANX;HSPA4
GSE180581_HEK293T_Ku80het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC5	True	False	False	3	3	RIGI_MDA5	0.26937432713229714	1.0331725804255605	0.39805825242718446	0.5958188153310106	0.39805825242718446	65	UBB;PCBP2;NFKBIB;TAX1BP1;RNF216;IRF3;RNF125;MAVS;IRF7;OTUD5;HSP90AB1;RELA;UBA52;HSP90AA1;NKIRAS2;IKBKB;MAP3K1;TRAF3;EP300
GSE180581_HEK293T_Ku80het_vs_WT	GSE180581	human	secondary	heterozygous only	XRCC5	True	False	False	3	3	STING	0.2773498054991638	0.6395147924682044	0.8853118712273642	0.9638897687678175	0.8853118712273642	8	IRF3;DDX41;MRE11
GSE247031_Treg_Xrcc6_cKO	GSE247031	mouse	primary	Ku loss	XRCC6	True	True	False	3	3	APM_KEGG	0.4028590768462636	1.7583398681766713	0.0	0.01223865374808771	0.000999000999000999	50	Lgmn;H2-Eb1;Tnf;Cd8b1;Cd74;Ctsl;Hspa1l;H2-Aa;Tap2;Ciita;Cd4;H2-Ab1;Klrc1;Tapbp;B2m;H2-DMa;Nfyb;Hspa8
GSE247031_Treg_Xrcc6_cKO	GSE247031	mouse	primary	Ku loss	XRCC6	True	True	False	3	3	IFN_ALPHA	0.22613929817328726	1.0958674217351163	0.2673611111111111	0.29117797042325344	0.2673611111111111	90	Ifit2;Txnip;Cnp;Parp9;Gbp3;Epsti1;Gbp2;Elf1;Rtp4;Irf2;Cd74;Ifih1;Lgals3bp;Cmtr1;Ogfr;Batf2;Ifitm3;Lamp3;Lap3;Sell;Mov10;Ly6e
GSE247031_Treg_Xrcc6_cKO	GSE247031	mouse	primary	Ku loss	XRCC6	True	True	False	3	3	RIGI_MDA5	-0.23846166084580894	-0.9618888338349609	0.5356083086053413	1.0	0.46439169139465875	61	Traf3;Nlrc5;Nfkb1;Tank;Nkiras1;Nfkbia;Irf3;Crebbp;Itch;Ifnb1;Casp8;Dhx58;Ubb;Pdzd2;Chuk;Rela;Ikbke;Map3k1;Ikbkg;Nfkbib;Atg5;Atg12;Sike1;Ager;Tbk1;Ube2d2a;Ube2l6;Uba7
GSE247031_Treg_Xrcc6_cKO	GSE247031	mouse	primary	Ku loss	XRCC6	True	True	False	3	3	IFN_GAMMA	-0.17592524202192433	-0.8405550285835494	0.8216957605985037	1.0	0.1783042394014963	184	Nlrc5;Cxcl10;Nfkb1;Nampt;Il15ra;Samd9l;Jak2;Casp1;Parp14;Lysmd2;Nfkbia;Eif2ak2;Xaf1;Xcl1;Psma3;Trim14;Selp;Rnf213;St8sia4;Pim1;Rsad2;Ncoa3;Ptpn2;Gch1
GSE247031_Treg_Xrcc6_cKO	GSE247031	mouse	primary	Ku loss	XRCC6	True	True	False	3	3	APM_MHCI	-0.24398591863035513	-0.7146670383626323	0.8497495826377296	1.0	0.1502504173622704	16	Nlrc5
GSE247031_Treg_Xrcc6_cKO	GSE247031	mouse	primary	Ku loss	XRCC6	True	True	False	3	3	STING	-0.20893310753598646	-0.5493190815330363	0.972318339100346	0.9908393166625402	0.02768166089965396	11	Irf3;Nlrc3;Mre11a;Tbk1;Stat6;Ddx41;Trim21;Dtx4;Trex1;Cgas;Tmem173
ENCODE_K562_shXRCC5	GSE88488	human	encode	Ku loss	XRCC5	True	False	True	2	2	APM_MHCI	0.558183256940672	1.6379788823530503	0.011037527593818985	0.03282275711159738	0.011037527593818985	15	TAP1;PSMB9;TAP2;HLA-B;ERAP1;PSMB8;ERAP2;PSMB10;PSME1
ENCODE_K562_shXRCC5	GSE88488	human	encode	Ku loss	XRCC5	True	False	True	2	2	IFN_ALPHA	0.3224047230479089	1.4315061636755937	0.023323615160349854	0.06695842450765864	0.023323615160349854	85	TAP1;CMPK2;SAMD9;IRF1;PARP14;PSMB9;TRIM26;NMI;SAMD9L;IL15;NCOA7;USP18;IFIT3;IL4R;TENT5A;TMEM140;CCRL2;LGALS3BP;HELZ2;CD74
ENCODE_K562_shXRCC5	GSE88488	human	encode	Ku loss	XRCC5	True	False	True	2	2	IFN_GAMMA	-0.2672551673268146	-1.1713700711565034	0.1627260083449235	0.6379542395693136	0.8372739916550764	152	PFKP;IL10RA;IFITM2;CD69;PTPN1;PIM1;SOCS3;PNP;IFNAR2;RAPGEF6;PELI1;STAT3;TXNIP;RNF213;IFITM3;IRF2;TRIM14;STAT2;CMKLR1;VAMP8
ENCODE_K562_shXRCC5	GSE88488	human	encode	Ku loss	XRCC5	True	False	True	2	2	APM_KEGG	-0.28024626789461665	-0.9778112892695615	0.49335548172757476	0.7574697173620458	0.5066445182724253	41	CALR;NFYA;HSPA5;CANX;HSPA1L;HSP90AA1;HSPA1A;B2M;PDIA3;HSPA1B;HSPA8;CTSL
ENCODE_K562_shXRCC5	GSE88488	human	encode	Ku loss	XRCC5	True	False	True	2	2	STING	0.3456672088393771	0.9579688269128738	0.5186046511627908	0.5326039387308534	0.5186046511627908	12	STING1;CGAS;IFI16;TRIM21;NLRP4;TREX1;MRE11;DDX41
ENCODE_K562_shXRCC5	GSE88488	human	encode	Ku loss	XRCC5	True	False	True	2	2	RIGI_MDA5	-0.19323048279756663	-0.7237439811349191	0.9145161290322581	0.8987886944818304	0.0854838709677419	60	ITCH;MAP3K1;TOMM70;UBE2D3;OTUD5;UBA52;UBB;HMGB1;HSP90AA1
ENCODE_K562_shXRCC6	GSE88126	human	encode	Ku loss	XRCC6	True	False	True	2	2	IFN_GAMMA	-0.31699224566800444	-1.3769822499909603	0.020869565217391306	0.2640921831205232	0.9791304347826086	147	PIM1;WARS1;LCP2;RNF213;SOCS3;MTHFD2;MT2A;UBE2L6;RBCK1;TNFAIP3;IFITM2;EIF4E3;STAT3;NOD1;STAT2;APOL6;DHX58;HELZ2;CD69;IFNAR2;TAPBP;TRIM25;CMKLR1;LGALS3BP;LY6E;CASP7;IRF2;BTG1;TNFAIP2;PTPN2;PELI1;IRF9;CXCL11;CDKN1A;ITGB7;IL10RA;MX2;MARCHF1;GBP4;PML;IL6;OAS3;IFIH1;IL15RA;NFKBIA;KLRK1;ARL4A
ENCODE_K562_shXRCC6	GSE88126	human	encode	Ku loss	XRCC6	True	False	True	2	2	APM_KEGG	-0.3210362193652922	-1.0910975308417	0.3185328185328185	0.6191217689193398	0.6814671814671815	38	HSPA5;HSPA1L;CTSS;HLA-E;TAPBP;HSPA6;LGMN;CALR;HLA-C
ENCODE_K562_shXRCC6	GSE88126	human	encode	Ku loss	XRCC6	True	False	True	2	2	IFN_ALPHA	-0.27522520502719305	-1.0871707315849952	0.2980251346499102	0.4202221530156753	0.7019748653500898	84	WARS1;UBE2L6;IFITM2;STAT2;NCOA7;DHX58;HELZ2;CSF1;TRIM5;TRIM25;LGALS3BP;LY6E;GBP2;HLA-C;IRF2;LAMP3;CD47;MVB12A;UBA7;IRF9
ENCODE_K562_shXRCC6	GSE88126	human	encode	Ku loss	XRCC6	True	False	True	2	2	RIGI_MDA5	0.27233284380999045	1.0421520027448044	0.3613963039014374	0.7443528146288992	0.3613963039014374	60	NFKBIB;CHUK;RIPK1;CASP8;ATG12;NFKB1;HSP90AA1;CREBBP;IKBKB;ATG5;UBE2K;RIGI;UBE2D2;UBC;NKIRAS1;RELA;TAX1BP1;UBE2D1;MAVS;UBE2D3;HMGB1;TANK;TRAF3;IRF3
ENCODE_K562_shXRCC6	GSE88126	human	encode	Ku loss	XRCC6	True	False	True	2	2	APM_MHCI	-0.38513388502199586	-1.037825362865076	0.4	0.3871068203052009	0.6	15	HLA-E;TAPBP;HLA-C;TAPBPL;ERAP1;ERAP2;PSMB8;TAP1;HLA-B
ENCODE_K562_shXRCC6	GSE88126	human	encode	Ku loss	XRCC6	True	False	True	2	2	STING	0.41527914275191957	1.0375802769045432	0.3796680497925311	0.37863033345285046	0.3796680497925311	10	DDX41;TRIM21;IFI16;IRF3;TBK1
ENCODE_HepG2_shXRCC5	GSE80921	human	encode	Ku loss	XRCC5	True	False	True	2	2	IFN_GAMMA	0.3340946637053265	1.4091766783820248	0.011389521640091117	0.23747680890538034	0.011389521640091117	148	MTHFD2;TNFAIP3;PIM1;APOL6;HIF1A;TXNIP;CASP8;WARS1;ARID5B;ICAM1;MT2A;RIGI;PNPT1;ZNFX1;IFITM2;XAF1;STAT1;IL4R;CASP3;PELI1;RIPK2;JAK2;SP110;ARL4A;STAT2;LATS2;PARP14;NAMPT;RIPK1;PLSCR1;CASP7;RAPGEF6;TRIM21;PSMB9;MVP;MX1;IFNAR2;SOCS3;PTPN2;IFI30;BPGM;EIF2AK2;NLRC5;BATF2;STAT3
ENCODE_HepG2_shXRCC5	GSE80921	human	encode	Ku loss	XRCC5	True	False	True	2	2	IFN_ALPHA	0.36186335263341735	1.3940176456163387	0.036855036855036855	0.1313543599257885	0.036855036855036855	84	LPAR6;TENT5A;NCOA7;TXNIP;CASP8;CSF1;WARS1;PNPT1;IFITM2;IL4R;RIPK2;SP110;PARP9;STAT2;PARP14;PLSCR1;GBP2;TRIM21;PSMB9;MX1;SAMD9;IFI30;EIF2AK2;BATF2;TMEM140;CD47;NUB1;IFIH1;IFITM1;DDX60;IRF9;NMI
ENCODE_HepG2_shXRCC5	GSE80921	human	encode	Ku loss	XRCC5	True	False	True	2	2	APM_MHCI	-0.49763140668767153	-1.3230852043886419	0.14022140221402213	0.19667170953101362	0.8597785977859779	18	HLA-B;HLA-C;HLA-A;PSME1;PSME2;TAPBPL
ENCODE_HepG2_shXRCC5	GSE80921	human	encode	Ku loss	XRCC5	True	False	True	2	2	APM_KEGG	-0.4040350893715216	-1.318014214674699	0.10766423357664233	0.10136157337367625	0.8923357664233577	41	LGMN;HLA-B;HLA-C;HLA-A;CD74;HSPA5;PSME1;NFYC;CANX;CALR;PSME2
ENCODE_HepG2_shXRCC5	GSE80921	human	encode	Ku loss	XRCC5	True	False	True	2	2	RIGI_MDA5	0.2970803328949224	1.0814688800247363	0.32265446224256294	0.4230055658627087	0.32265446224256294	61	TNFAIP3;CASP8;TAX1BP1;RIGI;APP;UBE2D1;TANK;TBK1;CHUK;NKIRAS1;CYLD;RIPK1;CASP10;TRAF3;NLRC5;UBE2K;ATG5;UBE2D3
ENCODE_HepG2_shXRCC5	GSE80921	human	encode	Ku loss	XRCC5	True	False	True	2	2	STING	0.3343017276753508	0.7466169439378146	0.7808764940239044	0.8790352504638219	0.7808764940239044	8	TBK1;TRIM21;MRE11
ENCODE_HepG2_shXRCC6	GSE80894	human	encode	Ku loss	XRCC6	True	False	True	2	2	APM_KEGG	0.364455278531545	1.3131939871630651	0.0972972972972973	0.2803468208092486	0.0972972972972973	46	CD74;NFYA;RFX5;HSPA8;HSP90AA1;HSPA4;PSME3;HLA-DOA;IFI30;TAP1
ENCODE_HepG2_shXRCC6	GSE80894	human	encode	Ku loss	XRCC6	True	False	True	2	2	IFN_GAMMA	0.2575102769926479	1.1159638586065008	0.20909090909090908	0.4039017341040463	0.20909090909090908	151	CDKN1A;FAS;WARS1;MTHFD2;CD74;ICAM1;ZNFX1;MVP;HIF1A;RIPK2;CASP8;PNPT1;PTPN1;RIGI;CASP3;STAT1;IFI30;PNP;TAP1;STAT3;NCOA3;LATS2;SRI;MT2A;BPGM;LGALS3BP;ARL4A;PTPN6;HELZ2;RNF31
ENCODE_HepG2_shXRCC6	GSE80894	human	encode	Ku loss	XRCC6	True	False	True	2	2	APM_MHCI	-0.39230872618342194	-1.031590979180446	0.40609137055837563	1.0	0.5939086294416244	18	HLA-B;ERAP1;HLA-E;NLRC5;PSME1;B2M
ENCODE_HepG2_shXRCC6	GSE80894	human	encode	Ku loss	XRCC6	True	False	True	2	2	RIGI_MDA5	-0.28186481202689095	-0.943527545641408	0.5250379362670713	0.831039755351682	0.4749620637329287	61	RNF125;PCBP2;TNFAIP3;UBA7;TKFC;UBA52;UBC;RPS27A;RNF216;CASP10;MAVS;HSP90AB1;TRIM25;UBB
ENCODE_HepG2_shXRCC6	GSE80894	human	encode	Ku loss	XRCC6	True	False	True	2	2	IFN_ALPHA	-0.24189724705260673	-0.8473500935158285	0.7620396600566572	0.7206931702344547	0.23796033994334276	87	TMEM140;GBP2;USP18;STAT2;TXNIP;LAP3;UBA7;IRF2;PLSCR1;TRIM25;CD47;IFITM1;CMTR1;CNP;LPAR6;OAS1;ADAR;PSME1;ISG20
ENCODE_HepG2_shXRCC6	GSE80894	human	encode	Ku loss	XRCC6	True	False	True	2	2	STING	0.3109696265180558	0.7161911859947737	0.834841628959276	0.9128131021194605	0.834841628959276	9	DTX4;TBK1
ENCODE_K562_crXRCC5	GSE176960	human	encode	Ku loss	XRCC5	True	False	True	2	2	APM_MHCI	-0.6774795831941243	-1.838752442279086	0.004016064257028112	0.007361601884570083	0.9959839357429718	16	TAPBP;ERAP1;ERAP2;TAPBPL;PSME1;PSMB9;B2M;PSMB8;TAP1;NLRC5;HLA-B
ENCODE_K562_crXRCC5	GSE176960	human	encode	Ku loss	XRCC5	True	False	True	2	2	IFN_ALPHA	-0.4734227252181756	-1.8264438241729821	0.0	0.004416961130742049	0.999000999000999	86	UBE2L6;LGALS3BP;TXNIP;UBA7;IFITM3;GBP2;DHX58;IRF9;STAT2;TRIM25;IFIT3;IRF2;IRF7;CSF1;HELZ2;C1S;OGFR;PSME1;PSMB9;PARP12;CD74;BST2;CD47;IFITM2;IFIH1;B2M;IRF1;IFI27;ISG15;PSMB8;MOV10;ADAR;TAP1;PARP9;EIF2AK2;IFIT2;RSAD2;PARP14;HERC6;LAMP3;HLA-C;NMI;IFI30;IFITM1;IFI35
ENCODE_K562_crXRCC5	GSE176960	human	encode	Ku loss	XRCC5	True	False	True	2	2	IFN_GAMMA	-0.38121772272594345	-1.6250158806435255	0.0016129032258064516	0.018158617981939535	0.9983870967741936	157	UBE2L6;RNF213;TAPBP;LGALS3BP;TXNIP;TNFAIP2;IFITM3;JAK2;DHX58;OAS3;IRF9;STAT2;ITGB7;TRIM25;LCP2;MVP;IFIT3;PIM1;IRF2;IRF7;PML;IL10RA;HELZ2;C1S;OGFR;NOD1;PSME1;NFKBIA;PSMB9;PARP12;CD74;APOL6;BST2;MT2A;IFITM2;IFIH1;PTPN6;B2M;IRF1;IFI27;ISG15;TNFSF10;IFIT1;CFB;NCOA3;PSMB8
ENCODE_K562_crXRCC5	GSE176960	human	encode	Ku loss	XRCC5	True	False	True	2	2	APM_KEGG	-0.35577012815727216	-1.2098359663275162	0.17422867513611615	0.20906949352179033	0.8257713248638838	41	CTSB;TAPBP;HSPA1A;CTSS;PSME1;LGMN;CD74;CTSL;B2M;HSPA1B;CREB1;TAP1;HSPA6;HLA-B;HSPA1L;CALR;HLA-C;IFI30;HLA-E;HSPA5;NFYB;HLA-DMA
ENCODE_K562_crXRCC5	GSE176960	human	encode	Ku loss	XRCC5	True	False	True	2	2	STING	-0.41432538207443903	-1.0223412136254766	0.4252252252252252	0.4160777385159011	0.5747747747747748	11	STAT6;STING1
ENCODE_K562_crXRCC5	GSE176960	human	encode	Ku loss	XRCC5	True	False	True	2	2	RIGI_MDA5	0.24384962495967255	0.9494558533846627	0.5577395577395577	0.554147465437788	0.5577395577395577	62	NFKBIB;ATG5;CHUK;RIPK1;FADD;TAX1BP1;TOMM70;TBK1;UBE2K;UBE2D2;UBE2D1;NKIRAS2;CASP10;HMGB1;NFKB1;TRAF3;CASP8;UBE2D3
ENCODE_K562_crXRCC6	GSE177139	human	encode	Ku loss	XRCC6	True	False	True	2	2	STING	0.5589156358507265	1.527500703344602	0.04092071611253197	0.04914285714285714	0.04092071611253197	13	IFI16;IRF3;TRIM21
ENCODE_K562_crXRCC6	GSE177139	human	encode	Ku loss	XRCC6	True	False	True	2	2	APM_KEGG	-0.4691271601418985	-1.47499570317758	0.031791907514450865	0.1148235294117647	0.9682080924855492	41	HSPA1B;HSPA1A;CALR;HSP90AA1;CREB1;TAPBP;HSPA4;PDIA3
ENCODE_K562_crXRCC6	GSE177139	human	encode	Ku loss	XRCC6	True	False	True	2	2	RIGI_MDA5	-0.3118374869556436	-1.0525250615608241	0.3592233009708738	0.7637647058823529	0.6407766990291262	61	HSP90AA1;PCBP2;TRAF6;MAP3K1;EP300;SIKE1;ITCH;HMGB1;UBE2K;NFKBIA;TRIM4;NFKB1;HSP90AB1;MAVS;CREBBP;UBE2D2;CHUK;UBE2D1;UBE2D3;TRIM25;RNF216;RELA;TRAF3;TOMM70;UBB
ENCODE_K562_crXRCC6	GSE177139	human	encode	Ku loss	XRCC6	True	False	True	2	2	IFN_ALPHA	0.22583036951383378	0.9586656519549195	0.5441860465116279	0.5268571428571428	0.5441860465116279	88	TXNIP;HELZ2;RSAD2;CCRL2;NCOA7;PLSCR1;CASP8;TRIM21;PSME2;SP110;RNF31;GBP2;CXCL11;TRIM26;PROCR;CSF1;IFI27;IRF7;CMPK2;SAMD9;SAMD9L;IRF1;PSMB8;ISG20;RIPK2;BATF2;LAMP3;DHX58;DDX60;TMEM140
ENCODE_K562_crXRCC6	GSE177139	human	encode	Ku loss	XRCC6	True	False	True	2	2	IFN_GAMMA	-0.23240240086958297	-0.9000766238536502	0.6852731591448931	0.8567843137254902	0.31472684085510694	161	PIM1;LCP2;IFITM2;PNP;JAK2;HIF1A;PTPN2;RNF213;ARL4A;TAPBP;RAPGEF6;NUP93;STAT3;IRF2;TRIM14;PTPN1;ADAR;IFITM3;NAMPT;PELI1;PNPT1;NFKBIA;EIF2AK2;CSF2RB;EIF4E3;PSMB2;NFKB1;ISOC1;WARS1;ITGB7;IL15RA;TRAFD1;PARP12;PFKP
ENCODE_K562_crXRCC6	GSE177139	human	encode	Ku loss	XRCC6	True	False	True	2	2	APM_MHCI	-0.24222712917903655	-0.6088934725663235	0.9334442595673876	0.9736470588235294	0.06655574043261236	15	TAPBP;ERAP1
ENCODE_HepG2_crXRCC6	GSE177121	human	encode	Ku loss	XRCC6	True	False	True	2	2	APM_KEGG	0.4255584330691633	1.5799291380789304	0.017241379310344827	0.06825232678386763	0.017241379310344827	48	B2M;HSP90AA1;HSPA8;PSME3;HSPA4;RFX5;PSME1;HSPA2;NFYA;RFXANK;NFYB;NFYC;RFXAP;CREB1;HLA-DOA;CTSL;HLA-DQB1;CALR
ENCODE_HepG2_crXRCC6	GSE177121	human	encode	Ku loss	XRCC6	True	False	True	2	2	IFN_GAMMA	0.30776892191851574	1.4216439317882774	0.00510204081632653	0.09307135470527404	0.00510204081632653	162	CDKN1A;FAS;ARL4A;CASP3;C1S;NMI;TNFSF10;TRAFD1;B2M;PTPN1;STAT1;RIPK1;ISOC1;PSMA3;LAP3;GCH1;IFIH1;IFIT1;PSMA2;BPGM;RIPK2;CASP8;C1R;CASP1;SAMHD1;VAMP8;MVP;PNP;CASP7;TRIM26;PSME1;WARS1;CASP4;HERC6;MT2A;IFIT3;IL7;BST2;TDRD7
ENCODE_HepG2_crXRCC6	GSE177121	human	encode	Ku loss	XRCC6	True	False	True	2	2	IFN_ALPHA	0.31028580394042515	1.2835994202441974	0.058823529411764705	0.1351258186832127	0.058823529411764705	90	C1S;NMI;TRAFD1;B2M;SAMD9;PARP9;PSMA3;LAP3;IFIH1;RIPK2;CASP8;CASP1;ELF1;TRIM26;PSME1;WARS1;CNP;HERC6;IFIT3;IL7;BST2;TDRD7;PNPT1
