contrast_id	accession	organism	tier	role	perturbation	on_target_pass	in_primary_meta	in_encode_meta	n_ko	n_ctrl	geneset	ES	NES	nom_p	fdr_q	p_up	n_in_set_resolved	lead_genes
GSE294709_HCT116_Ku80AID_CDKi_D4	GSE294709	human	primary	Ku loss	XRCC5	True	True	False	3	3	IFN_ALPHA	0.8936919292605807	3.3559920383814	0.0	0.0	0.000999000999000999	92	SAMD9;OAS1;ISG15;PARP9;BST2;HELZ2;IFITM1;SP110;IFIH1;IRF7;LAMP3;USP18;OASL;IFI44;PARP14;IFIT2;HLA-C;STAT2;PLSCR1;IFIT3;DDX60;PARP12;UBE2L6;LGALS3BP;HERC6;IFI27;TRIM21;IFI35;TAP1;SAMD9L;CMPK2;IFI44L;IFITM3;EIF2AK2;LAP3;IRF9;BATF2;TDRD7;B2M;RSAD2;EPSTI1;TRIM14;PSME2;PSMB9;ADAR;TRIM5;IL4R;TENT5A;ELF1;NMI;OGFR;PSME1;UBA7;ISG20;CMTR1;DHX58;LY6E;RNF31;TRIM25;IL15;PNPT1;MX1;IRF2;CASP8;GBP2;CNP
GSE294709_HCT116_Ku80AID_CDKi_D4	GSE294709	human	primary	Ku loss	XRCC5	True	True	False	3	3	IFN_GAMMA	0.8098777581111549	3.2591548848012293	0.0	0.0	0.000999000999000999	170	IFIT1;OAS3;ISG15;STAT1;BST2;RIGI;HELZ2;SP110;IFIH1;IRF7;USP18;OASL;HLA-A;IFI44;PARP14;IFIT2;STAT2;PLSCR1;IFIT3;DDX60;XAF1;PARP12;UBE2L6;LGALS3BP;HLA-B;HERC6;IFI27;TRIM21;IFI35;TAP1;SAMD9L;CMPK2;IFI44L;IFITM3;RNF213;EIF2AK2;LAP3;IRF9;ZNFX1;BATF2;TDRD7;OAS2;PML;B2M;RSAD2;EPSTI1;APOL6;SECTM1;TRIM14;MVP;NLRC5;RBCK1;PSME2;MX2;MYD88;SAMHD1;PSMB9;ADAR;IL4R;NMI;TAPBP;STAT3;CFB;OGFR;CASP7;PSME1;TOR1B;ISG20;CMTR1;DHX58;LY6E;BTG1;RNF31;TRIM25;VAMP8;IL15;SLAMF7;CD274;PNPT1;MX1;IRF2;CCL5;CASP8;TNFSF10;SERPING1;VAMP5;IL15RA
GSE294709_HCT116_Ku80AID_CDKi_D4	GSE294709	human	primary	Ku loss	XRCC5	True	True	False	3	3	APM_MHCI	0.9307344418124878	2.5070428552153388	0.0	0.0	0.000999000999000999	18	HLA-A;HLA-C;HLA-B;TAP1;TAP2;HLA-E;HLA-F;B2M;NLRC5;PSME2;PSMB9;TAPBP;PSME1;ERAP1
GSE294709_HCT116_Ku80AID_CDKi_D4	GSE294709	human	primary	Ku loss	XRCC5	True	True	False	3	3	APM_KEGG	0.6375374818222922	2.154135753624194	0.0	0.0	0.000999000999000999	53	HLA-A;HLA-C;HLA-B;TAP1;TAP2;HLA-E;HLA-F;CTSB;B2M;PSME2;TAPBP;PSME1
GSE294709_HCT116_Ku80AID_CDKi_D4	GSE294709	human	primary	Ku loss	XRCC5	True	True	False	3	3	RIGI_MDA5	0.5677287281348995	1.9583762652981007	0.0	0.0003446295232624928	0.000999000999000999	65	ISG15;RIGI;IFIH1;IRF7;UBE2L6;HERC5;NLRC5;IRF3;NFKBIB;TAX1BP1;UBA7;IKBKG;DHX58;APP;TRIM25;UBC;CYLD;CASP8;OTUD5;TRIM4;NKIRAS2;RIPK1;IKBKB;FADD;CREBBP;CHUK
GSE294709_HCT116_Ku80AID_CDKi_D4	GSE294709	human	primary	Ku loss	XRCC5	True	True	False	3	3	STING	0.6367073396390199	1.446842887500254	0.07905138339920949	0.0430786904078116	0.07905138339920949	11	TRIM21;IRF3
GSE294709_HCT116_Ku80AID_IAA_D2	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	3	3	IFN_ALPHA	0.6166860925586203	2.292634897444779	0.0	0.0	0.000999000999000999	86	SAMD9;IFITM3;IL4R;STAT2;HLA-C;B2M;HELZ2;PARP9;OASL;IRF7;IRF9;ISG15;PARP14;TDRD7;ELF1;SP110;TRAFD1;LGALS3BP;PSME2;IFIH1;TRIM21;DDX60;IFIT2;NUB1;IFITM2;ISG20;CASP8;TRIM5;IRF2;IFI35;TAP1;PSME1;PARP12;MX1;EIF2AK2;CD47;ADAR;BATF2;HERC6;GBP2
GSE294709_HCT116_Ku80AID_IAA_D2	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	3	3	APM_MHCI	0.820101071635971	2.120737762172022	0.0	0.0	0.000999000999000999	17	HLA-A;HLA-E;HLA-C;TAPBP;B2M;HLA-B;PSME2;HLA-F;ERAP1;TAP1;PSME1
GSE294709_HCT116_Ku80AID_IAA_D2	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	3	3	IFN_GAMMA	0.49906688611932903	2.0193627466558093	0.0	0.0	0.000999000999000999	158	HLA-A;MVP;RNF213;IFITM3;IL4R;STAT2;TAPBP;STAT3;B2M;STAT1;RIGI;ZNFX1;HELZ2;VAMP8;HLA-B;NCOA3;OASL;IRF7;IRF9;ISG15;LATS2;PARP14;TDRD7;SP110;RIPK1;TRAFD1;LGALS3BP;PSME2;PTPN6;ST3GAL5;CDKN1A;IFIH1;TRIM21;PML;JAK2;DDX60;IFIT2;IFITM2;ISG20;METTL7B;CASP8;FAS;TOR1B;IRF2;BPGM;SECTM1;BTG1;IFI35;SLAMF7;TAP1;PSME1;PARP12;GCH1;CASP4;MYD88;CD40;MX1;EIF2AK2;SPPL2A;CFB;ADAR;IFIT1;BATF2;HERC6;SERPING1;ARID5B;IL10RA;STAT4;TRIM26;SOCS1;CASP7;HLA-DMA;PSMB9;RBCK1;BST2;IRF5;IL15
GSE294709_HCT116_Ku80AID_IAA_D2	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	3	3	APM_KEGG	0.3501435079285432	1.1814291797156937	0.16483516483516483	0.26638047898779943	0.16483516483516483	51	CTSB;HLA-A;HLA-E;HLA-C;TAPBP;B2M;HLA-B
GSE294709_HCT116_Ku80AID_IAA_D2	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	3	3	STING	0.5001029889102253	1.1778538142789912	0.2558139534883721	0.21798463624039766	0.2558139534883721	11	STAT6;IRF3;TRIM21
GSE294709_HCT116_Ku80AID_IAA_D2	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	3	3	RIGI_MDA5	0.32676469664874846	1.1390328284101499	0.2064343163538874	0.22593764121102575	0.2064343163538874	65	ATG12;TAX1BP1;RIGI;IRF7;ISG15;RIPK1;MAVS;UBC;IRF3;NFKBIB;APP;IFIH1;IKBKG;NKIRAS2;CASP8;CYLD;CREBBP;OTUD5;RELA;IKBKB
GSE294709_HCT116_Ku80AID_IAA_24h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	IFN_ALPHA	0.4865659968053283	1.9026229653424305	0.0	0.002181500872600349	0.000999000999000999	83	SAMD9;STAT2;IL4R;PARP14;IFITM3;B2M;HELZ2;SP110;IRF7;TRIM21;IRF9;TDRD7;TRIM5;PARP9;TRAFD1;EIF2AK2;IRF1;IFI35;LAMP3;IL15;IFIT3;OASL;TRIM26;HERC6;IFITM2;CD47;HLA-C;CSF1;LY6E;PARP12;TENT5A;GMPR;MOV10;CASP8;IFIT2;PSME2;NCOA7;MX1
GSE294709_HCT116_Ku80AID_IAA_24h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	IFN_GAMMA	0.4170906429867152	1.758941409202973	0.0	0.01199825479930192	0.000999000999000999	158	STAT3;VAMP8;STAT2;IL4R;RNF213;ST3GAL5;MVP;PARP14;IFITM3;NCOA3;B2M;TAPBP;HELZ2;SP110;HLA-A;GCH1;IRF7;TRIM21;IRF9;LATS2;TDRD7;PTGS2;STAT1;PTPN6;RAPGEF6;SPPL2A;CASP7;TRAFD1;IL10RA;EIF2AK2;IRF1;IFI35;IL15;CD40;IFIT3;OASL;C1R;JAK2;RIPK1;TRIM26;TOR1B;ARID5B;HLA-B;HERC6;IFITM2;IRF5
GSE294709_HCT116_Ku80AID_IAA_24h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	APM_MHCI	0.5831287308706596	1.5895725776726732	0.03333333333333333	0.02181500872600349	0.03333333333333333	17	HLA-E;B2M;TAPBP;HLA-A;HLA-F;HLA-B;HLA-C
GSE294709_HCT116_Ku80AID_IAA_24h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	APM_KEGG	0.33087703654707984	1.1650186430464646	0.21750663129973474	0.25796247818499124	0.21750663129973474	51	CTSB;HLA-E;B2M;TAPBP;HLA-A;CALR;PDIA3;HLA-F;RFX5;HLA-DRA;CTSL;HLA-B;CREB1;HLA-DMB;HLA-C;HSPA2
GSE294709_HCT116_Ku80AID_IAA_24h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	RIGI_MDA5	-0.32642071373709725	-1.1015824386995072	0.30357142857142855	0.29584681769147786	0.6964285714285714	65	HSP90AB1;HMGB1;HSP90AA1;PCBP2;UBA52;SIKE1;TKFC;RPS27A;TRIM25
GSE294709_HCT116_Ku80AID_IAA_24h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	STING	0.43406574352966465	1.080629248072488	0.36179775280898874	0.3193717277486911	0.36179775280898874	12	TRIM21;IRF3;STAT6;STING1;TBK1
GSE294709_HCT116_Ku80AID_CDKi_48h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	IFN_ALPHA	0.7356483729233775	2.673217341342292	0.0	0.0	0.000999000999000999	87	ISG15;HELZ2;HLA-C;LGALS3BP;IFITM3;OASL;STAT2;IFI35;IRF9;IL4R;SP110;TAP1;PARP9;TRIM26;LY6E;IFIH1;TRIM21;SAMD9;IRF7;OAS1;PARP12;PARP14;ADAR;ISG20;IFIT2;IFI27;IFITM2;EIF2AK2;IFI44;B2M;TDRD7;IFIT3;DDX60;PSME2;OGFR;TRAFD1;EPSTI1;GBP2;IL15;IFI30;IFITM1;CASP8;BST2;CNP;MX1
GSE294709_HCT116_Ku80AID_CDKi_48h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	IFN_GAMMA	0.6246684709604469	2.461798934151787	0.0	0.0	0.000999000999000999	160	HLA-A;ISG15;RIGI;MVP;HELZ2;LGALS3BP;IFITM3;RNF213;OASL;STAT2;CDKN1A;STAT3;IFI35;IFIT1;HLA-B;ZNFX1;VAMP8;IRF9;IL4R;SP110;STAT1;TAP1;TRIM26;LY6E;IFIH1;TRIM21;IRF7;SECTM1;PML;RIPK1;PARP12;TAPBP;TOR1B;PARP14;ADAR;ISG20;PFKP;OAS3;IFIT2;IFI27;PTPN6;IFITM2;EIF2AK2;IFI44;FAS;NCOA3;CD40;METTL7B;B2M;ST3GAL5;TDRD7;IFIT3;DDX60;PSME2;MYD88;OGFR;TRAFD1;MT2A;EPSTI1;RBCK1;ICAM1;LATS2;IL15;IFI30;CASP7;CASP8;BST2
GSE294709_HCT116_Ku80AID_CDKi_48h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	APM_MHCI	0.8095519596259243	2.0927421615289594	0.0	0.0	0.000999000999000999	18	HLA-A;HLA-C;HLA-E;HLA-B;TAP1;TAPBP;HLA-F;B2M;PSME2;TAP2
GSE294709_HCT116_Ku80AID_CDKi_48h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	APM_KEGG	0.3901637692538687	1.3131855710373443	0.10138248847926268	0.1510359869138495	0.10138248847926268	54	HLA-A;CTSB;HLA-C;HLA-E;HLA-B;TAP1;TAPBP;HLA-F;B2M;PSME2;IFI30;TAP2;LGMN
GSE294709_HCT116_Ku80AID_CDKi_48h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	RIGI_MDA5	0.380841699121344	1.3077245152519035	0.0949367088607595	0.12649945474372956	0.0949367088607595	65	ISG15;RIGI;TAX1BP1;UBC;APP;NKIRAS2;IFIH1;MAVS;IRF7;NFKBIB;CREBBP;RIPK1;IKBKG;ATG12;IKBKB;RELA;OTUD5
GSE294709_HCT116_Ku80AID_CDKi_48h	GSE294709	human	timecourse	Ku loss	XRCC5	True	False	False	2	2	STING	0.45691157485364897	1.0863881986585902	0.35076252723311546	0.31115957833515084	0.35076252723311546	12	TRIM21;STAT6;IRF3
GSE294709_HCT116_Ku80AID_MAVSKO	GSE294709	human	epistasis	Ku loss, MAVS absent	XRCC5	True	False	False	3	3	APM_MHCI	0.8227872726532942	2.3179708462421584	0.0	0.0	0.000999000999000999	19	HLA-A;HLA-C;HLA-B;HLA-E;TAP2;ERAP1;B2M;PSME2;HLA-F;ERAP2;TAP1;TAPBP
GSE294709_HCT116_Ku80AID_MAVSKO	GSE294709	human	epistasis	Ku loss, MAVS absent	XRCC5	True	False	False	3	3	IFN_ALPHA	0.4691205645670062	1.749756351704621	0.003795066413662239	0.005585700606447494	0.003795066413662239	88	IL4R;HLA-C;PARP12;SAMD9;IFITM3;STAT2;IRF7;LGALS3BP;IL15;TRIM26;CASP8;B2M;PSME2;TDRD7;NUB1;ELF1;PARP9;IRF9;HELZ2;PARP14;SP110;RIPK2;TAP1;ISG15
GSE294709_HCT116_Ku80AID_MAVSKO	GSE294709	human	epistasis	Ku loss, MAVS absent	XRCC5	True	False	False	3	3	IFN_GAMMA	0.41072122664446753	1.7250445642774594	0.0	0.0037238004042983294	0.000999000999000999	165	HLA-A;IL4R;CDKN1A;MVP;VAMP8;PARP12;RIGI;RIPK1;IFITM3;TOR1B;STAT2;STAT3;ZNFX1;IRF7;HLA-B;IL15RA;RBCK1;LGALS3BP;IL15;TRIM26;CASP8;STAT1;B2M;PSME2;TDRD7;SECTM1;SLAMF7;CASP7;NCOA3;FAS;GCH1;IRF9;HELZ2;PARP14;PTPN6;SP110;RIPK2;TAP1;TAPBP;MYD88;BPGM;ISG15;RNF213;CD40;LATS2;VAMP5;JAK2
GSE294709_HCT116_Ku80AID_MAVSKO	GSE294709	human	epistasis	Ku loss, MAVS absent	XRCC5	True	False	False	3	3	RIGI_MDA5	0.3753479756078454	1.3572960428750522	0.061068702290076333	0.08737631662942866	0.061068702290076333	65	TAX1BP1;NFKBIB;ATG12;CREBBP;RIGI;RIPK1;UBC;IRF7;IRF3;IKBKG;CASP8;NKIRAS2;CYLD;MAVS;IKBKB;OTUD5;ISG15;CHUK;ATG5;RELA;UBE2D2;EP300;FADD;APP
