dataset	contrast	symbol	deposited_deseq2_log2FoldChange	delta_mean_log2p1	mean_ctrl	mean_treat	mw_p
GSE289287	Trop2KO_vs_WT_xenograft	TACSTD2	-3.26327041610181	-3.4650115626906306	1722.5105253627364	158.56814764594776	0.05714285714285714
GSE289287	Trop2KO_vs_WT_xenograft	CLDN4	0.284440042778056	0.2872251881319965	908.7782864366224	1110.85845631544	0.11428571428571428
GSE289287	Trop2KO_vs_WT_xenograft	CLDN7	0.51048843124066	0.5354887980436818	371.88034261428	538.5418782921384	0.05714285714285714
GSE289287	Trop2KO_vs_WT_xenograft	CLDN1	0.188345378763277	0.1776912395330461	226.08175258545498	301.4712196299985	1.0
GSE289287	DSG2KO_vs_WT_xenograft	TACSTD2	-0.154420259962254	-0.2194021989383046	1722.5105253627364	1501.359929916563	0.11666666666666667
GSE289287	DSG2KO_vs_WT_xenograft	CLDN4	-0.913426200846489	-1.001166850927735	908.7782864366224	468.6891856337461	0.016666666666666666
