contrast,metric,n,lepidic_median,acinar_median,delta_lep_minus_aci,p
lepidic_vs_acinar_paired_GSE273378,cldn4_cd8a_spearman_epi,5,-0.026200079345972,-0.0735871758767666,-0.011505714998509706,1.0
lepidic_vs_acinar_paired_GSE273378,q4_minus_q1_nn_cd8high_um,5,2.842170943040401e-13,40.91751520365781,-40.91751520365752,0.8125
lepidic_vs_acinar_paired_GSE273378,q4_minus_q1_krt8resid_neighbor_cd8a,5,0.0018704814611811,0.0087716639623827,-0.0069011825012016,0.8125
lepidic_vs_acinar_paired_GSE273378,mean_cldn4_subset,5,1.479022439003956,1.3108905404979028,0.14287665493503066,0.8125
lepidic_vs_acinar_paired_GSE273378,mean_cd8a_subset,5,0.1500316418048005,0.1120555228867356,0.03746090978350719,0.3125
STAS_section_vs_nonSTAS_GSE273378,cldn4_cd8a_spearman_epi,16,-0.0127143905575232,-0.0047151641149946,-0.0079992264425286,0.5833333333333334
STAS_section_vs_nonSTAS_GSE273378,q4_minus_q1_nn_cd8high_um,16,-1.4210854715202006e-13,1.7053025658242404e-13,-3.126388037344441e-13,0.8269230769230771
STAS_section_vs_nonSTAS_GSE273378,q4_minus_q1_krt8resid_neighbor_cd8a,16,0.0001336850987826,0.0,0.0001336850987826,0.8269230769230771
STAS_section_vs_nonSTAS_GSE273378,mean_cldn4_subset,16,1.4112403338428494,1.4665181920872248,-0.055277858244375366,0.9130036630036632
STAS_section_vs_nonSTAS_GSE273378,mean_cd8a_subset,16,0.0467778831090066,0.1000657742114775,-0.0532878911024709,0.5833333333333334
sign_test_spearman_neg_GSE189487,cldn4_cd8a_spearman_all,6,-0.01769846975738885,,0.6666666666666666,0.34375
sign_test_spearman_neg_GSE273378,cldn4_cd8a_spearman_all,16,0.01292427285006795,,0.4375,0.7727508544921875
sign_test_spearman_neg_GSE300676,cldn4_cd8a_spearman_all,8,-0.01419119946001525,,0.625,0.36328125
sign_test_spearman_neg_KERO_AdSpatial2024,cldn4_cd8a_spearman_all,4,0.00526092291009575,,0.5,0.6875
sign_test_spearman_neg_VisiumHD_10x_LUAD_STAS,cldn4_cd8a_spearman_all,1,-0.0084097403029998,,1.0,0.5
