assay	gate	tac_rule	min_high	min_low	set	n_mice	n_up	n_up_sig	frac_up	frac_up_sig	mean_delta	median_delta	binomial_p_direction	mice
scRNA	broad_lung	count_ge2	50	50	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.23241105114939278	0.15827074663223173	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_ge2	50	50	TJ_TISMO	7	7	7	1.0	1.0	0.4607782073561882	0.2635543142900282	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_ge5	20	20	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.3122140067278398	0.2312779606328943	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_ge5	20	20	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.6202424244750616	0.33859160423656276	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_ge5	20	20	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.26879204609109736	0.22634226516513545	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_ge5	20	20	TJ_TISMO	7	7	7	1.0	1.0	0.5226064133995342	0.358386102172238	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_ge5	30	30	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.3122140067278398	0.2312779606328943	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_ge5	30	30	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.6202424244750616	0.33859160423656276	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_ge5	30	30	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.26879204609109736	0.22634226516513545	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_ge5	30	30	TJ_TISMO	7	7	7	1.0	1.0	0.5226064133995342	0.358386102172238	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_ge5	50	50	CLDN4_TJ_EDGE	6	6	6	1.0	1.0	0.30962047737123954	0.20170442857295515	0.015625	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2
scRNA	broad_lung	count_ge5	50	50	TJ_CLAUDIN4	6	6	6	1.0	1.0	0.5558947483405151	0.32561467852967874	0.015625	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2
scRNA	broad_lung	count_ge5	50	50	TJ_EPITHELIAL	6	6	6	1.0	1.0	0.26940593863345635	0.1905385560502194	0.015625	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2
scRNA	broad_lung	count_ge5	50	50	TJ_TISMO	6	6	6	1.0	1.0	0.4916143131298001	0.31618613490073777	0.015625	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2
scRNA	broad_lung	count_gt0	20	20	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.23507439244976136	0.1054548316507754	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	20	20	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.4900887910097586	0.17506955161140325	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	20	20	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.200398611095611	0.10446144867902935	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	20	20	TJ_TISMO	7	7	7	1.0	1.0	0.403591889064644	0.17634117909969582	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	30	30	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.23507439244976136	0.1054548316507754	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	30	30	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.4900887910097586	0.17506955161140325	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	30	30	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.200398611095611	0.10446144867902935	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	30	30	TJ_TISMO	7	7	7	1.0	1.0	0.403591889064644	0.17634117909969582	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	50	50	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.23507439244976136	0.1054548316507754	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	50	50	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.4900887910097586	0.17506955161140325	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	50	50	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.200398611095611	0.10446144867902935	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	count_gt0	50	50	TJ_TISMO	7	7	7	1.0	1.0	0.403591889064644	0.17634117909969582	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	20	20	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.2564810715944215	0.13292847481277859	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	20	20	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.5249681791594678	0.20907002987127854	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	20	20	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.2179311574778219	0.13531379187514248	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	20	20	TJ_TISMO	7	7	7	1.0	1.0	0.4416809566405861	0.21765260947201825	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	30	30	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.2564810715944215	0.13292847481277859	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	30	30	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.5249681791594678	0.20907002987127854	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	30	30	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.2179311574778219	0.13531379187514248	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	30	30	TJ_TISMO	7	7	7	1.0	1.0	0.4416809566405861	0.21765260947201825	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	50	50	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.2564810715944215	0.13292847481277859	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	50	50	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.5249681791594678	0.20907002987127854	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	50	50	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.2179311574778219	0.13531379187514248	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	broad_lung	median_split_pos	50	50	TJ_TISMO	7	7	7	1.0	1.0	0.4416809566405861	0.21765260947201825	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge2	20	20	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.21995493627570475	0.15259261641780208	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge2	20	20	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.4150906261687498	0.2372772804046499	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge2	20	20	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.1918622422464207	0.15143648955810624	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge2	20	20	TJ_TISMO	7	7	7	1.0	1.0	0.35753834497359144	0.24866026365059446	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge2	30	30	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.21995493627570475	0.15259261641780208	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge2	30	30	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.4150906261687498	0.2372772804046499	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge2	30	30	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.1918622422464207	0.15143648955810624	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge2	30	30	TJ_TISMO	7	7	7	1.0	1.0	0.35753834497359144	0.24866026365059446	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge2	50	50	CLDN4_TJ_EDGE	6	6	6	1.0	1.0	0.20861076212760613	0.13362790301982064	0.015625	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE180963_KL
scRNA	epcam_only	count_ge2	50	50	TJ_CLAUDIN4	6	6	6	1.0	1.0	0.40666478308245296	0.21506552548966157	0.015625	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE180963_KL
scRNA	epcam_only	count_ge2	50	50	TJ_EPITHELIAL	6	6	6	1.0	1.0	0.1845337924000392	0.12665824131289224	0.015625	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE180963_KL
scRNA	epcam_only	count_ge2	50	50	TJ_TISMO	6	6	6	1.0	1.0	0.3476127346507307	0.20999138779742021	0.015625	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE180963_KL
scRNA	epcam_only	count_ge5	20	20	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.25968720665413614	0.22350275061503877	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge5	20	20	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.4736181155494349	0.3190572030208263	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge5	20	20	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.22674076241274352	0.21950800809100995	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge5	20	20	TJ_TISMO	7	7	7	1.0	1.0	0.41516761291846516	0.34349205153280427	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge5	30	30	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.25968720665413614	0.22350275061503877	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge5	30	30	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.4736181155494349	0.3190572030208263	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge5	30	30	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.22674076241274352	0.21950800809100995	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge5	30	30	TJ_TISMO	7	7	7	1.0	1.0	0.41516761291846516	0.34349205153280427	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_ge5	50	50	CLDN4_TJ_EDGE	5	5	5	1.0	1.0	0.23910061820467582	0.1559809365883712	0.03125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1
scRNA	epcam_only	count_ge5	50	50	TJ_CLAUDIN4	5	5	5	1.0	1.0	0.40210357578234673	0.27978634661362245	0.03125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1
scRNA	epcam_only	count_ge5	50	50	TJ_EPITHELIAL	5	5	5	1.0	1.0	0.21552976103269988	0.13957050292373607	0.03125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1
scRNA	epcam_only	count_ge5	50	50	TJ_TISMO	5	5	5	1.0	1.0	0.3727392487121259	0.24606334858559398	0.03125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1
scRNA	epcam_only	count_gt0	20	20	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.19293532485427883	0.10593884910682905	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_gt0	20	20	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.3689596327769614	0.1733033949119418	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_gt0	20	20	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.16693083203327155	0.1028529878894095	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_gt0	20	20	TJ_TISMO	7	7	7	1.0	1.0	0.314756133162401	0.17457790954584584	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_gt0	30	30	CLDN4_TJ_EDGE	7	7	7	1.0	1.0	0.19293532485427883	0.10593884910682905	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_gt0	30	30	TJ_CLAUDIN4	7	7	7	1.0	1.0	0.3689596327769614	0.1733033949119418	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
scRNA	epcam_only	count_gt0	30	30	TJ_EPITHELIAL	7	7	7	1.0	1.0	0.16693083203327155	0.1028529878894095	0.0078125	GSE154977_KP_30w_Cis72_m5;GSE154977_KP_30w_Cis72_m6;GSE154977_KP_30w_ND_m3;GSE154977_KP_30w_ND_m4;GSE165641_KL1;GSE165641_KL2;GSE180963_KL
