assay	mouse	dataset	genotype	gate	tac_rule	min_high	min_low	set	n_genes	n_high	n_low	mean_high	mean_low	delta	p_greater	up	up_sig
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	50	50	TJ_EPITHELIAL	18	436	1341	0.5049271315126045	0.3907098424573785	0.11421728905522599	4.4561185062977265e-44	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	50	50	CLDN4_TJ_EDGE	11	436	1341	0.5501165627086543	0.42203597726027836	0.12808058544837592	4.1177664660455566e-39	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	50	50	TJ_CLAUDIN4	4	436	1341	1.0384210055372551	0.8194072842491196	0.21901372128813557	1.3914351229586067e-26	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	50	50	TJ_TISMO	7	233	632	0.9778984134100003	0.7855585815129731	0.1923398318970272	1.152004173345028e-13	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	50	50	TJ_EPITHELIAL	18	233	632	0.5516950887626556	0.4459045745110431	0.10579051425161251	3.856171428741125e-16	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	50	50	CLDN4_TJ_EDGE	11	233	632	0.5911937748271331	0.48794807699792353	0.10324569782920956	7.201058990963354e-11	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	50	50	TJ_CLAUDIN4	4	233	632	1.1325648250610967	0.9547042191951323	0.17786060586596442	5.7236869703888845e-08	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	50	50	TJ_TISMO	7	148	3563	0.8847581775916676	0.6230330609324025	0.2617251166592651	3.788825487968583e-27	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	50	50	TJ_EPITHELIAL	18	148	3563	0.5385133705034869	0.3809472954367179	0.157566075066769	1.4926468054867562e-33	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	50	50	CLDN4_TJ_EDGE	11	148	3563	0.5711126140595284	0.4114764425785841	0.15963617148094428	5.210838692842081e-25	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	50	50	TJ_CLAUDIN4	4	148	3563	1.0162805816536005	0.7615464049107109	0.25473417674288956	3.504611015124331e-17	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	50	50	TJ_TISMO	7	937	2422	0.8236277786636271	0.6868799005838805	0.13674787807974664	1.1931436435081842e-32	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	50	50	TJ_EPITHELIAL	18	937	2422	0.49095164541837333	0.4062145492819254	0.08473709613644792	3.1721768513527165e-48	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	50	50	CLDN4_TJ_EDGE	11	937	2422	0.5110151730048608	0.42195085923039455	0.08906431377446622	1.7889615772381118e-35	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	50	50	TJ_CLAUDIN4	4	937	2422	0.9279951375192395	0.7905995587543291	0.13739557876491038	6.3872136254514875e-21	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	50	50	TJ_TISMO	6	80	64	0.9795090447274651	0.6457507469325132	0.3337582977949519	1.1307060628244578e-08	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	50	50	TJ_EPITHELIAL	18	80	64	0.4528513915524412	0.31155649038271277	0.14129490116972843	5.213831010275548e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	50	50	CLDN4_TJ_EDGE	11	80	64	0.5358078359340024	0.36068395745971216	0.17512387847429023	2.418467885980032e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	50	50	TJ_CLAUDIN4	3	80	64	1.2893069423175003	0.7792392442876159	0.5100676980298844	3.492930763463296e-08	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	20	20	TJ_TISMO	7	186	1341	0.9554775956148541	0.6820596781549226	0.2734179174599315	2.1260332218863764e-32	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	20	20	TJ_EPITHELIAL	18	186	1341	0.5450368612022317	0.3907098424573785	0.15432701874485322	1.4916336784589048e-37	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	20	20	CLDN4_TJ_EDGE	11	186	1341	0.5938231334465359	0.42203597726027836	0.17178715618625756	1.0624955518483594e-33	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	20	20	TJ_CLAUDIN4	4	186	1341	1.1316078549011268	0.8194072842491196	0.31220057065200724	2.0829382089364262e-26	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	20	20	TJ_TISMO	7	104	632	1.0534311623884105	0.7855585815129731	0.2678725808754374	4.4392738289161206e-14	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	20	20	TJ_EPITHELIAL	18	104	632	0.595624980632598	0.4459045745110431	0.14972040612155485	1.0428176489109097e-16	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	20	20	CLDN4_TJ_EDGE	11	104	632	0.6378040280062071	0.48794807699792353	0.14985595100828353	3.975607011462079e-12	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	20	20	TJ_CLAUDIN4	4	104	632	1.2250328601154605	0.9547042191951323	0.27032864092032827	7.145663166520101e-10	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	20	20	TJ_TISMO	7	50	3563	0.9795899654738774	0.6230330609324025	0.35655690454147493	2.65926130567003e-17	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	20	20	TJ_EPITHELIAL	18	50	3563	0.6065848890363906	0.3809472954367179	0.22563759359967273	6.899152392420542e-21	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	20	20	CLDN4_TJ_EDGE	11	50	3563	0.6420227482567651	0.4114764425785841	0.23054630567818096	7.81221812900002e-17	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	20	20	TJ_CLAUDIN4	4	50	3563	1.0980605042697769	0.7615464049107109	0.33651409935906595	9.011226798512499e-12	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	20	20	TJ_TISMO	7	319	2422	0.8761193178363152	0.6868799005838805	0.18923941725243476	1.7676900572214903e-24	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	20	20	TJ_EPITHELIAL	18	319	2422	0.5171087280992277	0.4062145492819254	0.11089417881730229	6.36076173162062e-32	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	20	20	CLDN4_TJ_EDGE	11	319	2422	0.5452290555592946	0.42195085923039455	0.12327819632890002	4.131863754592545e-26	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	20	20	TJ_CLAUDIN4	4	319	2422	0.9916924283567407	0.7905995587543291	0.20109286960241157	1.3086327238525435e-17	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge5	20	20	TJ_TISMO	6	33	64	0.990856981335083	0.6457507469325132	0.3451062344025698	1.3324642165852089e-06	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge5	20	20	TJ_EPITHELIAL	18	33	64	0.45700206195403975	0.31155649038271277	0.14544557157132698	1.5714052912082463e-05	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge5	20	20	CLDN4_TJ_EDGE	11	33	64	0.5425153686787976	0.36068395745971216	0.18183141121908541	6.43365988111033e-06	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge5	20	20	TJ_CLAUDIN4	3	33	64	1.2535082031714393	0.7792392442876159	0.47426895888382337	1.2194952855023998e-05	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge5	20	20	TJ_TISMO	7	124	38	1.210446042884654	0.4655026849876047	0.7449433578970492	2.1353861384664103e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge5	20	20	TJ_EPITHELIAL	18	124	38	0.6596552347871655	0.23194047858240627	0.4277147562047592	4.9650031007644323e-14	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge5	20	20	CLDN4_TJ_EDGE	11	124	38	0.7749500318208973	0.2695643855457512	0.505385646275146	4.073248875310525e-13	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge5	20	20	TJ_CLAUDIN4	4	124	38	1.3804746830775896	0.49862378186953416	0.8818509012080554	6.292134639189972e-11	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge5	20	20	TJ_TISMO	7	65	35	1.1326693051240129	0.7635609526756079	0.369108352448405	1.143515498510626e-05	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge5	20	20	TJ_EPITHELIAL	18	65	35	0.6472972743196179	0.4288319236459459	0.218465350673672	4.406620233126952e-06	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge5	20	20	CLDN4_TJ_EDGE	11	65	35	0.7358040543597025	0.46516969406505015	0.2706343602946524	3.1388382530630824e-06	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge5	20	20	TJ_CLAUDIN4	4	65	35	1.2498359748586771	0.8363037021943086	0.41353227266436854	9.114223080295272e-06	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	30	30	TJ_TISMO	7	186	1341	0.9554775956148541	0.6820596781549226	0.2734179174599315	2.1260332218863764e-32	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	30	30	TJ_EPITHELIAL	18	186	1341	0.5450368612022317	0.3907098424573785	0.15432701874485322	1.4916336784589048e-37	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	30	30	CLDN4_TJ_EDGE	11	186	1341	0.5938231334465359	0.42203597726027836	0.17178715618625756	1.0624955518483594e-33	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	30	30	TJ_CLAUDIN4	4	186	1341	1.1316078549011268	0.8194072842491196	0.31220057065200724	2.0829382089364262e-26	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	30	30	TJ_TISMO	7	104	632	1.0534311623884105	0.7855585815129731	0.2678725808754374	4.4392738289161206e-14	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	30	30	TJ_EPITHELIAL	18	104	632	0.595624980632598	0.4459045745110431	0.14972040612155485	1.0428176489109097e-16	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	30	30	CLDN4_TJ_EDGE	11	104	632	0.6378040280062071	0.48794807699792353	0.14985595100828353	3.975607011462079e-12	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	30	30	TJ_CLAUDIN4	4	104	632	1.2250328601154605	0.9547042191951323	0.27032864092032827	7.145663166520101e-10	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	30	30	TJ_TISMO	7	50	3563	0.9795899654738774	0.6230330609324025	0.35655690454147493	2.65926130567003e-17	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	30	30	TJ_EPITHELIAL	18	50	3563	0.6065848890363906	0.3809472954367179	0.22563759359967273	6.899152392420542e-21	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	30	30	CLDN4_TJ_EDGE	11	50	3563	0.6420227482567651	0.4114764425785841	0.23054630567818096	7.81221812900002e-17	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	30	30	TJ_CLAUDIN4	4	50	3563	1.0980605042697769	0.7615464049107109	0.33651409935906595	9.011226798512499e-12	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	30	30	TJ_TISMO	7	319	2422	0.8761193178363152	0.6868799005838805	0.18923941725243476	1.7676900572214903e-24	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	30	30	TJ_EPITHELIAL	18	319	2422	0.5171087280992277	0.4062145492819254	0.11089417881730229	6.36076173162062e-32	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	30	30	CLDN4_TJ_EDGE	11	319	2422	0.5452290555592946	0.42195085923039455	0.12327819632890002	4.131863754592545e-26	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	30	30	TJ_CLAUDIN4	4	319	2422	0.9916924283567407	0.7905995587543291	0.20109286960241157	1.3086327238525435e-17	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge5	30	30	TJ_TISMO	6	33	64	0.990856981335083	0.6457507469325132	0.3451062344025698	1.3324642165852089e-06	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge5	30	30	TJ_EPITHELIAL	18	33	64	0.45700206195403975	0.31155649038271277	0.14544557157132698	1.5714052912082463e-05	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge5	30	30	CLDN4_TJ_EDGE	11	33	64	0.5425153686787976	0.36068395745971216	0.18183141121908541	6.43365988111033e-06	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge5	30	30	TJ_CLAUDIN4	3	33	64	1.2535082031714393	0.7792392442876159	0.47426895888382337	1.2194952855023998e-05	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge5	30	30	TJ_TISMO	7	124	38	1.210446042884654	0.4655026849876047	0.7449433578970492	2.1353861384664103e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge5	30	30	TJ_EPITHELIAL	18	124	38	0.6596552347871655	0.23194047858240627	0.4277147562047592	4.9650031007644323e-14	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge5	30	30	CLDN4_TJ_EDGE	11	124	38	0.7749500318208973	0.2695643855457512	0.505385646275146	4.073248875310525e-13	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge5	30	30	TJ_CLAUDIN4	4	124	38	1.3804746830775896	0.49862378186953416	0.8818509012080554	6.292134639189972e-11	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge5	30	30	TJ_TISMO	7	65	35	1.1326693051240129	0.7635609526756079	0.369108352448405	1.143515498510626e-05	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge5	30	30	TJ_EPITHELIAL	18	65	35	0.6472972743196179	0.4288319236459459	0.218465350673672	4.406620233126952e-06	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge5	30	30	CLDN4_TJ_EDGE	11	65	35	0.7358040543597025	0.46516969406505015	0.2706343602946524	3.1388382530630824e-06	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge5	30	30	TJ_CLAUDIN4	4	65	35	1.2498359748586771	0.8363037021943086	0.41353227266436854	9.114223080295272e-06	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	50	50	TJ_TISMO	7	186	1341	0.9554775956148541	0.6820596781549226	0.2734179174599315	2.1260332218863764e-32	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	50	50	TJ_EPITHELIAL	18	186	1341	0.5450368612022317	0.3907098424573785	0.15432701874485322	1.4916336784589048e-37	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	50	50	CLDN4_TJ_EDGE	11	186	1341	0.5938231334465359	0.42203597726027836	0.17178715618625756	1.0624955518483594e-33	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge5	50	50	TJ_CLAUDIN4	4	186	1341	1.1316078549011268	0.8194072842491196	0.31220057065200724	2.0829382089364262e-26	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	50	50	TJ_TISMO	7	104	632	1.0534311623884105	0.7855585815129731	0.2678725808754374	4.4392738289161206e-14	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	50	50	TJ_EPITHELIAL	18	104	632	0.595624980632598	0.4459045745110431	0.14972040612155485	1.0428176489109097e-16	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	50	50	CLDN4_TJ_EDGE	11	104	632	0.6378040280062071	0.48794807699792353	0.14985595100828353	3.975607011462079e-12	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge5	50	50	TJ_CLAUDIN4	4	104	632	1.2250328601154605	0.9547042191951323	0.27032864092032827	7.145663166520101e-10	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	50	50	TJ_TISMO	7	50	3563	0.9795899654738774	0.6230330609324025	0.35655690454147493	2.65926130567003e-17	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	50	50	TJ_EPITHELIAL	18	50	3563	0.6065848890363906	0.3809472954367179	0.22563759359967273	6.899152392420542e-21	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	50	50	CLDN4_TJ_EDGE	11	50	3563	0.6420227482567651	0.4114764425785841	0.23054630567818096	7.81221812900002e-17	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge5	50	50	TJ_CLAUDIN4	4	50	3563	1.0980605042697769	0.7615464049107109	0.33651409935906595	9.011226798512499e-12	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	50	50	TJ_TISMO	7	319	2422	0.8761193178363152	0.6868799005838805	0.18923941725243476	1.7676900572214903e-24	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	50	50	TJ_EPITHELIAL	18	319	2422	0.5171087280992277	0.4062145492819254	0.11089417881730229	6.36076173162062e-32	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	50	50	CLDN4_TJ_EDGE	11	319	2422	0.5452290555592946	0.42195085923039455	0.12327819632890002	4.131863754592545e-26	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge5	50	50	TJ_CLAUDIN4	4	319	2422	0.9916924283567407	0.7905995587543291	0.20109286960241157	1.3086327238525435e-17	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	median_split_pos	20	20	TJ_TISMO	7	358	1341	0.8721982622005054	0.6820596781549226	0.19013858404558281	8.291926057659526e-27	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	median_split_pos	20	20	TJ_EPITHELIAL	18	358	1341	0.500674965925424	0.3907098424573785	0.10996512346804554	9.832880211244543e-32	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	median_split_pos	20	20	CLDN4_TJ_EDGE	11	358	1341	0.5467679985206361	0.42203597726027836	0.1247320212603577	1.6211848203753298e-30	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	median_split_pos	20	20	TJ_CLAUDIN4	4	358	1341	1.0280401319496106	0.8194072842491196	0.20863284770049106	3.0465025650425455e-20	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	median_split_pos	20	20	TJ_TISMO	7	182	632	0.9658128141818831	0.7855585815129731	0.18025423266891005	1.7456247051207363e-09	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	median_split_pos	20	20	TJ_EPITHELIAL	18	182	632	0.5428959652939751	0.4459045745110431	0.09699139078293201	8.037399452997535e-11	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	median_split_pos	20	20	CLDN4_TJ_EDGE	11	182	632	0.581264569672094	0.48794807699792353	0.09331649267417041	3.132423958092201e-07	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	median_split_pos	20	20	TJ_CLAUDIN4	4	182	632	1.117889736742481	0.9547042191951323	0.16318551754734867	5.3915559202289364e-06	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	median_split_pos	20	20	TJ_TISMO	7	167	3563	0.8388564727736577	0.6230330609324025	0.2158234118412552	1.4740609791169083e-19	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	median_split_pos	20	20	TJ_EPITHELIAL	18	167	3563	0.5155564157463977	0.3809472954367179	0.13460912030967975	4.286911330852994e-24	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	median_split_pos	20	20	CLDN4_TJ_EDGE	11	167	3563	0.5436732624366494	0.4114764425785841	0.13219681985806525	1.8826674061251933e-17	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	median_split_pos	20	20	TJ_CLAUDIN4	4	167	3563	0.9515059726123228	0.7615464049107109	0.18995956770161193	5.6919004066602756e-11	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	median_split_pos	20	20	TJ_TISMO	7	779	2422	0.8228689366388404	0.6868799005838805	0.13598903605495993	7.146059775681781e-26	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	median_split_pos	20	20	TJ_EPITHELIAL	18	779	2422	0.48681374440609215	0.4062145492819254	0.08059919512416674	2.805715883529025e-35	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	median_split_pos	20	20	CLDN4_TJ_EDGE	11	779	2422	0.5084772388366747	0.42195085923039455	0.08652637960628018	6.659520425348208e-27	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	median_split_pos	20	20	TJ_CLAUDIN4	4	779	2422	0.9214173816678364	0.7905995587543291	0.1308178229135073	3.930240048735471e-15	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	median_split_pos	20	20	TJ_TISMO	6	55	64	0.9668967477055135	0.6457507469325132	0.32114600077300026	8.23977830890923e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	median_split_pos	20	20	TJ_EPITHELIAL	18	55	64	0.44808587524792687	0.31155649038271277	0.1365293848652141	1.0723283802086216e-05	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	median_split_pos	20	20	CLDN4_TJ_EDGE	11	55	64	0.5272739177850819	0.36068395745971216	0.16658996032536977	7.892166352278332e-06	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	median_split_pos	20	20	TJ_CLAUDIN4	3	55	64	1.2436317510437034	0.7792392442876159	0.46439250675608745	2.903912938865647e-06	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	median_split_pos	20	20	TJ_TISMO	7	85	38	1.2235277597521537	0.4655026849876047	0.758025074764549	4.752898363351365e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	median_split_pos	20	20	TJ_EPITHELIAL	18	85	38	0.6418206223380363	0.23194047858240627	0.40988014375563	1.0078174502768648e-11	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	median_split_pos	20	20	CLDN4_TJ_EDGE	11	85	38	0.7654084359367775	0.2695643855457512	0.49584405039102636	1.6091494361721826e-11	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	median_split_pos	20	20	TJ_CLAUDIN4	4	85	38	1.3987790400117797	0.49862378186953416	0.9001552581422455	2.21920998117212e-10	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	median_split_pos	20	20	TJ_TISMO	7	63	35	1.0965988104776345	0.7635609526756079	0.33303785780202666	0.00011110834816460994	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	median_split_pos	20	20	TJ_EPITHELIAL	18	63	35	0.6125632012842035	0.4288319236459459	0.18373127763825758	0.00012480868715373462	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	median_split_pos	20	20	CLDN4_TJ_EDGE	11	63	35	0.6959292042224727	0.46516969406505015	0.23075951015742258	7.345655707703494e-05	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	median_split_pos	20	20	TJ_CLAUDIN4	4	63	35	1.1912646868114902	0.8363037021943086	0.3549609846171816	0.00014001230080007047	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	median_split_pos	30	30	TJ_TISMO	7	358	1341	0.8721982622005054	0.6820596781549226	0.19013858404558281	8.291926057659526e-27	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	median_split_pos	30	30	TJ_EPITHELIAL	18	358	1341	0.500674965925424	0.3907098424573785	0.10996512346804554	9.832880211244543e-32	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	median_split_pos	30	30	CLDN4_TJ_EDGE	11	358	1341	0.5467679985206361	0.42203597726027836	0.1247320212603577	1.6211848203753298e-30	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	median_split_pos	30	30	TJ_CLAUDIN4	4	358	1341	1.0280401319496106	0.8194072842491196	0.20863284770049106	3.0465025650425455e-20	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	median_split_pos	30	30	TJ_TISMO	7	182	632	0.9658128141818831	0.7855585815129731	0.18025423266891005	1.7456247051207363e-09	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	median_split_pos	30	30	TJ_EPITHELIAL	18	182	632	0.5428959652939751	0.4459045745110431	0.09699139078293201	8.037399452997535e-11	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	median_split_pos	30	30	CLDN4_TJ_EDGE	11	182	632	0.581264569672094	0.48794807699792353	0.09331649267417041	3.132423958092201e-07	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	median_split_pos	30	30	TJ_CLAUDIN4	4	182	632	1.117889736742481	0.9547042191951323	0.16318551754734867	5.3915559202289364e-06	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	median_split_pos	30	30	TJ_TISMO	7	167	3563	0.8388564727736577	0.6230330609324025	0.2158234118412552	1.4740609791169083e-19	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	median_split_pos	30	30	TJ_EPITHELIAL	18	167	3563	0.5155564157463977	0.3809472954367179	0.13460912030967975	4.286911330852994e-24	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	median_split_pos	30	30	CLDN4_TJ_EDGE	11	167	3563	0.5436732624366494	0.4114764425785841	0.13219681985806525	1.8826674061251933e-17	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	median_split_pos	30	30	TJ_CLAUDIN4	4	167	3563	0.9515059726123228	0.7615464049107109	0.18995956770161193	5.6919004066602756e-11	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	median_split_pos	30	30	TJ_TISMO	7	779	2422	0.8228689366388404	0.6868799005838805	0.13598903605495993	7.146059775681781e-26	True	True
