dataset,gene_a,gene_b,n,spearman_rho,p_value,fdr,bg_percentile,ci_low,ci_high
GTEx-lung,COL1A1,NKX2-1,655,-0.24307056729298665,2.904416343028044e-10,5.92500933977721e-10,11.428957158286332,-0.3179802137589498,-0.16514493514614004
GTEx-lung,NKX2-1,PECAM1,655,0.024893055126953795,0.5247967410688282,0.54995822865432,46.919376775071,-0.05640546772965203,0.10586364330461105
GTEx-lung,EPCAM,SFTPC,655,0.6755358175621704,1.7620514927515643e-88,2.0737990645460717e-87,99.55798231929278,0.6288387254098708,0.717377189527574
GTEx-lung,EPCAM,SFTPB,655,0.7582614889073285,1.9777804388999414e-123,4.3228629593098717e-122,99.9059962398496,0.7214913162791736,0.7907671060194201
GTEx-lung,AGER,EPCAM,655,,,,,,
GTEx-lung,EPCAM,SCGB1A1,655,0.09399920072784712,0.016108249078225053,0.020710605957717926,58.38783551342054,0.012913213794047002,0.17385698054378135
GTEx-lung,EPCAM,SCGB3A2,655,0.32970130037697576,4.500455751260142e-18,1.2991881697033995e-17,87.14498579943198,0.25535167690293764,0.40017450260933063
GTEx-lung,EPCAM,KRT5,655,0.09191418378404184,0.01863035603594623,0.023753703945831442,58.05782231289251,0.010810319195661892,0.17181661777362348
GTEx-lung,EPCAM,TP63,655,0.114941651360664,0.0032207067539765316,0.004605309657555227,61.67796711868475,0.0340750912349,0.1943129544151797
GTEx-lung,EPCAM,FOXJ1,655,0.25398549818746025,4.2156318237157483e-11,9.084389704626894e-11,80.01820072802911,0.17643908680356377,0.32839855195622747
GTEx-lung,EPCAM,MUC5B,655,0.09943281654654346,0.010889254791911728,0.014487443331847778,59.25287011480459,0.01839679163128855,0.17917100662644778
GTEx-lung,EPCAM,PTPRC,655,,,,,,
GTEx-lung,COL1A1,EPCAM,655,-0.30711243536926813,8.98339972469242e-16,2.2907669297965675e-15,7.244789791591663,-0.37885115451161877,-0.23170495247297812
GTEx-lung,EPCAM,PECAM1,655,0.0980617084477498,0.012040653598460217,0.01574547009029413,59.04036161446457,0.017012616184065115,0.17783051433334662
GTEx-lung,SFTPB,SFTPC,655,0.8296753049224117,1.7880183966522056e-167,1.3678340734389373e-165,99.97999919996799,0.8025478277590115,0.8533789596618623
GTEx-lung,AGER,SFTPC,655,,,,,,
