dataset,comparison,gene,n_low,n_high,mean_log2cpm_low,mean_log2cpm_high,log2fc_low_minus_high,cliffs_delta,p_value,fdr
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,ELF3,136,136,7.754944305476357,8.36702745059068,-0.6120831451143225,-0.27595155709342556,8.375947837054644e-05,0.0001582123480332544
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,GRHL1,136,136,3.7166046705498768,4.06730683323569,-0.3507021626858129,-0.1961505190311419,0.00517901454545677,0.007336937272730424
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,KLF4,136,136,5.125982503605521,3.6607029387508483,1.465279564854673,0.6828503460207613,2.1507511878455062e-22,1.8281385096686803e-21
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,TFAP2A,136,136,3.692645900145396,2.7285015100945293,0.9641443900508668,0.3759731833910034,8.351902848559233e-08,3.549558710637674e-07
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,TACSTD2,136,136,7.630173896797268,7.706743667454795,-0.07656977065752724,0.09537197231833905,0.17417311327737717,0.18505893285721325
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,CLDN4,136,136,7.788566786653793,8.514537301654409,-0.7259705150006157,-0.3601859861591695,2.8322119675647095e-07,8.024600574766677e-07
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,EPCAM,136,136,7.980190278543805,8.589073087904076,-0.6088828093602707,-0.36051038062283736,2.763395068707672e-07,8.024600574766677e-07
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,SFTPC,136,136,4.997386571886252,6.508078678173249,-1.5106921062869976,-0.2145328719723183,0.0022300194436643667,0.0034463936856631125
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,SFTPB,136,136,8.846681487896664,12.878286155755438,-4.031604667858774,-0.7696799307958477,5.193143296669148e-28,8.828343604337553e-27
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,AGER,136,136,0.0,0.0,0.0,0.0,,
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,SCGB1A1,136,136,3.025279684151862,3.214805222464828,-0.18952553831296592,-0.05736375432525953,0.4138965597381754,0.4138965597381754
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,SCGB3A2,136,136,3.892329491921696,6.753510176444018,-2.861180684522322,-0.49870242214532867,1.1683006971296982e-12,6.62037061706829e-12
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,KRT5,136,136,2.718884577285857,1.3869884374199082,1.3318961398659488,0.32828719723183397,2.875575770758445e-06,6.983541157556224e-06
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,TP63,136,136,2.5735802982974256,2.061682390491842,0.5118979078055834,0.16403546712802775,0.019396102660236583,0.02536413424800168
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,FOXJ1,136,136,3.7694487364262357,4.4886986210805295,-0.7192498846542938,-0.27811418685121103,7.36386542389071e-05,0.0001564821402576776
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,MUC5B,136,136,6.853314221638912,5.368418031370326,1.4848961902685858,0.2356185121107266,0.0007840487642127139,0.0013328828991616137
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,PTPRC,136,136,0.0,0.0,0.0,0.0,,
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,COL1A1,136,136,10.542287087089077,10.189956231809177,0.3523308552799005,0.0962370242214532,0.17029732868071756,0.18505893285721325
TCGA-LUAD,NKX2-1-low vs NKX2-1-high tumours,PECAM1,136,136,7.0476508373447775,6.929191890478031,0.1184589468667463,0.09591262975778547,0.17174310400377057,0.18505893285721325
