organism,cell_type,disease,n_cells,gene_a,gene_b,spearman_rho,p_value,frac_pos_a,frac_pos_b,fdr
human,pulmonary alveolar epithelial cell,normal,8000,KLF4,CLDN4,0.3423885777828265,7.24511903496805e-219,0.0605,0.26925,9.328090757521365e-218
human,pulmonary alveolar epithelial cell,normal,8000,KLF4,NKX2-1,-0.10042472440955583,2.1838535826497595e-19,0.0605,0.364625,5.433258913355682e-19
human,pulmonary alveolar epithelial cell,normal,8000,TACSTD2,CLDN4,0.46629353407577345,0.0,0.192125,0.26925,0.0
human,pulmonary alveolar epithelial cell,normal,8000,TACSTD2,NKX2-1,0.05769010591954913,2.424341210375327e-07,0.192125,0.364625,4.305295597735495e-07
human,pulmonary alveolar epithelial cell,normal,8000,CLDN4,NKX2-1,0.04391035974551712,8.539099422277405e-05,0.26925,0.364625,0.00013166575456505578
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,ELF3,KLF4,0.10409963321431363,2.7677457112423275e-09,0.3219346888478127,0.04929143561306223,5.202149785729192e-09
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,ELF3,TACSTD2,0.1386882396223239,2.072659366142843e-15,0.3219346888478127,0.6913123844731978,4.661220845255739e-15
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,ELF3,CLDN4,0.3065577450263197,1.3736826966044934e-71,0.3219346888478127,0.42205791743684534,7.526027539907598e-71
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,ELF3,NKX2-1,0.054649664103080454,0.001841190762507095,0.3219346888478127,0.4611829944547135,0.0026710232188483208
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,KLF4,TACSTD2,0.04273490259409408,0.014894294019930266,0.04929143561306223,0.6913123844731978,0.020080003717968815
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,KLF4,CLDN4,0.0876995762963271,5.606912535029511e-07,0.04929143561306223,0.42205791743684534,9.755270120068237e-07
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,KLF4,NKX2-1,0.035837112423851215,0.041187106908695696,0.04929143561306223,0.4611829944547135,0.05452791788683363
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,TACSTD2,CLDN4,0.20822284638792202,3.994386878487192e-33,0.6913123844731978,0.42205791743684534,1.2244697871552999e-32
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,TACSTD2,NKX2-1,0.13586079086838812,7.630138086814266e-15,0.6913123844731978,0.4611829944547135,1.6721366445571687e-14
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,CLDN4,NKX2-1,0.11131866433985439,2.0232607168368274e-10,0.42205791743684534,0.4611829944547135,3.917215297635211e-10
human,pulmonary alveolar type 1 cell,normal,8000,ELF3,GRHL1,0.1268134818071437,4.867161260707935e-30,0.558,0.036125,1.3848552758367882e-29
human,pulmonary alveolar type 1 cell,normal,8000,ELF3,KLF4,0.2351650016534693,5.939757754669472e-101,0.558,0.06725,3.972695121629582e-100
human,pulmonary alveolar type 1 cell,normal,8000,ELF3,TFAP2A,0.16925997188243508,1.7280686454625665e-52,0.558,0.0285,7.67202890011398e-52
human,pulmonary alveolar type 1 cell,normal,8000,ELF3,TACSTD2,0.2082016303806245,4.6354314939175527e-79,0.558,0.603625,2.7439623211121147e-78
human,pulmonary alveolar type 1 cell,normal,8000,ELF3,CLDN4,0.3211834007808948,2.2529188165190192e-191,0.558,0.4905,2.522289544581076e-190
human,pulmonary alveolar type 1 cell,normal,8000,ELF3,NKX2-1,0.07385872723995389,3.73748749553399e-11,0.558,0.5645,7.374735862835267e-11
human,pulmonary alveolar type 1 cell,normal,8000,GRHL1,KLF4,0.11405274895771278,1.410811118208733e-24,0.036125,0.06725,3.72598833783332e-24
human,pulmonary alveolar type 1 cell,normal,8000,GRHL1,TFAP2A,0.19203558541984017,2.5573001259058502e-67,0.036125,0.0285,1.3303126917591039e-66
human,pulmonary alveolar type 1 cell,normal,8000,GRHL1,TACSTD2,0.0617304713355681,3.280837809028799e-08,0.036125,0.603625,5.991600963297274e-08
human,pulmonary alveolar type 1 cell,normal,8000,GRHL1,CLDN4,0.1338537381940775,2.641295483027819e-33,0.036125,0.4905,8.14531241772052e-33
human,pulmonary alveolar type 1 cell,normal,8000,GRHL1,NKX2-1,0.03175325571835504,0.00450612468465756,0.036125,0.5645,0.006375423660985284
human,pulmonary alveolar type 1 cell,normal,8000,KLF4,TFAP2A,0.20264719923786353,6.54215724667066e-75,0.06725,0.0285,3.785630316893697e-74
human,pulmonary alveolar type 1 cell,normal,8000,KLF4,TACSTD2,0.10449420044098509,7.222651333080494e-21,0.06725,0.603625,1.8233654100668895e-20
human,pulmonary alveolar type 1 cell,normal,8000,KLF4,CLDN4,0.18410070747668908,6.303907527037493e-62,0.06725,0.4905,3.151953763518746e-61
human,pulmonary alveolar type 1 cell,normal,8000,KLF4,NKX2-1,-0.02799639892992283,0.01227378073005069,0.06725,0.5645,0.01663988166634813
human,pulmonary alveolar type 1 cell,normal,8000,TFAP2A,TACSTD2,0.072192702001269,1.0160846283715855e-10,0.0285,0.603625,1.9821347864066913e-10
human,pulmonary alveolar type 1 cell,normal,8000,TFAP2A,CLDN4,0.1621536886086881,2.896019144895586e-48,0.0285,0.4905,1.2125608614806724e-47
human,pulmonary alveolar type 1 cell,normal,8000,TFAP2A,NKX2-1,-0.09072837928137018,4.2753305108960413e-16,0.0285,0.5645,9.829442915676167e-16
human,pulmonary alveolar type 1 cell,normal,8000,TACSTD2,CLDN4,0.3801151382047173,2.2048248932104573e-273,0.603625,0.4905,4.93689052175385e-272
human,pulmonary alveolar type 1 cell,normal,8000,TACSTD2,NKX2-1,0.1525159978767129,7.744202577304122e-43,0.603625,0.5645,2.8487602337940166e-42
human,pulmonary alveolar type 1 cell,normal,8000,CLDN4,NKX2-1,0.12513511032566005,2.7493023721485033e-29,0.4905,0.5645,7.69505826987217e-29
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,ELF3,GRHL1,0.03045154657974943,0.006452088993208195,0.64225,0.024625,0.009004948052851547
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,ELF3,KLF4,0.14325156054719318,6.04348380706452e-38,0.64225,0.157125,1.995124461947582e-37
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,ELF3,TACSTD2,0.16418639469014099,1.874356430796201e-49,0.64225,0.42725,7.977632742644988e-49
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,ELF3,CLDN4,0.13692488327447042,8.726629358609647e-35,0.64225,0.558625,2.757186576493232e-34
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,ELF3,NKX2-1,0.029218068645069106,0.0089621901533715,0.64225,0.587,0.012329759215799764
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,GRHL1,KLF4,0.04102124147709284,0.00024252888444029793,0.024625,0.157125,0.00036414686730831906
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,GRHL1,TACSTD2,0.07143746315393966,1.5873351394826407e-10,0.024625,0.42725,3.084821120126641e-10
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,GRHL1,CLDN4,0.054038925069500074,1.3236684483138827e-06,0.024625,0.558625,2.2798971601392965e-06
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,GRHL1,NKX2-1,0.04190239137479346,0.00017759443845355351,0.024625,0.587,0.0002690033405987649
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,KLF4,TACSTD2,0.15146891442608307,2.8695324182563517e-42,0.157125,0.42725,1.0407107009873388e-41
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,KLF4,CLDN4,0.1272942555998303,2.951212732417795e-30,0.157125,0.558625,8.538621107838002e-30
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,KLF4,NKX2-1,0.06698575494369367,2.0076331807007623e-09,0.157125,0.587,3.8012172355179875e-09
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,TACSTD2,CLDN4,0.17483119450921994,6.204092067965026e-56,0.42725,0.558625,2.8784751486504397e-55
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,TACSTD2,NKX2-1,0.03145499165651243,0.0048978484547821406,0.42725,0.587,0.006891781295663394
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,8000,CLDN4,NKX2-1,0.05470029139919659,9.8084288423299e-07,0.558625,0.587,1.695080823422785e-06
human,pulmonary alveolar type 2 cell,normal,8000,ELF3,GRHL1,0.06831290018171816,9.57836307416479e-10,0.610875,0.039625,1.8337758301839653e-09
human,pulmonary alveolar type 2 cell,normal,8000,ELF3,KLF4,0.09793649659007954,1.6427699705787785e-18,0.610875,0.07875,3.990691202113542e-18
human,pulmonary alveolar type 2 cell,normal,8000,ELF3,TACSTD2,0.2004607261014054,2.6059309213934625e-73,0.610875,0.3645,1.458754809258297e-72
human,pulmonary alveolar type 2 cell,normal,8000,ELF3,CLDN4,0.25342782544275777,1.816128657194062e-117,0.610875,0.523125,1.3959794902312565e-116
human,pulmonary alveolar type 2 cell,normal,8000,ELF3,NKX2-1,0.08895163531814473,1.5785943522982645e-15,0.610875,0.621875,3.5813924732757985e-15
human,pulmonary alveolar type 2 cell,normal,8000,GRHL1,KLF4,0.045679487668205135,4.3662469105412064e-05,0.039625,0.07875,6.98328310226311e-05
human,pulmonary alveolar type 2 cell,normal,8000,GRHL1,TACSTD2,0.11553679057846061,3.501948577633239e-25,0.039625,0.3645,9.393247486880822e-25
human,pulmonary alveolar type 2 cell,normal,8000,GRHL1,CLDN4,0.10877434054694174,1.730023978036811e-22,0.039625,0.523125,4.432648500940088e-22
human,pulmonary alveolar type 2 cell,normal,8000,GRHL1,NKX2-1,0.08466764580720972,3.316063940991694e-14,0.039625,0.621875,7.086194728675197e-14
human,pulmonary alveolar type 2 cell,normal,8000,KLF4,TACSTD2,0.1279790282033253,1.4424050387457587e-30,0.07875,0.3645,4.196828220079467e-30
human,pulmonary alveolar type 2 cell,normal,8000,KLF4,CLDN4,0.12903423888625967,4.7495649762176565e-31,0.07875,0.523125,1.3897874788364167e-30
human,pulmonary alveolar type 2 cell,normal,8000,KLF4,NKX2-1,0.0374925444795809,0.0007962636953688015,0.07875,0.621875,0.00117837874458314
human,pulmonary alveolar type 2 cell,normal,8000,TACSTD2,CLDN4,0.30674743717493796,6.896261638829031e-174,0.3645,0.523125,7.103149487993902e-173
human,pulmonary alveolar type 2 cell,normal,8000,TACSTD2,NKX2-1,0.11337317563224873,2.6543056152603015e-24,0.3645,0.621875,6.974323427852323e-24
human,pulmonary alveolar type 2 cell,normal,8000,CLDN4,NKX2-1,0.15652113133674234,4.7382351148021667e-45,0.523125,0.621875,1.8627412855901646e-44
human,respiratory basal cell,lung adenocarcinoma,230,ELF3,KLF4,0.06531434036064365,0.3240361621651786,0.11739130434782609,0.0391304347826087,0.36676620552761974
human,respiratory basal cell,lung adenocarcinoma,230,ELF3,TFAP2A,0.1079817170862882,0.10236787263225043,0.11739130434782609,0.02608695652173913,0.12858403513563163
human,respiratory basal cell,lung adenocarcinoma,230,ELF3,TACSTD2,-0.030229466634203044,0.6483475748311738,0.11739130434782609,0.17391304347826086,0.6814265327307235
human,respiratory basal cell,lung adenocarcinoma,230,ELF3,CLDN4,0.11114907815066975,0.09262902061071643,0.11739130434782609,0.11739130434782609,0.1166355638496796
human,respiratory basal cell,lung adenocarcinoma,230,ELF3,NKX2-1,-0.0057380818498655615,0.9310300872781626,0.11739130434782609,0.0391304347826087,0.9364853416958081
human,respiratory basal cell,lung adenocarcinoma,230,KLF4,TFAP2A,0.10095946494823782,0.12683880487535787,0.0391304347826087,0.02608695652173913,0.15627269021724713
human,respiratory basal cell,lung adenocarcinoma,230,KLF4,TACSTD2,0.06144183121928004,0.35360921388732475,0.0391304347826087,0.17391304347826086,0.39502981594787906
human,respiratory basal cell,lung adenocarcinoma,230,KLF4,CLDN4,0.12640334628684818,0.05558922730968392,0.0391304347826087,0.11739130434782609,0.07211196993573607
human,respiratory basal cell,lung adenocarcinoma,230,KLF4,NKX2-1,-0.04070262830176312,0.5390981882927246,0.0391304347826087,0.0391304347826087,0.5784074311890691
human,respiratory basal cell,lung adenocarcinoma,230,TFAP2A,TACSTD2,0.13015797794527184,0.04865717425840694,0.02608695652173913,0.17391304347826086,0.06360011356111567
human,respiratory basal cell,lung adenocarcinoma,230,TFAP2A,CLDN4,0.02532196429149347,0.7024646817085782,0.02608695652173913,0.11739130434782609,0.727906058510901
human,respiratory basal cell,lung adenocarcinoma,230,TFAP2A,NKX2-1,0.10215035068538396,0.12239711515659148,0.02608695652173913,0.0391304347826087,0.15152527477318417
human,respiratory basal cell,lung adenocarcinoma,230,TACSTD2,CLDN4,0.12064748335299298,0.06778735825660807,0.17391304347826086,0.11739130434782609,0.08749496115827858
human,respiratory basal cell,lung adenocarcinoma,230,TACSTD2,NKX2-1,0.022017804452340573,0.7397854421877391,0.17391304347826086,0.0391304347826087,0.7650391621017785
human,respiratory basal cell,lung adenocarcinoma,230,CLDN4,NKX2-1,-0.07338710473035075,0.2676882955315399,0.11739130434782609,0.0391304347826087,0.3111951968368918
human,respiratory basal cell,normal,8000,ELF3,GRHL1,0.1788044351297718,1.836394591194029e-58,0.57225,0.094,8.922105796838914e-58
human,respiratory basal cell,normal,8000,ELF3,KLF4,0.1954360198213918,1.0536103919664364e-69,0.57225,0.332125,5.652180748569945e-69
human,respiratory basal cell,normal,8000,ELF3,TFAP2A,0.1558104001481607,1.1823321943790178e-44,0.57225,0.17,4.612886970493895e-44
human,respiratory basal cell,normal,8000,ELF3,TACSTD2,0.18529446901570484,1.0090739278354518e-62,0.57225,0.693375,5.094834047404488e-62
human,respiratory basal cell,normal,8000,ELF3,CLDN4,0.34796717830365326,1.818262464652908e-226,0.57225,0.535,2.4642241297269676e-225
human,respiratory basal cell,normal,8000,ELF3,NKX2-1,0.11951592375022592,7.633344280497302e-27,0.57225,0.224625,2.0582053950031988e-26
human,respiratory basal cell,normal,8000,GRHL1,KLF4,0.0942082453121054,3.074246363840478e-17,0.094,0.332125,7.296022476395604e-17
human,respiratory basal cell,normal,8000,GRHL1,TFAP2A,0.12313813886896928,2.092404645027615e-28,0.094,0.17,5.731853149942669e-28
human,respiratory basal cell,normal,8000,GRHL1,TACSTD2,0.07819665150361377,2.4919352852300917e-12,0.094,0.693375,5.0926455233868936e-12
human,respiratory basal cell,normal,8000,GRHL1,CLDN4,0.1607223980207703,1.948471204542296e-47,0.094,0.535,8.027701362714259e-47
human,respiratory basal cell,normal,8000,GRHL1,NKX2-1,0.09932121698361261,5.377503707988327e-19,0.094,0.224625,1.3250786648870756e-18
human,respiratory basal cell,normal,8000,KLF4,TFAP2A,0.21486961710470873,3.3380603981619196e-84,0.332125,0.17,2.0224718882981042e-83
human,respiratory basal cell,normal,8000,KLF4,TACSTD2,0.36674141429439666,3.2977970799717003e-253,0.332125,0.693375,6.065591057805091e-252
human,respiratory basal cell,normal,8000,KLF4,CLDN4,0.31869100576860543,2.765446353369348e-188,0.332125,0.535,3.0302231318834344e-187
human,respiratory basal cell,normal,8000,KLF4,NKX2-1,0.0872393574537318,5.426410775019836e-15,0.332125,0.224625,1.2045696332479379e-14
human,respiratory basal cell,normal,8000,TFAP2A,TACSTD2,0.17053580812473038,2.877584764675967e-53,0.17,0.693375,1.3114656228390469e-52
human,respiratory basal cell,normal,8000,TFAP2A,CLDN4,0.14504483289942754,7.227833023374916e-39,0.17,0.535,2.4815560046920543e-38
human,respiratory basal cell,normal,8000,TFAP2A,NKX2-1,0.11250441939254627,5.9215863465870844e-24,0.17,0.224625,1.540210590147651e-23
human,respiratory basal cell,normal,8000,TACSTD2,CLDN4,0.4205018813995921,0.0,0.693375,0.535,0.0
human,respiratory basal cell,normal,8000,TACSTD2,NKX2-1,-0.011053812911203222,0.3228790577052148,0.693375,0.224625,0.3662614861634044
human,respiratory basal cell,normal,8000,CLDN4,NKX2-1,0.06154495996054669,3.6065035222644596e-08,0.535,0.224625,6.563071780799281e-08
human,secretory cell,normal,4758,ELF3,GRHL1,0.13275612775779239,3.7288136702448237e-20,0.9371584699453552,0.3881883144178226,9.36750751305407e-20
human,secretory cell,normal,4758,ELF3,KLF4,0.0621035339038096,1.812603621288679e-05,0.9371584699453552,0.544766708701135,2.963463063376729e-05
human,secretory cell,normal,4758,ELF3,TFAP2A,0.06433957674797891,8.934727481449788e-06,0.9371584699453552,0.39617486338797814,1.4939560561515069e-05
human,secretory cell,normal,4758,ELF3,TACSTD2,0.1488285503923765,5.677052910246657e-25,0.9371584699453552,0.8438419503993274,1.5148612687963876e-24
human,secretory cell,normal,4758,ELF3,CLDN4,0.1868303500857738,1.248407940163418e-38,0.9371584699453552,0.8020176544766708,4.229803218316844e-38
human,secretory cell,normal,4758,ELF3,NKX2-1,0.018477836797899008,0.2025419254192647,0.9371584699453552,0.22509457755359394,0.24089859489820165
human,secretory cell,normal,4758,GRHL1,KLF4,0.10604548170949046,2.2405661254156438e-13,0.3881883144178226,0.544766708701135,4.671625727081201e-13
human,secretory cell,normal,4758,GRHL1,TFAP2A,0.21930288281589508,6.567725467535598e-53,0.3881883144178226,0.39617486338797814,2.9669987857726604e-52
human,secretory cell,normal,4758,GRHL1,TACSTD2,0.13030213275021515,1.8109733152955235e-19,0.3881883144178226,0.8438419503993274,4.527433288238808e-19
human,secretory cell,normal,4758,GRHL1,CLDN4,0.08469961183557102,4.874132808772791e-09,0.3881883144178226,0.8020176544766708,9.127921441883591e-09
human,secretory cell,normal,4758,GRHL1,NKX2-1,0.08286011461580096,1.0411262695471268e-08,0.3881883144178226,0.22509457755359394,1.9356679740677627e-08
human,secretory cell,normal,4758,KLF4,TFAP2A,0.3904746164844725,4.202021408780265e-173,0.544766708701135,0.39617486338797814,4.24321769710164e-172
human,secretory cell,normal,4758,KLF4,TACSTD2,0.46383751629198605,1.6052521091154606e-252,0.544766708701135,0.8438419503993274,2.850706331705042e-251
human,secretory cell,normal,4758,KLF4,CLDN4,0.33732217951319193,6.040253172748271e-127,0.544766708701135,0.8020176544766708,5.099558006500589e-126
human,secretory cell,normal,4758,KLF4,NKX2-1,0.12739143086767016,1.1355431298925232e-18,0.544766708701135,0.22509457755359394,2.7847843423554737e-18
human,secretory cell,normal,4758,TFAP2A,TACSTD2,0.46978084589017777,7.459222020438723e-260,0.39617486338797814,0.8438419503993274,1.4774997463561316e-258
human,secretory cell,normal,4758,TFAP2A,CLDN4,0.28053900493464434,9.06978334716845e-87,0.39617486338797814,0.8020176544766708,5.627636655170786e-86
human,secretory cell,normal,4758,TFAP2A,NKX2-1,0.16984139229398698,3.992428329568479e-32,0.39617486338797814,0.22509457755359394,1.2166275678862525e-31
human,secretory cell,normal,4758,TACSTD2,CLDN4,0.5616545153272707,0.0,0.8438419503993274,0.8020176544766708,0.0
human,secretory cell,normal,4758,TACSTD2,NKX2-1,0.18157244730178862,1.5112924707704807e-36,0.8438419503993274,0.22509457755359394,4.895066807841494e-36
human,secretory cell,normal,4758,CLDN4,NKX2-1,0.09570118353773545,3.721726629478331e-11,0.8020176544766708,0.22509457755359394,7.371881593005156e-11
human,tracheobronchial serous cell,normal,2044,ELF3,GRHL1,-0.09800983962056904,9.03502515327084e-06,0.7837573385518591,0.09980430528375733,1.50583752554514e-05
human,tracheobronchial serous cell,normal,2044,ELF3,KLF4,0.25463139509849037,1.299612821177835e-31,0.7837573385518591,0.4344422700587084,3.8465551891183047e-31
human,tracheobronchial serous cell,normal,2044,ELF3,TFAP2A,-0.015556455535955756,0.4820998273236554,0.7837573385518591,0.10909980430528375,0.522758525177039
human,tracheobronchial serous cell,normal,2044,ELF3,TACSTD2,0.2548782165760671,1.1317910493343994e-31,0.7837573385518591,0.7235812133072407,3.3692045688278366e-31
human,tracheobronchial serous cell,normal,2044,ELF3,CLDN4,0.4813527249315142,4.902496299096346e-119,0.7837573385518591,0.7602739726027398,3.884285529284028e-118
human,tracheobronchial serous cell,normal,2044,ELF3,NKX2-1,-0.0553777595814694,0.012277970938276291,0.7837573385518591,0.09001956947162426,0.01663988166634813
human,tracheobronchial serous cell,normal,2044,GRHL1,KLF4,0.14622646011843835,3.0803260585547624e-11,0.09980430528375733,0.4344422700587084,6.148712868820553e-11
human,tracheobronchial serous cell,normal,2044,GRHL1,TFAP2A,0.28286553773583306,6.516548204681693e-39,0.09980430528375733,0.10909980430528375,2.2523639767859542e-38
human,tracheobronchial serous cell,normal,2044,GRHL1,TACSTD2,0.07411136209873904,0.0007988793010149591,0.09980430528375733,0.7235812133072407,0.0011788620057957134
human,tracheobronchial serous cell,normal,2044,GRHL1,CLDN4,0.014104432157150073,0.5239218169588512,0.09980430528375733,0.7602739726027398,0.5644764345895573
human,tracheobronchial serous cell,normal,2044,GRHL1,NKX2-1,0.25664889469861313,4.178966151904843e-32,0.09980430528375733,0.09001956947162426,1.2659809224888202e-31
human,tracheobronchial serous cell,normal,2044,KLF4,TFAP2A,0.1692299244631187,1.3403393122848447e-14,0.4344422700587084,0.10909980430528375,2.8881788528313596e-14
human,tracheobronchial serous cell,normal,2044,KLF4,TACSTD2,0.2691376409705304,2.969997455268985e-35,0.4344422700587084,0.7235812133072407,9.441658576935354e-35
human,tracheobronchial serous cell,normal,2044,KLF4,CLDN4,0.3058833423202278,1.5855919911671032e-45,0.4344422700587084,0.7602739726027398,6.281383657315833e-45
human,tracheobronchial serous cell,normal,2044,KLF4,NKX2-1,0.15340499242745562,3.111351919350638e-12,0.4344422700587084,0.09001956947162426,6.33338434176118e-12
human,tracheobronchial serous cell,normal,2044,TFAP2A,TACSTD2,0.11307734065032797,2.9656643473585516e-07,0.10909980430528375,0.7235812133072407,5.212686480852062e-07
human,tracheobronchial serous cell,normal,2044,TFAP2A,CLDN4,0.06181632360674451,0.005178448581722866,0.10909980430528375,0.7602739726027398,0.0072667602713549755
human,tracheobronchial serous cell,normal,2044,TFAP2A,NKX2-1,0.27325303034211085,2.49979598875467e-36,0.10909980430528375,0.09001956947162426,8.046218338804094e-36
human,tracheobronchial serous cell,normal,2044,TACSTD2,CLDN4,0.43228839443489925,7.616130051955135e-94,0.7235812133072407,0.7602739726027398,4.902883720946119e-93
human,tracheobronchial serous cell,normal,2044,TACSTD2,NKX2-1,0.10240599746681094,3.49748542415311e-06,0.7235812133072407,0.09001956947162426,5.9250164257856965e-06
human,tracheobronchial serous cell,normal,2044,CLDN4,NKX2-1,0.02280543373701194,0.30275139271581336,0.7602739726027398,0.09001956947162426,0.3473381107514689
