organism,cell_type,disease,n_cells,gene_a,gene_b,spearman_rho,p_value,frac_pos_a,frac_pos_b,fdr
mouse,pulmonary alveolar epithelial cell,influenza,495,Klf4,Tacstd2,-0.18843106894296055,2.4475255983815266e-05,0.8,0.7737373737373737,7.34257679514458e-05
mouse,pulmonary alveolar epithelial cell,influenza,495,Klf4,Cldn4,-0.07845411440335529,0.08119930065733086,0.8,0.028282828282828285,0.13517571438908257
mouse,pulmonary alveolar epithelial cell,influenza,495,Klf4,Nkx2-1,-0.39996462731570886,1.9374639343485574e-20,0.8,0.901010101010101,1.992820046758516e-19
mouse,pulmonary alveolar epithelial cell,influenza,495,Tacstd2,Cldn4,0.01844371976062999,0.6822870498683585,0.7737373737373737,0.028282828282828285,0.7445195235223087
mouse,pulmonary alveolar epithelial cell,influenza,495,Tacstd2,Nkx2-1,0.16654188157997352,0.00019766674844697642,0.7737373737373737,0.901010101010101,0.0005320376032965347
mouse,pulmonary alveolar epithelial cell,influenza,495,Cldn4,Nkx2-1,0.11026252865570407,0.014109148545218962,0.028282828282828285,0.901010101010101,0.0286157378945286
mouse,pulmonary alveolar type 1 cell,influenza,2013,Elf3,Grhl1,0.06455614756881826,0.003759938092189711,0.2444113263785395,0.061599602583209144,0.008732759439924489
mouse,pulmonary alveolar type 1 cell,influenza,2013,Elf3,Klf4,0.08778751438583647,8.017203018878988e-05,0.2444113263785395,0.35866865375062096,0.00022636808523893615
mouse,pulmonary alveolar type 1 cell,influenza,2013,Elf3,Tacstd2,-0.07661539733982814,0.000580887791468365,0.2444113263785395,0.8286140089418778,0.0014547450777642533
mouse,pulmonary alveolar type 1 cell,influenza,2013,Elf3,Cldn4,0.34043183288772283,8.44721764071973e-56,0.2444113263785395,0.12518628912071536,1.737713343233773e-54
mouse,pulmonary alveolar type 1 cell,influenza,2013,Elf3,Nkx2-1,0.014636952894721646,0.5116081940341696,0.2444113263785395,0.9155489319423745,0.6137597695801748
mouse,pulmonary alveolar type 1 cell,influenza,2013,Grhl1,Klf4,0.002534492431843998,0.9095205808933556,0.061599602583209144,0.35866865375062096,0.9288924811668307
mouse,pulmonary alveolar type 1 cell,influenza,2013,Grhl1,Tacstd2,0.019879341182926308,0.37268784871783966,0.061599602583209144,0.8286140089418778,0.4749296479236187
mouse,pulmonary alveolar type 1 cell,influenza,2013,Grhl1,Cldn4,0.1183609334724318,1.0047148267444288e-07,0.061599602583209144,0.12518628912071536,4.1935923203245723e-07
mouse,pulmonary alveolar type 1 cell,influenza,2013,Grhl1,Nkx2-1,-0.013129850152900411,0.5560293421124846,0.061599602583209144,0.9155489319423745,0.6405458021135823
mouse,pulmonary alveolar type 1 cell,influenza,2013,Klf4,Tacstd2,-0.0406829088824898,0.06801307458386946,0.35866865375062096,0.8286140089418778,0.11590393775239291
mouse,pulmonary alveolar type 1 cell,influenza,2013,Klf4,Cldn4,0.01457706296628513,0.5133374361635269,0.35866865375062096,0.12518628912071536,0.6137597695801748
mouse,pulmonary alveolar type 1 cell,influenza,2013,Klf4,Nkx2-1,-0.037144567301915024,0.09569641839282582,0.35866865375062096,0.9155489319423745,0.1557094265374793
mouse,pulmonary alveolar type 1 cell,influenza,2013,Tacstd2,Cldn4,-0.02032216447156882,0.36213126217901837,0.8286140089418778,0.12518628912071536,0.4676852175226784
mouse,pulmonary alveolar type 1 cell,influenza,2013,Tacstd2,Nkx2-1,0.027735265590043832,0.21355486510831917,0.8286140089418778,0.9155489319423745,0.3075190057559796
mouse,pulmonary alveolar type 1 cell,influenza,2013,Cldn4,Nkx2-1,-0.03148586503024195,0.15791103609718782,0.12518628912071536,0.9155489319423745,0.24190626806377707
mouse,pulmonary alveolar type 1 cell,normal,3743,Elf3,Grhl1,0.028036523326069117,0.08633781418886571,0.2594175794816992,0.042212129308041677,0.14208737420796186
mouse,pulmonary alveolar type 1 cell,normal,3743,Elf3,Klf4,0.052678071206341874,0.0012640911150923041,0.2594175794816992,0.5287202778519904,0.00303381867622153
mouse,pulmonary alveolar type 1 cell,normal,3743,Elf3,Tacstd2,-0.04249062238604639,0.009325506748652285,0.2594175794816992,0.7098584023510554,0.020042880176207898
mouse,pulmonary alveolar type 1 cell,normal,3743,Elf3,Cldn4,0.15427056832461675,2.2663275143318634e-21,0.2594175794816992,0.3817793213999466,2.510393554336833e-20
mouse,pulmonary alveolar type 1 cell,normal,3743,Elf3,Nkx2-1,0.034391794414693706,0.035377424915054294,0.2594175794816992,0.8950040074806305,0.06616037906191972
mouse,pulmonary alveolar type 1 cell,normal,3743,Grhl1,Klf4,-0.013308793871255435,0.4156467139137036,0.042212129308041677,0.5287202778519904,0.5115651863553276
mouse,pulmonary alveolar type 1 cell,normal,3743,Grhl1,Tacstd2,-0.010365803367981164,0.5260901520268748,0.042212129308041677,0.7098584023510554,0.6253344084771335
mouse,pulmonary alveolar type 1 cell,normal,3743,Grhl1,Cldn4,0.015323422185046407,0.3486403565699235,0.042212129308041677,0.3817793213999466,0.4562568301065197
mouse,pulmonary alveolar type 1 cell,normal,3743,Grhl1,Nkx2-1,-0.010680698572880806,0.5135975849611879,0.042212129308041677,0.8950040074806305,0.6137597695801748
mouse,pulmonary alveolar type 1 cell,normal,3743,Klf4,Tacstd2,0.08201679621550509,5.045267412453142e-07,0.5287202778519904,0.7098584023510554,1.9373826863820067e-06
mouse,pulmonary alveolar type 1 cell,normal,3743,Klf4,Cldn4,0.0705532967712419,1.557481920033466e-05,0.5287202778519904,0.3817793213999466,4.771859499677002e-05
mouse,pulmonary alveolar type 1 cell,normal,3743,Klf4,Nkx2-1,0.07761728784848493,1.992164126700635e-06,0.5287202778519904,0.8950040074806305,7.083250228268924e-06
mouse,pulmonary alveolar type 1 cell,normal,3743,Tacstd2,Cldn4,-0.05336649081047646,0.0010900038592695177,0.7098584023510554,0.3817793213999466,0.002683086422817274
mouse,pulmonary alveolar type 1 cell,normal,3743,Tacstd2,Nkx2-1,0.11235536473242094,5.445578563147199e-12,0.7098584023510554,0.8950040074806305,3.267347137888319e-11
mouse,pulmonary alveolar type 1 cell,normal,3743,Cldn4,Nkx2-1,0.04316620945643821,0.008259821563543625,0.3817793213999466,0.8950040074806305,0.018021428865913364
mouse,pulmonary alveolar type 2 cell,influenza,5951,Elf3,Grhl1,0.05960891865250683,4.194182916115036e-06,0.5447823895143673,0.038312888590152916,1.421087858636624e-05
mouse,pulmonary alveolar type 2 cell,influenza,5951,Elf3,Klf4,0.11383842071325048,1.2670910472208544e-18,0.5447823895143673,0.6155268022181146,1.0733006517635473e-17
mouse,pulmonary alveolar type 2 cell,influenza,5951,Elf3,Tfap2a,0.10402944166685568,8.605906699461329e-16,0.5447823895143673,0.05343639724416065,6.24690833699861e-15
mouse,pulmonary alveolar type 2 cell,influenza,5951,Elf3,Tacstd2,0.15605670737007477,9.30671069517009e-34,0.5447823895143673,0.4906738363300286,1.340166340104493e-32
mouse,pulmonary alveolar type 2 cell,influenza,5951,Elf3,Cldn4,0.11402368157274839,1.1139593816398442e-18,0.5447823895143673,0.04469837002184507,9.721827330675003e-18
mouse,pulmonary alveolar type 2 cell,influenza,5951,Elf3,Nkx2-1,0.050976491294510345,8.347523515547818e-05,0.5447823895143673,0.8818685935136952,0.00023340648276483217
mouse,pulmonary alveolar type 2 cell,influenza,5951,Grhl1,Klf4,0.04613844729908084,0.000370298958160959,0.038312888590152916,0.6155268022181146,0.0009695099995486927
mouse,pulmonary alveolar type 2 cell,influenza,5951,Grhl1,Tfap2a,0.0503906425138451,0.00010068903939282033,0.038312888590152916,0.05343639724416065,0.0002788311860108871
mouse,pulmonary alveolar type 2 cell,influenza,5951,Grhl1,Tacstd2,0.06148081896609476,2.071798487237734e-06,0.038312888590152916,0.4906738363300286,7.188891136439366e-06
mouse,pulmonary alveolar type 2 cell,influenza,5951,Grhl1,Cldn4,0.11491490254806987,5.977177011967288e-19,0.038312888590152916,0.04469837002184507,5.3794593107705585e-18
mouse,pulmonary alveolar type 2 cell,influenza,5951,Grhl1,Nkx2-1,-0.016959157804397475,0.19084112924594004,0.038312888590152916,0.8818685935136952,0.28041961848383024
mouse,pulmonary alveolar type 2 cell,influenza,5951,Klf4,Tfap2a,0.249166652868042,6.587774496848872e-85,0.6155268022181146,0.05343639724416065,1.8972790550924754e-83
mouse,pulmonary alveolar type 2 cell,influenza,5951,Klf4,Tacstd2,0.21683054838954485,2.937330083293684e-64,0.6155268022181146,0.4906738363300286,6.507315876835239e-63
mouse,pulmonary alveolar type 2 cell,influenza,5951,Klf4,Cldn4,0.10436629032391831,6.946332694544238e-16,0.6155268022181146,0.04469837002184507,5.2645889895493175e-15
mouse,pulmonary alveolar type 2 cell,influenza,5951,Klf4,Nkx2-1,-0.17596564304379606,1.3652350143464852e-42,0.6155268022181146,0.8818685935136952,2.6212512275452514e-41
mouse,pulmonary alveolar type 2 cell,influenza,5951,Tfap2a,Tacstd2,0.2629541891489302,1.080412144623257e-94,0.05343639724416065,0.4906738363300286,3.457318862794423e-93
mouse,pulmonary alveolar type 2 cell,influenza,5951,Tfap2a,Cldn4,0.17528122826449524,2.8662511088642303e-42,0.05343639724416065,0.04469837002184507,5.159251995955614e-41
mouse,pulmonary alveolar type 2 cell,influenza,5951,Tfap2a,Nkx2-1,-0.1200199553787096,1.5382537764926717e-20,0.05343639724416065,0.8818685935136952,1.64080402825885e-19
mouse,pulmonary alveolar type 2 cell,influenza,5951,Tacstd2,Cldn4,0.22605998182322817,7.890577103455727e-70,0.4906738363300286,0.04469837002184507,1.8937385048293746e-68
mouse,pulmonary alveolar type 2 cell,influenza,5951,Tacstd2,Nkx2-1,-0.07860316299953748,1.264969733219687e-09,0.4906738363300286,0.8818685935136952,6.623841512132179e-09
mouse,pulmonary alveolar type 2 cell,influenza,5951,Cldn4,Nkx2-1,-0.07815408570481568,1.5701758964114142e-09,0.04469837002184507,0.8818685935136952,8.075190324401559e-09
mouse,pulmonary alveolar type 2 cell,normal,4468,Elf3,Klf4,0.07180845948755568,1.5493697929033162e-06,0.35161145926589077,0.4270367054610564,5.720750004566091e-06
mouse,pulmonary alveolar type 2 cell,normal,4468,Elf3,Tacstd2,0.05260898030613352,0.00043481303003630795,0.35161145926589077,0.22291853178155774,0.0011281635373915017
mouse,pulmonary alveolar type 2 cell,normal,4468,Elf3,Cldn4,-0.007747872663156184,0.6046294360046456,0.35161145926589077,0.12399283795881827,0.691005069719595
mouse,pulmonary alveolar type 2 cell,normal,4468,Elf3,Nkx2-1,0.06641091946170187,8.880615714313408e-06,0.35161145926589077,0.8334825425246195,2.8417970285802905e-05
mouse,pulmonary alveolar type 2 cell,normal,4468,Klf4,Tacstd2,0.023617961943307664,0.11445624568159316,0.4270367054610564,0.22291853178155774,0.1821182251729217
mouse,pulmonary alveolar type 2 cell,normal,4468,Klf4,Cldn4,-0.005421009084249206,0.7171589983915648,0.4270367054610564,0.12399283795881827,0.7764729005141754
mouse,pulmonary alveolar type 2 cell,normal,4468,Klf4,Nkx2-1,0.015034187641714917,0.3150378118579369,0.4270367054610564,0.8334825425246195,0.42155415838344273
mouse,pulmonary alveolar type 2 cell,normal,4468,Tacstd2,Cldn4,0.05368014362614023,0.00033101880078612256,0.22291853178155774,0.12399283795881827,0.0008827168020963268
mouse,pulmonary alveolar type 2 cell,normal,4468,Tacstd2,Nkx2-1,0.07147257705403064,1.73362538755757e-06,0.22291853178155774,0.8334825425246195,6.241051395207251e-06
mouse,pulmonary alveolar type 2 cell,normal,4468,Cldn4,Nkx2-1,0.06475916115979187,1.4773448485993312e-05,0.12399283795881827,0.8334825425246195,4.5750034021140574e-05
mouse,secretory cell,influenza,1011,Elf3,Grhl1,0.09094472471458842,0.003802216344583405,0.6567754698318496,0.21463897131552917,0.008760306457920166
mouse,secretory cell,influenza,1011,Elf3,Klf4,0.37480922202164596,4.5199573203824914e-35,0.6567754698318496,0.5865479723046488,6.85130372773767e-34
mouse,secretory cell,influenza,1011,Elf3,Tfap2a,0.15003051723595598,1.6541676800899134e-06,0.6567754698318496,0.10385756676557864,6.030383441340444e-06
mouse,secretory cell,influenza,1011,Elf3,Tacstd2,0.25430324704206514,2.1891244056326838e-16,0.6567754698318496,0.629080118694362,1.7039671049249e-15
mouse,secretory cell,influenza,1011,Elf3,Cldn4,0.2398268490133305,1.0819992779797736e-14,0.6567754698318496,0.2809099901088032,7.419423620432734e-14
mouse,secretory cell,influenza,1011,Elf3,Nkx2-1,0.09015250519851625,0.004120235489437417,0.6567754698318496,0.7823936696340257,0.009198665278744
mouse,secretory cell,influenza,1011,Grhl1,Klf4,0.1281787556694012,4.361777744733111e-05,0.21463897131552917,0.5865479723046488,0.0001268880798467814
mouse,secretory cell,influenza,1011,Grhl1,Tfap2a,0.08270205035963174,0.00851671291559392,0.21463897131552917,0.10385756676557864,0.01844220541121089
mouse,secretory cell,influenza,1011,Grhl1,Tacstd2,0.18153722417762483,6.120666942596177e-09,0.21463897131552917,0.629080118694362,2.937920132446165e-08
mouse,secretory cell,influenza,1011,Grhl1,Cldn4,0.1291463939613807,3.8126919752157886e-05,0.21463897131552917,0.2809099901088032,0.00011204645804715787
mouse,secretory cell,influenza,1011,Grhl1,Nkx2-1,0.04272670386751488,0.1746264562550807,0.21463897131552917,0.7823936696340257,0.26193968438262105
mouse,secretory cell,influenza,1011,Klf4,Tfap2a,0.20759616169677417,2.6403255269417852e-11,0.5865479723046488,0.10385756676557864,1.5208275035184684e-10
mouse,secretory cell,influenza,1011,Klf4,Tacstd2,0.12636481276699682,5.598728226292938e-05,0.5865479723046488,0.629080118694362,0.0001596469038784521
mouse,secretory cell,influenza,1011,Klf4,Cldn4,0.15894315090885355,3.7770178282482534e-07,0.5865479723046488,0.2809099901088032,1.4901111431993109e-06
mouse,secretory cell,influenza,1011,Klf4,Nkx2-1,0.01575059780467429,0.6169194408976524,0.5865479723046488,0.7823936696340257,0.6994992085768656
mouse,secretory cell,influenza,1011,Tfap2a,Tacstd2,0.18307510715027742,4.531546469286837e-09,0.10385756676557864,0.629080118694362,2.2120091239908627e-08
mouse,secretory cell,influenza,1011,Tfap2a,Cldn4,0.1375754214323616,1.1342526158307578e-05,0.10385756676557864,0.2809099901088032,3.5897225643874535e-05
mouse,secretory cell,influenza,1011,Tfap2a,Nkx2-1,-0.004576708057654429,0.8844402397934295,0.10385756676557864,0.7823936696340257,0.922894163262709
mouse,secretory cell,influenza,1011,Tacstd2,Cldn4,0.3023467274390827,8.146846358931724e-23,0.629080118694362,0.2809099901088032,9.776215630718068e-22
mouse,secretory cell,influenza,1011,Tacstd2,Nkx2-1,0.20434009559087637,5.4341713996483045e-11,0.629080118694362,0.7823936696340257,3.068708555095513e-10
mouse,secretory cell,influenza,1011,Cldn4,Nkx2-1,0.06292324458223963,0.04547554530547921,0.2809099901088032,0.7823936696340257,0.08237079904388687
mouse,secretory cell,normal,104,Elf3,Grhl1,-0.06026313849854075,0.5433926000074972,0.625,0.2692307692307692,0.6332254762850498
mouse,secretory cell,normal,104,Elf3,Klf4,0.5574143706246402,7.94418383954811e-10,0.625,0.5576923076923077,4.236898047758992e-09
mouse,secretory cell,normal,104,Elf3,Tacstd2,-0.1251120450131847,0.2057080885076074,0.625,0.4519230769230769,0.2977081883929193
mouse,secretory cell,normal,104,Elf3,Cldn4,0.013075661827186296,0.8951898843157181,0.625,0.25,0.9240669773581607
mouse,secretory cell,normal,104,Elf3,Nkx2-1,0.01310464830033922,0.8949588641404608,0.625,0.7403846153846154,0.9240669773581607
mouse,secretory cell,normal,104,Grhl1,Klf4,-0.07416514123620742,0.4543220232180548,0.2692307692307692,0.5576923076923077,0.5544268757915245
mouse,secretory cell,normal,104,Grhl1,Tacstd2,0.1724638877786791,0.08000112139640134,0.2692307692307692,0.4519230769230769,0.1339553660590906
mouse,secretory cell,normal,104,Grhl1,Cldn4,0.4280900180609483,5.81184677366439e-06,0.2692307692307692,0.25,1.9239216905923496e-05
mouse,secretory cell,normal,104,Grhl1,Nkx2-1,0.19311480392694488,0.0495161626789868,0.2692307692307692,0.7403846153846154,0.08802873365153209
mouse,secretory cell,normal,104,Klf4,Tacstd2,-0.21202855690375533,0.030712881521325498,0.5576923076923077,0.4519230769230769,0.05819282814566936
mouse,secretory cell,normal,104,Klf4,Cldn4,-0.15882598377604956,0.10731557582153668,0.5576923076923077,0.25,0.17188511512928126
mouse,secretory cell,normal,104,Klf4,Nkx2-1,-0.18340430517767722,0.06237797033347084,0.5576923076923077,0.7403846153846154,0.10693366342880714
mouse,secretory cell,normal,104,Tacstd2,Cldn4,0.3140695135509459,0.0011673191453773868,0.4519230769230769,0.25,0.002825108519904936
mouse,secretory cell,normal,104,Tacstd2,Nkx2-1,0.18540340300037195,0.05952841600339751,0.4519230769230769,0.7403846153846154,0.1026597832872963
mouse,secretory cell,normal,104,Cldn4,Nkx2-1,0.1261757042236907,0.20184932754861595,0.25,0.7403846153846154,0.2935990218888959
mouse,smooth muscle cell of the pulmonary artery,normal,209,Klf4,Tacstd2,0.12189105810856532,0.07872168468244928,0.8708133971291866,0.023923444976076555,0.1325838899914935
mouse,unknown,normal,4183,Klf4,Tacstd2,-0.0144263774103516,0.35091717796167193,0.6351900549844609,0.034425053789146544,0.4562568301065197
mouse,unknown,normal,4183,Klf4,Nkx2-1,-0.06896759703121634,8.024110390183627e-06,0.6351900549844609,0.07530480516375807,2.5965660588459377e-05
mouse,unknown,normal,4183,Tacstd2,Nkx2-1,0.13402370885890633,3.1802380146777576e-18,0.034425053789146544,0.07530480516375807,2.5441904117422064e-17
mouse,vascular associated smooth muscle cell,normal,1394,Klf4,Tacstd2,-0.00046919085326261445,0.9860360247710004,0.5365853658536586,0.027259684361549498,0.989471690362537
mouse,vascular associated smooth muscle cell,normal,1394,Klf4,Nkx2-1,-0.03160815682660393,0.23825169763005252,0.5365853658536586,0.05667144906743185,0.33801226067711887
mouse,vascular associated smooth muscle cell,normal,1394,Tacstd2,Nkx2-1,0.19120019084358,6.073682036280616e-13,0.027259684361549498,0.05667144906743185,3.845084862260126e-12
mouse,vein endothelial cell,normal,2019,Klf4,Nkx2-1,-0.050185225327629264,0.024132611905340412,0.9153046062407132,0.0316988608221892,0.04728021924311591
