organism,cell_type,disease,n_cells,ELF3,ELF3_frac_pos,GRHL1,GRHL1_frac_pos,KLF4,KLF4_frac_pos,TFAP2A,TFAP2A_frac_pos,TACSTD2,TACSTD2_frac_pos,CLDN4,CLDN4_frac_pos,NKX2-1,NKX2-1_frac_pos,EPCAM,EPCAM_frac_pos,SFTPC,SFTPC_frac_pos,SFTPB,SFTPB_frac_pos,AGER,AGER_frac_pos,SCGB1A1,SCGB1A1_frac_pos,SCGB3A2,SCGB3A2_frac_pos,KRT5,KRT5_frac_pos,TP63,TP63_frac_pos,FOXJ1,FOXJ1_frac_pos,MUC5B,MUC5B_frac_pos,PTPRC,PTPRC_frac_pos,COL1A1,COL1A1_frac_pos,PECAM1,PECAM1_frac_pos
human,goblet cell,normal,1317,2.3288651033543952,0.9240698557327259,0.414475626796647,0.32270311313591493,0.2753464361951725,0.22247532270311313,0.11792867451406559,0.1070615034168565,0.9434746501246283,0.42976461655277143,0.89745314956012,0.4548215641609719,0.13370914619652557,0.11769172361427487,0.5743596626103497,0.36674259681093396,1.1358522496042742,0.5671981776765376,1.0695189138626757,0.49430523917995445,0.05010251566588754,0.04403948367501898,2.3749354359400923,0.5990888382687927,0.23137641163601919,0.1571753986332574,0.044835410185016404,0.033409263477600606,0.05350686558992805,0.03644646924829157,0.03658088874212439,0.02885345482156416,0.8430757953820559,0.43659832953682615,0.09691625469057157,0.07820804859529233,0.11043640883131428,0.09415337889141989,0.0844595762625616,0.07517084282460136
human,ionocyte,normal,185,1.4957410069917731,0.745945945945946,0.03516871111235621,0.03783783783783784,0.715965447914334,0.3837837837837838,0.20583253668211493,0.16216216216216217,1.3091242557614589,0.6756756756756757,1.3724188811618447,0.7027027027027027,0.23195414782349857,0.2,1.9662828238717867,0.8918918918918919,0.28587380737213763,0.12432432432432433,0.5351833703375988,0.3567567567567568,0.03438702320681164,0.016216216216216217,0.969769994246727,0.40540540540540543,0.048620721075537825,0.02702702702702703,0.030663354667398685,0.032432432432432434,0.004241280629010186,0.005405405405405406,0.020942445095336947,0.021621621621621623,0.06587731071276551,0.05945945945945946,0.10900474600809827,0.0918918918918919,0.019080875415790722,0.016216216216216217,0.01250513383075885,0.010810810810810811
human,lung secretory cell,normal,27777,1.7242814875563035,0.8570039961118912,0.37792093409244776,0.3035244986859632,0.10810581804832452,0.11491521762609352,0.03162470520583232,0.03639701911653526,0.8512944621390753,0.5304028512798359,1.2814962084160506,0.6815350829823235,0.9221794909423349,0.5785361990135723,1.0968594520700086,0.6341937574252079,1.8289295762303572,0.6866472261223314,3.3087479492171274,0.8319472945242466,0.1827962495911951,0.1500162004536127,2.1875913027329665,0.4460164884616769,2.8947848551719333,0.7439248298952371,0.011035127016480663,0.010332289304100515,0.018254164495702666,0.01908053425495914,0.06614327940453377,0.06688987291644166,0.43593357235349994,0.18698923569859957,0.018422636436319938,0.016884472765237427,0.05510313759303251,0.07034596968715125,0.022309305416153186,0.022500630017640494
human,malignant cell,lung adenocarcinoma,27122,1.4393575286698141,0.7204114740800825,0.10815590325736017,0.13262296290834008,0.29465604207523816,0.2523044023302116,0.12368427229190003,0.1389646781210825,1.37578961800732,0.7240616473711379,1.6148080233692523,0.7839761079566404,0.6386215150820007,0.49214659685863876,1.5980152085364756,0.79300936509107,0.171178508468809,0.11282353808716171,1.4767636034324232,0.5008480200575178,0.06428194105837787,0.05150800088489049,0.22048140525240778,0.1691615662561758,0.9668570695526808,0.38348941818449966,0.04177815565935675,0.024850674729002285,0.016840504751595688,0.020057517882162083,0.07795233121487606,0.0944620603200354,0.29150776413354584,0.16960401150357643,0.03840342843216206,0.03952510876778999,0.5062852422973746,0.35878622520463094,0.03342134141541616,0.04199542806577686
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,1.9903944483783238,0.8739495798319328,0.07040429749987141,0.1092436974789916,0.14167415808080275,0.18487394957983194,0.059682501157473276,0.08403361344537816,1.2449567350919892,0.7226890756302521,1.2233743315117698,0.7142857142857143,0.15892385724134125,0.17647058823529413,1.0872498326784927,0.7310924369747899,0.9690780197272809,0.5966386554621849,0.5631424547999686,0.37815126050420167,0.08100726551912477,0.07563025210084033,1.6023790650078265,0.680672268907563,0.5824238879304523,0.453781512605042,0.0,0.0,0.008043365534999274,0.01680672268907563,1.6035438527890917,0.8403361344537815,0.09550047018765438,0.09243697478991597,0.07814750243566397,0.09243697478991597,0.057222241087364054,0.058823529411764705,0.05505159754658229,0.058823529411764705
human,multiciliated columnar cell of tracheobronchial tree,normal,26382,2.054650248762072,0.8176408157076794,0.09328381975042069,0.10181184140701993,0.20730510111848416,0.18194223334091425,0.07122655239540997,0.07812144644075505,1.29546675579327,0.663975437798499,1.4747383842734232,0.7201880069744523,0.22146203778670076,0.1902812523690395,0.9837604743936321,0.6106436206504435,0.6865380117019113,0.28382988401182624,0.4630000708967892,0.20423015692517626,0.04802422604687998,0.03722234857099538,1.1279809673401253,0.4175574255173982,0.3615275828807003,0.16223182472898187,0.020380679657664193,0.013115002653324236,0.005112179100525487,0.00568569479190357,1.3115637897948391,0.6969524675915397,0.05825021455026896,0.04063376544613752,0.0435500363957862,0.02979304070957471,0.0423726991735363,0.04658479266166325,0.023686435220285903,0.02183306800090971
human,nasal mucosa goblet cell,lung adenocarcinoma,98,1.3864080987163125,0.6632653061224489,0.31545139776826286,0.32653061224489793,0.23636986933362975,0.20408163265306123,0.0906024150691848,0.09183673469387756,2.1939924530590194,0.8061224489795918,1.428913508578074,0.6938775510204082,0.26829310614789564,0.2857142857142857,1.5852459567207993,0.6938775510204082,0.23851497492873727,0.10204081632653061,1.8255604423861276,0.6836734693877551,0.035516851449277236,0.04081632653061224,0.19577726039025403,0.07142857142857142,0.6870237134758137,0.32653061224489793,0.0,0.0,0.0,0.0,0.13502633349954238,0.16326530612244897,0.1361912839754098,0.12244897959183673,0.00981487751847584,0.01020408163265306,0.3909926288926495,0.3877551020408163,0.020263580363440385,0.04081632653061224
human,nasal mucosa goblet cell,normal,925,2.187868211056321,0.8140540540540541,0.23016129735649637,0.22594594594594594,0.6820668203059194,0.47243243243243244,0.1331376767571762,0.17297297297297298,1.9549643830121382,0.745945945945946,1.5195959396114405,0.6810810810810811,0.09630131278111186,0.10810810810810811,0.6280449190562996,0.44972972972972974,0.34689270800625127,0.09837837837837837,0.5084479467159705,0.1318918918918919,0.03356098592082497,0.01945945945945946,1.829364873306385,0.5210810810810811,0.355377784259168,0.09081081081081081,0.052734957580759426,0.03891891891891892,0.009947445701963382,0.014054054054054054,0.05646420276947906,0.04540540540540541,0.5849210533381816,0.28324324324324324,0.08679658250334575,0.04756756756756757,0.07862616425458127,0.10486486486486486,0.050456530360853034,0.032432432432432434
human,pulmonary alveolar epithelial cell,normal,31649,0.664864394822247,0.36983790957060253,0.04283888283415641,0.03807387279218933,0.039662041969710786,0.06072861701791526,0.0038725727767492573,0.0034124300925779645,0.2572546838576172,0.19735220702075895,0.39366467035250297,0.26737021706846975,0.6643715743748715,0.36494044045625457,0.40120650683556414,0.2709722266106354,3.056031710497734,0.6289298240070776,4.174569453243902,0.8726658030269518,0.26686426861963053,0.14114190021801637,0.15324681676475718,0.08221428797118392,0.3501059306065977,0.13526493728079877,0.008065010967878681,0.004233941040791178,0.037378609072252655,0.021580460678062498,0.005738976757216523,0.009478972479383235,0.18290715664788906,0.05955954374545799,0.013585950459904296,0.014313248443868685,0.03587727163162236,0.038579417991089764,0.028535427268193393,0.028689690037599924
human,pulmonary alveolar type 1 cell,lung adenocarcinoma,3246,0.6816487272899299,0.3219346888478127,0.007148333876438948,0.006469500924214418,0.07395760168942851,0.04929143561306223,0.002073513809935934,0.0024645717806531116,1.7900028917659951,0.6913123844731978,0.9050880979428845,0.42205791743684534,0.9166902437238283,0.4611829944547135,1.1999054464304209,0.5468268638324091,1.2825572224491086,0.5252618607516943,1.2011985474184903,0.4177449168207024,3.8734295370339913,0.9220579174368454,0.8178857066019206,0.3527418361059766,0.3882764974445778,0.17683302526186076,0.0009272455991039355,0.0006161429451632779,0.0008100919648972146,0.0006161429451632779,0.0410053678735395,0.03203943314849045,0.0016039389786014616,0.0030807147258163892,0.08587014503560922,0.041897720271102896,0.030507950355544634,0.024029574861367836,0.03017434757100785,0.020640788662969808
human,pulmonary alveolar type 1 cell,normal,135211,1.0202079600834384,0.5520039050077287,0.03408596591153537,0.03579590417939369,0.07463419573831821,0.07134034952777511,0.03804542893215959,0.028518389775979765,1.1894182355411842,0.6035899446050987,0.7742512340710739,0.4925634748652107,0.8943364539376552,0.5690587304287373,1.078257817970015,0.6224715444749318,2.8204629429606243,0.5609159018127223,3.06305380748762,0.72866852548979,1.428280525797893,0.5594515239144744,0.44034719052449606,0.2257212800733668,0.4760854621131699,0.276989298207986,0.006006071177872941,0.004674175917639837,0.01692035041516839,0.014495862023060253,0.018200338763136897,0.016795970742025428,0.008926413605168902,0.0072553268595010765,0.01960311034321366,0.01369711044219775,0.08551915907900555,0.07457973093905082,0.02343079238900382,0.024295360584567823
human,pulmonary alveolar type 2 cell,lung adenocarcinoma,13530,1.153883229540748,0.641019955654102,0.025500389994775715,0.025498891352549888,0.1806403781699214,0.16104951958610494,0.008707643893959723,0.008647450110864745,0.651402334080253,0.4312638580931264,0.8715055747572946,0.556910569105691,0.8506838655948076,0.5847006651884701,0.8544016194945515,0.5825572801182557,6.096012565809625,0.890169992609017,4.667132940302792,0.9913525498891352,0.21151305459672776,0.15853658536585366,0.481566589439373,0.3280118255728012,2.40368083221469,0.7395417590539541,0.00091222688950315,0.0014042867701404287,0.010502362999582364,0.011086474501108648,0.026971033555068094,0.0270509977827051,0.051840944222501906,0.03082039911308204,0.04618728699271412,0.041463414634146344,0.0773689218873241,0.0696969696969697,0.08120037916292647,0.0811529933481153
human,pulmonary alveolar type 2 cell,normal,289832,1.0525765504706224,0.6119683126776891,0.03337045549478415,0.038712081481685943,0.06841554370711234,0.07662369924646002,0.004166055231571594,0.005655000138010986,0.46559702563308897,0.3602259239835491,0.7880388868525342,0.531238786607414,0.9474153123711787,0.6237406497557205,0.7805818858582504,0.540354412211212,5.619344653528052,0.9254430152640151,4.689923219531128,0.9509957492616412,0.2650173814609168,0.1941780065693229,0.45160637365417183,0.2594779044411935,1.0318512751712,0.4390025946065307,0.002630652401448761,0.0031155980016009275,0.02785439257414925,0.01986323111319661,0.012258075308530852,0.01410472273592978,0.048839565818182384,0.0332502967236192,0.028864201135571466,0.025345717519114522,0.05358219659159347,0.05571158464213751,0.04377111612762599,0.04691338430539071
human,respiratory basal cell,lung adenocarcinoma,230,0.3496196619408453,0.11739130434782609,0.024935144256477998,0.013043478260869565,0.09482074294981951,0.0391304347826087,0.05907377388678231,0.02608695652173913,0.48882430834869856,0.17391304347826086,0.3275258940224311,0.11739130434782609,0.10374554794451059,0.0391304347826087,0.6031171143071435,0.20869565217391303,0.14796831018429765,0.05652173913043478,0.44823652440568135,0.14782608695652175,0.0,0.0,0.0752037345392786,0.02608695652173913,0.18298313593516227,0.06086956521739131,0.04780051696939733,0.017391304347826087,0.005873851612105193,0.004347826086956522,0.04763505657989998,0.017391304347826087,0.0,0.0,0.014512488868393405,0.004347826086956522,0.04251552027940114,0.017391304347826087,0.024463790126362545,0.008695652173913044
human,respiratory basal cell,normal,14514,1.2366422141666373,0.5697257820035827,0.08685472427450046,0.09163566211933306,0.5192980094409284,0.3267879288962381,0.15263832857501294,0.16818244453630976,1.9265978912296509,0.6910569105691057,1.2167233219496347,0.5290753754995177,0.28394473221198946,0.22247485186716273,0.605155223893394,0.40808874190436817,0.5315465984868609,0.16997381838225162,0.5991806984315516,0.2027697395618024,0.024890461280722535,0.023770152955766847,0.6121128654784255,0.26140278351936064,0.0892583953705804,0.0679344081576409,1.5520296911952225,0.6160948050158468,0.2641160779874035,0.22033898305084745,0.0385051043472864,0.03403610307289513,0.026745265780925634,0.020187405263883147,0.011358381753911332,0.008198980294887694,0.02708953213091268,0.03389830508474576,0.012538404754401421,0.011712828992696706
human,secretory cell,normal,4758,1.8719032368135402,0.9371584699453552,0.2434790951046019,0.3881883144178226,0.4000022495023529,0.544766708701135,0.19145827249115097,0.39617486338797814,1.8811333196882118,0.8438419503993274,1.2289588279148798,0.8020176544766708,0.1111033526224732,0.22509457755359394,0.9481541722676818,0.7505254308532997,0.806956406449274,0.3865069356872636,1.3384544735249453,0.4037410676754939,0.03099966035561451,0.025851197982345524,3.8459017365199855,0.687473728457335,0.6052675031183791,0.32156368221941994,0.07743921051682984,0.11328289197141655,0.026666451666256575,0.053173602353930226,0.02640824925578591,0.030474989491382935,0.371669637627944,0.3051702395964691,0.0012236461795102633,0.0023118957545187053,0.02782648175850748,0.07061790668348046,0.0299338358120169,0.044136191677175286
human,tracheobronchial serous cell,normal,2044,2.1759914059628684,0.7837573385518591,0.06451599027951359,0.09980430528375733,0.7551479698600951,0.4344422700587084,0.09351843633711467,0.10909980430528375,1.7499536718187234,0.7235812133072407,1.9731936545227786,0.7602739726027398,0.08159685135528381,0.09001956947162426,0.5422811310912459,0.37573385518590996,0.07138959609625295,0.022504892367906065,0.06026858700100061,0.02984344422700587,0.014764703531036845,0.015655577299412915,2.4008304556687157,0.5963796477495108,0.3185432740996713,0.08414872798434442,0.20261082983482756,0.11937377690802348,0.017285409074507926,0.01761252446183953,0.04122327313657672,0.03277886497064579,0.5281424426489494,0.24021526418786693,0.013081924806463143,0.009784735812133072,0.0856241664542169,0.0821917808219178,0.014653168786318676,0.019569471624266144
