organism,cell_type,disease,n_cells,ELF3,ELF3_frac_pos,GRHL1,GRHL1_frac_pos,KLF4,KLF4_frac_pos,TFAP2A,TFAP2A_frac_pos,TACSTD2,TACSTD2_frac_pos,CLDN4,CLDN4_frac_pos,NKX2-1,NKX2-1_frac_pos,EPCAM,EPCAM_frac_pos,SFTPC,SFTPC_frac_pos,SFTPB,SFTPB_frac_pos,AGER,AGER_frac_pos,SCGB1A1,SCGB1A1_frac_pos,SCGB3A2,SCGB3A2_frac_pos,KRT5,KRT5_frac_pos,TP63,TP63_frac_pos,FOXJ1,FOXJ1_frac_pos,MUC5B,MUC5B_frac_pos,PTPRC,PTPRC_frac_pos,COL1A1,COL1A1_frac_pos,PECAM1,PECAM1_frac_pos
human,basal cell,normal,30865,1.008421296114839,0.6053782601652357,0.14389501737619453,0.19935201684756196,0.39157451371202784,0.3720719261299206,0.28404910387171656,0.3322209622549814,1.444592216072689,0.7283006641827312,0.9557827099375303,0.5733354932771748,0.3407289226130232,0.30474647659160864,1.0557998897027299,0.6846913980236514,0.5960371494747299,0.2533938117608942,0.6740655596318316,0.2843350072898105,0.02306791863254788,0.029288838490199254,0.4684775815515123,0.29609590150656084,0.2889314407505249,0.15629353636805443,1.6296659149233785,0.6137372428316864,0.5910373674215214,0.45754090393649766,0.0272338333009966,0.03026081321885631,0.032424665172855076,0.030358010691722014,0.021985693064829805,0.020573465089907664,0.06589561536829654,0.07147254171391544,0.0434484264602639,0.030163615745990604
human,bronchial goblet cell,normal,142,2.237573885315227,0.852112676056338,0.06295527782796516,0.07042253521126761,0.7009665529112867,0.4225352112676056,0.07968731016107777,0.09859154929577464,1.1662623504472711,0.5845070422535211,1.4671724077476946,0.6971830985915493,0.1150894795266377,0.11971830985915492,0.6073682076265446,0.4225352112676056,0.41779373731554464,0.2746478873239437,0.4715357790847383,0.2112676056338028,0.0605707995756901,0.028169014084507043,5.477887041886146,0.8873239436619719,0.031144573540663745,0.04929577464788732,0.028340480321233374,0.028169014084507043,0.0,0.0,0.04765933332794787,0.04225352112676056,2.574847460704305,0.8450704225352113,0.007923713850046686,0.007042253521126761,0.16639552747494754,0.14084507042253522,0.05302640683769556,0.056338028169014086
human,ciliated cell,normal,21787,1.3664642466531163,0.6758158534906137,0.08270404427040026,0.07674301188782301,0.08653574568908269,0.07968054344333778,0.03969381675850979,0.03961077706889429,0.8856339557800885,0.49052187084040944,1.1070499914461907,0.5958140175333915,0.301273641518074,0.2191673933997338,1.062472570345823,0.629733327213476,1.1918668771599048,0.5485840179923808,0.7143955305497331,0.3451599577729839,0.0798962705039454,0.05315096158259513,1.6455011002082167,0.5616652132005324,0.511126230738421,0.22719970624684444,0.0025753243832562266,0.0028916326249598385,0.003085138718137294,0.0033965208610639373,1.1337857229704222,0.6034332400055079,0.04689083497020234,0.035755266902281174,0.018391167090857988,0.014090971680359847,0.044691204625410194,0.04667921237435168,0.03449284658700098,0.027263964749621335
human,club cell,lung adenocarcinoma,1183,1.7185229210072996,0.8182586644125106,0.11409686937500915,0.13609467455621302,0.5167310843132455,0.4074387151310228,0.10578755455475215,0.12679628064243448,1.603627033797651,0.7675401521555367,1.1540791482244699,0.6551141166525782,0.1441811419908381,0.16060862214708369,0.9138666647107095,0.6314454775993238,0.5480486237804552,0.3448858833474218,1.7691515746717903,0.5240912933220625,0.018674364533720674,0.02197802197802198,5.824977008956419,0.8191039729501268,1.1123345113144583,0.3888419273034658,0.04747129896768274,0.039729501267962805,0.005751329422808398,0.005917159763313609,0.026347415082317045,0.028740490278951817,1.0509033724583636,0.5249366018596788,0.04193372540271939,0.047337278106508875,0.08264849022358281,0.10397295012679628,0.052941009738095735,0.0676246830092984
human,club cell,normal,35945,1.718301756848557,0.7929058283488664,0.22031577973545038,0.19744053414939491,0.3170689996430721,0.2670190568924746,0.18322676013355718,0.18500486854917234,1.8255145306169331,0.7676728334956183,1.5547067180312208,0.7212407845319238,0.38523770328282203,0.3003755737932953,1.1505549102664592,0.6682431492558075,0.765744589321477,0.3459730143274447,1.4732376449385733,0.41894561135067465,0.0896300978798673,0.061705383224370566,3.5463661095178427,0.833662539991654,0.9737235292483885,0.24270413131172625,0.46817746734230004,0.2307970510502156,0.07788505935888308,0.0755877034358047,0.06673805286071724,0.06434830991793017,0.4286029601750441,0.23126999582695784,0.029289217481638305,0.02425928501877869,0.04373590629652696,0.04565308109611907,0.026920092986394487,0.024843510919460285
human,epithelial cell,lung adenocarcinoma,27125,0.7736604543501846,0.36663594470046085,0.05061982025491848,0.07192626728110599,0.19717816237958055,0.15247926267281106,0.05482115695911004,0.05710599078341014,0.5938588768426732,0.31004608294930874,0.7114842342083194,0.36117972350230415,0.4620783395547926,0.2889585253456221,0.7037277287934064,0.3924792626728111,0.7218515052293476,0.2103594470046083,1.135697399220148,0.3098617511520737,0.21367630581919403,0.08431336405529954,0.36715384814947943,0.1801290322580645,0.5975432964580956,0.19469124423963133,0.031307816799307116,0.017548387096774195,0.014080973085813677,0.019539170506912444,0.10730865577084286,0.09629493087557604,0.047997182968551697,0.03056221198156682,0.0232470261802464,0.02215668202764977,0.46338118460595173,0.26768663594470044,0.01854038957002216,0.023483870967741936
human,epithelial cell,normal,7505,0.7110090036178043,0.3348434377081945,0.06812564202890932,0.04810126582278481,0.23005487899328744,0.14550299800133246,0.00785540510215169,0.006129247168554297,0.30095479230305633,0.15989340439706862,0.5416127367565176,0.27461692205196536,0.5333970487139496,0.29153897401732176,0.5283931845381216,0.27301798800799465,2.1695433135388362,0.5451032644903397,1.9598800028977503,0.46835443037974683,0.34076931144696493,0.1335109926715523,0.4633866374579474,0.22571618920719522,0.9142965206398062,0.2976682211858761,0.008468411087283613,0.004397068620919387,0.010570241997825297,0.007061958694203864,0.06837370919382678,0.035576282478347765,0.03160155200082447,0.014923384410393072,0.4253739312975186,0.21105929380413058,0.1619168933475681,0.08354430379746836,0.17724861312703644,0.10699533644237175
human,epithelial cell of lower respiratory tract,normal,106635,0.4312319811735126,0.15601819290101748,0.0316248832771838,0.021250058611150185,0.014007908941531142,0.012547475031650022,0.005843592703895108,0.005823603882402589,0.15545316316800006,0.06708866694800018,0.06949309459549527,0.03913349275566184,0.6055996463693701,0.21519201012800676,0.4995797765002228,0.19204763914287054,1.7239648012855096,0.4572326159328551,2.087474063174362,0.5442209405917382,0.0036138858575211273,0.0031134242978384206,0.3227448976433904,0.04928963285975524,0.8298210189535274,0.19186008346227787,0.009612326681167585,0.004726403150935434,0.008870176495626029,0.00506400337600225,0.07432435371671178,0.027814507431893842,0.017692520137036764,0.010559384817367656,0.006449852062075559,0.003694846907675716,0.31735036470952976,0.10869789468748535,0.0022019597690079826,0.0026539128803863645
human,epithelial cell of lung,lung adenocarcinoma,18236,1.3304377626978783,0.6280982671638518,0.06893904471341768,0.062020179864005265,0.16537521210666153,0.1248080719456021,0.031085492998056036,0.030653652116692257,1.1171501488148685,0.5759486729545953,1.2358609661864386,0.6180631717481904,0.794054133366254,0.4802588286905023,1.111623159754194,0.5883417416100022,0.8394202685498675,0.2831761351173503,3.586060760321954,0.9207062952401842,0.11819256214851473,0.07792279008554508,0.6205852361835064,0.2408422899758719,4.282318905041419,0.8694340864224611,0.003632199366456075,0.002632156174599693,0.01741656337273912,0.018699276157051987,0.05427074496819765,0.051491555165606495,0.17816242836289245,0.10852160561526651,0.06310039929274365,0.041072603641149376,0.201435220892704,0.1410945382759377,0.04466294098487222,0.03608247422680412
human,epithelial cell of lung,normal,67007,1.2344766319338187,0.8764457444744579,0.08213939891251026,0.1423284134493411,0.29561451610964945,0.4103601116301282,0.308682814009276,0.1543570074768308,0.9393289126560992,0.6503648872505857,1.359786892476526,0.866581103466802,0.3545947589107376,0.2411837569209187,1.5500870699977554,0.9434835166475144,1.0772998978744077,0.24842180667691435,0.5679727345943313,0.22727476233826316,0.09750667802442899,0.1000790962138284,0.20631330398448303,0.1066306505290492,0.3664902231193225,0.14176130852000537,0.007453524410652668,0.009819869565866253,0.3823007469317522,0.15240198785201547,0.0633113036195521,0.08390168191382989,0.07556657960179977,0.0837673675884609,0.001311325021548932,0.001701314788007223,0.12215895461622187,0.14452221409703464,0.0018829935877393332,0.0024027340427119556
