source,doi,pmcid,marker,method,tumor_category,n_on_tma,n_analyzable,pct_negative,pct_weak,pct_moderate,pct_strong,patient_level_ipd,ici_annotated
Dum 2022 Pathobiology 89:245-258,10.1159/000522206,PMC9393818,TROP2,"IHC TMA, MSVA-733R; categories negative/weak/moderate/strong",Adenocarcinoma of the lung,196,181,6.1,4.4,33.7,55.8,no,no
Dum 2022 Pathobiology 89:245-258,10.1159/000522206,PMC9393818,TROP2,"IHC TMA, MSVA-733R; categories negative/weak/moderate/strong",Squamous cell carcinoma of the lung,80,72,0.0,12.5,6.9,80.6,no,no
Dum 2022 Pathobiology 89:245-258,10.1159/000522206,PMC9393818,TROP2,"IHC TMA, MSVA-733R; categories negative/weak/moderate/strong",Small-cell carcinoma of the lung,16,11,27.3,63.6,9.1,0.0,no,no
Dum 2022 Pathobiology 89:245-258,10.1159/000522206,PMC9393818,TROP2,"IHC TMA, MSVA-733R; categories negative/weak/moderate/strong",Lung NET,19,18,88.9,5.6,5.6,0.0,no,no
Dum 2022 Pathobiology 89:245-258,10.1159/000522206,PMC9393818,TROP2,"IHC TMA, MSVA-733R; categories negative/weak/moderate/strong","Mesothelioma, epithelioid",39,31,83.9,12.9,3.2,0.0,no,no
Dum 2022 Pathobiology 89:245-258,10.1159/000522206,PMC9393818,TROP2,"IHC TMA, MSVA-733R; categories negative/weak/moderate/strong","Mesothelioma, other types",76,52,84.6,13.5,1.9,0.0,no,no
Dum 2022 Pathobiology 89:245-258,10.1159/000522206,PMC9393818,TROP2,"IHC TMA, MSVA-733R; categories negative/weak/moderate/strong",Thymoma,29,23,39.1,43.5,17.4,0.0,no,no
