symbol	welch_t_KO_minus_WT
Rps6kl1	8.811106409931108
Zfp57	7.983325275165767
Ccnd2	7.579735945290107
Ppil2	6.5679438465642255
Msln	6.525082094774743
Clcf1	6.137684588195548
F730043M19Rik	5.98280252135458
Gramd1b	5.982115616447563
Trim21	5.4861815771128555
Pnn	5.471431659352817
Mir212	5.3778475429208745
Tes	5.279561518537325
Calr4	5.223089643699047
Ik	5.177702134727939
Akr1b10	5.154875633187187
Med20	5.023597478098946
Aagab	4.986527024622943
Aoah	4.967263660796279
Shq1	4.913859740382351
Snx24	4.834149096795543
Gpr183	4.830896254851903
Rbpms	4.82507749672838
Zdhhc15	4.811399174074185
Mpeg1	4.809731363387402
Lair1	4.796831015487643
Sft2d1	4.706300057595092
4930578I06Rik	4.635495505561162
H2-Aa	4.63015229347444
Rnf34	4.571212379635778
Pilra	4.559279971992195
Syt8	4.4900167529828625
Slc35d2	4.489813685220676
Taf1b	4.449458022849058
Slamf6	4.367038329554604
Rgs1	4.343359081361242
Ttc5	4.335993425567981
Ptpn5	4.326231001490917
Apobec1	4.287202697510496
Dph7	4.275671077686668
Tgds	4.273180878015846
Ripk1	4.262438539358092
Tmem39a	4.2508510737144665
Il18bp	4.240017616453092
Zfp146	4.235761648372752
Gm15542	4.208818699264611
Ikbke	4.202629143708057
Gpr65	4.190871725335546
Lpar6	4.186312753469503
Slc25a37	4.162818827088621
Gpr31b	4.155450901856945
Brd9	4.119217647875414
Hk3	4.118124026681172
Sema7a	4.117090024553621
Arhgap22	4.106145674802501
Zfp457	4.105787979906863
Mbip	4.10197796835565
Pde8b	4.087739893468321
Gsdmd	4.071801030010139
Mir221	4.0373336348822875
Zfp882	4.015707709057917
Vill	4.002721240561137
Ctla4	3.933464230616688
Gpr174	3.917208658826476
Phkg2	3.9090178263816355
Mir155hg	3.8828106379446434
1600020E01Rik	3.874159489942397
Il12rb2	3.8689843745158288
Fasl	3.8542002342015
Katna1	3.8437501815809236
Cep126	3.8303407101130946
Ccdc77	3.828801787723637
Ccdc136	3.785653232044527
Odad1	3.769013052483612
Rhoh	3.756455046204876
Or2v1	3.746826492988633
Cfap68	3.7241160679120107
Zfp78	3.7195768587714815
Pakap	3.7195207221773368
Alkbh3	3.7158738825766715
Cxcl9	3.7028996601494897
Cd247	3.698982285972063
Tbxas1	3.689221461752528
Ccr5	3.6778485771670675
Lrmda	3.6177422666742824
Iigp1	3.611309393414563
Cxcr6	3.606799289690701
Klrc1	3.602119388487426
Stkld1	3.5954398285817284
Gngt2	3.5951151116821722
Gm5150	3.5925888165449105
Ctsc	3.5807078233145253
Pcnx4	3.577466865912332
Bfar	3.5683932713628885
Stat4	3.565534438563717
Cd180	3.5601375765674135
Lcp2	3.550880395819336
Atp6v1e1	3.5478796228365037
Themis	3.540556308453878
Nrp	3.5365080370995106
Atg12	3.526675330013278
Sorbs2os	3.5122305728956276
Cxcl16	3.4919117864418454
Zwint	3.482823097284483
Arhgap15	3.479383184345283
Necap1	3.471558481107725
H2-Ea	3.4603037966715466
Rerg	3.451345904116525
Zfp110	3.4510349410538392
Mok	3.4490458456450104
Gm10863	3.4469867780073358
Gm19196	3.446919565802824
Ptger2	3.4461309103368394
Gm2788	3.4439064003757025
Klrd1	3.4351188641941253
Gm15910	3.421335083753307
Ccdc159	3.4131952882507655
Adpgk	3.40342225741701
Ang	3.4015749302943186
Ms4a4b	3.3898753111101536
Il11	3.3868356533468704
Umad1	3.3851691967302204
Fam229b	3.384918238285134
Gm44148	3.3789621298504513
F630111L10Rik	3.3743948372786616
Snx6	3.3728250590835214
Arhgef25	3.368047466113768
Ahrr	3.3611487415532415
Tifa	3.356589267203173
Fkbp14	3.349899987243255
Gm26782	3.341437167489167
Zfp239	3.34064850997007
Enox1	3.336350676240762
Cadm1	3.3252100488037697
Cd200r4	3.3087170693976233
Kcnh1	3.302123454183091
Thumpd3	3.282325073491483
Rab2b	3.2780823462065873
Zfp287	3.276270091431093
Klra2	3.2570514716296635
Stra6l	3.2565653315249263
Slamf8	3.2564518258859487
Fcgr4	3.253027315418971
Treml4	3.249679509554078
Gmpr2	3.2442887198757266
Coxfa4l3	3.2411554565959135
Dcbld2	3.228963250331825
Prr33	3.22615484120216
Icam1	3.2225560118909904
Ssbp1	3.222466034520157
Mmp12	3.2186928737750486
Zfp575	3.2158668615296837
Hsd17b11	3.213491550355056
Mnat1	3.210027155034949
Carns1	3.2039758391369446
Polm	3.196480844840932
Ccdc28a	3.1943465689043293
Adprm	3.1903129328059308
Ddx47	3.1894702045730488
Gls2	3.1802146284118877
Mettl28	3.1792954920319496
Zfp459	3.176325403095666
Zc3h12d	3.1692137225706145
Traf3ip3	3.136006949083592
Agk	3.134943218890664
E230029C05Rik	3.1279665985388396
Rnaseh1	3.1263678167932785
Rp1l1	3.1262889146346056
Snord17	3.1181496160031488
Saal1	3.114062833437385
Pam16	3.113617211862291
Mettl3	3.107051825181528
Mbd4	3.1033768243236315
Gpatch2l	3.098613907993669
Wdr31	3.0977163550169995
Ube4bos3	3.0903749288565256
Parp2	3.0825909034736205
Myo5c	3.0823865656426754
Socs2	3.0823004355653296
Pdgfa	3.0818754736990543
Serpine2	3.079503159616849
Zeb2	3.079149178541363
Czib	3.0685022255409056
Pon3	3.0677902307404037
Casp1	3.0660379833023192
Wdr54	3.0595276408879877
Lpxn	3.058563590512355
Zfp941	3.055885101908685
Zfp97	3.0556293617618717
Pgpep1l	3.0514362313620595
Rft1	3.0440228783554146
Slc35b3	3.0431462478855593
Ctsl	3.0376381677652025
Adcy10	3.027001017587232
Hpse	3.0263514654745105
Tnfaip8	3.025588082664805
Ptcd3	3.0225122007255627
4933411K16Rik	3.016020447854049
Bid	3.0124382082025547
Scimp	3.0114339217323423
Clec12a	3.011344829141135
Gm10390	3.007940410993514
Esm1	3.0076460985780704
Zfp956	3.0050451425110607
Srsf5	3.004056324101304
Fbh1	2.997145993843353
Zfp85	2.9937202324122336
Abcf3	2.988209260457004
Nod1	2.9849834768107057
Sdc1	2.977959114351349
Mettl17	2.965229216448457
Osbpl9	2.955500868614756
Irf3	2.9550692747063447
Slc38a6	2.9547599731313734
Sirpb1a	2.9517372816525635
Csf3	2.9455568438280997
Cd80	2.9385298333247754
Scarf1	2.9382905508969355
Lst1	2.927965837937867
Cd300c2	2.925433631808876
Klrc2	2.9234657073860104
Tlr7	2.9140091540329287
Ap5m1	2.909490509788055
Lsp1	2.908891853480999
Plac8	2.8996816559964316
Crtam	2.8923386177270047
Zfp263	2.8910406646628926
Ppp3cc	2.8906142366559404
Clec9a	2.889309430425783
Stx1b	2.8812897916971183
B2m	2.8770861198982134
Zfp991	2.874331337741427
Cd86	2.873357287389148
Cxxc5	2.865035929131929
Snapc1	2.86479764021501
Nmrk1	2.863381435607116
Ptprc	2.8581297849099707
Ucn2	2.849192494271164
Ccr9	2.8375506507696993
Zfp277	2.8371951544358156
Abcg3	2.8362555961980798
Mettl18	2.829986798454068
Plekhg4	2.8276897373781966
Rffl	2.826932151781221
Gm26165	2.8215820578736044
Gm23262	2.8207964965088395
Pigh	2.8196795979851577
Rnf41	2.8120703497615693
Hilpda	2.8094862407057897
Trmt5	2.808731319562637
BC035044	2.803765087987848
Nlrp1b	2.8005466258349885
Ifnar2	2.800319776202859
Cd27	2.7956376260668168
Zfp410	2.7931740689474545
Epha1	2.792476708136917
Irgm1	2.7904755683845153
Gm32591	2.78646731524972
Ccdc174	2.7842450007685895
Mgp	2.7842289444238144
Naip2	2.783993646196715
Cyp2c55	2.7767208275186253
Mroh3	2.7736123077459625
Cog5	2.769343627647011
Tmem273	2.7688559061957605
Prox2	2.7619792550691047
Hoxaas2	2.7576892522109464
Pgbd1	2.751418100843698
Klc1	2.7510327992019037
Cybb	2.7484825885825437
Tnfaip2	2.7443706683696862
D030025P21Rik	2.7384177056463734
Gnl3	2.7374865555198418
S2bpcox16	2.737164884446973
Hhip	2.7279476107488954
Tsc22d1	2.727106535560624
Zfp715	2.7264047817815795
Atp8b4	2.725310978260453
Ccdc17	2.7250872344337704
Pibf1	2.724907136797562
Mettl15	2.7241459124171583
Rhebl1	2.724015634817391
Scarna6	2.7236820879181147
Cd9	2.723276636218191
Tnfrsf9	2.719999886127561
Tgoln1	2.7102666277449305
Cd84	2.7032795547790243
Dlg4	2.7020952969060064
Fbxl2	2.699055627088823
Trub2	2.6975603077581822
Slc11a1	2.6948555544172748
Arid3b	2.688629179654488
Zswim6	2.6883574150712826
Gpm6b	2.681195445349157
Sft2d3	2.674647912176103
M1ap	2.6744747739728147
Snord89	2.6738567529791433
Trpm2	2.6723093324398906
Tgtp2	2.672293264028831
AW112010	2.670653038945055
H2-DMb1	2.663070658889404
Sirpb1c	2.661371914094545
Smim3	2.6602999505417584
Nlrp3	2.6597511362684445
Pycard	2.658933561199106
Bin3	2.6587838738700316
Hmga2	2.656808982476441
A830082K12Rik	2.6528770349442055
Mphosph8	2.651868351597401
Igsf6	2.649338281961107
A630001G21Rik	2.645880526400928
Lck	2.642378951438643
Ccdc78	2.6421454898893906
Syne4	2.6359276158034968
Avil	2.6333690032601895
Cyria	2.6309470101631858
Fcer1g	2.628990626279557
Tlr13	2.6279951314132175
Polr1e	2.625844393471263
Slc9a7	2.6239298599790515
Gabrd	2.6159271985581145
Setmar	2.6131145714147377
Plod2	2.6124455070640873
Hdac8	2.6058440224260044
Spred3	2.6050697341598297
Shcbp1l	2.6020956151576544
Atg16l1	2.601726296387587
Klhl28	2.601693866371928
Gbp8	2.5992474521461637
Kbtbd6	2.5989768463753893
Sfxn4	2.59651794882602
Zfp738	2.593955992543406
Ncoa4	2.589208185688335
Zfp456	2.5881778171932233
Gm15473	2.5848284260568866
Crbn	2.5847884996842945
Nemf	2.5820582924614004
Oaf	2.5816647088985887
9930012K11Rik	2.579972930260337
Ccdc163	2.5779533561663506
Eipr1	2.5763979512117485
Snx13	2.5754701627570156
Impg2	2.5713161123960284
Cd69	2.5705536266791413
Tlr8	2.570374512795856
Mdfic	2.568735708931941
Pcsk7	2.56567595570489
Klrk1	2.562554058854805
Col20a1	2.559687688442777
Slc30a6	2.5567546448914875
Rpph1	2.556392264025882
Klk8	2.55251787322518
Tfec	2.5504387614572694
Naip5	2.5502128242554916
Fut8	2.5496729553101845
Bcar3	2.5489185722394634
Gm13070	2.546165820759773
Syt17	2.5461049215608482
Zdhhc14	2.5450362121198133
Traf5	2.544218422151676
Poglut1	2.5389856686262062
Slc15a3	2.537930797877941
Rpl22l1	2.5375112520672594
Trpc6	2.5355698460768727
Zmym5	2.5353941068027277
1700025N23Rik	2.5337111809194743
Tnf	2.53107198910223
C3ar1	2.5249276274934465
Dus4l	2.52451686326744
Pla2g7	2.5203870300627815
Vwa5a	2.5202222844558793
Gm3636	2.5184401046096436
Btg3	2.5140022274852085
Slc8a1	2.5110280299887786
Ifi209	2.5089590715586847
Cd177	2.504679362411098
Spata7	2.5014804909790977
Cpq	2.5014046073021223
Snhg16	2.4944410940694883
Rgs11	2.4933325810674534
Vcf2	2.493260059669399
Coa8	2.4910535170012107
Adamts10	2.4876135550763263
Spp1	2.487039874971978
Gm25395	2.48319402989935
Pnldc1	2.482821481410419
Eif4a2	2.478405857716272
Lipc	2.4761398715793757
Cgrrf1	2.474857616139795
Rpp40	2.472572836629597
Mir29a	2.4701786104287833
Cpap	2.4646304893524476
Hck	2.4607103670172363
Ccr1	2.4587807132783874
Gm16574	2.456677032429546
Cenatac	2.4558823534389154
Dera	2.4555596697281454
Kif5c	2.4494877193761972
Mmp19	2.4485338293376744
Hbp1	2.448234105352673
Dnai7	2.448021493837831
Hnrnpa2b1	2.4477616627991274
Tceal1	2.445745749235784
Slfn1	2.4455359205061393
Hdac9	2.443360879777875
Lpcat2	2.4433315046592328
Mtmr14	2.4427922730730263
Pot1a	2.442214560316128
1500002C15Rik	2.4384232395149095
Neil1	2.4383072695353056
Gipc2	2.435315874594557
Eno1	2.4310363137123687
Pilrb2	2.430893583708062
Mir17hg	2.4287934476805106
Zfp955b	2.427488311250015
Herc6	2.4263012170435205
Sema4f	2.4257685054657414
Zfp260	2.4246740706456924
Zfyve1	2.423520278772332
Ggta1	2.4235028057627366
Gm25835	2.4229877949877197
Snx10	2.4229422652492714
Gm10069	2.420924153061944
Nampt	2.4189102083046943
Galk2	2.416257074027451
Airn	2.4128995522948866
Rep15	2.4094632994366214
Sat1	2.409067128636065
Zmym2	2.4069701457572354
Prf1	2.4066479253073796
Fgl2	2.4003678715866785
Adap2os	2.399097215829273
Fam110c	2.3924605745854746
Npc2	2.3891342894059973
Aplf	2.3888085139271413
Ctss	2.3884233611912107
Bcl2a1b	2.386534866552723
Sorbs2	2.3835619501318117
Rgs2	2.383125873893595
St8sia4	2.381271137055284
Fam161b	2.3803409678880136
Gimap4	2.3780627738018043
Akr1c13	2.376982284089889
Gucy1b1	2.3756461907489417
Lilra5	2.3722048613017113
Zfp281	2.372021005529567
Sinhcaf	2.371013968774932
Vmp1	2.3709736644845876
Trim12c	2.369095155212451
Tec	2.3669706140168905
Gm25394	2.366069678641706
Snx18	2.36383798273299
Fcgr1	2.3593151288218706
Gm16596	2.3531074532514893
Arg2	2.351488929856057
Lrat	2.3496079350236907
Gm17415	2.3476910121175005
Bcl2a1a	2.3465464984208024
Nkg7	2.3461506075770626
Sirpd	2.345889431413215
Gpr141	2.3456744866219403
C430002N11Rik	2.3451896950211797
A930007I19Rik	2.3436655478596817
Disc1	2.3425619501683626
Mipol1	2.3419702498805792
Itga9	2.33974651546436
Fpr1	2.335662356853293
Rnf146	2.332408424768536
Zfp952	2.33219034230139
Slc2a3	2.3307773100893066
Gm4332	2.3302942242971723
Pilrb1	2.3284644934241934
Pla1a	2.327449658063667
Ppbp	2.3272868839554177
Arhgap15os	2.3254459225320674
Zfp184	2.3238473053071176
Rcbtb2	2.322084085415684
Kcnrg	2.3206523344061094
Rps14	2.316572549795589
Aph1c	2.313272618267289
Mthfsl	2.3130405576319855
Itgal	2.311878659406312
Msr1	2.3088662365444526
Mapk8	2.30874536582332
Adam3	2.3073018447182387
Vipas39	2.3066599766342306
Ranbp17	2.305585372177042
Psme1	2.30521302682791
Il10ra	2.3049952024712774
Slc39a14	2.304028695896522
Dock11	2.303204968737364
Plin2	2.302523421746204
Chid1	2.301391946603834
Zfp87	2.300797841293306
Spx	2.298359164759741
Tmem87a	2.298296653450837
Ccn5	2.2969645408971697
Zfp773	2.289117530367656
Ttll3	2.288970999098868
Timd4	2.287653896693171
Cd3g	2.2870440425563454
Trnt1	2.286816509727888
Commd4	2.284898097909548
Map3k12	2.28307865980825
Xlr	2.282652247954625
Atxn7l1os2	2.2765341239355914
Rbmx	2.2721160994868685
Arl10	2.2716654958731177
Hykk	2.2618278687978193
Zscan26	2.261799908049566
Phf11b	2.260024034434818
Galc	2.259294829982419
Gskip	2.2589443539160836
Stx5a	2.2587475176209373
Tssk4	2.2582437293450326
Tmem168	2.2571168277813367
Plscr2	2.2537801324298448
Ints13	2.253186694902128
Zfp455	2.252560831148131
Pdlim2	2.2465291536955028
Rpl26-ps6	2.2426531750046137
Ifi47	2.2410401131143436
Eef1akmt2	2.239449573711542
Mir31	2.2384133319214996
Gm16239	2.2376603102355173
Lrriq3	2.2334306318732158
Dnajc28	2.2329751886201863
Bach2os	2.2313775670435274
Ms4a6b	2.2312567460132295
4930444A19Rik	2.2290921483730273
Sfxn5	2.2272601220693455
Brd8dc	2.227105487553896
1110046J04Rik	2.2270437971833426
Fastkd3	2.2268129527161458
Vsig2	2.224419285438433
Glis3	2.221695616246926
Calu	2.2215956368641465
Serpina3g	2.2191323209294853
Shf	2.217081628231477
Tulp3	2.216238299245083
Parp11	2.2131215822131827
Tyw5	2.211776232141996
2610318N02Rik	2.21068043691444
Hgf	2.210418206857761
Zfp426	2.2063153255422807
Adam32	2.202874421380329
Rorc	2.2016192530705228
Cyren	2.201313773859934
Cntnap1	2.2012208882367754
Nlrc4	2.2000596589714885
Tha1	2.1995008426025673
Adap2	2.1984617303849325
Nprl2	2.198068887188917
Ero1a	2.1963133312363436
Eno2	2.1948876734365927
F730311O21Rik	2.19122596757733
Fbln2	2.189733794302874
Klri2	2.189541908469106
Mag	2.1870087388613366
Ifi214	2.1861650634807597
Bcl2a1d	2.183484063220134
Bdkrb1	2.1789470667013546
Rad52	2.178702120190601
Zfp13	2.1786974558576864
Tcirg1	2.1775138157055185
Milr1	2.175631647861439
Cd6	2.1735946554882464
Abcb1a	2.1725864409255817
Pip4p1	2.1724810835671398
Crebrf	2.1717308586338073
Ccdc91	2.171195164500429
Lztfl1	2.1703600174144997
Gmfg	2.1696454627803043
Mcts1	2.1672667845660145
Polr1has	2.165791060450708
Card9	2.1629335859448737
Fxyd4	2.1604501610688143
Cox16	2.159669913167072
Ttc4	2.1556529080700826
Sem1	2.153809879664212
Nostrin	2.152280837699053
Rab43	2.151464376976653
Sp140	2.151048731141469
Cxcl10	2.1484848814152477
Notum	2.1477373916587683
Gm4705	2.145992518090817
1700006J14Rik	2.144381929074219
Brms1l	2.1428777986166625
Irak2	2.142670022437881
Snrnp48	2.1421274838983893
Tspan13	2.1416021973340094
Gm4787	2.1411216418980743
Smarce1-ps1	2.1403645261520303
Ly86	2.137442028104858
Amigo2	2.1356455081946786
Rnaset2a	2.1351631939656994
Gm24119	2.1343419865150337
Ccdc66	2.1338460915359847
Arl15	2.130555736855286
Gbp2b	2.1250435288468283
Thumpd2	2.1242109533572493
Vopp1	2.1242038570079056
Cox17	2.12375023117904
Glrx	2.12358851646332
Sec23a	2.12246716397754
Epb41l4aos	2.1215049709295264
Il2rg	2.1211071553937804
Rpl32	2.117340177753854
B130024G19Rik	2.1170724792160986
Fpr2	2.1149276033066697
Gemin2	2.1127351304379043
Gm12359	2.108438936560585
Mtcl1	2.106055304434282
Snord85	2.104952119993773
Sting1	2.09871952117878
Ubd	2.0986963720944622
Cenpo	2.0985782830153195
Tmem191	2.0978995925558848
Ttc9	2.097367657681792
Pgf	2.0970600533126222
Slc17a6	2.0950047168998176
Tnfrsf10b	2.093021089301304
Nol4l	2.090307051565921
Fam169b	2.0880250926558674
Uckl1	2.0870447340585683
Ano1	2.0851807356998977
Gm15050	2.0847349877795605
Timm9	2.083404731649455
Garin5a	2.0823149013479654
Ripk3	2.07868448450209
Cdk18	2.0782322550088215
Lrrc18	2.0772477367383275
Med6	2.0766508709130016
Nxt2	2.0765793684357696
Noazfp	2.0759011285015427
Nubpl	2.075245513657172
Gm29454	2.075018369223662
Zfp953	2.075009217416366
Gla	2.0742645578555203
Map3k15	2.073713771486269
Rnf181	2.073175985243823
