Gene	Gene name	Tissue	Intensity	hpa_version	source_file	source_url	modality	note
ENSG00000184292	TACSTD2	lung	22139708.2	25.1	ms_tissue.tsv	https://www.proteinatlas.org/download/tsv/ms_tissue.tsv.zip	mass_spectrometry_bulk_tissue	HPA bulk tissue MS intensity. Not IHC. Not an H-score.
ENSG00000189143	CLDN4	lung	440862.9	25.1	ms_tissue.tsv	https://www.proteinatlas.org/download/tsv/ms_tissue.tsv.zip	mass_spectrometry_bulk_tissue	HPA bulk tissue MS intensity. Not IHC. Not an H-score.
