term	n_overlap	n_set_in_bg	n_query	n_bg	enrichment	p	overlap_genes	fdr
HALLMARK_APICAL_JUNCTION	13	194	274	24083	5.889814884490932	3.791543538606091e-07	ADAM9,BAIAP2,CDH3,CTNND1,ICAM1,ICAM4,JUP,LAMC2,MPZL2,NECTIN4,PTK2,TGFBI,WASL	1.2835588851559693e-05
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	13	199	274	24083	5.7418295858856325	5.071937364104496e-07	ANPEP,CAPG,COL1A1,COL6A3,IGFBP3,LAMC2,NT5E,QSOX1,SDC1,SDC4,SERPINH1,TGFBI,TNC	1.2835588851559693e-05
GOBP_KERATINIZATION	7	44	274	24083	13.98316191108162	6.112185167409378e-07	CDH3,EVPL,KRT80,KRT86,PPL,SHARPIN,TMEM79	1.2835588851559693e-05
HALLMARK_INFLAMMATORY_RESPONSE	12	194	274	24083	5.436752201068553	2.476936567691499e-06	ADORA2B,AHR,CCL2,EDN1,GNA15,HBEGF,ICAM1,ICAM4,IRAK2,LY6E,SCARF1,TNFSF15	3.6603191141370054e-05
HALLMARK_KRAS_SIGNALING_UP	12	197	274	24083	5.353959020341621	2.905015169950004e-06	ADAM8,ALDH1A3,ANGPTL4,EMP1,ENG,EVI5,G0S2,GALNT3,HBEGF,IGFBP3,JUP,MPZL2	3.6603191141370054e-05
HALLMARK_P53_PATHWAY	11	195	274	24083	4.958132135504398	1.556545173654911e-05	BAIAP2,CDKN2B,CTSD,EPHA2,HBEGF,PTPN14,RAP2B,SDC1,TM4SF1,TP63,ZFP36L1	0.00014694407256495633
HALLMARK_GLYCOLYSIS	11	196	274	24083	4.932835542976314	1.6327119173884036e-05	ADORA2B,ANGPTL4,B3GNT3,DSC2,GPR87,IDH1,IGFBP3,NT5E,QSOX1,SDC1,TGFBI	0.00014694407256495633
HALLMARK_TNFA_SIGNALING_VIA_NFKB	11	199	274	24083	4.858471188057074	1.880934138118342e-05	CCL2,CLCF1,EDN1,EHD1,G0S2,HBEGF,ICAM1,SDC4,TNC,TRIP10,ZFP36	0.00014812356337681943
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	3	17	274	24083	15.510734220695577	0.0008801504532060052	LSR,TMEM79,TP63	0.005544947855197832
KRT_EPITHELIAL	3	17	274	24083	15.510734220695577	0.0008801504532060052	KRT13,KRT14,KRT19	0.005544947855197832
