Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Negative Regulation Of Cell-Cell Adhesion (GO:0022408)	2/40	0.1039456028907987	0.3631771712800801	0	0	3.8095975232198143	8.62450046354119	PTK2;MUC21
GO_Biological_Process_2023	Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)	2/40	0.1039456028907987	0.3631771712800801	0	0	3.8095975232198143	8.62450046354119	CCL2;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	2/40	0.1039456028907987	0.3631771712800801	0	0	3.8095975232198143	8.62450046354119	CTNNBIP1;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Wound Healing (GO:0090303)	2/40	0.1039456028907987	0.3631771712800801	0	0	3.8095975232198143	8.62450046354119	PTK2;HBEGF
GO_Biological_Process_2023	Regulation Of Epidermis Development (GO:0045682)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	TMEM79
GO_Biological_Process_2023	Regulation Of Fibroblast Apoptotic Process (GO:2000269)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	TP63
GO_Biological_Process_2023	Regulation Of Heme Biosynthetic Process (GO:0070453)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	SLC6A9
GO_Biological_Process_2023	Actin Filament Network Formation (GO:0051639)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	PLS3
GO_Biological_Process_2023	Alcohol Catabolic Process (GO:0046164)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	SCARF1
GO_Biological_Process_2023	Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062207)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	ZDHHC5
GO_Biological_Process_2023	Regulation Of Pinocytosis (GO:0048548)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	PROM2
GO_Biological_Process_2023	Collagen-Activated Signaling Pathway (GO:0038065)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	DDR1
GO_Biological_Process_2023	Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:0003198)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	ENG
GO_Biological_Process_2023	tRNA Transcription (GO:0009304)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	ZFP36L1
GO_Biological_Process_2023	Tricarboxylic Acid Metabolic Process (GO:0072350)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	IDH1
GO_Biological_Process_2023	Vascular Associated Smooth Muscle Cell Differentiation (GO:0035886)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	ENG
GO_Biological_Process_2023	Intermembrane Lipid Transfer (GO:0120009)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	GLTP
GO_Biological_Process_2023	Intestinal Epithelial Cell Differentiation (GO:0060575)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	YAP1
GO_Biological_Process_2023	Monocyte Activation (GO:0042117)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	ADAM9
GO_Biological_Process_2023	Negative Regulation Of Cholesterol Storage (GO:0010887)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	CES1
GO_Biological_Process_2023	Negative Regulation Of Lipase Activity (GO:0060192)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	ANGPTL4
GO_Biological_Process_2023	Negative Regulation Of Mitotic Nuclear Division (GO:0045839)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	BMP4
GO_Biological_Process_2023	Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903589)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	FGFBP1
GO_Biological_Process_2023	Regulation Of DNA Methylation (GO:0044030)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	GRHL2
GO_Biological_Process_2023	Regulation Of Cell Killing (GO:0031341)	1/8	0.1045033320824488	0.3631771712800801	0	0	10.31868131868132	23.30511655471748	ICAM1
GO_Biological_Process_2023	Regulation Of NIK/NF-kappaB Signaling (GO:1901222)	3/83	0.1055463325618088	0.3660147498280753	0	0	2.718542435424354	6.11292879609957	TRIM6;TSPAN6;CCN3
GO_Biological_Process_2023	Cellular Response To Oxygen-Containing Compound (GO:1901701)	9/406	0.1073360587857102	0.3700296213663748	0	0	1.6535430825531106	3.690361957967773	ITPKC;ZFP36;CPNE4;ADAM9;CCL2;BCL10;AHR;SYT8;ZFP36L1
GO_Biological_Process_2023	O-glycan Processing (GO:0016266)	2/41	0.1083284669714276	0.3700296213663748	0	0	3.711726998491705	8.249637312386938	GALNT3;B3GNT3
GO_Biological_Process_2023	Regulation Of Microtubule-Based Process (GO:0032886)	2/41	0.1083284669714276	0.3700296213663748	0	0	3.711726998491705	8.249637312386938	ERBB2;MARK2
GO_Biological_Process_2023	Positive Regulation Of Actin Filament Polymerization (GO:0030838)	2/41	0.1083284669714276	0.3700296213663748	0	0	3.711726998491705	8.249637312386938	CDC42EP1;BAIAP2
GO_Biological_Process_2023	Negative Regulation Of Cell Motility (GO:2000146)	4/133	0.1103063796466779	0.3700296213663748	0	0	2.250588573069193	4.961407915052212	RAP2B;EPPK1;EPHA1;ENG
GO_Biological_Process_2023	Response To Interleukin-1 (GO:0070555)	3/85	0.111296111490011	0.3700296213663748	0	0	2.6519665196651965	5.822554153846242	IRAK2;CCL2;CD47
GO_Biological_Process_2023	Integrin-Mediated Signaling Pathway (GO:0007229)	3/85	0.111296111490011	0.3700296213663748	0	0	2.6519665196651965	5.822554153846242	ADAM9;CD47;PTK2
GO_Biological_Process_2023	Nuclear-Transcribed mRNA Catabolic Process (GO:0000956)	3/85	0.111296111490011	0.3700296213663748	0	0	2.6519665196651965	5.822554153846242	ZFP36;EXOSC4;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)	3/85	0.111296111490011	0.3700296213663748	0	0	2.6519665196651965	5.822554153846242	COL1A1;CDH3;JUP
GO_Biological_Process_2023	Positive Regulation Of Endothelial Cell Migration (GO:0010595)	3/85	0.111296111490011	0.3700296213663748	0	0	2.6519665196651965	5.822554153846242	BMP4;EDN1;RIN2
GO_Biological_Process_2023	Cardiac Ventricle Morphogenesis (GO:0003208)	2/42	0.1127596802256495	0.3700296213663748	0	0	3.61875	7.897909023461258	BMP4;ENG
GO_Biological_Process_2023	Collagen Fibril Organization (GO:0030199)	2/42	0.1127596802256495	0.3700296213663748	0	0	3.61875	7.897909023461258	COL1A1;SERPINH1
GO_Biological_Process_2023	Stress-Activated MAPK Cascade (GO:0051403)	2/42	0.1127596802256495	0.3700296213663748	0	0	3.61875	7.897909023461258	ZFP36;ZFP36L1
GO_Biological_Process_2023	Regulation Of Axonogenesis (GO:0050770)	2/42	0.1127596802256495	0.3700296213663748	0	0	3.61875	7.897909023461258	PLXNA1;MARK2
GO_Biological_Process_2023	Regulation Of Inflammatory Response (GO:0050727)	6/240	0.1130231572249467	0.3700296213663748	0	0	1.8649062380405663	4.065798739570036	SHARPIN;TNC;CCN3;CD47;AHR;VAMP3
GO_Biological_Process_2023	Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	5/186	0.1130318004333817	0.3700296213663748	0	0	2.0071268664380044	4.375709342509142	BMP4;YAP1;TRIM6;EDN1;ENG
GO_Biological_Process_2023	Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990)	3/86	0.1142153086598214	0.3700296213663748	0	0	2.6198817409860844	5.684278658285277	CDKN2B;APLP2;ZFP36L1
GO_Biological_Process_2023	Exocytosis (GO:0006887)	3/86	0.1142153086598214	0.3700296213663748	0	0	2.6198817409860844	5.684278658285277	RAB31;TMEM79;VAMP3
GO_Biological_Process_2023	Regulation Of Hair Cycle (GO:0042634)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	CDH3
GO_Biological_Process_2023	SNARE Complex Assembly (GO:0035493)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	VAMP3
GO_Biological_Process_2023	Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	ICAM1
GO_Biological_Process_2023	Axon Regeneration (GO:0031103)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	TNC
GO_Biological_Process_2023	Biomineral Tissue Development (GO:0031214)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	COL1A1
GO_Biological_Process_2023	Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039531)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	TSPAN6
GO_Biological_Process_2023	Smooth Muscle Tissue Development (GO:0048745)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	ENG
GO_Biological_Process_2023	Endothelial Tube Morphogenesis (GO:0061154)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	BMP4
GO_Biological_Process_2023	Iron Ion Transmembrane Transport (GO:0034755)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	SLC40A1
GO_Biological_Process_2023	Mesenchymal To Epithelial Transition (GO:0060231)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	BMP4
GO_Biological_Process_2023	Negative Regulation Of Transforming Growth Factor Beta Production (GO:0071635)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	CDH3
GO_Biological_Process_2023	Nerve Growth Factor Signaling Pathway (GO:0038180)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	NTF4
GO_Biological_Process_2023	Neuron Remodeling (GO:0016322)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	SCARF1
GO_Biological_Process_2023	Nuclear mRNA Surveillance (GO:0071028)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	EXOSC4
GO_Biological_Process_2023	Pinocytosis (GO:0006907)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	RAB34
GO_Biological_Process_2023	Positive Regulation Of Epidermis Development (GO:0045684)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	TMEM79
GO_Biological_Process_2023	Positive Regulation Of Lipase Activity (GO:0060193)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	RHOC
GO_Biological_Process_2023	Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	LRP5
GO_Biological_Process_2023	Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	ZFP36
GO_Biological_Process_2023	Positive Regulation Of Receptor Recycling (GO:0001921)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	VAMP3
GO_Biological_Process_2023	Positive Regulation Of Vasculogenesis (GO:2001214)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	RIN2
GO_Biological_Process_2023	Protein O-linked Glycosylation Via Serine (GO:0018242)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	GALNT3
GO_Biological_Process_2023	Protein O-linked Glycosylation Via Threonine (GO:0018243)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	GALNT3
GO_Biological_Process_2023	Regulation Of Cellular Extravasation (GO:0002691)	1/9	0.1167765260910493	0.3700296213663748	0	0	9.02838827838828	19.38840247122002	ICAM1
GO_Biological_Process_2023	Regulation Of Protein Kinase B Signaling (GO:0051896)	4/136	0.1170979185030087	0.3700296213663748	0	0	2.1991021324354656	4.716512827840379	PTK2;EPHA2;ENG;HBEGF
GO_Biological_Process_2023	Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	2/43	0.1172371077596435	0.3700296213663748	0	0	3.5303084648493543	7.567416831870932	CCL2;ICAM1
GO_Biological_Process_2023	mRNA Catabolic Process (GO:0006402)	2/43	0.1172371077596435	0.3700296213663748	0	0	3.5303084648493543	7.567416831870932	ZFP36;EXOSC4
GO_Biological_Process_2023	mRNA Destabilization (GO:0061157)	2/43	0.1172371077596435	0.3700296213663748	0	0	3.5303084648493543	7.567416831870932	ZFP36;ZFP36L1
GO_Biological_Process_2023	Endocytosis (GO:0006897)	5/189	0.1187424943139545	0.3725822903143195	0	0	1.974098917084209	4.206406110874	EHD1;EPN3;RAB34;HSPG2;SCARF1
GO_Biological_Process_2023	Protein Localization To Organelle (GO:0033365)	4/137	0.1194015892833652	0.3725822903143195	0	0	2.1824561403508773	4.638292776857723	FAM83H;BMP4;COL1A1;EHD1
GO_Biological_Process_2023	Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	6/244	0.1196566307134567	0.3725822903143195	0	0	1.8331870061457416	3.89209258423324	DDR1;SPRED2;ERBB2;CCL2;ICAM1;EPHA2
GO_Biological_Process_2023	Negative Regulation Of Neuron Death (GO:1901215)	3/88	0.1201396701289143	0.3725822903143195	0	0	2.557976991534621	5.420609798096481	NTF4;CLCF1;CCL2
GO_Biological_Process_2023	Intracellular Monoatomic Cation Homeostasis (GO:0030003)	5/190	0.1206759364560263	0.3725822903143195	0	0	1.9633276399075656	4.151743995347939	EDN1;EDN2;TRPV4;SLC40A1;SLC39A4
GO_Biological_Process_2023	Positive Regulation Of Programmed Cell Death (GO:0043068)	6/245	0.121344784273275	0.3725822903143195	0	0	1.8254230937363392	3.850035129850197	BMP4;RARG;IGFBP3;IRF5;BCL10;CTSD
GO_Biological_Process_2023	Bone Development (GO:0060348)	2/44	0.1217586637209277	0.3725822903143195	0	0	3.446078431372549	7.256456837337587	LRP5;PLS3
GO_Biological_Process_2023	Regulation Of Viral Entry Into Host Cell (GO:0046596)	2/44	0.1217586637209277	0.3725822903143195	0	0	3.446078431372549	7.256456837337587	TRIM6;LY6E
GO_Biological_Process_2023	Extracellular Matrix Disassembly (GO:0022617)	2/44	0.1217586637209277	0.3725822903143195	0	0	3.446078431372549	7.256456837337587	CAPG;ADAM8
GO_Biological_Process_2023	Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854)	2/44	0.1217586637209277	0.3725822903143195	0	0	3.446078431372549	7.256456837337587	ITPKC;EFR3A
GO_Biological_Process_2023	Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961)	2/44	0.1217586637209277	0.3725822903143195	0	0	3.446078431372549	7.256456837337587	TRIM6;EDN1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	2/44	0.1217586637209277	0.3725822903143195	0	0	3.446078431372549	7.256456837337587	CCL2;CD47
GO_Biological_Process_2023	Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	6/246	0.1230447288064739	0.3725822903143195	0	0	1.8177238805970148	3.808508418321218	TRIM6;EDN1;JUP;IRAK2;ADAM8;BCL10
GO_Biological_Process_2023	Intracellular Calcium Ion Homeostasis (GO:0006874)	4/139	0.124067394253284	0.3725822903143195	0	0	2.149903978052126	4.486699880685045	EDN1;EDN2;CAV2;TRPV4
GO_Biological_Process_2023	Protein Localization To Membrane (GO:0072657)	5/192	0.1245869929497904	0.3725822903143195	0	0	1.942130688030535	4.044974765718494	EHD1;EFR3A;JUP;RAB34;EPHA2
GO_Biological_Process_2023	I-kappaB kinase/NF-kappaB Signaling (GO:0007249)	2/45	0.1263223103492778	0.3725822903143195	0	0	3.365766073871409	6.963496099270624	IRAK2;BCL10
GO_Biological_Process_2023	Regulation Of Protein Modification Process (GO:0031399)	2/45	0.1263223103492778	0.3725822903143195	0	0	3.365766073871409	6.963496099270624	SPRED2;PTK2
GO_Biological_Process_2023	Positive Regulation Of Innate Immune Response (GO:0045089)	2/45	0.1263223103492778	0.3725822903143195	0	0	3.365766073871409	6.963496099270624	TRIM6;ZDHHC5
GO_Biological_Process_2023	Positive Regulation Of mRNA Catabolic Process (GO:0061014)	2/45	0.1263223103492778	0.3725822903143195	0	0	3.365766073871409	6.963496099270624	ZFP36;ZFP36L1
GO_Biological_Process_2023	Regulation Of Cell Differentiation (GO:0045595)	5/193	0.1265643861208729	0.3725822903143195	0	0	1.93170133670806	3.992834619863693	NTF4;PPP1R13L;PTK2;HOPX;ZFP36L1
GO_Biological_Process_2023	Negative Regulation Of Apoptotic Process (GO:0043066)	10/482	0.1275587416019149	0.3725822903143195	0	0	1.5451656394453004	3.1817715577964503	YAP1;NTF4;BMP4;SH3RF2;CLCF1;ERBB2;CCL2;ADAM8;ANGPTL4;PTK2
GO_Biological_Process_2023	Rap Protein Signal Transduction (GO:0032486)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	RAP2B
GO_Biological_Process_2023	Regulation Of Melanin Biosynthetic Process (GO:0048021)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	CDH3
GO_Biological_Process_2023	Cellular Response To Forskolin (GO:1904322)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	AHR
GO_Biological_Process_2023	Copper Ion Transport (GO:0006825)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	STEAP4
GO_Biological_Process_2023	Response To Forskolin (GO:1904321)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	AHR
GO_Biological_Process_2023	Steroid Hormone Mediated Signaling Pathway (GO:0043401)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	BMP4
GO_Biological_Process_2023	Establishment Of Endothelial Intestinal Barrier (GO:0090557)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	RAP2B
GO_Biological_Process_2023	Thyroid Hormone Generation (GO:0006590)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	FOXE1
GO_Biological_Process_2023	Glycine Transport (GO:0015816)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	SLC6A9
GO_Biological_Process_2023	Inositol Phosphate Biosynthetic Process (GO:0032958)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	ITPKC
GO_Biological_Process_2023	Lipoprotein Catabolic Process (GO:0042159)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	CTSD
GO_Biological_Process_2023	Maintenance Of Synapse Structure (GO:0099558)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	CBLN3
GO_Biological_Process_2023	Mitochondrial Respirasome Assembly (GO:0097250)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	STMP1
GO_Biological_Process_2023	Negative Regulation Of Hemostasis (GO:1900047)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	EDN1
GO_Biological_Process_2023	Negative Regulation Of Lymphocyte Migration (GO:2000402)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	WASL
GO_Biological_Process_2023	Negative Regulation Of Nuclear Division (GO:0051784)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	BMP4
GO_Biological_Process_2023	Nuclear RNA Surveillance (GO:0071027)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	EXOSC4
GO_Biological_Process_2023	Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic, 3'-5' (GO:0034427)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	EXOSC4
GO_Biological_Process_2023	Positive Regulation Of Cholesterol Metabolic Process (GO:0090205)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	CES1
GO_Biological_Process_2023	Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	HBEGF
GO_Biological_Process_2023	Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	ZFP36
GO_Biological_Process_2023	Positive Regulation Of Protein Depolymerization (GO:1901881)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	TRPV4
GO_Biological_Process_2023	Progesterone Receptor Signaling Pathway (GO:0050847)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	YAP1
GO_Biological_Process_2023	Receptor-Mediated Endocytosis Of Virus By Host Cell (GO:0019065)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	CAV2
GO_Biological_Process_2023	Regulation Of Axon Regeneration (GO:0048679)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	SCARF1
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Apoptotic Process (GO:0010665)	1/10	0.1288821165134311	0.3725822903143195	0	0	8.024827024827024	16.441723969659225	ENG
GO_Biological_Process_2023	Positive Regulation Of MAP Kinase Activity (GO:0043406)	3/91	0.1292331275554786	0.3729298823743811	0	0	2.4703958403220394	5.054769112374853	EDN1;ERBB2;ADAM9
GO_Biological_Process_2023	Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	2/46	0.1309260570795251	0.3738100852305875	0	0	3.2891042780748663	6.687152126120194	ERRFI1;RALB
GO_Biological_Process_2023	Regulation Of mRNA Catabolic Process (GO:0061013)	2/46	0.1309260570795251	0.3738100852305875	0	0	3.2891042780748663	6.687152126120194	ZFP36;ZFP36L1
GO_Biological_Process_2023	Regulation Of Nervous System Development (GO:0051960)	2/46	0.1309260570795251	0.3738100852305875	0	0	3.2891042780748663	6.687152126120194	YAP1;BHLHE41
GO_Biological_Process_2023	Cellular Component Disassembly (GO:0022411)	2/46	0.1309260570795251	0.3738100852305875	0	0	3.2891042780748663	6.687152126120194	CAPG;ADAM8
GO_Biological_Process_2023	Response To Hydrogen Peroxide (GO:0042542)	2/46	0.1309260570795251	0.3738100852305875	0	0	3.2891042780748663	6.687152126120194	EDN1;ADAM9
GO_Biological_Process_2023	Homotypic Cell-Cell Adhesion (GO:0034109)	2/46	0.1309260570795251	0.3738100852305875	0	0	3.2891042780748663	6.687152126120194	RAP2B;DSC2
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription (GO:0045893)	22/1243	0.1313888179744952	0.3744697175428293	0	0	1.323108823108823	2.6853740934852404	YAP1;NFE2;RARG;EDN1;JUP;FOXE1;LRP5;BCL10;WASL;AHR;GRHL1;GRHL2;BARX2;ELK3;GDF7;COL1A1;BMP4;ERBB2;IRF5;TP63;ENG;BCL9L
GO_Biological_Process_2023	Positive Regulation Of Neuron Projection Development (GO:0010976)	3/92	0.1323173135758119	0.3764520752438592	0	0	2.4425142004229032	4.940112836933902	DDR1;SCARF1;MARK2
GO_Biological_Process_2023	Endomembrane System Organization (GO:0010256)	5/196	0.1325826610221915	0.3765440777009869	0	0	1.9010685299441408	3.8412020625538887	USP6NL;SPTBN5;PHETA2;CAV2;ATL2
GO_Biological_Process_2023	Positive Regulation Of Protein Kinase B Signaling (GO:0051897)	3/93	0.1354271203210633	0.3784672781643085	0	0	2.4152521525215254	4.828865896449449	PTK2;ENG;HBEGF
GO_Biological_Process_2023	Golgi To Plasma Membrane Transport (GO:0006893)	2/47	0.1355679595967205	0.3784672781643085	0	0	3.2158496732026145	6.426175216293071	RAB31;RAB34
GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	2/47	0.1355679595967205	0.3784672781643085	0	0	3.2158496732026145	6.426175216293071	CLDN23;GRHL2
GO_Biological_Process_2023	Secondary Alcohol Metabolic Process (GO:1902652)	2/47	0.1355679595967205	0.3784672781643085	0	0	3.2158496732026145	6.426175216293071	IDH1;CES1
GO_Biological_Process_2023	Insulin Receptor Signaling Pathway (GO:0008286)	2/47	0.1355679595967205	0.3784672781643085	0	0	3.2158496732026145	6.426175216293071	CAV2;BAIAP2
GO_Biological_Process_2023	Positive Regulation Of Lymphocyte Activation (GO:0051251)	2/47	0.1355679595967205	0.3784672781643085	0	0	3.2158496732026145	6.426175216293071	CCL2;CD47
GO_Biological_Process_2023	Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	2/47	0.1355679595967205	0.3784672781643085	0	0	3.2158496732026145	6.426175216293071	BMP4;EDN1
GO_Biological_Process_2023	Retrograde Transport, Endosome To Golgi (GO:0042147)	3/94	0.1385620093932051	0.3784672781643085	0	0	2.38858927050809	4.7208970057668	PHETA2;EVI5;VAMP3
GO_Biological_Process_2023	Cellular Response To Mechanical Stimulus (GO:0071260)	2/48	0.1402461189836616	0.3784672781643085	0	0	3.1457800511508958	6.179433198783502	BCL10;TLR5
GO_Biological_Process_2023	AMP Metabolic Process (GO:0046033)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	NT5E
GO_Biological_Process_2023	Regulation Of Endocytic Recycling (GO:2001135)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	EHD1
GO_Biological_Process_2023	Actin Crosslink Formation (GO:0051764)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	BAIAP2
GO_Biological_Process_2023	Regulation Of Keratinocyte Migration (GO:0051547)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	EPPK1
GO_Biological_Process_2023	Regulation Of mRNA 3'-End Processing (GO:0031440)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	ZFP36L1
GO_Biological_Process_2023	Regulation Of Pseudopodium Assembly (GO:0031272)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	CDC42EP1
GO_Biological_Process_2023	Cellular Response To Growth Hormone Stimulus (GO:0071378)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	PTK2
GO_Biological_Process_2023	Respiratory Chain Complex III Assembly (GO:0017062)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	STMP1
GO_Biological_Process_2023	Retinoic Acid Receptor Signaling Pathway (GO:0048384)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	RARG
GO_Biological_Process_2023	Skeletal Muscle Fiber Development (GO:0048741)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	CAV2
GO_Biological_Process_2023	Endoplasmic Reticulum Membrane Organization (GO:0090158)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	ATL2
GO_Biological_Process_2023	Smooth Muscle Cell Differentiation (GO:0051145)	1/11	0.1408223837410296	0.3784672781643085	0	0	7.221978021978022	14.15692482835948	BMP4
