,TACSTD2,CLDN4,CD274,IL6,CD8A,STAT3,IFNG,IFN_compact,MHC1,IL6_STAT3_compact,GEP18,immune8,CYT,epithelial,HALLMARK_IFNG,HALLMARK_IFNA,HALLMARK_IL6_JAK_STAT3
Case1,8.027264656243302,5.818671644166626,3.668346088431239,0.57918014812715,1.1466552221194652,5.572738116864069,0.09761079662642233,-0.3632951951820235,-0.5083177570636324,-0.6961153806122138,-0.5938401681020806,-0.8629525648115677,-0.8439852970751147,-0.10184601526659137,-0.5397906387714324,-0.5020952588671895,-0.588003921491398
Case2,6.29066399756695,7.80238711453514,2.886940275785587,0.0,2.2533842358000746,7.237601957183281,0.06626144226872127,-0.48622513306563403,-0.35381163622578266,0.4028151411866801,-0.014979526527979526,0.021179118228622396,0.36610930429780403,0.7327587686506534,0.18360906328524806,0.029483401924340714,0.26855103366773275
Case3,0.0,0.0,4.667040559022988,3.3854310371935203,4.00845103269327,6.783063710045979,1.36513259345253,0.7805642436744764,0.6463453881978218,0.9254805363844134,1.1697159471756824,0.8355919374930079,1.080189233655973,-0.2823920231630997,0.6830500027916443,0.7021244156671287,0.8654755432064315
Case4,2.2175409398625243,0.0,1.3173040683619148,0.0,0.0,5.989615890064489,0.056583528366367514,-1.3041532085161465,-0.5970494392856205,-0.7829679911938082,-1.3093500144260686,-1.088885933436977,-1.1069823882262133,0.012138459328084245,-0.4541684036720793,-0.32454352511055373,-0.5203184674603057
Case5,5.165188400687095,6.436245141085422,1.658554260650898,0.0,0.0,7.739220296590121,0.0,-0.39039405252485937,0.08416673778049084,-0.381440027473357,-0.7362574198143749,-1.1582658322738588,-0.015314370037398106,0.13938096047042223,0.20153797287708552,0.47552875832021546,-0.19893688249137556
Case6,4.677339100457753,4.976592762238586,0.0,0.0,0.0,5.343834171620984,0.012926174444270048,-1.7377109779986473,-1.790646053321445,-1.4776445831638096,-1.5569139962574041,-1.077329149584109,-1.4881184784618666,-0.14236373042726413,-1.458411527305227,-1.654837736543089,-1.3301555563541179
Case7,4.800330472924636,5.9580074331647825,3.1396332051145333,0.9818526532897407,3.821710215034674,7.7230123963923685,0.4552285711171388,0.5859978926891478,0.34113339971486545,0.8142365294153822,0.7338446868399839,0.7595200009159473,0.16130294949427573,-0.3303687535717148,0.8194395290206606,0.7827500930742431,0.8707778161740809
Case8,3.8545941516615954,5.67702895563211,3.4486366970843303,2.5609594583375994,1.415217824888839,6.460120013371133,0.6852674065168417,-0.26334572573741705,-0.5042301415563345,0.3034923981608436,-0.2729748966428533,-0.7477961746024109,-0.6153568543005578,-0.6700739644839514,-0.18797348793694132,-0.24689904998347603,-0.0938127955309899
Case9,5.439257431176475,6.617210310224668,3.25171909260596,3.7395241078540336,3.4239814776165503,7.215125250343751,1.3328511220721542,0.6397375318918916,0.1345572129768396,0.7095831470087626,0.7244864692510502,0.8224566625285133,0.9355177919497879,-0.3137384417153951,0.3372595684199598,0.2131754700509048,0.46579360278737897
Case10,6.562929258340634,6.947163510212348,2.3928669162308,1.6177686458043978,1.722466024471091,6.717607884856882,0.269033146455237,-0.1409262022357735,0.972640578157255,0.18519230904610876,-0.19139743989198546,-0.29179442560840235,1.1684502451472012,0.6154864364838717,0.5051811409665946,0.9489704303029696,0.2123169738234878
