file	bytes	sha256
GSE205335_Lung_IO_CellIdentity.txt.gz	735956	8b1f7d21e0031f18561e6d43a3f4e2c31f6e62d7d2bfb91caf364e1fa4a60d0b
GSE205335_Lung_IO_UMI_matrix.rds.gz	523720227	ebbee2f8857fdf0151fa81f04bfb635c6c87a5a5bad33f782a6d349599ad5c30
GSE205335_family.soft.gz	4990	de49fcdc62a5a3d3b853dbdc8202256748049cff137d287414d049530293ec3e
